EffectType,Name,Description,ArgumentType,DefaultValue,Required,DatabaseKind
EFFECT_ADJUST_FULL_ACCESS_ONE_STRATEGIC,Access,,bool,,0,
EFFECT_ADJUST_GAINS_ALL_FOLLOWER_BELIEFS,Enable,,,,,
EFFECT_ADJUST_GAINS_FOUNDER_BELIEF_MAJORITY_RELIGION,Enable,,,,,
EFFECT_ADJUST_GLOBAL_WMD_STOCKPILE,,,,,,
EFFECT_ADJUST_GLOBAL_WMD_STOCKPILE,Amount,"If TargetOnly == true, this is the value to set the target player's WMD count(s) to.",int,,0,
EFFECT_ADJUST_GLOBAL_WMD_STOCKPILE,TargetOnly,A boolean value indicating if the effect only pertains to the target player.,bool,false,0,
EFFECT_ADJUST_GOLD_DISPERSAL,Amount,,,,,
EFFECT_ADJUST_GOLD_DISPERSAL,Improvement,,,,,
EFFECT_ADJUST_GOVERNMENT_SLOTS,Amount,,,,,
EFFECT_ADJUST_GOVERNMENT_SLOTS,GovernmentSlotType,,,,,
EFFECT_ADJUST_GOVERNOR_ALLIANCE_POINTS,Amount,,,,,
EFFECT_ADJUST_GOVERNOR_GRIEVENCE_SCORE,Score,,,,,
EFFECT_ADJUST_GOVERNOR_GRIEVENCE_SCORE,Turns,,,,,
EFFECT_ADJUST_GOVERNOR_IDENTITY_PRESSURE,Amount,The delta amount of pressure to modify the strength.,int,,0,
EFFECT_ADJUST_GOVERNOR_IDENTITY_PRESSURE,DomesticCities,"If true, the effect will apply the value to the Governor's external domestic pressure.",bool,false,0,
EFFECT_ADJUST_GOVERNOR_IDENTITY_PRESSURE,ForeignCities,"If true, the effect will apply only once per",bool,false,0,
EFFECT_ADJUST_GOVERNOR_IDENTITY_PRESSURE,OncePerCity,,,,,
EFFECT_ADJUST_GREAT_PEOPLE_POINTS_PER_KILL,Amount,,int,,0,
EFFECT_ADJUST_GREAT_PEOPLE_POINTS_PER_KILL,GreatPersonClassType,,database,,1,KIND_GREAT_PERSON_CLASS
EFFECT_ADJUST_GREAT_PEOPLE_POINTS_PER_KILL_BY_DEFEATED_STRENGTH,Amount,,,,,
EFFECT_ADJUST_GREAT_PEOPLE_POINTS_PER_KILL_BY_DEFEATED_STRENGTH,GreatPersonClassType,,,,,
EFFECT_ADJUST_GREAT_PERSON_GUARANTEE,EraType,,,,,
EFFECT_ADJUST_GREAT_PERSON_GUARANTEE,GreatPersonClassType,,,,,
EFFECT_ADJUST_GREAT_PERSON_PATRONAGE_DISCOUNT_PERCENT,Amount,,,,,
EFFECT_ADJUST_GREAT_PERSON_PATRONAGE_DISCOUNT_PERCENT,YieldType,,,,,
EFFECT_ADJUST_GREAT_PERSON_POINTS,Amount,,,,,
EFFECT_ADJUST_GREAT_PERSON_POINTS,GreatPersonClassType,,,,,
EFFECT_ADJUST_GREAT_PERSON_POINTS_PERCENT,Amount,,,,,
EFFECT_ADJUST_GREAT_PERSON_POINTS_PERCENT,GreatPersonClassType,,,,,
EFFECT_ADJUST_GREAT_PERSON_POINTS_REFUND_PERCENT,Amount,,,,,
EFFECT_ADJUST_GREAT_WORK_OBJECT_NO_TOURISM,NoTourism,,,,,
EFFECT_ADJUST_GREAT_WORK_OBJECT_TOURISM_MODIFIER,Amount,,,,,
EFFECT_ADJUST_IDENTITY_PER_TURN_FROM_NEARBY_GREAT_WORKS,Amount,,,,,
EFFECT_ADJUST_IDENTITY_PER_TURN_FROM_NEARBY_GREAT_WORKS,ForeignCities,,,,,
EFFECT_ADJUST_IGNORE_IDENTITY_PRESSURE,Ignore,,,,,
EFFECT_ADJUST_IMPROVEMENT_AMENITY,Amount,,,,,
EFFECT_ADJUST_IMPROVEMENT_GOODY_HUT,GoodyHutImprovementType,,,,,
EFFECT_ADJUST_IMPROVEMENT_GOODY_HUT,ImprovementType,,,,,
EFFECT_ADJUST_IMPROVEMENT_HOUSING,Amount,,,,,
EFFECT_ADJUST_IMPROVEMENT_VALID_TERRAIN,ImprovementType,,,,,
EFFECT_ADJUST_IMPROVEMENT_VALID_TERRAIN,TerrainType,,,,,
EFFECT_ADJUST_INFLUENCE_POINTS_PER_TURN,Amount,,,,,
EFFECT_ADJUST_INQUISITION_START_CHARGES,Amount,,,,,
EFFECT_ADJUST_MODIFIED_FREE_POWER_IN_CITY,Amount,,,,,
EFFECT_ADJUST_MOST_ADVANCED_STRATEGIC_RESOURCE_COUNT,Amount,,,,,
EFFECT_ADJUST_MULTIPLY_TREASURY,Amount,,,,,
EFFECT_ADJUST_NATURAL_WONDER_AMENITY,Amount,,,,,
EFFECT_ADJUST_NATURAL_WONDER_RELIC,Amount,,int,,1,
EFFECT_ADJUST_NO_FRESH_WATER_HOUSING,NoHousing,,,,,
EFFECT_ADJUST_NO_GREAT_PERSON_POINTS,,,,,,
EFFECT_ADJUST_NUMBER_ALLIES_UNIT_COMBAT_BONUS,Amount,,,,,
EFFECT_ADJUST_NUM_UNITS_SUPPORTED,Amount,,,,,
EFFECT_ADJUST_NUM_UNITS_SUPPORTED,BuildingType,,,,,
EFFECT_ADJUST_OWNED_BONUS_RESOURCE_EXTRA_AMENITIES,Amount,,,,,
EFFECT_ADJUST_OWNED_LUXURY_EXTRA_AMENITIES,Amount,,,,,
EFFECT_ADJUST_PLAYER_ADD_CHOP_YIELD,Amount,,,,,
EFFECT_ADJUST_PLAYER_ADD_CHOP_YIELD,YieldType,,,,,
EFFECT_ADJUST_PLAYER_ADJUST_ENVOYS_NON_SPECIALTY,Amount,,,,,
EFFECT_ADJUST_PLAYER_ALLIED_WAR_DISCOUNT,Discount,,,,,
EFFECT_ADJUST_PLAYER_ALL_ALLIANCES_PROVIDE_SHARED_VIS,ShareVis,,,,,
EFFECT_ADJUST_PLAYER_ALWAYS_ALLOW_COMMEMORATION_QUEST_COUNT,Amount,,,,,
EFFECT_ADJUST_PLAYER_ALWAYS_FULL_RELIGIOUS_TOURISM,Enable,,,,,
EFFECT_ADJUST_PLAYER_ALWAYS_LOYAL_COASTAL_HOME_CONTINENT,,,,,,
EFFECT_ADJUST_PLAYER_AUTO_THEMED_BUILDING,BuildingType,,,,,
EFFECT_ADJUST_PLAYER_BAN_CHOP,NoRemove,,,,,
EFFECT_ADJUST_PLAYER_BAN_CITY_PRODUCTION,,,,,,
EFFECT_ADJUST_PLAYER_BAN_CITY_PRODUCTION,BanDistrictBuildings,,,,,
EFFECT_ADJUST_PLAYER_BAN_RESOURCE,,,,,,
EFFECT_ADJUST_PLAYER_BAN_UNIT_PRODUCTION_YIELD,YieldType,A text value indicating the YieldType to be banned from player use.,text,NO_YIELD,0,
EFFECT_ADJUST_PLAYER_BLOCK_UNIT_ENTRY,UnitType,,database,,1,KIND_UNIT
EFFECT_ADJUST_PLAYER_BUFF_UNIT_PRODUCTION_YIELD,Amount,An integer value indicating the cost discount for the specified yield type.,int,,0,
EFFECT_ADJUST_PLAYER_BUFF_UNIT_PRODUCTION_YIELD,YieldType,A text value indicating the YieldType to be banned from player use.,text,NO_YIELD,0,
EFFECT_ADJUST_PLAYER_BUILDING_FAVOR,BuildingType,,,,,
EFFECT_ADJUST_PLAYER_BUILDING_FAVOR,Favor,,,,,
EFFECT_ADJUST_PLAYER_CAPITAL,ProjectType,,,,,
EFFECT_ADJUST_PLAYER_CITY_TILES,Amount,,,,,
EFFECT_ADJUST_PLAYER_COUNTER_SPY_YIELD_AWARD_PER_LEVEL,Amount,,,,,
EFFECT_ADJUST_PLAYER_COUNTER_SPY_YIELD_AWARD_PER_LEVEL,PerXLevels,,,,,
EFFECT_ADJUST_PLAYER_COUNTER_SPY_YIELD_AWARD_PER_LEVEL,YieldType,,,,,
EFFECT_ADJUST_PLAYER_DIPLOMATIC_VICTORY_POINTS,Amount,,,,,
EFFECT_ADJUST_PLAYER_DIPLOMATIC_VICTORY_POINTS,Tooltip,,,,,
EFFECT_ADJUST_PLAYER_DIPLOMATIC_VICTORY_POINTS,VictoryResolution,,,,,
EFFECT_ADJUST_PLAYER_DISTRICT_AIR_SLOTS,Amount,,,,,
EFFECT_ADJUST_PLAYER_DISTRICT_AND_BUILDINGS_CREATE_UNIT_WITH_ABILITY_BY_CLASS,DistrictType,,,,1,
EFFECT_ADJUST_PLAYER_DISTRICT_AND_BUILDINGS_CREATE_UNIT_WITH_ABILITY_BY_CLASS,UnitAbilityType,,,,0,
EFFECT_ADJUST_PLAYER_DISTRICT_AND_BUILDINGS_CREATE_UNIT_WITH_ABILITY_BY_CLASS,UnitPromotionClass,,,,1,
EFFECT_ADJUST_PLAYER_DISTRICT_CREATE_UNIT,DistrictType,,database,,1,KIND_DISTRICT
EFFECT_ADJUST_PLAYER_DISTRICT_CREATE_UNIT,UnitType,,database,,1,KIND_UNIT
EFFECT_ADJUST_PLAYER_DISTRICT_CREATE_YIELD,Amount,,,,1,
EFFECT_ADJUST_PLAYER_DISTRICT_CREATE_YIELD,DistrictType,,,,0,
EFFECT_ADJUST_PLAYER_DISTRICT_CREATE_YIELD,ImprovementType,,,,0,
EFFECT_ADJUST_PLAYER_DISTRICT_CREATE_YIELD,MustReplaceImprovement,,,,0,
EFFECT_ADJUST_PLAYER_DISTRICT_CREATE_YIELD,YieldBasedOnAppeal,,,,0,
EFFECT_ADJUST_PLAYER_DISTRICT_CREATE_YIELD,YieldType,,,,1,
EFFECT_ADJUST_PLAYER_EMBARKED_UNIT_MOVEMENT,Amount,,,,,
EFFECT_ADJUST_PLAYER_EMBARK_UNIT_PASS,UnitType,,,,,
EFFECT_ADJUST_PLAYER_EMERGENCY_FAVOR_MODIFIER,Amount,,,,,
EFFECT_ADJUST_PLAYER_EMERGENCY_FAVOR_MODIFIER,Member,,,,,
EFFECT_ADJUST_PLAYER_ENFORCE_BORDERS,Enable,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_AERODROME_BUILDING_CONSTRUCTED,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_ARMY_KILLED,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_ARTIFACT_EXTRACTED,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_CITY_RELIGION_CONVERSION,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_CIVIC_BOOST,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_CONTINENT_DISCOVERED,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_CORPS_KILLED,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_CULTURE_BUILDING_CONSTRUCTED,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_DISTRICT_CONSTRUCTED,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_GREAT_PERSON_EARNED,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_INDUSTRIAL_BUILDING_CONSTRUCTED,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_NATURAL_WONDER_DISCOVERED,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_NON_BARBARIAN_UNIT_KILLED_BY_GDR,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_NON_BARBARIAN_UNIT_SEA_KILLED,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_PRIDE_MOMENT,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_PRIDE_MOMENT,MinScore,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_SCIENCE_BUILDING_CONSTRUCTED,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_SPY_SUCCESSFUL_MISSION,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_TECH_BOOST,Amount,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_TRADE_ROUTE_COMPLETED,Amount,,,,,
EFFECT_ADJUST_PLAYER_EXTRA_FAVOR_PER_TURN,Amount,,,,,
EFFECT_ADJUST_PLAYER_FAITH_FROM_DISPERSAL,Amount,,,,,
EFFECT_ADJUST_PLAYER_FAITH_PEACEFUL_FOUNDERS,Amount,,,,,
EFFECT_ADJUST_PLAYER_FAVOR_REFUND_FOR_SUCCESSFUL_RESOLUTION,Percent,,,,,
EFFECT_ADJUST_PLAYER_FAVOR_REFUND_FOR_SUCCESSFUL_RESOLUTION,ResolutionType,,,,,
EFFECT_ADJUST_PLAYER_FAVOR_REFUND_FOR_SUCCESSFUL_RESOLUTION,WhichEffect,,,,,
EFFECT_ADJUST_PLAYER_FEAUTE_REQUIRED_FOR_SPECIALTY_DISTRICTS,FeatureType,,database,,1,KIND_FEATURE
EFFECT_ADJUST_PLAYER_FREE_BUILDING_WHEN_SPECIALTY_DISTRICT_CONSTRUCTED,,,,,,
EFFECT_ADJUST_PLAYER_FREE_BUILDING_WHEN_SPECIALTY_DISTRICT_CONSTRUCTED_EXCEPT,DistrictType,,,,,
EFFECT_ADJUST_PLAYER_FREE_GREAT_PERSON_POINTS,Amount,,int,,1,
EFFECT_ADJUST_PLAYER_FREE_RESOURCE_IMPORT,Amount,,,,,
EFFECT_ADJUST_PLAYER_FREE_RESOURCE_IMPORT,ResourceType,,,,,
EFFECT_ADJUST_PLAYER_FREE_RESOURCE_IMPORT_EXTRACTION,Amount,,,,,
EFFECT_ADJUST_PLAYER_FREE_RESOURCE_IMPORT_EXTRACTION,ResourceType,,,,,
EFFECT_ADJUST_PLAYER_GOVERNMENT_SLOT_TYPE,GovernmentSlotType,,,,,
EFFECT_ADJUST_PLAYER_GOVERNMENT_SLOT_TYPE_GRANT_FAVOR,Amount,,,,,
EFFECT_ADJUST_PLAYER_GOVERNMENT_SLOT_TYPE_GRANT_FAVOR,GovernmentSlotType,,,,,
EFFECT_ADJUST_PLAYER_GOVERNOR_FAVOR,FavorAmount,An integer value indicating the amount of favor gained when the specified governor is promoted,int,,0,
EFFECT_ADJUST_PLAYER_GOVERNOR_FAVOR,GovernorType,A text value indicating the Governor type that grants favor when promoted.,text,NO_GOVERNOR,0,
EFFECT_ADJUST_PLAYER_GOVERNOR_FAVOR,Neutralize,A boolean value determining if the Governor type should be neutralized.,bool,false,0,
EFFECT_ADJUST_PLAYER_GOVERNOR_POINTS,Delta,,,,,
EFFECT_ADJUST_PLAYER_GREATPERSON_FAVOR_MODIFIER,Amount,,,,,
EFFECT_ADJUST_PLAYER_GRIEVANCE_DECAY,Amount,,int,,1,
EFFECT_ADJUST_PLAYER_GRIEVANCE_GENERATION,Amount,,int,,1,
EFFECT_ADJUST_PLAYER_HEALING_FROM_DISPERSAL,Amount,,,,,
EFFECT_ADJUST_PLAYER_IDENTITY_PER_TURN_FOR_DOMESTIC_TRADE_ROUTE_ORIGIN,Amount,,,,,
EFFECT_ADJUST_PLAYER_IMMEDIATE_TRADING_POST,ImmediateTradingPost,,,,,
EFFECT_ADJUST_PLAYER_IMPROVED_ROUTE_LEVEL,ImprovedRouteLevel,,,,,
EFFECT_ADJUST_PLAYER_INTERNATIONAL_TRADE_ROUTE_YIELD_MODIFIER,Amount,,,,,
EFFECT_ADJUST_PLAYER_INTERNATIONAL_TRADE_ROUTE_YIELD_MODIFIER,YieldType,,,,,
EFFECT_ADJUST_PLAYER_INTERNATIONAL_TRADE_ROUTE_YIELD_PER_IMPROVEMENT_IN_ORIGIN_CITY,Amount,,,,,
EFFECT_ADJUST_PLAYER_INTERNATIONAL_TRADE_ROUTE_YIELD_PER_IMPROVEMENT_IN_ORIGIN_CITY,ImprovementType,,,,,
EFFECT_ADJUST_PLAYER_INTERNATIONAL_TRADE_ROUTE_YIELD_PER_IMPROVEMENT_IN_ORIGIN_CITY,YieldType,,,,,
EFFECT_ADJUST_PLAYER_JOINTWAR_EXPERIENCE,Range,,,,,
EFFECT_ADJUST_PLAYER_JOINTWAR_PLUNDER,Multiplier,,,,,
EFFECT_ADJUST_PLAYER_LEVIED_UNIT_UPGRADE_DISCOUNT_PERCENT,Amount,,,,,
EFFECT_ADJUST_PLAYER_LEVY_DISCOUNT_PERCENT,Percent,,,,,
EFFECT_ADJUST_PLAYER_LOYALTY_MARTIAL_LAW_MODIFIER,Amount,,,,,
EFFECT_ADJUST_PLAYER_MAX_WARMONGER_PERCENT,MaxPercent,,,,,
EFFECT_ADJUST_PLAYER_NO_CAP_RESOURCE,,,,,,
EFFECT_ADJUST_PLAYER_NO_OCCUPATION_PENALTIES,NoPenalties,,,,,
EFFECT_ADJUST_PLAYER_OPEN_BORDERS_FROM_INFLUENCE,,,,,,
EFFECT_ADJUST_PLAYER_OTHER_GOVERNMENT_INTOLERANCE,IntoleranceMultiplier,,,,,
EFFECT_ADJUST_PLAYER_OTHER_GOVERNMENT_INTOLERANCE,SameEraIntoleranceFlatBonus,,,,,
EFFECT_ADJUST_PLAYER_OVERALL_TOURISM_REDUCTION,Modifier,,,,,
EFFECT_ADJUST_PLAYER_POST_COMBAT_LOYALTY,AdditionalGoldenAge,Adds an additional amount against targets in a golden age,int,,0,
EFFECT_ADJUST_PLAYER_POST_COMBAT_LOYALTY,AffectLocal,"If true, the effect will apply to the victor's city, if false it will apply to the enemy's city",bool,true,0,
EFFECT_ADJUST_PLAYER_POST_COMBAT_LOYALTY,Amount,The delta amount to change the city's current Loyalty,int,,0,
EFFECT_ADJUST_PLAYER_POST_PILLAGE_LOYALTY,AffectLocal,"If true, the effect will apply to the victor's city, if false it will apply to the enemy's city",bool,true,0,
EFFECT_ADJUST_PLAYER_POST_PILLAGE_LOYALTY,Amount,The delta amount to change the city's current Loyalty,int,,0,
EFFECT_ADJUST_PLAYER_PREVENT_HARVEST_RESOURCE,Enable,,,,,
EFFECT_ADJUST_PLAYER_PROGRESS_DIFF_TRADE_BONUS,TechCivicsPerYield,,,,,
EFFECT_ADJUST_PLAYER_RANDOM_CIVIC_BOOST_GOODY_HUT,Amount,,,,,
EFFECT_ADJUST_PLAYER_RANDOM_CIVIC_BOOST_GOODY_HUT,Source,,,,,
EFFECT_ADJUST_PLAYER_RANDOM_EVENT_AVOID,RandomEventType,,,,,
EFFECT_ADJUST_PLAYER_RANDOM_TECHNOLOGY_BOOST_GOODY_HUT,Amount,,,,,
EFFECT_ADJUST_PLAYER_RANDOM_TECHNOLOGY_BOOST_GOODY_HUT,Source,,,,,
EFFECT_ADJUST_PLAYER_RELIGIOUS_TOURISM_REDUCTION,Modifier,,,,,
EFFECT_ADJUST_PLAYER_RESOURCE_ACCUMULATION_MODIFIER,Amount,Amount to adjust the extra accumulation modifier.,int,,0,
EFFECT_ADJUST_PLAYER_RESOURCE_ACCUMULATION_MODIFIER,ResourceType,A boolean value indicating if the effect only pertains to the target player.,text,-1,0,
EFFECT_ADJUST_PLAYER_RESOURCE_STOCKPILE_CAP,Amount,,,,,
EFFECT_ADJUST_PLAYER_ROCK_BAND_UNIT_ALBUM_SALES,Amount,,int,,1,
EFFECT_ADJUST_PLAYER_SCIENCE_VICTORY_POINTS_PER_TURN,Amount,,,,,
EFFECT_ADJUST_PLAYER_SKIP_FREE_CITY_STEP,Skip,,,,,
EFFECT_ADJUST_PLAYER_SPECIALTY_DISTRICT_CANNOT_BE_BUILT_ADJACENT_TO_CITY,,,,,,
EFFECT_ADJUST_PLAYER_SPECIFIC_DISTRICT_GRANT_ENVOYS,Amount,,,,,
EFFECT_ADJUST_PLAYER_SPECIFIC_DISTRICT_GRANT_ENVOYS,DistrictType,,,,,
EFFECT_ADJUST_PLAYER_SPY_BONUS,Amount,,,,,
EFFECT_ADJUST_PLAYER_SPY_BONUS,Offense,,,,,
EFFECT_ADJUST_PLAYER_STEAL_TECH_BOOSTS,Amount,,,,,
EFFECT_ADJUST_PLAYER_STRENGTH_MODIFIER,,,,,,
EFFECT_ADJUST_PLAYER_STRENGTH_MODIFIER,Amount,,,,,
EFFECT_ADJUST_PLAYER_SUZERAIN_BONUS_DISABLED,,,,,,
EFFECT_ADJUST_PLAYER_SUZERAIN_FAVOR_MULTIPLIER,Amount,,,,,
EFFECT_ADJUST_PLAYER_TARGET_CITY_SPY_YIELD_PERCENT,Percent,,,,,
EFFECT_ADJUST_PLAYER_TARGET_CITY_SPY_YIELD_PERCENT,YieldType,,,,,
EFFECT_ADJUST_PLAYER_TERRAIN_WORK_IMPASSABLE_MODIFIER,Ignore,,,,,
EFFECT_ADJUST_PLAYER_TERRAIN_WORK_IMPASSABLE_MODIFIER,TerrainType,,,,,
EFFECT_ADJUST_PLAYER_TOURISM,Amount,,int,,1,
EFFECT_ADJUST_PLAYER_TOURISM_FAVOR,Favor,,,,,
EFFECT_ADJUST_PLAYER_TOURISM_FAVOR,Tourism,,,,,
EFFECT_ADJUST_PLAYER_TOURISM_FROM_NATIONAL_PARKS,Amount,,int,,1,
EFFECT_ADJUST_PLAYER_TRADE_GAIN_TILES_EN_ROUTE,GainTileRadius,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_BY_CITY_STATE_BONUS_TYPE_MODIFIER,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_CAPACITY_ON_MEETING,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_DESTINATION_YIELD_FOR_ALLY_ROUTE,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_DESTINATION_YIELD_FOR_ALLY_ROUTE,YieldType,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_DESTINATION_YIELD_FOR_SUZERAIN_ROUTE,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_DESTINATION_YIELD_FOR_SUZERAIN_ROUTE,YieldType,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_ORIGIN_YIELD_FOR_ALLY_ROUTE,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_ORIGIN_YIELD_FOR_ALLY_ROUTE,YieldType,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_ORIGIN_YIELD_FOR_SUZERAIN_ROUTE,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_ORIGIN_YIELD_FOR_SUZERAIN_ROUTE,YieldType,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_RELIGIOUS_PRESSURE,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_RELIGIOUS_PRESSURE,Destination,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_RELIGIOUS_PRESSURE,Origin,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_TOURISM_MODIFIER,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_MODIFIER,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_MODIFIER,Destination,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_MODIFIER,Origin,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_MODIFIER,YieldType,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_FOLLOWER,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_FOLLOWER,YieldType,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_IMPROVEMENT_IN_TARGET_CITY,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_IMPROVEMENT_IN_TARGET_CITY,Destination,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_IMPROVEMENT_IN_TARGET_CITY,ImprovementType,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_IMPROVEMENT_IN_TARGET_CITY,Origin,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_IMPROVEMENT_IN_TARGET_CITY,YieldType,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_PATH_TILE,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_PATH_TILE,YieldType,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_POST_IN_FOREIGN_CITY,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_POST_IN_FOREIGN_CITY,YieldType,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_POST_IN_OWN_CITY,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_POST_IN_OWN_CITY,YieldType,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_TERRAIN_FOR_DOMESTIC,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_TERRAIN_FOR_DOMESTIC,Origin,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_TERRAIN_FOR_DOMESTIC,TerrainType,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_TERRAIN_FOR_DOMESTIC,YieldType,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_TERRAIN_FOR_INTERNATIONAL,Amount,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_TERRAIN_FOR_INTERNATIONAL,Origin,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_TERRAIN_FOR_INTERNATIONAL,TerrainType,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_TERRAIN_FOR_INTERNATIONAL,YieldType,,,,,
EFFECT_ADJUST_PLAYER_UNIT_BUILD_DISABLED,UnitType,,database,,1,KIND_UNIT
EFFECT_ADJUST_PLAYER_UNIT_DISTRICT_PERCENT,Amount,,,,,
EFFECT_ADJUST_PLAYER_UNIT_PROJECT_PERCENT,Amount,,,,,
EFFECT_ADJUST_PLAYER_UNIT_UPGRADE_DISCOUNT_PERCENT,Amount,,,,,
EFFECT_ADJUST_PLAYER_UNIT_UPGRADE_RESOURCE_COST_DISCOUNT,Amount,The integer percent value of discount on strategic resources required for unit upgrades,int,,0,
EFFECT_ADJUST_PLAYER_UNIT_WONDER_PERCENT,Amount,,,,,
EFFECT_ADJUST_PLAYER_VALID_IMPROVEMENT,ImprovementType,,,,,
EFFECT_ADJUST_PLAYER_VALID_UNIT_BUILD,UnitType,,,,,
EFFECT_ADJUST_PLAYER_WARMONGER_MULTIPLIER,Amount,,,,,
EFFECT_ADJUST_PLAYER_WMD_COUNT,Amount,,,,,
EFFECT_ADJUST_PLAYER_WMD_COUNT,Type,,,,,
EFFECT_ADJUST_PLAYER_WMD_MAINTENANCE_MODIFIER,Amount,,,,,
EFFECT_ADJUST_PLAYER_YIELD_CHANGE,Amount,,,,,
EFFECT_ADJUST_PLAYER_YIELD_CHANGE,YieldType,,,,,
EFFECT_ADJUST_PLAYER_YIELD_CHANGE_PER_TRIBUTARY,Amount,,,,,
EFFECT_ADJUST_PLAYER_YIELD_CHANGE_PER_TRIBUTARY,YieldType,,,,,
EFFECT_ADJUST_PLAYER_YIELD_CHANGE_PER_USED_INFLUENCE_TOKEN,Amount,,,,,
EFFECT_ADJUST_PLAYER_YIELD_CHANGE_PER_USED_INFLUENCE_TOKEN,YieldType,,,,,
EFFECT_ADJUST_PLAYER_YIELD_MODIFIER_PER_EARNED_GREAT_PERSON,Amount,,,,,
EFFECT_ADJUST_PLAYER_YIELD_MODIFIER_PER_EARNED_GREAT_PERSON,YieldType,,,,,
EFFECT_ADJUST_PLAYER_YIELD_MODIFIER_PER_TRIBUTARY,Amount,,,,,
