NotificationType,Message,Summary,SeverityType,ExpiresEndOfTurn,ExpiresEndOfNextTurn,SubType,AutoNotify,GroupType,Icon,AutoActivate,VisibleInUI,ShowIconSinglePlayer
NOTIFICATION_QUEST_RECORDED,LOC_NOTIFICATION_QUEST_RECORDED_MESSAGE,LOC_NOTIFICATION_QUEST_RECORDED_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_ALLIANCE_LEVELED,LOC_NOTIFICATION_ALLIANCE_LEVELED_MESSAGE,LOC_NOTIFICATION_ALLIANCE_EXPIRED_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_VOLCANO_ACTIVE,LOC_NOTIFICATION_VOLCANO_ACTIVE_MESSAGE,LOC_NOTIFICATION_VOLCANO_ACTIVE_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_VOLCANO_INACTIVE,LOC_NOTIFICATION_VOLCANO_INACTIVE_MESSAGE,LOC_NOTIFICATION_VOLCANO_INACTIVE_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_VOLCANO_ERUPTS_SEV0,LOC_NOTIFICATION_VOLCANO_ERUPTS_SEV0_MESSAGE,LOC_NOTIFICATION_VOLCANO_ERUPTS_SEV0_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_VOLCANO_ERUPTS_SEV1,LOC_NOTIFICATION_VOLCANO_ERUPTS_SEV1_MESSAGE,LOC_NOTIFICATION_VOLCANO_ERUPTS_SEV1_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_VOLCANO_ERUPTS_SEV2,LOC_NOTIFICATION_VOLCANO_ERUPTS_SEV2_MESSAGE,LOC_NOTIFICATION_VOLCANO_ERUPTS_SEV2_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_RIVER_FLOODS_SEV0,LOC_NOTIFICATION_RIVER_FLOODS_SEV0_MESSAGE,LOC_NOTIFICATION_RIVER_FLOODS_SEV0_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_RIVER_FLOODS_SEV1,LOC_NOTIFICATION_RIVER_FLOODS_SEV1_MESSAGE,LOC_NOTIFICATION_RIVER_FLOODS_SEV1_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_RIVER_FLOODS_SEV2,LOC_NOTIFICATION_RIVER_FLOODS_SEV2_MESSAGE,LOC_NOTIFICATION_RIVER_FLOODS_SEV2_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_RIVER_FLOOD_MITIGATED,LOC_NOTIFICATION_RIVER_FLOOD_MITIGATED_MESSAGE,LOC_NOTIFICATION_RIVER_FLOOD_MITIGATED_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_STORM_ARRIVED,LOC_NOTIFICATION_STORM_ARRIVED_MESSAGE,LOC_NOTIFICATION_STORM_ARRIVED_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_STORM_MOVED,LOC_NOTIFICATION_STORM_MOVED_MESSAGE,LOC_NOTIFICATION_STORM_MOVED_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_STORM_DISSIPATED,LOC_NOTIFICATION_STORM_DISSIPATED_MESSAGE,LOC_NOTIFICATION_STORM_DISSIPATED_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_DROUGHT_ARRIVED,LOC_NOTIFICATION_DROUGHT_ARRIVED_MESSAGE,LOC_NOTIFICATION_DROUGHT_ARRIVED_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_DROUGHT_CLEARED,LOC_NOTIFICATION_DROUGHT_CLEARED_MESSAGE,LOC_NOTIFICATION_DROUGHT_CLEARED_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_RISING_SEA_LEVEL_FLOODED,LOC_NOTIFICATION_RISING_SEA_LEVEL_FLOODED_MESSAGE,LOC_NOTIFICATION_RISING_SEA_LEVEL_FLOODED_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_RISING_SEA_LEVEL_SUBMERGED,LOC_NOTIFICATION_RISING_SEA_LEVEL_SUBMERGED_MESSAGE,LOC_NOTIFICATION_RISING_SEA_LEVEL_SUBMERGED_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_CITY_UNPOWERED,LOC_NOTIFICATION_CITY_UNPOWERED_MESSAGE,LOC_NOTIFICATION_CITY_UNPOWERED_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_PLAYER_WMD_DISARMAMENT,LOC_NOTIFICATION_PLAYER_WMD_DISARMAMENT_MESSAGE,LOC_NOTIFICATION_PLAYER_WMD_DISARMAMENT_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_PLAYER_WMD_POSITIVE_ADJUSTMENT,LOC_NOTIFICATION_PLAYER_WMD_POSITIVE_ADJUSTMENT_MESSAGE,LOC_NOTIFICATION_PLAYER_WMD_POSITIVE_ADJUSTMENT_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_PLAYER_WMD_NEGATIVE_ADJUSTMENT,LOC_NOTIFICATION_PLAYER_WMD_NEGATIVE_ADJUSTMENT_MESSAGE,LOC_NOTIFICATION_PLAYER_WMD_NEGATIVE_ADJUSTMENT_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_SPY_BREACH_DAM,LOC_NOTIFICATION_SPY_BREACH_DAM_MESSAGE,LOC_NOTIFICATION_SPY_BREACH_DAM_SUMMARY,MID,1,0,,0,ESPIONAGE,,0,1,1
NOTIFICATION_SPY_ENEMY_BREACH_DAM,LOC_NOTIFICATION_SPY_ENEMY_BREACH_DAM_MESSAGE,LOC_NOTIFICATION_SPY_ENEMY_BREACH_DAM_SUMMARY,MID,1,0,,0,ESPIONAGE,,0,1,1
NOTIFICATION_WORLD_CONGRESS_BLOCKING,LOC_RESUME_CONGRESS,LOC_RESUME_CONGRESS,VERY_HIGH,0,0,,0,,,0,1,1
NOTIFICATION_WORLD_CONGRESS_SPECIAL_SESSION_BLOCKING,LOC_NOTIFICATION_WORLD_CONGRESS_SPECIAL_SESSION_BLOCKING_MESSAGE,LOC_NOTIFICATION_WORLD_CONGRESS_SPECIAL_SESSION_BLOCKING_SUMMARY,VERY_HIGH,1,0,,0,,,0,1,1
NOTIFICATION_WORLD_CONGRESS_SPECIAL_SESSION_NON_BLOCKING,LOC_NOTIFICATION_WORLD_CONGRESS_SPECIAL_SESSION_NON_BLOCKING_MESSAGE,LOC_NOTIFICATION_WORLD_CONGRESS_SPECIAL_SESSION_NON_BLOCKING_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_WORLD_CONGRESS_SPECIAL_SESSION_CAN_BE_CALLED,LOC_NOTIFICATION_WORLD_CONGRESS_SPECIAL_SESSION_CAN_BE_CALLED_MESSAGE,LOC_NOTIFICATION_WORLD_CONGRESS_SPECIAL_SESSION_CAN_BE_CALLED_SUMMARY,MID,0,0,,0,,,0,1,1
NOTIFICATION_WORLD_CONGRESS_EMERGENCY_CAN_BE_CALLED,LOC_NOTIFICATION_WORLD_CONGRESS_EMERGENCY_CAN_BE_CALLED_MESSAGE,LOC_NOTIFICATION_WORLD_CONGRESS_EMERGENCY_CAN_BE_CALLED_SUMMARY,MID,0,0,,0,,,0,1,1
NOTIFICATION_WORLD_CONGRESS_RESULTS,LOC_NOTIFICATION_WORLD_CONGRESS_RESULTS_MESSAGE,LOC_NOTIFICATION_WORLD_CONGRESS_RESULTS_SUMMARY,VERY_HIGH,1,0,,0,,,1,1,1
NOTIFICATION_NUCLEAR_ACCIDENT_SEV0,LOC_NOTIFICATION_NUCLEAR_ACCIDENT_SEV0_MESSAGE,LOC_NOTIFICATION_NUCLEAR_ACCIDENT_SEV0_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_NUCLEAR_ACCIDENT_SEV1,LOC_NOTIFICATION_NUCLEAR_ACCIDENT_SEV1_MESSAGE,LOC_NOTIFICATION_NUCLEAR_ACCIDENT_SEV1_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_NUCLEAR_ACCIDENT_SEV2,LOC_NOTIFICATION_NUCLEAR_ACCIDENT_SEV2_MESSAGE,LOC_NOTIFICATION_NUCLEAR_ACCIDENT_SEV2_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_GRIEVANCES_AGAINST_YOU,LOC_NOTIFICATION_GRIEVANCES_AGAINST_YOU_MESSAGE,LOC_NOTIFICATION_GRIEVANCES_AGAINST_YOU_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_SCORED_COMPETITION_DECLARED,LOC_NOTIFICATION_SCORED_COMPETITION_BEGUN_MESSAGE,LOC_NOTIFICATION_SCORED_COMPETITION_BEGUN_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_REQUEST_FOR_AID_DECLARED,LOC_NOTIFICATION_SCORED_COMPETITION_BEGUN_MESSAGE,LOC_NOTIFICATION_REQUEST_FOR_AID_BEGUN_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_SCORED_COMPETITION_OVER,LOC_NOTIFICATION_SCORED_COMPETITION_OVER_MESSAGE,LOC_NOTIFICATION_SCORED_COMPETITION_OVER_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_RECEIVED_DVP,LOC_NOTIFICATION_GAIN_DIPLO_POINTS_MESSAGE,LOC_NOTIFICATION_GAIN_DIPLO_POINTS_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_ROCK_BANDS_PROHIBITED,LOC_NOTIFICATION_ROCK_BANDS_PROHIBITED_MESSAGE,LOC_NOTIFICATION_ROCK_BANDS_PROHIBITED_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_CLAN_CONVERTED_TO_CITY_STATE,,,HIGH,1,0,,0,,,0,1,1
NOTIFICATION_CLAN_HIRED,,,MID,1,0,,0,,,0,1,1
NOTIFICATION_CLAN_RANSOM_PAID,,,MID,1,0,,0,,,0,1,1
NOTIFICATION_CLAN_BRIBED,,,MID,1,0,,0,,,0,1,1
NOTIFICATION_CLAN_BRIBE_EXPIRED,,,MID,1,0,,0,,,0,1,1
NOTIFICATION_CLAN_INCITED,,,MID,1,0,,0,,,0,1,1
NOTIFICATION_CLAN_DISPERSED,,,HIGH,1,0,,0,,,0,1,1
NOTIFICATION_FIRE_STARTS,LOC_FIRE_STARTED,LOC_FIRE_STARTED_DESC,MID,1,0,,0,,,0,1,1
NOTIFICATION_FIRE_ENDS,LOC_FIRE_CONTINUED,LOC_FIRE_CONTINUED_DESC,MID,1,0,,0,,,0,1,1
NOTIFICATION_FOREST_REGROWS,LOC_FIRE_FOREST_OVER,LOC_FIRE_FOREST_OVER_DESC,MID,1,0,,0,,,0,1,1
NOTIFICATION_JUNGLE_REGROWS,LOC_FIRE_JUNGLE_OVER,LOC_FIRE_JUNGLE_OVER_DESC,MID,1,0,,0,,,0,1,1
NOTIFICATION_COMET_LANDS,LOC_COMET_HAPPENED,LOC_COMET_HAPPENED_DESC,MID,1,0,,0,,,0,1,1
NOTIFICATION_SOLAR_FLARE,LOC_SOLAR_FLARE_HAPPENED,LOC_SOLAR_FLARE_HAPPENED_DESC,MID,1,0,,0,,,0,1,1
NOTIFICATION_METEOR_STRIKES,LOC_METEOR_HAPPENED,LOC_METEOR_HAPPENED_DESC,MID,1,0,,0,,,0,1,1
NOTIFICATION_SECRETSOCIETY_DISCOVERED,,,MID,1,1,,0,,,0,1,0
NOTIFICATION_SECRETSOCIETY_JOINED,,,MID,1,1,,0,,,0,1,0
NOTIFICATION_SECRETSOCIETY_LEADER_JOINED,LOC_NOTIFICATION_SECRETSOCIETY_LEADER_JOINED_MESSAGE,LOC_NOTIFICATION_SECRETSOCIETY_LEADER_JOINED_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_SECRETSOCIETY_LEVEL_UP,LOC_NOTIFICATION_SECRETSOCIETY_LEVEL_UP_MESSAGE,LOC_NOTIFICATION_SECRETSOCIETY_LEVEL_UP_SUMMARY,MID,1,0,,0,,,0,1,1
NOTIFICATION_HERO_DISCOVERED,LOC_NOTIFICATION_HERO_DISCOVERED_MESSAGE,LOC_NOTIFICATION_HERO_DISCOVERED_SUMMARY,MID,1,0,,0,,,1,1,1
NOTIFICATION_HERO_CREATED,,,MID,1,0,,0,,,1,1,1
NOTIFICATION_HERO_RECALLED,,,MID,1,0,,0,,,1,1,1
NOTIFICATION_HERO_KILLED,,,MID,1,0,,0,,,1,1,1
NOTIFICATION_HERO_KILLED_OTHER,,,MID,1,0,,0,,,1,1,1
NOTIFICATION_HERO_EXPIRED,,,MID,1,0,,0,,,1,1,1
NOTIFICATION_HERO_EXPIRED_OTHER,,,MID,1,0,,0,,,1,1,1
NOTIFICATION_HERO_LOW_LIFESPAN,,,MID,1,0,,0,,,1,1,1
NOTIFICATION_HERO_CAN_PURCHASE_WITH_FAITH,,,MID,1,0,,0,,,1,1,1
NOTIFICATION_HERO_CLAIM_FAILED,,,MID,1,0,,0,,,1,1,1
