ID,Description,YieldType,YieldChange,TilesRequired,OtherDistrictAdjacent,AdjacentSeaResource,AdjacentTerrain,AdjacentFeature,AdjacentRiver,AdjacentWonder,AdjacentNaturalWonder,AdjacentImprovement,AdjacentDistrict,PrereqCivic,PrereqTech,ObsoleteCivic,ObsoleteTech,AdjacentResource,AdjacentResourceClass,Self
LeyLine_Culture,LOC_DISTRICT_LEY_LINE_CULTURE,YIELD_CULTURE,2,1,0,0,,,0,0,0,,,,,,,0,RESOURCECLASS_LEY_LINE,0
LeyLine_Faith,LOC_DISTRICT_LEY_LINE_FAITH,YIELD_FAITH,2,1,0,0,,,0,0,0,,,,,,,0,RESOURCECLASS_LEY_LINE,0
LeyLine_Gold,LOC_DISTRICT_LEY_LINE_GOLD,YIELD_GOLD,2,1,0,0,,,0,0,0,,,,,,,0,RESOURCECLASS_LEY_LINE,0
LeyLine_Production,LOC_DISTRICT_LEY_LINE_PRODUCTION,YIELD_PRODUCTION,2,1,0,0,,,0,0,0,,,,,,,0,RESOURCECLASS_LEY_LINE,0
LeyLine_Science,LOC_DISTRICT_LEY_LINE_SCIENCE,YIELD_SCIENCE,2,1,0,0,,,0,0,0,,,,,,,0,RESOURCECLASS_LEY_LINE,0
Mahavihara_Campus_Science_Early,Placeholder,YIELD_SCIENCE,1,1,0,0,,,0,0,0,,DISTRICT_CAMPUS,,,,TECH_SCIENTIFIC_THEORY,0,NO_RESOURCECLASS,0
Mahavihara_Campus_Science_Late,Placeholder,YIELD_SCIENCE,2,1,0,0,,,0,0,0,,DISTRICT_CAMPUS,,TECH_SCIENTIFIC_THEORY,,,0,NO_RESOURCECLASS,0
Mahavihara_Holy_Site_Faith,Placeholder,YIELD_FAITH,1,1,0,0,,,0,0,0,,DISTRICT_HOLY_SITE,,,,,0,NO_RESOURCECLASS,0
Mahavihara_Lavra_Faith,Placeholder,YIELD_FAITH,1,1,0,0,,,0,0,0,,DISTRICT_LAVRA,,,,,0,NO_RESOURCECLASS,0
TradingDome_LuxuryAdjacency,Placeholder,YIELD_GOLD,1,1,0,0,,,0,0,0,,,,,,,0,RESOURCECLASS_LUXURY,0
Mahavihara_Observatory_Science_Early,Placeholder,YIELD_SCIENCE,1,1,0,0,,,0,0,0,,DISTRICT_OBSERVATORY,,,,TECH_SCIENTIFIC_THEORY,0,NO_RESOURCECLASS,0
Mahavihara_Observatory_Science_Late,Placeholder,YIELD_SCIENCE,2,1,0,0,,,0,0,0,,DISTRICT_OBSERVATORY,,TECH_SCIENTIFIC_THEORY,,,0,NO_RESOURCECLASS,0
