ModifierType,CollectionType,EffectType
MODIFIER_PLAYER_DISTRICT_ADJUST_GREAT_PERSON_POINTS,COLLECTION_OWNER,EFFECT_ADJUST_DISTRICT_GREAT_PERSON_POINTS
MODIFIER_PLAYER_DISTRICTS_ADJUST_GREAT_PERSON_POINTS,COLLECTION_PLAYER_DISTRICTS,EFFECT_ADJUST_DISTRICT_GREAT_PERSON_POINTS
MODIFIER_PLAYER_DISTRICTS_ADJUST_HOUSING,COLLECTION_PLAYER_DISTRICTS,EFFECT_ADJUST_DISTRICT_HOUSING
MODIFIER_PLAYER_DISTRICT_ADJUST_TOURISM_CHANGE,COLLECTION_OWNER,EFFECT_ADJUST_DISTRICT_TOURISM_CHANGE
MODIFIER_PLAYER_DISTRICTS_ADJUST_TOURISM_CHANGE,COLLECTION_PLAYER_DISTRICTS,EFFECT_ADJUST_DISTRICT_TOURISM_CHANGE
MODIFIER_PLAYER_DISTRICT_ADJUST_YIELD_BASED_ON_ADJACENCY_BONUS,COLLECTION_OWNER,EFFECT_ADJUST_DISTRICT_YIELD_BASED_ON_ADJACENCY_BONUS
MODIFIER_PLAYER_DISTRICTS_ADJUST_YIELD_BASED_ON_APPEAL,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_DISTRICT_YIELD_BASED_ON_APPEAL
MODIFIER_PLAYER_DISTRICT_ADJUST_BASE_YIELD_CHANGE,COLLECTION_OWNER,EFFECT_ADJUST_DISTRICT_BASE_YIELD_CHANGE
MODIFIER_PLAYER_DISTRICT_ADJUST_YIELD_CHANGE,COLLECTION_OWNER,EFFECT_ADJUST_DISTRICT_YIELD_CHANGE
MODIFIER_PLAYER_DISTRICTS_ADJUST_YIELD_CHANGE,COLLECTION_PLAYER_DISTRICTS,EFFECT_ADJUST_DISTRICT_YIELD_CHANGE
MODIFIER_PLAYER_DISTRICTS_ADJUST_YIELD_MODIFIER,COLLECTION_PLAYER_DISTRICTS,EFFECT_ADJUST_DISTRICT_YIELD_MODIFIER
MODIFIER_PLAYER_DISTRICTS_ADJUST_DISTRICT_PRODUCTION,COLLECTION_PLAYER_DISTRICTS,EFFECT_ADJUST_CITY_PRODUCTION_DISTRICT
MODIFIER_PLAYER_DISTRICTS_ADJUST_BUILDING_PRODUCTION,COLLECTION_PLAYER_DISTRICTS,EFFECT_ADJUST_CITY_PRODUCTION_BUILDING
MODIFIER_PLAYER_DISTRICTS_ADJUST_UNIT_PRODUCTION,COLLECTION_PLAYER_DISTRICTS,EFFECT_ADJUST_CITY_PRODUCTION_UNIT
MODIFIER_PLAYER_GAINS_ALL_FOLLOWER_BELIEFS,COLLECTION_OWNER,EFFECT_ADJUST_GAINS_ALL_FOLLOWER_BELIEFS
MODIFIER_PLAYER_GAINS_FOUNDER_BELIEF_MAJORITY_RELIGION,COLLECTION_OWNER,EFFECT_ADJUST_GAINS_FOUNDER_BELIEF_MAJORITY_RELIGION
MODIFIER_PLAYER_GOVERNMENT_ACCUMULATING_BONUS,COLLECTION_OWNER,EFFECT_ADJUST_ACCUMULATING_BONUS
MODIFIER_PLAYER_GOVERNMENT_FLAT_BONUS,COLLECTION_OWNER,EFFECT_ADJUST_FLAT_BONUS
MODIFIER_PLAYER_GOVERNMENT_ADJUST_BONUS_RATE,COLLECTION_OWNER,EFFECT_ADJUST_BONUS_RATE
MODIFIER_PLAYER_GOVERNMENT_ADJUST_OTHER_GOVERNMENT_INTOLERANCE,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_OTHER_GOVERNMENT_INTOLERANCE
MODIFIER_PLAYER_GRANT_UNIT_IN_CAPITAL,COLLECTION_PLAYER_CAPITAL_CITY,EFFECT_GRANT_UNIT_IN_CITY
MODIFIER_PLAYER_CITIES_GRANT_UNIT_IN_CITY,COLLECTION_PLAYER_CITIES,EFFECT_GRANT_UNIT_IN_CITY
MODIFIER_PLAYER_NEAREST_CITY_ADD_POPULATION,COLLECTION_UNIT_NEAREST_OWNER_CITY,EFFECT_ADJUST_CITY_POPULATION
MODIFIER_PLAYER_OWNED_BONUS_RESOURCE_EXTRA_AMENITIES,COLLECTION_OWNER,EFFECT_ADJUST_OWNED_BONUS_RESOURCE_EXTRA_AMENITIES
MODIFIER_PLAYER_OWNED_LUXURY_EXTRA_AMENITIES,COLLECTION_OWNER,EFFECT_ADJUST_OWNED_LUXURY_EXTRA_AMENITIES
MODIFIER_PLAYER_ADJUST_UNIT_MAINTENANCE_DISCOUNT,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_MAINTENANCE_DISCOUNT
MODIFIER_PLAYER_CREATE_WMD,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_WMD_COUNT
MODIFIER_PLAYER_UNITS_GRANT_RANDOM_BASE_PROMOTION,COLLECTION_OWNER,EFFECT_GRANT_RANDOM_BASE_PROMOTION
MODIFIER_PLAYER_CITY_REMOVE_OTHER_RELIGIONS,COLLECTION_OWNER,EFFECT_CITY_REMOVE_OTHER_RELIGIONS
MODIFIER_UNIT_ADJUST_PROPERTY,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_PROPERTY
MODIFIER_UNIT_ADJUST_COMBAT_STRENGTH,COLLECTION_UNIT_COMBAT,EFFECT_ADJUST_PLAYER_STRENGTH_MODIFIER
MODIFIER_UNIT_ADJUST_BASE_COMBAT_STRENGTH,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_COMBAT_STRENGTH
MODIFIER_PLAYER_UNITS_ADJUST_ATTACK_RANGE,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_ATTACK_RANGE
MODIFIER_UNIT_ADJUST_ATTACK_RANGE,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_ATTACK_RANGE
MODIFIER_UNIT_GRANT_PLOT,COLLECTION_OWNER,EFFECT_GRANT_PLOT
MODIFIER_PLAYER_UNITS_ADJUST_UNIT_ATTACK_EXPERIENCE_MODIFIER,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_ATTACK_EXPERIENCE_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_UNIT_EXPERIENCE_MODIFIER,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_EXPERIENCE_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_UNIT_EXPERIENCE_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_EXPERIENCE_MODIFIER
MODIFIER_UNIT_ADJUST_COMBAT_CAPTURE,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_COMBAT_CAPTURE
MODIFIER_PLAYER_UNIT_ADJUST_CLEAR_TERRAIN_START_MOVEMENT,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_CLEAR_TERRAIN_START_MOVEMENT
MODIFIER_PLAYER_UNIT_ADJUST_ENTER_FOREIGN_LANDS,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_ENTER_FOREIGN_LANDS
MODIFIER_PLAYER_UNIT_ADJUST_IGNORE_TERRAIN_COST,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_IGNORE_TERRAIN_COST
MODIFIER_PLAYER_UNIT_ADJUST_SEE_THROUGH_FEATURES,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_SEE_THROUGH_FEATURES
MODIFIER_PLAYER_UNIT_ADJUST_SEE_THROUGH_TERRAIN,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_SEE_THROUGH_TERRAIN
MODIFIER_PLAYER_UNIT_ADJUST_TRADE_ROUTE_PLUNDER_IMMUNITY,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_TRADE_ROUTE_PLUNDER_IMMUNITY
MODIFIER_PLAYER_UNIT_GRANT_HEAL_AFTER_ACTION,COLLECTION_OWNER,EFFECT_GRANT_HEAL_AFTER_ACTION
MODIFIER_PLAYER_UNIT_GRANT_AIR_SLOTS,COLLECTION_OWNER,EFFECT_GRANT_AIR_SLOTS
MODIFIER_PLAYER_UNIT_GRANT_UNIT_WITH_EXPERIENCE,COLLECTION_OWNER,EFFECT_GRANT_UNIT_WITH_EXPERIENCE
MODIFIER_PLAYER_UNIT_GRANT_UNIT_BY_DOMAIN,COLLECTION_OWNER,EFFECT_GRANT_UNIT_BY_DOMAIN
MODIFIER_PLAYER_UNIT_ADJUST_DAMAGE,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_DAMAGE
MODIFIER_PLAYER_UNITS_ADJUST_DAMAGE,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_DAMAGE
MODIFIER_WORLD_UNITS_ADJUST_DAMAGE,COLLECTION_ALL_UNITS,EFFECT_ADJUST_UNIT_DAMAGE
MODIFIER_PLAYER_UNIT_ADJUST_GRANT_EXPERIENCE,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_GRANT_EXPERIENCE
MODIFIER_PLAYER_UNITS_ADJUST_GRANT_EXPERIENCE,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_GRANT_EXPERIENCE
MODIFIER_UNITS_ADJUST_GRANT_EXPERIENCE,COLLECTION_ALL_UNITS,EFFECT_ADJUST_UNIT_GRANT_EXPERIENCE
MODIFIER_PLAYER_UNIT_ADJUST_HEAL,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_HEAL
MODIFIER_PLAYER_UNIT_ADJUST_HEAL_PER_TURN,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_HEALING_MODIFIERS
MODIFIER_PLAYER_UNITS_ADJUST_HEAL_PER_TURN,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_HEALING_MODIFIERS
MODIFIER_PLAYER_UNITS_ADJUST_HEAL_RELIGION_PER_TURN,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_HEALING_RELIGION_MODIFIERS
MODIFIER_PLAYER_UNIT_ADJUST_HIDDEN_VISIBILITY,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_HIDDEN_VISIBILITY
MODIFIER_PLAYER_UNIT_ADJUST_SEE_HIDDEN,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_SEE_HIDDEN
MODIFIER_PLAYER_UNIT_ADJUST_IGNORE_ZOC,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_IGNORE_ZOC
MODIFIER_PLAYER_UNIT_ADJUST_EXERT_ZOC,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_EXERT_ZOC
MODIFIER_PLAYER_UNIT_ADJUST_EXTRACT_SEA_ARTIFACTS,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_EXTRACT_SEA_ARTIFACTS
MODIFIER_PLAYER_UNIT_ADJUST_MOVE_AND_ATTACK,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_MOVE_AND_ATTACK
MODIFIER_PLAYER_UNIT_ADJUST_ATTACK_AND_MOVE,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_ATTACK_AND_MOVE
MODIFIER_PLAYER_UNITS_ADJUST_EXTRA_UNIT_COPY,COLLECTION_OWNER,EFFECT_ADJUST_EXTRA_UNIT_COPY
MODIFIER_PLAYER_UNITS_ADJUST_EXTRA_UNIT_COPY_TAG,COLLECTION_OWNER,EFFECT_ADJUST_EXTRA_UNIT_COPY_TAG
MODIFIER_PLAYER_UNIT_ADJUST_HEAL_CHARGES,COLLECTION_OWNER,EFFECT_ADJUST_HEAL_CHARGES
MODIFIER_PLAYER_UNIT_ADJUST_LAND_VICTORY_SPREAD,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_LAND_VICTORY_SPREAD
MODIFIER_PLAYER_UNIT_ADJUST_NO_FOREIGN_SPREAD,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_NO_FOREIGN_SPREAD
MODIFIER_PLAYER_UNITS_ADJUST_VALID_TERRAIN,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_VALID_TERRAIN
MODIFIER_PLAYER_UNIT_ADJUST_MOVEMENT,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_MOVEMENT
MODIFIER_PLAYER_UNIT_ADJUST_SEA_MOVEMENT,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_SEA_MOVEMENT
MODIFIER_PLAYER_UNIT_ADJUST_SIGHT,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_SIGHT
MODIFIER_PLAYER_UNIT_ADJUST_SPREAD_CHARGES,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_SPREAD_CHARGES
MODIFIER_PLAYER_UNIT_ADJUST_SPY_OPERATION_CHANCE,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_SPY_OPERATION_CHANCE
MODIFIER_PLAYER_UNIT_ADJUST_SPY_ESTABLISH_TIME,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_SPY_ESTABLISH_TIME
MODIFIER_PLAYER_UNIT_ADJUST_SPY_OPERATION_TIME,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_SPY_OPERATION_TIME
MODIFIER_PLAYER_UNITS_ADJUST_SPY_OPERATION_TIME,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_SPY_OPERATION_TIME
MODIFIER_PLAYER_ADJUST_CIVIC_BOOST,COLLECTION_OWNER,EFFECT_ADJUST_CIVIC_BOOST
MODIFIER_PLAYER_ADJUST_TECHNOLOGY_BOOST,COLLECTION_OWNER,EFFECT_ADJUST_TECHNOLOGY_BOOST
MODIFIER_PLAYER_ADJUST_WARMONGER_MULTIPLIER,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_WARMONGER_MULTIPLIER
MODIFIER_PLAYER_UNIT_ADJUST_EVICT_PERCENT,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_EVICT_PERCENT
MODIFIER_PLAYER_UNIT_ADJUST_FOREIGN_SPREAD_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_FOREIGN_SPREAD_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_NATURAL_WONDER_DEFERRED_CHARGES,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_NATURAL_WONDER_DEFERRED_CHARGES
MODIFIER_PLAYER_UNIT_ADJUST_CONVERTS_BARBARIANS,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_CONVERTS_BARBARIANS
MODIFIER_PLAYER_UNIT_ADJUST_RELIC_UPON_DEATH,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_RELIC_UPON_DEATH
MODIFIER_PLAYER_UNIT_ADJUST_INITIATION_GOLD,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_INITIATION_YIELD
MODIFIER_PLAYER_UNIT_ADJUST_UPGRADE_GOODY_HUT,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_UPGRADE_GOODY_HUT
MODIFIER_PLAYER_UNIT_ADJUST_IGNORE_RIVERS,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_IGNORE_RIVERS
MODIFIER_PLAYER_UNITS_ADJUST_IGNORE_RIVERS,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_IGNORE_RIVERS
MODIFIER_PLAYER_UNIT_ADJUST_IGNORE_CLIFF_WALLS,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_IGNORE_CLIFF_WALLS
MODIFIER_PLAYER_UNIT_ADJUST_IGNORE_SHORES,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_IGNORE_SHORES
MODIFIER_PLAYER_UNITS_ADJUST_IGNORE_SHORES,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_IGNORE_SHORES
MODIFIER_PLAYER_UNIT_ADJUST_SUPPORT_BONUS_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_SUPPORT_BONUS_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_FLANKING_BONUS_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_FLANKING_BONUS_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_FLANKING_BONUS_MODIFIER,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_FLANKING_BONUS_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_ADVANCED_PILLAGING,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_ADVANCED_PILLAGING
MODIFIER_PLAYER_UNIT_ADJUST_VALID_TERRAIN,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_VALID_TERRAIN
MODIFIER_UNIT_ADJUST_RAIDING,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_RAIDING
MODIFIER_UNIT_ADJUST_ESCORT_MOBILITY,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_ESCORT_MOBILITY
MODIFIER_PLAYER_UNIT_ADJUST_BYPASS_COMBAT_UNIT,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_BYPASS_COMBAT_UNIT
MODIFIER_PLAYER_UNIT_ADJUST_PLUNDER_YIELDS,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_PLUNDER_YIELDS
MODIFIER_PLAYER_UNITS_ADJUST_PLUNDER_YIELDS,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_PLUNDER_YIELDS
MODIFIER_PLAYER_UNIT_ADJUST_MILITARY_FORMATION,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_MILITARY_FORMATION
MODIFIER_PLAYER_UNIT_GRANT_UNLIMITED_PROMOTION_CHOICES,COLLECTION_OWNER,EFFECT_GRANT_UNIT_TYPE_UNLIMITED_PROMOTION_CHOICES
MODIFIER_PLAYER_UNIT_ADJUST_BYPASS_WALLS,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_BYPASS_WALLS
MODIFIER_PLAYER_UNIT_ADJUST_CANNOT_ATTACK,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_CANNOT_ATTACK
MODIFIER_PLAYER_UNIT_ADJUST_NO_REDUCTION_DAMAGE,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_NO_REDUCTION_DAMAGE
MODIFIER_PLAYER_UNIT_ADJUST_FRIENDLY_TERRITORY_COMBAT,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_FRIENDLY_TERRITORY_COMBAT
MODIFIER_PLAYER_UNITS_ADJUST_FRIENDLY_TERRITORY_START_MOVEMENT,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_FRIENDLY_TERRITORY_START_MOVEMENT
MODIFIER_PLAYER_UNITS_ADJUST_STRENGTH_REDUCTION_FOR_DAMAGE_MODIFIER,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_STRENGTH_REDUCTION_FOR_DAMAGE_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_CITY_ON_CAPTURE,COLLECTION_OWNER,EFFECT_ADJUST_CITY_RELIGION_ON_CAPTURE
MODIFIER_PLAYER_UNIT_ADJUST_ENABLE_WALL_ATTACK,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_ENABLE_WALL_ATTACK
MODIFIER_PLAYER_UNIT_BOOST_ALL_SPIES,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_BOOST_ALL_SPIES
MODIFIER_PLAYER_UNIT_ESCAPE_BOOST,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_ESCAPE_BOOST
MODIFIER_PLAYER_UNITS_ATTACH_MODIFIER,COLLECTION_PLAYER_UNITS,EFFECT_ATTACH_MODIFIER
MODIFIER_PLAYER_UNITS_RESET_MOVES,COLLECTION_PLAYER_UNITS,EFFECT_RESTORE_UNIT_MOVEMENT
MODIFIER_SINGLE_UNIT_ATTACH_MODIFIER,COLLECTION_OWNER,EFFECT_ATTACH_MODIFIER
MODIFIER_PLAYER_UNITS_GRANT_ABILITY,COLLECTION_PLAYER_UNITS,EFFECT_GRANT_ABILITY
MODIFIER_PLAYER_UNIT_GRANT_ABILITY,COLLECTION_OWNER,EFFECT_GRANT_ABILITY
MODIFIER_PLAYER_UNITS_GRANT_PROMOTION,COLLECTION_PLAYER_UNITS,EFFECT_GRANT_PROMOTION
MODIFIER_UNITS_GRANT_PROMOTION,COLLECTION_ALL_UNITS,EFFECT_GRANT_PROMOTION
MODIFIER_PLAYER_UNITS_ADJUST_PER_LUXURY_ATTACK_MODIFIER,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_PER_LUXURY_ATTACK_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_PER_LUXURY_ATTACK_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_PER_LUXURY_ATTACK_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_PER_MILITARY_POLICIES_COMBAT_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_MILITARY_POLICIES_COMBAT_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_BARBARIAN_COMBAT,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_BARBARIAN_COMBAT
MODIFIER_PLAYER_UNITS_ADJUST_BUILDER_CHARGES,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_BUILD_CHARGES
MODIFIER_PLAYER_UNITS_ADJUST_GREAT_PERSON_CHARGES,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_GREAT_PERSON_CHARGES
MODIFIER_PLAYER_UNITS_ADJUST_OWNER,COLLECTION_ALL_UNITS,EFFECT_ADJUST_UNIT_OWNER
MODIFIER_PLAYER_UNITS_ADJUST_COMBAT_DIFFICULTY,COLLECTION_PLAYER_COMBAT,EFFECT_ADJUST_PLAYER_STRENGTH_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_UNIT_PRODUCTION,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_PRODUCTION
MODIFIER_PLAYER_ADJUST_DISTRICT_PILLAGE,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_PILLAGE_DISTRICT_MODIFIER
MODIFIER_PLAYER_ADJUST_IMPROVEMENT_PILLAGE,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_PILLAGE_IMPROVEMENT_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_SPREAD_CHARGES,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_SPREAD_CHARGES
MODIFIER_PLAYER_UNIT_ADJUST_GREAT_PEOPLE_POINTS_PER_KILL,COLLECTION_OWNER,EFFECT_ADJUST_GREAT_PEOPLE_POINTS_PER_KILL
MODIFIER_PLAYER_UNITS_ADJUST_HEAL_FROM_COMBAT,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_POST_COMBAT_HEAL
MODIFIER_PLAYER_UNIT_ADJUST_HEAL_FROM_COMBAT,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_POST_COMBAT_HEAL
MODIFIER_PLAYER_UNITS_ADJUST_MOVEMENT,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_MOVEMENT
MODIFIER_UNIT_ADJUST_NUM_ATTACKS,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_NUM_ATTACKS
MODIFIER_UNIT_ADJUST_FORCE_RETREAT,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_FORCE_RETREAT
MODIFIER_PLAYER_UNITS_ADJUST_SEA_MOVEMENT,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_SEA_MOVEMENT
MODIFIER_PLAYER_UNITS_ADJUST_COMBAT_STRENGTH,COLLECTION_PLAYER_COMBAT,EFFECT_ADJUST_PLAYER_STRENGTH_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_ACTIVE_BUILDING_PRODUCTION,COLLECTION_OWNER,EFFECT_ADJUST_ACTIVE_BUILDING_PRODUCTION
MODIFIER_SINGLE_CITY_ADJUST_CITY_APPEAL,COLLECTION_OWNER,EFFECT_ADJUST_CITY_APPEAL
MODIFIER_SINGLE_CITY_ADJUST_CITY_AMENITIES_FROM_GREAT_PEOPLE,COLLECTION_OWNER,EFFECT_ADJUST_CITY_AMENITIES_FROM_GREAT_PEOPLE
MODIFIER_PLAYER_CITIES_ADJUST_YIELD_FROM_FOREIGN_TRADE_ROUTES_PASSING_THROUGH,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_YIELD_FROM_FOREIGN_TRADE_ROUTES_PASSING_THROUGH
MODIFIER_CITY_DISTRICTS_ADJUST_CITY_AMENITIES_FROM_RELIGION,COLLECTION_CITY_DISTRICTS,EFFECT_ADJUST_CITY_AMENITIES_FROM_RELIGION
MODIFIER_CITY_DISTRICTS_ADJUST_TOURISM_ADJACENCY_YIELD_MOFIFIER,COLLECTION_CITY_DISTRICTS,EFFECT_ADJUST_DISTRICT_TOURISM_ADJACENCY_YIELD_MOFIFIER
MODIFIER_CITY_DISTRICTS_ADJUST_TOURISM_CHANGE,COLLECTION_CITY_DISTRICTS,EFFECT_ADJUST_DISTRICT_TOURISM_CHANGE
MODIFIER_SINGLE_CITY_ADJUST_BUILDING_HOUSING,COLLECTION_OWNER,EFFECT_ADJUST_BUILDING_HOUSING
MODIFIER_SINGLE_CITY_ADJUST_CITY_AMENITIES_FROM_RELIGION,COLLECTION_OWNER,EFFECT_ADJUST_CITY_AMENITIES_FROM_RELIGION
MODIFIER_SINGLE_CITY_ADJUST_DISTRICT_PRODUCTION_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_ALL_DISTRICT_PRODUCTION_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_LAKE_ENTERTAINMENT,COLLECTION_OWNER,EFFECT_ADJUST_CITY_ENTERTAINMENT_FROM_WONDER_ADJACENT_TO_LAKE
MODIFIER_SINGLE_CITY_ADJUST_GREATWORK_YIELD,COLLECTION_OWNER,EFFECT_ADJUST_CITY_GREATWORK_YIELD
MODIFIER_SINGLE_CITY_ADJUST_TOURISM_LATE_ERAS,COLLECTION_OWNER,EFFECT_ADJUST_CITY_TOURISM_LATE_ERAS
MODIFIER_SINGLE_CITY_ADJUST_TRADE_ROUTE_YIELD_TO_OTHERS,COLLECTION_OWNER,EFFECT_ADJUST_TRADE_ROUTE_YIELD_TO_OTHERS
MODIFIER_SINGLE_CITY_ADJUST_TRADE_ROUTE_YIELD_FROM_OTHERS,COLLECTION_OWNER,EFFECT_ADJUST_TRADE_ROUTE_YIELD_FROM_OTHERS
MODIFIER_SINGLE_CITY_ADJUST_TRADE_ROUTE_YIELD_FOR_DOMESTIC,COLLECTION_OWNER,EFFECT_ADJUST_CITY_TRADE_ROUTE_YIELD_FOR_DOMESTIC
MODIFIER_SINGLE_CITY_ADJUST_TRADE_ROUTE_YIELD_FOR_INTERNATIONAL,COLLECTION_OWNER,EFFECT_ADJUST_CITY_TRADE_ROUTE_YIELD_FOR_INTERNATIONAL
MODIFIER_PLAYER_CITY_TRADE_ROUTE_YIELD_PER_LOCAL_BONUS_RESOURCE_FOR_DOMESTIC,COLLECTION_OWNER,EFFECT_ADJUST_CITY_TRADE_ROUTE_YIELD_PER_LOCAL_BONUS_RESOURCE_FOR_DOMESTIC
MODIFIER_PLAYER_CITY_TRADE_ROUTE_YIELD_PER_LOCAL_BONUS_RESOURCE_FOR_INTERNATIONAL,COLLECTION_OWNER,EFFECT_ADJUST_CITY_TRADE_ROUTE_YIELD_PER_LOCAL_BONUS_RESOURCE_FOR_INTERNATIONAL
MODIFIER_SINGLE_CITY_ADJUST_CITY_GROWTH,COLLECTION_OWNER,EFFECT_ADJUST_CITY_GROWTH
MODIFIER_SINGLE_CITY_ADJUST_CITY_HOUSING_FROM_GREAT_PEOPLE,COLLECTION_OWNER,EFFECT_ADJUST_CITY_HOUSING_FROM_GREAT_PEOPLE
MODIFIER_SINGLE_CITY_ADJUST_CITY_HOUSING_FROM_GREAT_WORKS,COLLECTION_OWNER,EFFECT_ADJUST_CITY_HOUSING_FROM_GREAT_WORKS
