GreatWorkType,GreatWorkObjectType,GreatPersonIndividualType,Name,Audio,Image,Quote,Tourism,EraType
GREATWORK_CASSATT_2,GREATWORKOBJECT_PORTRAIT,GREAT_PERSON_INDIVIDUAL_MARY_CASSATT,LOC_GREATWORK_CASSATT_2_NAME,,GREATWORK_IMAGE_CASSATT_2,,2,
GREATWORK_CASSATT_3,GREATWORKOBJECT_PORTRAIT,GREAT_PERSON_INDIVIDUAL_MARY_CASSATT,LOC_GREATWORK_CASSATT_3_NAME,,GREATWORK_IMAGE_CASSATT_3,,2,
GREATWORK_VIVALDI_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_ANTONIO_VIVALDI,LOC_GREATWORK_VIVALDI_1_NAME,GMVivaldiWinter,,,4,
GREATWORK_VIVALDI_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_ANTONIO_VIVALDI,LOC_GREATWORK_VIVALDI_2_NAME,GMVivaldiNotte,,,4,
GREATWORK_BACH_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_JOHANN_SEBASTIAN_BACH,LOC_GREATWORK_BACH_1_NAME,GMBachLilFugue,,,4,
GREATWORK_BACH_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_JOHANN_SEBASTIAN_BACH,LOC_GREATWORK_BACH_2_NAME,GMBachCelloSuite1,,,4,
GREATWORK_BEETHOVEN_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_LUDWIG_VAN_BEETHOVEN,LOC_GREATWORK_BEETHOVEN_1_NAME,GMBeethovenOdeToJoy,,,4,
GREATWORK_BEETHOVEN_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_LUDWIG_VAN_BEETHOVEN,LOC_GREATWORK_BEETHOVEN_2_NAME,GMBeethovenEroica,,,4,
GREATWORK_MOZART_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_WOLFGANG_AMADEUS_MOZART,LOC_GREATWORK_MOZART_1_NAME,GMMozartEineKleineNachtmusik,,,4,
GREATWORK_MOZART_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_WOLFGANG_AMADEUS_MOZART,LOC_GREATWORK_MOZART_2_NAME,GMMozartSymphony40,,,4,
GREATWORK_KENGYO_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_YATSUHASHI_KENGYO,LOC_GREATWORK_KENGYO_1_NAME,GMKengyoRokudanNoShirabe,,,4,
GREATWORK_KENGYO_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_YATSUHASHI_KENGYO,LOC_GREATWORK_KENGYO_2_NAME,GMKengyoHachidanNoShirabe,,,4,
GREATWORK_GOMEZ_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_ANTONIO_CARLOS_GOMEZ,LOC_GREATWORK_GOMEZ_1_NAME,GMGomesFosca,,,4,
GREATWORK_GOMEZ_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_ANTONIO_CARLOS_GOMEZ,LOC_GREATWORK_GOMEZ_2_NAME,GMGomesAlvorada,,,4,
GREATWORK_LISZT_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_FRANZ_LISZT,LOC_GREATWORK_LISZT_1_NAME,GMLisztTranscendentalEtude9,,,4,
GREATWORK_LISZT_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_FRANZ_LISZT,LOC_GREATWORK_LISZT_2_NAME,GMLisztMephisto,,,4,
GREATWORK_CHOPIN_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_FREDERIC_CHOPIN,LOC_GREATWORK_CHOPIN_1_NAME,GMChopinNocturne,,,4,
GREATWORK_CHOPIN_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_FREDERIC_CHOPIN,LOC_GREATWORK_CHOPIN_2_NAME,GMChopinValseBrillante,,,4,
GREATWORK_TCHAIKOVSKY_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_PETER_ILYICH_TCHAIKOVSKY,LOC_GREATWORK_TCHAIKOVSKY_1_NAME,GMTchaikovsky1812,,,4,
GREATWORK_TCHAIKOVSKY_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_PETER_ILYICH_TCHAIKOVSKY,LOC_GREATWORK_TCHAIKOVSKY_2_NAME,GMTchaikovskyDansesDesCygnes,,,4,
GREATWORK_TIANHUA_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_LIU_TIANHUA,LOC_GREATWORK_TIANHUA_1_NAME,GMLiuTianhuaLiangXiao,,,4,
GREATWORK_TIANHUA_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_LIU_TIANHUA,LOC_GREATWORK_TIANHUA_2_NAME,GMLiuTianhuaKongShanNiaoYu,,,4,
GREATWORK_DVORAK_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_ANTONIN_DVORAK,LOC_GREATWORK_DVORAK_1_NAME,GMDvorakNewWorld,,,4,
GREATWORK_DVORAK_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_ANTONIN_DVORAK,LOC_GREATWORK_DVORAK_2_NAME,GMDvorakSerenade,,,4,
GREATWORK_SCHUMANN_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_CLARA_SCHUMANN,LOC_GREATWORK_SCHUMANN_1_NAME,GMClaraSchumannPreludeAndFugue,,,4,
GREATWORK_SCHUMANN_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_CLARA_SCHUMANN,LOC_GREATWORK_SCHUMANN_2_NAME,GMClaraSchumannToccatina,,,4,
GREATWORK_ROSAS_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_JUVENTINO_ROSAS,LOC_GREATWORK_ROSAS_1_NAME,GMRosasSobreLasOlas,,,4,
GREATWORK_ROSAS_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_JUVENTINO_ROSAS,LOC_GREATWORK_ROSAS_2_NAME,GMRosasValsCarmen,,,4,
GREATWORK_LILIUOKALANI_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_LILIUOKALANI,LOC_GREATWORK_LILIUOKALANI_1_NAME,GMLiliuokalaniPrayer,,,4,
GREATWORK_LILIUOKALANI_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_LILIUOKALANI,LOC_GREATWORK_LILIUOKALANI_2_NAME,GMLiliuokalaniSanoe,,,4,
GREATWORK_JAAN_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_GAUHAR_JAAN,LOC_GREATWORK_JAAN_1_NAME,GMGauharJaanRagaKhamajJogiya,,,4,
GREATWORK_JAAN_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_GAUHAR_JAAN,LOC_GREATWORK_JAAN_2_NAME,GMGauharJaanRagaBhairavi,,,4,
GREATWORK_LEONTOVYCH_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_MYKOLA_LEONTOVYCH,LOC_GREATWORK_LEONTOVYCH_1_NAME,GMLeontovichCarolOfBells,,,4,
GREATWORK_LEONTOVYCH_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_MYKOLA_LEONTOVYCH,LOC_GREATWORK_LEONTOVYCH_2_NAME,GMLeontovichPrelude,,,4,
GREATWORK_RELIC_1,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_1_NAME,,,,8,
GREATWORK_RELIC_2,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_2_NAME,,,,8,
GREATWORK_RELIC_3,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_3_NAME,,,,8,
GREATWORK_RELIC_4,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_4_NAME,,,,8,
GREATWORK_RELIC_5,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_5_NAME,,,,8,
GREATWORK_RELIC_6,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_6_NAME,,,,8,
GREATWORK_RELIC_7,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_7_NAME,,,,8,
GREATWORK_RELIC_8,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_8_NAME,,,,8,
GREATWORK_RELIC_9,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_9_NAME,,,,8,
GREATWORK_RELIC_10,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_10_NAME,,,,8,
GREATWORK_RELIC_11,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_11_NAME,,,,8,
GREATWORK_RELIC_12,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_12_NAME,,,,8,
GREATWORK_RELIC_13,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_13_NAME,,,,8,
GREATWORK_RELIC_14,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_14_NAME,,,,8,
GREATWORK_RELIC_15,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_15_NAME,,,,8,
GREATWORK_RELIC_16,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_16_NAME,,,,8,
GREATWORK_RELIC_17,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_17_NAME,,,,8,
GREATWORK_RELIC_18,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_18_NAME,,,,8,
GREATWORK_RELIC_19,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_19_NAME,,,,8,
GREATWORK_RELIC_20,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_20_NAME,,,,8,
GREATWORK_RELIC_21,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_21_NAME,,,,8,
GREATWORK_RELIC_22,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_22_NAME,,,,8,
GREATWORK_RELIC_23,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_23_NAME,,,,8,
GREATWORK_RELIC_24,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_RELIC_24_NAME,,,,8,
GREATWORK_ARTIFACT_1,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_1_NAME,,,,3,ERA_ANCIENT
GREATWORK_ARTIFACT_2,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_2_NAME,,,,3,ERA_ANCIENT
GREATWORK_ARTIFACT_3,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_3_NAME,,,,3,ERA_ANCIENT
GREATWORK_ARTIFACT_4,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_4_NAME,,,,3,ERA_ANCIENT
GREATWORK_ARTIFACT_5,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_5_NAME,,,,3,ERA_ANCIENT
GREATWORK_ARTIFACT_6,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_6_NAME,,,,3,ERA_CLASSICAL
GREATWORK_ARTIFACT_7,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_7_NAME,,,,3,ERA_CLASSICAL
GREATWORK_ARTIFACT_8,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_8_NAME,,,,3,ERA_CLASSICAL
GREATWORK_ARTIFACT_9,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_9_NAME,,,,3,ERA_CLASSICAL
GREATWORK_ARTIFACT_10,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_10_NAME,,,,3,ERA_CLASSICAL
GREATWORK_ARTIFACT_11,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_11_NAME,,,,3,ERA_MEDIEVAL
GREATWORK_ARTIFACT_12,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_12_NAME,,,,3,ERA_MEDIEVAL
GREATWORK_ARTIFACT_13,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_13_NAME,,,,3,ERA_MEDIEVAL
GREATWORK_ARTIFACT_14,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_14_NAME,,,,3,ERA_MEDIEVAL
GREATWORK_ARTIFACT_15,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_15_NAME,,,,3,ERA_MEDIEVAL
GREATWORK_ARTIFACT_16,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_16_NAME,,,,3,ERA_RENAISSANCE
GREATWORK_ARTIFACT_17,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_17_NAME,,,,3,ERA_RENAISSANCE
GREATWORK_ARTIFACT_18,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_18_NAME,,,,3,ERA_RENAISSANCE
GREATWORK_ARTIFACT_19,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_19_NAME,,,,3,ERA_RENAISSANCE
GREATWORK_ARTIFACT_20,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_20_NAME,,,,3,ERA_RENAISSANCE
GREATWORK_ARTIFACT_21,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_21_NAME,,,,3,ERA_INDUSTRIAL
GREATWORK_ARTIFACT_22,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_22_NAME,,,,3,ERA_INDUSTRIAL
GREATWORK_ARTIFACT_23,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_23_NAME,,,,3,ERA_INDUSTRIAL
GREATWORK_ARTIFACT_24,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_24_NAME,,,,3,ERA_INDUSTRIAL
GREATWORK_ARTIFACT_25,GREATWORKOBJECT_ARTIFACT,,LOC_GREATWORK_ARTIFACT_25_NAME,,,,3,ERA_INDUSTRIAL
GREATWORK_RELIC_25,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_1_NAME,,,,12,
GREATWORK_RELIC_26,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_2_NAME,,,,12,
GREATWORK_RELIC_27,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_3_NAME,,,,12,
GREATWORK_RELIC_28,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_4_NAME,,,,12,
GREATWORK_RELIC_29,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_5_NAME,,,,12,
GREATWORK_RELIC_30,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_6_NAME,,,,12,
GREATWORK_RELIC_31,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_7_NAME,,,,12,
GREATWORK_RELIC_32,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_8_NAME,,,,12,
GREATWORK_RELIC_33,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_9_NAME,,,,12,
GREATWORK_RELIC_34,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_10_NAME,,,,12,
GREATWORK_RELIC_35,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_11_NAME,,,,12,
GREATWORK_RELIC_36,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_13_NAME,,,,12,
GREATWORK_RELIC_37,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_14_NAME,,,,12,
GREATWORK_RELIC_38,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_15_NAME,,,,12,
GREATWORK_RELIC_39,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_16_NAME,,,,12,
GREATWORK_RELIC_40,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_17_NAME,,,,12,
GREATWORK_RELIC_41,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_18_NAME,,,,12,
GREATWORK_RELIC_42,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_19_NAME,,,,12,
GREATWORK_RELIC_43,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_20_NAME,,,,12,
GREATWORK_RELIC_44,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_21_NAME,,,,12,
GREATWORK_RELIC_45,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_22_NAME,,,,12,
GREATWORK_RELIC_46,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_23_NAME,,,,12,
GREATWORK_RELIC_47,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_24_NAME,,,,12,
GREATWORK_RELIC_48,GREATWORKOBJECT_RELIC,,LOC_GREATWORK_VOIDSIGNERS_RELIC_25_NAME,,,,12,
GREATWORK_BEHZAD_1,GREATWORKOBJECT_LANDSCAPE,GREAT_PERSON_INDIVIDUAL_KAMAL_UD_DIN_BEHZAD,LOC_GREATWORK_BEHZAD_1_NAME,,ICON_GREATWORK_BABYLON_BEHZAD_1,,4,
GREATWORK_BEHZAD_2,GREATWORKOBJECT_LANDSCAPE,GREAT_PERSON_INDIVIDUAL_KAMAL_UD_DIN_BEHZAD,LOC_GREATWORK_BEHZAD_2_NAME,,ICON_GREATWORK_BABYLON_BEHZAD_2,,4,
GREATWORK_BEHZAD_3,GREATWORKOBJECT_PORTRAIT,GREAT_PERSON_INDIVIDUAL_KAMAL_UD_DIN_BEHZAD,LOC_GREATWORK_BEHZAD_3_NAME,,ICON_GREATWORK_BABYLON_BEHZAD_3,,4,
GREATWORK_TOHAKU_1,GREATWORKOBJECT_LANDSCAPE,GREAT_PERSON_INDIVIDUAL_HASEGAWA_TOHAKU,LOC_GREATWORK_TOHAKU_1_NAME,,ICON_GREATWORK_BABYLON_TOHAKU_1,,4,
GREATWORK_TOHAKU_2,GREATWORKOBJECT_LANDSCAPE,GREAT_PERSON_INDIVIDUAL_HASEGAWA_TOHAKU,LOC_GREATWORK_TOHAKU_2_NAME,,ICON_GREATWORK_BABYLON_TOHAKU_2,,4,
GREATWORK_TOHAKU_3,GREATWORKOBJECT_LANDSCAPE,GREAT_PERSON_INDIVIDUAL_HASEGAWA_TOHAKU,LOC_GREATWORK_TOHAKU_3_NAME,,ICON_GREATWORK_BABYLON_TOHAKU_3,,4,
GREATWORK_KANDINSKY_1,GREATWORKOBJECT_LANDSCAPE,GREAT_PERSON_INDIVIDUAL_WASSILY_KANDINSKY,LOC_GREATWORK_KADINSKY_1_NAME,,ICON_GREATWORK_BABYLON_KADINSKY_1,,4,
GREATWORK_KANDINSKY_2,GREATWORKOBJECT_PORTRAIT,GREAT_PERSON_INDIVIDUAL_WASSILY_KANDINSKY,LOC_GREATWORK_KADINSKY_2_NAME,,ICON_GREATWORK_BABYLON_KADINSKY_2,,4,
GREATWORK_KANDINSKY_3,GREATWORKOBJECT_LANDSCAPE,GREAT_PERSON_INDIVIDUAL_WASSILY_KANDINSKY,LOC_GREATWORK_KADINSKY_3_NAME,,ICON_GREATWORK_BABYLON_KADINSKY_3,,4,
GREATWORK_BABYLON_CANTEMIR_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_DIMITRIE_CANTEMIR,LOC_GREATWORK_CANTEMIR_1_NAME,GMCantemirPesrevAdjemYegiahi,,,4,
GREATWORK_BABYLON_CANTEMIR_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_DIMITRIE_CANTEMIR,LOC_GREATWORK_CANTEMIR_2_NAME,GMCantemirPrinceOfMoldavia,,,4,
GREATWORK_BABYLON_CANTEMIR_3,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_DIMITRIE_CANTEMIR,LOC_GREATWORK_CANTEMIR_3_NAME,GMCantemirUzzusuleBeresvan,,,4,
GREATWORK_BABYLON_JOPLIN_1,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_SCOTT_JOPLIN,LOC_GREATWORK_JOPLIN_1_NAME,GMJoplinTheEntertainer,,,4,
GREATWORK_BABYLON_JOPLIN_2,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_SCOTT_JOPLIN,LOC_GREATWORK_JOPLIN_2_NAME,GMJoplinMapleLeafRag,,,4,
GREATWORK_BABYLON_JOPLIN_3,GREATWORKOBJECT_MUSIC,GREAT_PERSON_INDIVIDUAL_SCOTT_JOPLIN,LOC_GREATWORK_JOPLIN_3_NAME,GMJoplinTheEasyWinners,,,4,
GREATWORK_BABYLON_BEATRIX_POTTER_1,GREATWORKOBJECT_WRITING,GREAT_PERSON_INDIVIDUAL_BEATRIX_POTTER,LOC_GREATWORK_BEATRIX_POTTER_1_NAME,GREAT_WRITING_QUOTE_101,,LOC_GREATWORK_BEATRIX_POTTER_1_QUOTE,4,
GREATWORK_BABYLON_BEATRIX_POTTER_2,GREATWORKOBJECT_WRITING,GREAT_PERSON_INDIVIDUAL_BEATRIX_POTTER,LOC_GREATWORK_BEATRIX_POTTER_2_NAME,GREAT_WRITING_QUOTE_103,,LOC_GREATWORK_BEATRIX_POTTER_2_QUOTE,4,
GREATWORK_BABYLON_VALMIKI_1,GREATWORKOBJECT_WRITING,GREAT_PERSON_INDIVIDUAL_VALMIKI,LOC_GREATWORK_VALMIKI_1_NAME,GREAT_WRITING_QUOTE_107,,LOC_GREATWORK_VALMIKI_1_QUOTE,4,
GREATWORK_BABYLON_VALMIKI_2,GREATWORKOBJECT_WRITING,GREAT_PERSON_INDIVIDUAL_VALMIKI,LOC_GREATWORK_VALMIKI_2_NAME,GREAT_WRITING_QUOTE_111,,LOC_GREATWORK_VALMIKI_2_QUOTE,4,
GREATWORK_BABYLON_RUMI_1,GREATWORKOBJECT_WRITING,GREAT_PERSON_INDIVIDUAL_RUMI,LOC_GREATWORK_RUMI_1_NAME,GREAT_WRITING_QUOTE_113,,LOC_GREATWORK_RUMI_1_QUOTE,4,
GREATWORK_BABYLON_RUMI_2,GREATWORKOBJECT_WRITING,GREAT_PERSON_INDIVIDUAL_RUMI,LOC_GREATWORK_RUMI_2_NAME,GREAT_WRITING_QUOTE_115,,LOC_GREATWORK_RUMI_2_QUOTE,4,
GREATWORK_BABYLON_GABRIELA_MISTRAL_1,GREATWORKOBJECT_WRITING,GREAT_PERSON_INDIVIDUAL_GABRIELA_MISTRAL,LOC_GREATWORK_GABRIELA_MISTRAL_1_NAME,GREAT_WRITING_QUOTE_119,,LOC_GREATWORK_GABRIELA_MISTRAL_1_QUOTE,4,
GREATWORK_BABYLON_GABRIELA_MISTRAL_2,GREATWORKOBJECT_WRITING,GREAT_PERSON_INDIVIDUAL_GABRIELA_MISTRAL,LOC_GREATWORK_GABRIELA_MISTRAL_2_NAME,GREAT_WRITING_QUOTE_117,,LOC_GREATWORK_GABRIELA_MISTRAL_2_QUOTE,4,
GREATWORK_HERO_SYMBOL_ANANSI,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_SYMBOL_ANANSI_NAME,,,,6,
GREATWORK_HERO_EPIC_ANANSI,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_EPIC_ANANSI_NAME,,,,6,
GREATWORK_HERO_SYMBOL_ARTHUR,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_SYMBOL_ARTHUR_NAME,,,,6,
GREATWORK_HERO_EPIC_ARTHUR,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_EPIC_ARTHUR_NAME,,,,6,
GREATWORK_HERO_SYMBOL_BEOWULF,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_SYMBOL_BEOWULF_NAME,,,,6,
GREATWORK_HERO_EPIC_BEOWULF,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_EPIC_BEOWULF_NAME,,,,6,
GREATWORK_HERO_SYMBOL_HERCULES,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_SYMBOL_HERCULES_NAME,,,,6,
GREATWORK_HERO_EPIC_HERCULES,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_EPIC_HERCULES_NAME,,,,6,
GREATWORK_HERO_SYMBOL_HIMIKO,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_SYMBOL_HIMIKO_NAME,,,,6,
GREATWORK_HERO_EPIC_HIMIKO,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_EPIC_HIMIKO_NAME,,,,6,
GREATWORK_HERO_SYMBOL_HIPPOLYTA,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_SYMBOL_HIPPOLYTA_NAME,,,,6,
GREATWORK_HERO_EPIC_HIPPOLYTA,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_EPIC_HIPPOLYTA_NAME,,,,6,
GREATWORK_HERO_SYMBOL_HUNAHPU,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_SYMBOL_HUNAHPU_NAME,,,,6,
GREATWORK_HERO_EPIC_HUNAHPU,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_EPIC_HUNAHPU_NAME,,,,6,
GREATWORK_HERO_SYMBOL_OYA,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_SYMBOL_OYA_NAME,,,,6,
GREATWORK_HERO_EPIC_OYA,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_EPIC_OYA_NAME,,,,6,
GREATWORK_HERO_SYMBOL_MAUI,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_SYMBOL_MAUI_NAME,,,,6,
GREATWORK_HERO_EPIC_MAUI,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_EPIC_MAUI_NAME,,,,6,
GREATWORK_HERO_SYMBOL_MULAN,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_SYMBOL_MULAN_NAME,,,,6,
GREATWORK_HERO_EPIC_MULAN,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_EPIC_MULAN_NAME,,,,6,
GREATWORK_HERO_SYMBOL_SINBAD,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_SYMBOL_SINBAD_NAME,,,,6,
GREATWORK_HERO_EPIC_SINBAD,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_EPIC_SINBAD_NAME,,,,6,
GREATWORK_HERO_SYMBOL_WUKONG,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_SYMBOL_WUKONG_NAME,,,,6,
GREATWORK_HERO_EPIC_WUKONG,GREATWORKOBJECT_HERO,,LOC_GREATWORK_HERO_EPIC_WUKONG_NAME,,,,6,
