MomentIllustrationType,MomentDataType,GameDataType,Texture
MOMENT_ILLUSTRATION_NATURAL_WONDER,MOMENT_DATA_FEATURE,FEATURE_TORRES_DEL_PAINE,Moment_NaturalWonder_Torres.dds
MOMENT_ILLUSTRATION_NATURAL_WONDER,MOMENT_DATA_FEATURE,FEATURE_TSINGY,Moment_NaturalWonder_Tsingy.dds
MOMENT_ILLUSTRATION_NATURAL_WONDER,MOMENT_DATA_FEATURE,FEATURE_YOSEMITE,Moment_NaturalWonder_Yosemite.dds
MOMENT_ILLUSTRATION_CIVIC_ERA,MOMENT_DATA_PLAYER_ERA,ERA_FUTURE,MomentXP2_CompleteCivic_Future.dds
MOMENT_ILLUSTRATION_TECHNOLOGY_ERA,MOMENT_DATA_PLAYER_ERA,ERA_FUTURE,MomentXP2_CompleteFirstFutureEraTech.dds
MOMENT_ILLUSTRATION_AIR_UNIT_ERA,MOMENT_DATA_PLAYER_ERA,ERA_FUTURE,Moment_FirstAirUnitLateGame.dds
MOMENT_ILLUSTRATION_SEA_UNIT_ERA,MOMENT_DATA_PLAYER_ERA,ERA_FUTURE,Moment_FirstSeaUnitMid.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_CANADA_MOUNTIE,MomentXP2_TrainingMountie.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_HUNGARY_BLACK_ARMY,MomentXP2_Training_BlackArmy.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_HUNGARY_HUSZAR,MomentXP2_TrainingHuzar.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_INCA_WARAKAQ,MomentXP2_TrainingWarakaq.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_MALI_MANDEKALU_CAVALRY,MomentXP2_TrainingMadekalu.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_MAORI_TOA,MomentXP2_Training_Toa.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_OTTOMAN_BARBARY_CORSAIR,MomentXP2_TrainingBarbaryCorsair.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_PHOENICIA_BIREME,MomentXP2_TrainingBireme.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_SULEIMAN_JANISSARY,MomentXP2_TrainingJanissary.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_SWEDEN_CAROLEAN,MomentXP2_TrainingCarolean.dds
MOMENT_ILLUSTRATION_GOVERNOR,MOMENT_DATA_GOVERNOR,GOVERNOR_IBRAHIM,MomentXP2_PromoteGovernor_GrandVizier.dds
MOMENT_ILLUSTRATION_GOVERNMENT,MOMENT_DATA_GOVERNMENT,GOVERNMENT_CORPORATE_LIBERTARIANISM,MomentXP2_Government_CorpLibertarianism.dds
MOMENT_ILLUSTRATION_GOVERNMENT,MOMENT_DATA_GOVERNMENT,GOVERNMENT_DIGITAL_DEMOCRACY,MomentXP2_Gorvernment_DigitalDemocracy.dds
MOMENT_ILLUSTRATION_GOVERNMENT,MOMENT_DATA_GOVERNMENT,GOVERNMENT_SYNTHETIC_TECHNOCRACY,MomentXP2_Government_SyntheticTechnocracy.dds
MOMENT_ILLUSTRATION_GAME_ERA,MOMENT_DATA_PLAYER_ERA,ERA_FUTURE,MomentXP2_EnterFutureEra.dds
MOMENT_ILLUSTRATION_UNIQUE_BUILDING,MOMENT_DATA_BUILDING,BUILDING_GRAND_BAZAAR,MomentXP2_BuildingTheGrandBazaar.dds
MOMENT_ILLUSTRATION_UNIQUE_BUILDING,MOMENT_DATA_BUILDING,BUILDING_MARAE,MomentXP2_BuildingTheMarae.dds
MOMENT_ILLUSTRATION_UNIQUE_BUILDING,MOMENT_DATA_BUILDING,BUILDING_QUEENS_BIBLIOTHEQUE,MomentXP2_BuildingBiblioteque.dds
MOMENT_ILLUSTRATION_UNIQUE_BUILDING,MOMENT_DATA_BUILDING,BUILDING_THERMAL_BATH,MomentXP2_BuildingTheThermalBath.dds
MOMENT_ILLUSTRATION_UNIQUE_DISTRICT,MOMENT_DATA_DISTRICT,DISTRICT_COTHON,MomentXP2_BuildingTheCothon.dds
MOMENT_ILLUSTRATION_UNIQUE_DISTRICT,MOMENT_DATA_DISTRICT,DISTRICT_SUGUBA,MomentXP2_BuildingSuguba.dds
MOMENT_ILLUSTRATION_UNIQUE_IMPROVEMENT,MOMENT_DATA_IMPROVEMENT,IMPROVEMENT_OPEN_AIR_MUSEUM,MomentXP2_BuildingTheOpenAirMuseum.dds
MOMENT_ILLUSTRATION_UNIQUE_IMPROVEMENT,MOMENT_DATA_IMPROVEMENT,IMPROVEMENT_ICE_HOCKEY_RINK,MomentXP2_BuildingIceHockeyRink.dds
MOMENT_ILLUSTRATION_UNIQUE_IMPROVEMENT,MOMENT_DATA_IMPROVEMENT,IMPROVEMENT_TERRACE_FARM,MomentXP2_BuildingTheTerraceFarm.dds
MOMENT_ILLUSTRATION_UNIQUE_IMPROVEMENT,MOMENT_DATA_IMPROVEMENT,IMPROVEMENT_MAORI_PA,MomentXP2_BuildingThePa.dds
MOMENT_ILLUSTRATION_UNIQUE_IMPROVEMENT,MOMENT_DATA_IMPROVEMENT,IMPROVEMENT_MOUNTAIN_ROAD,MomentXP2_BuildingTheQhapaqNan.dds
MOMENT_ILLUSTRATION_NATURAL_WONDER,MOMENT_DATA_FEATURE,FEATURE_CHOCOLATEHILLS,MomentXP2_FindingChocolateHills.dds
MOMENT_ILLUSTRATION_NATURAL_WONDER,MOMENT_DATA_FEATURE,FEATURE_DEVILSTOWER,MomentXP2_FindingDevilsTower.dds
MOMENT_ILLUSTRATION_NATURAL_WONDER,MOMENT_DATA_FEATURE,FEATURE_GOBUSTAN,MomentXP2_FindingGobustan.dds
MOMENT_ILLUSTRATION_NATURAL_WONDER,MOMENT_DATA_FEATURE,FEATURE_IKKIL,MomentXP2_FindingIkKil.dds
MOMENT_ILLUSTRATION_NATURAL_WONDER,MOMENT_DATA_FEATURE,FEATURE_PAMUKKALE,MomentXP2_FindingPamukkale.dds
MOMENT_ILLUSTRATION_NATURAL_WONDER,MOMENT_DATA_FEATURE,FEATURE_VESUVIUS,MomentXP2_FindingVesuvius.dds
MOMENT_ILLUSTRATION_NATURAL_WONDER,MOMENT_DATA_FEATURE,FEATURE_WHITEDESERT,MomentXP2_FindingWhiteDesert.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_AMERICAN_ROUGH_RIDER,Moment_UniqueUnit_America_Roughrider.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_MAYAN_HULCHE,MomentSTK_Hulche.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_COMANDANTE_GENERAL,MomentSTK_ComandanteGeneral.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_COLOMBIAN_LLANERO,MomentSTK_Llanero.dds
MOMENT_ILLUSTRATION_UNIQUE_DISTRICT,MOMENT_DATA_DISTRICT,DISTRICT_OBSERVATORY,MomentSTK_Observatory.dds
MOMENT_ILLUSTRATION_UNIQUE_IMPROVEMENT,MOMENT_DATA_IMPROVEMENT,IMPROVEMENT_HACIENDA,MomentSTK_Hacienda.dds
MOMENT_ILLUSTRATION_NATURAL_WONDER,MOMENT_DATA_FEATURE,FEATURE_BERMUDA_TRIANGLE,MomentSTK_BermudaTriangle.dds
MOMENT_ILLUSTRATION_NATURAL_WONDER,MOMENT_DATA_FEATURE,FEATURE_FOUNTAIN_OF_YOUTH,MomentSTK_FountainOfYouth.dds
MOMENT_ILLUSTRATION_NATURAL_WONDER,MOMENT_DATA_FEATURE,FEATURE_PAITITI,MomentSTK_Paititi.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_BYZANTINE_DROMON,MomentSTK_DromonShip.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_BYZANTINE_TAGMA,MomentSTK_Tagma.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_GAUL_GAESATAE,MomentSTK_Gaestae.dds
MOMENT_ILLUSTRATION_UNIQUE_DISTRICT,MOMENT_DATA_DISTRICT,DISTRICT_HIPPODROME,MomentSTK_Hippodrome.dds
MOMENT_ILLUSTRATION_UNIQUE_DISTRICT,MOMENT_DATA_DISTRICT,DISTRICT_OPPIDUM,MomentSTK_Oppidum.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_VIETNAMESE_VOI_CHIEN,MomentSTK_VoiChien.dds
MOMENT_ILLUSTRATION_UNIQUE_DISTRICT,MOMENT_DATA_DISTRICT,DISTRICT_THANH,MomentSTK_Thanh.dds
MOMENT_ILLUSTRATION_UNIQUE_DISTRICT,MOMENT_DATA_DISTRICT,DISTRICT_PRESERVE,MomentSTK_Preserve.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_ETHIOPIAN_OROMO_CAVALRY,MomentSTK_OromoCavalry.dds
MOMENT_ILLUSTRATION_UNIQUE_IMPROVEMENT,MOMENT_DATA_IMPROVEMENT,IMPROVEMENT_ROCK_HEWN_CHURCH,MomentSTK_RockHewnChurch.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_BABYLONIAN_SABUM_KIBITTUM,MomentSTK_Sabum.dds
MOMENT_ILLUSTRATION_UNIQUE_BUILDING,MOMENT_DATA_BUILDING,BUILDING_PALGUM,MomentSTK_Palgum.dds
MOMENT_ILLUSTRATION_UNIQUE_BUILDING,MOMENT_DATA_BUILDING,BUILDING_NAVIGATION_SCHOOL,MomentSTK_NavigationSchool.dds
MOMENT_ILLUSTRATION_UNIQUE_IMPROVEMENT,MOMENT_DATA_IMPROVEMENT,IMPROVEMENT_FEITORIA,MomentSTK_Feitoria.dds
MOMENT_ILLUSTRATION_UNIQUE_UNIT,MOMENT_DATA_UNIT,UNIT_PORTUGUESE_NAU,MomentSTK_Nau.dds
