TraitType,Name,Description,InternalOnly
TRAIT_LEADER_TO_WORLDS_END,LOC_TRAIT_LEADER_TO_WORLDS_END_NAME,LOC_TRAIT_LEADER_TO_WORLDS_END_DESCRIPTION,0
TRAIT_AGENDA_SHORT_LIFE_GLORY,LOC_AGENDA_SHORT_LIFE_GLORY_NAME,LOC_AGENDA_SHORT_LIFE_GLORY_DESCRIPTION,0
TRAIT_CIVILIZATION_SATRAPIES,LOC_TRAIT_CIVILIZATION_SATRAPIES_NAME,LOC_TRAIT_CIVILIZATION_SATRAPIES_DESCRIPTION,0
TRAIT_CIVILIZATION_IMPROVEMENT_PAIRIDAEZA,LOC_IMPROVEMENT_PAIRIDAEZA_NAME,LOC_IMPROVEMENT_PAIRIDAEZA_DESCRIPTION,0
TRAIT_CIVILIZATION_UNIT_IMMORTAL,LOC_UNIT_PERSIAN_IMMORTAL_NAME,LOC_UNIT_PERSIAN_IMMORTAL_DESCRIPTION,0
TRAIT_LEADER_FALL_BABYLON,LOC_TRAIT_LEADER_FALL_BABYLON_NAME,LOC_TRAIT_LEADER_FALL_BABYLON_EXPANSION2_DESCRIPTION,0
TRAIT_AGENDA_BACKSTABBER,LOC_AGENDA_BACKSTABBER_NAME,LOC_AGENDA_BACKSTABBER_DESCRIPTION,0
TRAIT_CIVILIZATION_LAND_DOWN_UNDER,LOC_TRAIT_CIVILIZATION_LAND_DOWN_UNDER_NAME,LOC_TRAIT_CIVILIZATION_LAND_DOWN_UNDER_DESCRIPTION,0
TRAIT_CIVILIZATION_IMPROVEMENT_OUTBACK_STATION,LOC_IMPROVEMENT_OUTBACK_STATION_NAME,,0
TRAIT_CIVILIZATION_UNIT_DIGGER,LOC_UNIT_DIGGER_NAME,,0
TRAIT_LEADER_CITADEL_CIVILIZATION,LOC_TRAIT_LEADER_CITADEL_CIVILIZATION_NAME,LOC_TRAIT_LEADER_CITADEL_CIVILIZATION_EXPANSION2_DESCRIPTION,0
TRAIT_AGENDA_PERPETUALLY_ON_GUARD,,,0
TRAIT_AGENDA_BILLIONAIRE,,,0
TRAIT_AGENDA_CHEOMSEONGDAE,,,0
TRAIT_AGENDA_FLOWER_OF_SCOTLAND,,,0
TRAIT_AGENDA_HORN_CHEST_LOINS,,,0
TRAIT_AGENDA_HORSE_LORD,,,0
TRAIT_AGENDA_IRON_CONFEDERACY,,,0
TRAIT_AGENDA_MAURYA_EMPIRE,,,0
TRAIT_AGENDA_NARIKALA_FORTRESS,,,0
TRAIT_AGENDA_SPIRIT_OF_TUCAPEL,,,0
TRAIT_CIVILIZATION_CREE_TRADE_GAIN_TILES,LOC_TRAIT_CIVILIZATION_CREE_TRADE_GAIN_TILES_NAME,LOC_TRAIT_CIVILIZATION_CREE_TRADE_GAIN_TILES_DESCRIPTION,0
TRAIT_CIVILIZATION_GROTE_RIVIEREN,LOC_TRAIT_CIVILIZATION_GROTE_RIVIEREN_NAME,LOC_TRAIT_CIVILIZATION_GROTE_RIVIEREN_EXPANSION2_DESCRIPTION,0
TRAIT_CIVILIZATION_MONGOLIAN_ORTOO,LOC_TRAIT_CIVILIZATION_MONGOLIAN_ORTOO_NAME,LOC_TRAIT_CIVILIZATION_MONGOLIAN_ORTOO_DESCRIPTION,0
TRAIT_CIVILIZATION_SCOTTISH_ENLIGHTENMENT,LOC_TRAIT_CIVILIZATION_SCOTTISH_ENLIGHTENMENT_NAME,LOC_TRAIT_CIVILIZATION_SCOTTISH_ENLIGHTENMENT_DESCRIPTION,0
TRAIT_CIVILIZATION_UNIT_SCOTTISH_HIGHLANDER,LOC_TRAIT_CIVILIZATION_UNIT_SCOTTISH_HIGHLANDER_NAME,,0
TRAIT_CIVILIZATION_THREE_KINGDOMS,LOC_TRAIT_CIVILIZATION_THREE_KINGDOMS_NAME,LOC_TRAIT_CIVILIZATION_THREE_KINGDOMS_DESCRIPTION,0
TRAIT_CIVILIZATION_GOLDEN_AGE_QUESTS,LOC_TRAIT_CIVILIZATION_GOLDEN_AGE_QUESTS_NAME,LOC_TRAIT_CIVILIZATION_GOLDEN_AGE_QUESTS_DESCRIPTION,0
TRAIT_CIVILIZATION_BUILDING_ORDU,LOC_TRAIT_CIVILIZATION_BUILDING_ORDU_NAME,,0
TRAIT_CIVILIZATION_BUILDING_TSIKHE,LOC_TRAIT_CIVILIZATION_BUILDING_TSIKHE_NAME,,0
TRAIT_CIVILIZATION_DISTRICT_SEOWON,LOC_TRAIT_CIVILIZATION_DISTRICT_SEOWON_NAME,,0
TRAIT_CIVILIZATION_DISTRICT_IKANDA,LOC_TRAIT_CIVILIZATION_DISTRICT_IKANDA_NAME,,0
TRAIT_CIVILIZATION_IMPROVEMENT_CHEMAMULL,LOC_IMPROVEMENT_CHEMAMULL_NAME,,0
TRAIT_CIVILIZATION_IMPROVEMENT_POLDER,LOC_IMPROVEMENT_POLDER_NAME,,0
TRAIT_CIVILIZATION_IMPROVEMENT_GOLF_COURSE,LOC_IMPROVEMENT_GOLF_COURSE_NAME,,0
TRAIT_CIVILIZATION_IMPROVEMENT_MEKEWAP,LOC_IMPROVEMENT_MEKEWAP_NAME,,0
TRAIT_CIVILIZATION_UNIT_ZULU_IMPI,LOC_TRAIT_CIVILIZATION_UNIT_ZULU_IMPI_NAME,,0
TRAIT_CIVILIZATION_UNIT_KOREAN_HWACHA,LOC_TRAIT_CIVILIZATION_UNIT_KOREAN_HWACHA_NAME,,0
TRAIT_CIVILIZATION_UNIT_DUTCH_ZEVEN_PROVINCIEN,LOC_TRAIT_CIVILIZATION_UNIT_DUTCH_ZEVEN_PROVINCIEN_NAME,,0
TRAIT_CIVILIZATION_UNIT_MONGOLIAN_KESHIG,LOC_TRAIT_CIVILIZATION_UNIT_MONGOLIAN_KESHIG_NAME,,0
TRAIT_CIVILIZATION_UNIT_GEORGIAN_KHEVSURETI,LOC_TRAIT_CIVILIZATION_UNIT_GEORGIAN_KHEVSURETI_NAME,,0
TRAIT_CIVILIZATION_UNIT_MAPUCHE_MALON_RAIDER,LOC_TRAIT_CIVILIZATION_UNIT_MAPUCHE_MALON_RAIDER_NAME,,0
TRAIT_CIVILIZATION_UNIT_CREE_OKIHTCITAW,LOC_TRAIT_CIVILIZATION_UNIT_CREE_OKIHTCITAW_NAME,,0
TRAIT_CIVILIZATION_MAPUCHE_TOQUI,LOC_TRAIT_CIVILIZATION_MAPUCHE_TOQUI_NAME,LOC_TRAIT_CIVILIZATION_MAPUCHE_TOQUI_DESCRIPTION,0
TRAIT_CIVILIZATION_ZULU_ISIBONGO,LOC_TRAIT_CIVILIZATION_ZULU_ISIBONGO_NAME,LOC_TRAIT_CIVILIZATION_ZULU_ISIBONGO_DESCRIPTION,0
TRAIT_LEADER_AMABUTHO,LOC_TRAIT_LEADER_AMABUTHO_NAME,LOC_TRAIT_LEADER_AMABUTHO_DESCRIPTION,0
TRAIT_LEADER_ARTHASHASTRA,LOC_TRAIT_LEADER_ARTHASHASTRA_NAME,LOC_TRAIT_LEADER_ARTHASHASTRA_DESCRIPTION,0
TRAIT_LEADER_BANNOCKBURN,LOC_TRAIT_LEADER_BANNOCKBURN_NAME,LOC_TRAIT_LEADER_BANNOCKBURN_DESCRIPTION,0
TRAIT_LEADER_HWARANG,LOC_TRAIT_LEADER_HWARANG_NAME,LOC_TRAIT_LEADER_HWARANG_DESCRIPTION,0
TRAIT_LEADER_RELIGION_CITY_STATES,LOC_TRAIT_LEADER_RELIGION_CITY_STATES_NAME,LOC_TRAIT_LEADER_RELIGION_CITY_STATES_DESCRIPTION,0
TRAIT_LEADER_ALLIANCE_AND_TRADE,LOC_LEADER_POUNDMAKER_ABILITY_NAME,LOC_LEADER_POUNDMAKER_ABILITY_DESCRIPTION,0
TRAIT_RADIO_ORANJE,LOC_TRAIT_RADIO_ORANJE_NAME,LOC_TRAIT_RADIO_ORANJE_DESCRIPTION,0
TRAIT_LEADER_LAUTARO_ABILITY,LOC_TRAIT_LEADER_LAUTARO_ABILITY_NAME,LOC_TRAIT_LEADER_LAUTARO_ABILITY_DESCRIPTION_ALT,0
TRAIT_LEADER_GENGHIS_KHAN_ABILITY,LOC_TRAIT_LEADER_GENGHIS_KHAN_ABILITY_NAME,LOC_TRAIT_LEADER_GENGHIS_KHAN_ABILITY_DESCRIPTION,0
TRAIT_AGENDA_CURMUDGEON,,,0
TRAIT_AGENDA_FLIRTATIOUS,,,0
TRAIT_AGENDA_GOSSIP,,,0
TRAIT_AGENDA_SYCOPHANT,,,0
TRAIT_AGENDA_SYMPATHIZER,,,0
TRAIT_CIVILIZATION_NO_PLAYER,LOC_TRAIT_CIVILIZATION_NO_PLAYER_NAME,,0
TRAIT_LEADER_FREE_CITIES,,,0
MINOR_CIV_ANTIOCH_TRAIT,LOC_LEADER_TRAIT_ANTIOCH_NAME,LOC_LEADER_TRAIT_ANTIOCH_DESCRIPTION,0
MINOR_CIV_BABYLON_TRAIT,LOC_LEADER_TRAIT_BABYLON_NAME,LOC_LEADER_TRAIT_BABYLON_DESCRIPTION,0
MINOR_CIV_CARTHAGE_TRAIT,LOC_LEADER_TRAIT_CARTHAGE_NAME,LOC_LEADER_TRAIT_CARTHAGE_DESCRIPTION,0
MINOR_CIV_JERUSALEM_TRAIT,LOC_LEADER_TRAIT_JERUSALEM_NAME,LOC_LEADER_TRAIT_JERUSALEM_DESCRIPTION_EXPANSION,0
MINOR_CIV_PRESLAV_TRAIT,LOC_LEADER_TRAIT_PRESLAV_NAME,LOC_LEADER_TRAIT_PRESLAV_DESCRIPTION,0
MINOR_CIV_STOCKHOLM_TRAIT,LOC_LEADER_TRAIT_STOCKHOLM_NAME,LOC_LEADER_TRAIT_STOCKHOLM_DESCRIPTION,0
MINOR_CIV_VILNIUS_TRAIT,LOC_LEADER_TRAIT_VILNIUS_NAME,LOC_LEADER_TRAIT_VILNIUS_DESCRIPTION,0
TRAIT_LEADER_PURSUE_DIPLOMATIC_VICTORY,,,1
TRAIT_AGENDA_EXPANSIONIST,,,0
TRAIT_AGENDA_FLAT_EARTHER,,,0
TRAIT_AGENDA_GREAT_WHITE_FLEET,,,0
TRAIT_AGENDA_INTOLERANT,,,0
TRAIT_AGENDA_PREFER_NODIPLOVP,,,0
TRAIT_AGENDA_PREFER_NOFAVOR,,,0
TRAIT_AGENDA_PREFER_PILLAGE,,,0
TRAIT_AGENDA_PREFER_NOTOURISM,,,0
TRAIT_AGENDA_TURTLER,,,0
TRAIT_AGENDA_ZEALOT,,,0
TRAIT_CIVILIZATION_INDUSTRIAL_REVOLUTION,LOC_TRAIT_CIVILIZATION_INDUSTRIAL_REVOLUTION_NAME,LOC_TRAIT_CIVILIZATION_INDUSTRIAL_REVOLUTION_DESCRIPTION,0
MINOR_CIV_AKKAD_TRAIT,LOC_LEADER_TRAIT_AKKAD_NAME,LOC_LEADER_TRAIT_AKKAD_DESCRIPTION,0
MINOR_CIV_BOLOGNA_TRAIT,LOC_LEADER_TRAIT_BOLOGNA_NAME,LOC_LEADER_TRAIT_BOLOGNA_DESCRIPTION,0
MINOR_CIV_CAHOKIA_TRAIT,LOC_LEADER_TRAIT_CAHOKIA_NAME,LOC_LEADER_TRAIT_CAHOKIA_DESCRIPTION,0
MINOR_CIV_CARDIFF_TRAIT,LOC_LEADER_TRAIT_CARDIFF_NAME,LOC_LEADER_TRAIT_CARDIFF_DESCRIPTION,0
MINOR_CIV_FEZ_TRAIT,LOC_LEADER_TRAIT_FEZ_NAME,LOC_LEADER_TRAIT_FEZ_DESCRIPTION,0
MINOR_CIV_MEXICO_CITY_TRAIT,LOC_LEADER_TRAIT_MEXICO_CITY_NAME,LOC_LEADER_TRAIT_MEXICO_CITY_DESCRIPTION,0
MINOR_CIV_NAZCA_TRAIT,LOC_LEADER_TRAIT_NAZCA_NAME,LOC_LEADER_TRAIT_NAZCA_DESCRIPTION,0
MINOR_CIV_NGAZARGAMU_TRAIT,LOC_LEADER_TRAIT_NGAZARGAMU_NAME,LOC_LEADER_TRAIT_NGAZARGAMU_DESCRIPTION,0
MINOR_CIV_RAPA_NUI_TRAIT,LOC_LEADER_TRAIT_RAPA_NUI_NAME,LOC_LEADER_TRAIT_RAPA_NUI_DESCRIPTION,0
TRAIT_AGENDA_ANGEVIN_EMPIRE,,,0
TRAIT_AGENDA_CANADIAN_EXPEDITIONARY,,,0
TRAIT_AGENDA_KAITIAKITANGA,,,0
TRAIT_AGENDA_LAWGIVER,,,0
TRAIT_AGENDA_LORD_OF_MINES,,,0
TRAIT_AGENDA_PATRON_OF_ARTS,,,0
TRAIT_AGENDA_RAVEN_BANNER,,,0
TRAIT_AGENDA_SAPA_INCA,,,0
TRAIT_AGENDA_SICILIAN_WARS,,,0
TRAIT_CIVILIZATION_FACES_OF_PEACE,LOC_TRAIT_CIVILIZATION_FACES_OF_PEACE_NAME,LOC_TRAIT_CIVILIZATION_FACES_OF_PEACE_DESCRIPTION,0
TRAIT_CIVILIZATION_IMPROVEMENT_ICE_HOCKEY_RINK,LOC_IMPROVEMENT_ICE_HOCKEY_RINK_NAME,,0
TRAIT_CIVILIZATION_UNIT_CANADA_MOUNTIE,LOC_UNIT_CANADA_MOUNTIE_NAME,,0
TRAIT_CIVILIZATION_BUILDING_THERMAL_BATH,LOC_TRAIT_CIVILIZATION_BUILDING_THERMAL_BATH_NAME,,0
TRAIT_CIVILIZATION_PEARL_DANUBE,LOC_TRAIT_CIVILIZATION_PEARL_DANUBE_NAME,LOC_TRAIT_CIVILIZATION_PEARL_DANUBE_DESCRIPTION,0
TRAIT_CIVILIZATION_UNIT_HUNGARY_HUSZAR,LOC_UNIT_HUNGARY_HUSZAR_NAME,,0
TRAIT_CIVILIZATION_GREAT_MOUNTAINS,LOC_TRAIT_CIVILIZATION_GREAT_MOUNTAINS_NAME,LOC_TRAIT_CIVILIZATION_GREAT_MOUNTAINS_DESCRIPTION,0
TRAIT_CIVILIZATION_IMPROVEMENT_TERRACE_FARM,LOC_IMPROVEMENT_TERRACE_FARM_NAME,,0
TRAIT_CIVILIZATION_UNIT_INCA_WARAKAQ,LOC_UNIT_UNIT_INCA_WARAKAQ_NAME,,0
TRAIT_CIVILIZATION_MALI_GOLD_DESERT,LOC_TRAIT_CIVILIZATION_MALI_GOLD_DESERT_NAME,LOC_TRAIT_CIVILIZATION_MALI_GOLD_DESERT_DESCRIPTION,0
TRAIT_CIVILIZATION_DISTRICT_SUGUBA,LOC_DISTRICT_SUGUBA_NAME,,0
TRAIT_CIVILIZATION_UNIT_MALI_MANDEKALU_CAVALRY,LOC_UNIT_MALI_MANDEKALU_CAVALRY_NAME,,0
TRAIT_CIVILIZATION_BUILDING_MARAE,LOC_TRAIT_CIVILIZATION_BUILDING_MARAE_NAME,,0
TRAIT_CIVILIZATION_MAORI_MANA,LOC_TRAIT_CIVILIZATION_MAORI_MANA_NAME,LOC_TRAIT_CIVILIZATION_MAORI_MANA_DESCRIPTION,0
TRAIT_CIVILIZATION_IMPROVEMENT_MAORI_PA,LOC_IMPROVEMENT_MAORI_PA_NAME,LOC_LOADING_UNIQUE_IMPROVEMENT,0
TRAIT_CIVILIZATION_UNIT_MAORI_TOA,LOC_UNIT_MAORI_TOA_NAME,,0
TRAIT_CIVILIZATION_BUILDING_GRAND_BAZAAR,LOC_TRAIT_CIVILIZATION_BUILDING_GRAND_BAZAAR_NAME,,0
TRAIT_CIVILIZATION_GREAT_TURKISH_BOMBARD,LOC_TRAIT_CIVILIZATION_GREAT_TURKISH_BOMBARD_NAME,LOC_TRAIT_CIVILIZATION_GREAT_TURKISH_BOMBARD_DESCRIPTION,0
TRAIT_CIVILIZATION_UNIT_OTTOMAN_BARBARY_CORSAIR,LOC_UNIT_OTTOMAN_BARBARY_CORSAIR_NAME,,0
TRAIT_CIVILIZATION_MEDITERRANEAN_COLONIES,LOC_TRAIT_CIVILIZATION_MEDITERRANEAN_COLONIES_NAME,LOC_TRAIT_CIVILIZATION_MEDITERRANEAN_COLONIES_DESCRIPTION,0
TRAIT_CIVILIZATION_DISTRICT_COTHON,LOC_TRAIT_CIVILIZATION_DISTRICT_COTHON_NAME,,0
TRAIT_CIVILIZATION_UNIT_PHOENICIA_BIREME,LOC_UNIT_PHOENICIA_BIREME_NAME,,0
TRAIT_CIVILIZATION_NOBEL_PRIZE,LOC_TRAIT_CIVILIZATION_NOBEL_PRIZE_NAME,LOC_TRAIT_CIVILIZATION_NOBEL_PRIZE_DESCRIPTION,0
TRAIT_CIVILIZATION_IMPROVEMENT_OPEN_AIR_MUSEUM,LOC_IMPROVEMENT_OPEN_AIR_MUSEUM_NAME,,0
TRAIT_CIVILIZATION_UNIT_SWEDEN_CAROLEAN,LOC_UNIT_CANADA_MOUNTIE_NAME,,0
TRAIT_LEADER_FOUNDER_CARTHAGE,LOC_TRAIT_LEADER_FOUNDER_CARTHAGE_NAME,LOC_TRAIT_LEADER_FOUNDER_CARTHAGE_DESCRIPTION,0
TRAIT_LEADER_ELEANOR_LOYALTY,LOC_TRAIT_LEADER_ELEANOR_LOYALTY_NAME,LOC_TRAIT_LEADER_ELEANOR_LOYALTY_DESCRIPTION,0
TRAIT_LEADER_BUILDING_QUEENS_BIBLIOTHEQUE,LOC_BUILDING_QUEENS_BIBLIOTHEQUE_NAME,,0
TRAIT_LEADER_KRISTINA_AUTO_THEME,LOC_TRAIT_LEADER_KRISTINA_AUTO_THEME_NAME,LOC_TRAIT_LEADER_KRISTINA_AUTO_THEME_DESCRIPTION,0
TRAIT_LEADER_KUPES_VOYAGE,LOC_TRAIT_LEADER_KUPES_VOYAGE_NAME,LOC_TRAIT_LEADER_KUPES_VOYAGE_DESCRIPTION,0
TRAIT_LEADER_LAST_BEST_WEST,LOC_TRAIT_LEADER_LAST_BEST_WEST_NAME,LOC_TRAIT_LEADER_LAST_BEST_WEST_DESCRIPTION,0
TRAIT_LEADER_RAVEN_KING,LOC_TRAIT_LEADER_RAVEN_KING_NAME,LOC_TRAIT_LEADER_RAVEN_KING_DESCRIPTION,0
TRAIT_LEADER_UNIT_MATTHIAS_BLACK_ARMY,LOC_UNIT_HUNGARY_BLACK_ARMY_NAME,,0
TRAIT_LEADER_SAHEL_MERCHANTS,LOC_TRAIT_LEADER_SAHEL_MERCHANTS_NAME,LOC_TRAIT_LEADER_SAHEL_MERCHANTS_DESCRIPTION,0
TRAIT_LEADER_PACHACUTI_IMPROVEMENT_MOUNTAIN_ROAD,LOC_IMPROVEMENT_MOUNTAIN_ROAD_NAME,,0
TRAIT_LEADER_PACHACUTI_QHAPAQ_NAN,LOC_TRAIT_LEADER_PACHACUTI_QHAPAQ_NAN_NAME,LOC_TRAIT_LEADER_PACHACUTI_QHAPAQ_NAN_DESCRIPTION,0
TRAIT_LEADER_UNIT_SULEIMAN_JANISSARY,LOC_UNIT_SULEIMAN_JANISSARY_NAME,,0
TRAIT_LEADER_SULEIMAN_GOVERNOR,LOC_TRAIT_LEADER_SULEIMAN_GOVERNOR_NAME,LOC_TRAIT_LEADER_SULEIMAN_GOVERNOR_DESCRIPTION,0
TRAIT_AGENDA_BULL_MOOSE,,,0
TRAIT_LEADER_ANTIQUES_AND_PARKS,LOC_TRAIT_LEADER_ANTIQUES_AND_PARKS_NAME,LOC_TRAIT_LEADER_ANTIQUES_AND_PARKS_DESCRIPTION,0
TRAIT_LEADER_ELIZABETH,LOC_TRAIT_LEADER_ELIZABETH_NAME,LOC_TRAIT_LEADER_ELIZABETH_DESCRIPTION,0
TRAIT_AGENDA_TRADE_AGREEMENT,,,0
TRAIT_LEADER_HARALD_ALT,LOC_TRAIT_LEADER_HARALD_ALT_NAME,LOC_TRAIT_LEADER_HARALD_ALT_XP_DESCRIPTION,0
TRAIT_AGENDA_SAGA,,,0
TRAIT_LEADER_VICTORIA_ALT,LOC_TRAIT_LEADER_VICTORIA_ALT_NAME,LOC_TRAIT_LEADER_VICTORIA_ALT_DESCRIPTION,0
TRAIT_AGENDA_INDUSTRIAL_REVOLUTION,,,0
TRAIT_LEADER_LINCOLN,LOC_TRAIT_LEADER_LINCOLN_NAME,LOC_TRAIT_LEADER_LINCOLN_EXPANSION_DESCRIPTION,0
TRAIT_AGENDA_LINCOLN,,,0
TRAIT_LEADER_SALADIN_ALT,LOC_TRAIT_LEADER_SALADIN_ALT_NAME,LOC_TRAIT_LEADER_SALADIN_ALT_DESCRIPTION,0
TRAIT_AGENDA_SULTAN,,,0
TRAIT_LEADER_NZINGA_MBANDE,LOC_TRAIT_LEADER_NZINGA_MBANDE_NAME,LOC_TRAIT_LEADER_NZINGA_MBANDE_DESCRIPTION,0
TRAIT_AGENDA_DECOLONIZATION,,,0
TRAIT_LEADER_QIN,LOC_TRAIT_LEADER_QIN_ALT_NAME,LOC_TRAIT_LEADER_QIN_ALT_DESCRIPTION,0
TRAIT_AGENDA_SIHAI,,,0
TRAIT_LEADER_YONGLE,LOC_TRAIT_LEADER_YONGLE_NAME,LOC_TRAIT_LEADER_YONGLE_XP_DESCRIPTION,0
TRAIT_AGENDA_YINDING,,,0
TRAIT_LEADER_WU_ZETIAN,LOC_TRAIT_LEADER_WU_ZETIAN_NAME,LOC_TRAIT_LEADER_WU_ZETIAN_DESCRIPTION,0
TRAIT_AGENDA_COURT_INTRIGUE,,,0
TRAIT_LEADER_RAMSES,LOC_TRAIT_LEADER_RAMSES_NAME,LOC_TRAIT_LEADER_RAMSES_DESCRIPTION,0
TRAIT_AGENDA_MAAT,,,0
TRAIT_LEADER_CLEOPATRA_ALT,LOC_TRAIT_LEADER_CLEOPATRA_ALT_NAME,LOC_TRAIT_LEADER_CLEOPATRA_ALT_DESCRIPTION,0
TRAIT_AGENDA_PREFER_FOOD,,,0
TRAIT_LEADER_SUNDIATA_KEITA,LOC_TRAIT_LEADER_SUNDIATA_KEITA_NAME,LOC_TRAIT_LEADER_SUNDIATA_KEITA_DESCRIPTION,0
TRAIT_AGENDA_LION_OF_MALI,,,0
TRAIT_CIVILIZATION_EJERCITO_PATRIOTA,LOC_TRAIT_CIVILIZATION_EJERCITO_PATRIOTA_NAME,LOC_TRAIT_CIVILIZATION_EJERCITO_PATRIOTA_DESCRIPTION,0
TRAIT_CIVILIZATION_IMPROVEMENT_HACIENDA,LOC_IMPROVEMENT_HACIENDA_NAME,,0
TRAIT_CIVILIZATION_COMANDANTE_GENERAL,LOC_UNIT_COMANDANTE_GENERAL_NAME,,0
TRAIT_CIVILIZATION_LLANERO,LOC_TRAIT_CIVILIZATION_LLANERO_NAME,,0
TRAIT_CIVILIZATION_MAYAB,LOC_TRAIT_CIVILIZATION_MAYAB_NAME,LOC_TRAIT_CIVILIZATION_MAYAB_DESCRIPTION,0
TRAIT_CIVILIZATION_DISTRICT_OBSERVATORY,LOC_DISTRICT_OBSERVATORY_NAME,,0
TRAIT_CIVILIZATION_HULCHE,LOC_UNIT_MAYAN_HULCHE_NAME,,0
TRAIT_LEADER_CAMPANA_ADMIRABLE,LOC_TRAIT_LEADER_CAMPANA_ADMIRABLE_NAME,LOC_TRAIT_LEADER_CAMPANA_ADMIRABLE_DESCRIPTION_XP1,0
TRAIT_LEADER_MUTAL,LOC_TRAIT_LEADER_MUTAL_NAME,LOC_TRAIT_LEADER_MUTAL_DESCRIPTION,0
MINOR_CIV_CAGUANA_TRAIT,LOC_LEADER_TRAIT_CAGUANA_NAME,LOC_LEADER_TRAIT_CAGUANA_DESCRIPTION,0
MINOR_CIV_HUNZA_TRAIT,LOC_LEADER_TRAIT_HUNZA_NAME,LOC_LEADER_TRAIT_HUNZA_DESCRIPTION,0
MINOR_CIV_LAHORE_NIHANG_TRAIT,LOC_LEADER_TRAIT_LAHORE_NAME,LOC_LEADER_TRAIT_LAHORE_DESCRIPTION,0
MINOR_CIV_SINGAPORE_TRAIT,LOC_LEADER_TRAIT_SINGAPORE_NAME,LOC_LEADER_TRAIT_SINGAPORE_DESCRIPTION,0
MINOR_CIV_TARUGA_TRAIT,LOC_LEADER_TRAIT_TARUGA_NAME,LOC_LEADER_TRAIT_TARUGA_DESCRIPTION,0
MINOR_CIV_VATICAN_CITY_TRAIT,LOC_LEADER_TRAIT_VATICAN_CITY_NAME,LOC_LEADER_TRAIT_VATICAN_CITY_DESCRIPTION,0
TRAIT_AGENDA_LADY_SIX_SKY,,,0
TRAIT_AGENDA_SIMON_BOLIVAR,,,0
TRAIT_LEADER_CAESAR,LOC_TRAIT_LEADER_CAESAR_NAME,LOC_TRAIT_LEADER_CAESAR_DESCRIPTION,0
TRAIT_AGENDA_GALLIC_WARS,,,0
TRAIT_CIVILIZATION_BYZANTIUM,LOC_TRAIT_CIVILIZATION_BYZANTIUM_NAME,LOC_TRAIT_CIVILIZATION_BYZANTIUM_DESCRIPTION,0
TRAIT_CIVILIZATION_DISTRICT_HIPPODROME,LOC_DISTRICT_HIPPODROME_NAME,,0
TRAIT_CIVILIZATION_UNIT_BYZANTINE_DROMON,LOC_UNIT_BYZANTINE_DROMON_NAME,,0
TRAIT_CIVILIZATION_GAUL,LOC_TRAIT_CIVILIZATION_GAUL_NAME,LOC_TRAIT_CIVILIZATION_GAUL_DESCRIPTION,0
TRAIT_CIVILIZATION_DISTRICT_OPPIDUM,LOC_DISTRICT_OPPIDUM_NAME,,0
TRAIT_CIVILIZATION_UNIT_GAUL_GAESATAE,LOC_UNIT_GAUL_GAESATAE_NAME,,0
TRAIT_LEADER_AMBIORIX,LOC_TRAIT_LEADER_AMBIORIX_NAME,LOC_TRAIT_LEADER_AMBIORIX_DESCRIPTION,0
TRAIT_LEADER_BASIL,LOC_TRAIT_LEADER_BASIL_NAME,LOC_TRAIT_LEADER_BASIL_DESCRIPTION,0
TRAIT_LEADER_UNIT_BYZANTINE_TAGMA,LOC_UNIT_BYZANTINE_TAGMA_NAME,,0
TRAIT_AGENDA_BASIL_ZEALOT,,,0
TRAIT_AGENDA_AMBIORIX_ARMY,,,0
TRAIT_CIVILIZATION_VIETNAM,LOC_TRAIT_CIVILIZATION_VIETNAM_NAME,LOC_TRAIT_CIVILIZATION_VIETNAM_DESCRIPTION,0
TRAIT_CIVILIZATION_DISTRICT_THANH,LOC_DISTRICT_THANH_NAME,,0
TRAIT_CIVILIZATION_UNIT_VIETNAMESE_VOI_CHIEN,LOC_UNIT_VIETNAMESE_VOI_CHIEN_NAME,,0
TRAIT_LEADER_KUBLAI,LOC_TRAIT_LEADER_KUBLAI_NAME,LOC_TRAIT_LEADER_KUBLAI_DESCRIPTION,0
TRAIT_LEADER_TRIEU,LOC_TRAIT_LEADER_TRIEU_NAME,LOC_TRAIT_LEADER_TRIEU_DESCRIPTION,0
TRAIT_AGENDA_KUBLAI_PAX,,,0
TRAIT_AGENDA_TRIEU_DEFENDER,,,0
TRAIT_LEADER_MAGNIFICENCES,LOC_TRAIT_LEADER_MAGNIFICENCES_NAME,LOC_TRAIT_LEADER_MAGNIFICENCES_DESCRIPTION,0
TRAIT_AGENDA_MAGNIFICENCES,,,0
TRAIT_LEADER_TOKUGAWA,LOC_TRAIT_LEADER_TOKUGAWA_NAME,LOC_TRAIT_LEADER_TOKUGAWA_XP_DESCRIPTION,0
TRAIT_AGENDA_SAKOKU,,,0
TRAIT_LEADER_NADER_SHAH,LOC_TRAIT_LEADER_NADER_SHAH_NAME,LOC_TRAIT_LEADER_NADER_SHAH_DESCRIPTION,0
TRAIT_AGENDA_PREFER_LANDPOWER,,,0
TRAIT_LEADER_SULEIMAN_ALT,LOC_TRAIT_LEADER_SULEIMAN_ALT_NAME,LOC_TRAIT_LEADER_SULEIMAN_ALT_DESCRIPTION,0
TRAIT_CIVILIZATION_ETHIOPIA,LOC_TRAIT_CIVILIZATION_ETHIOPIA_NAME,LOC_TRAIT_CIVILIZATION_ETHIOPIA_DESCRIPTION,0
