BoostID,TechnologyType,CivicType,Boost,TriggerId,TriggerDescription,TriggerLongDescription,Unit1Type,BoostClass,Unit2Type,BuildingType,ImprovementType,BoostingTechType,ResourceType,NumItems,DistrictType,RequiresResource,RequirementSetId,GovernmentSlotType,BoostingCivicType,GovernmentTierType
102,TECH_NUCLEAR_FISSION,,40,0,LOC_BOOST_TRIGGER_MUST_STEAL,Critical late game tech - boost description not needed,,BOOST_TRIGGER_NONE_LATE_GAME_CRITICAL_TECH,,,,,,0,,0,,,,
103,TECH_SYNTHETIC_MATERIALS,,40,0,LOC_BOOST_TRIGGER_SYNTHETIC_MATERIALS,LOC_BOOST_TRIGGER_LONGDESC_SYNTHETIC_MATERIALS,,BOOST_TRIGGER_HAVE_X_DISTRICTS,,,,,,2,DISTRICT_AERODROME,0,,,,
104,TECH_TELECOMMUNICATIONS,,40,0,LOC_BOOST_TRIGGER_MUST_STEAL,Critical late game tech - boost description not needed,,BOOST_TRIGGER_NONE_LATE_GAME_CRITICAL_TECH,,,,,,0,,0,,,,
105,TECH_SATELLITES,,40,0,LOC_BOOST_TRIGGER_TELECOMMUNICATIONS,LOC_BOOST_TRIGGER_LONGDESC_TELECOMMUNICATIONS,,BOOST_TRIGGER_HAVE_X_BUILDINGS,,BUILDING_BROADCAST_CENTER,,,,2,,0,,,,
106,TECH_GUIDANCE_SYSTEMS,,40,0,LOC_BOOST_TRIGGER_GUIDANCE_SYSTEMS,LOC_BOOST_TRIGGER_LONGDESC_GUIDANCE_SYSTEMS,UNIT_FIGHTER,BOOST_TRIGGER_KILL_SPECIFIC_UNIT,,,,,,0,,0,,,,
107,TECH_LASERS,,40,0,LOC_BOOST_TRIGGER_LASERS_XP2,LOC_BOOST_TRIGGER_LONGDESC_LASERS_XP2,UNIT_DRONE,BOOST_TRIGGER_OWN_X_UNITS_OF_TYPE,,,,,,2,,0,,,,
108,TECH_COMPOSITES,,40,0,LOC_BOOST_TRIGGER_COMPOSITES,LOC_BOOST_TRIGGER_LONGDESC_COMPOSITES,UNIT_TANK,BOOST_TRIGGER_OWN_X_UNITS_OF_TYPE,,,,,,3,,0,,,,
109,TECH_STEALTH_TECHNOLOGY,,40,0,LOC_BOOST_TRIGGER_MUST_STEAL,Critical late game tech - boost description not needed,,BOOST_TRIGGER_NONE_LATE_GAME_CRITICAL_TECH,,,,,,0,,0,,,,
110,TECH_ROBOTICS,,40,0,LOC_BOOST_TRIGGER_ROBOTICS,LOC_BOOST_TRIGGER_LONGDESC_ROBOTICS,,BOOST_TRIGGER_CULTURVATE_CIVIC,,,,,,0,,0,,,CIVIC_GLOBALIZATION,
111,TECH_NUCLEAR_FUSION,,40,0,LOC_BOOST_TRIGGER_NUCLEAR_FUSION_XP2,LOC_BOOST_TRIGGER_LONGDESC_NUCLEAR_FUSION_XP2,,BOOST_TRIGGER_HAVE_X_BUILDINGS,,BUILDING_POWER_PLANT,,,,1,,0,,,,
112,TECH_NANOTECHNOLOGY,,40,0,LOC_BOOST_TRIGGER_NANOTECHNOLOGY,LOC_BOOST_TRIGGER_LONGDESC_NANOTECHNOLOGY,,BOOST_TRIGGER_IMPROVE_SPECIFIC_RESOURCE,,,IMPROVEMENT_MINE,,RESOURCE_ALUMINUM,0,,0,,,,
113,,CIVIC_ENVIRONMENTALISM,40,0,LOC_BOOST_TRIGGER_ENVIRONMENTALISM,LOC_BOOST_TRIGGER_LONGDESC_ENVIRONMENTALISM,,BOOST_TRIGGER_HAVE_X_IMPROVEMENTS,,,IMPROVEMENT_SOLAR_FARM,,,2,,0,,,,
114,,CIVIC_CORPORATE_LIBERTARIANISM,40,0,LOC_BOOST_TRIGGER_CORPORATE_LIBERTARIANISM,LOC_BOOST_TRIGGER_LONGDESC_CORPORATE_LIBERTARIANISM,,BOOST_TRIGGER_IMPROVE_SPECIFIC_RESOURCE,,,IMPROVEMENT_MINE,,RESOURCE_URANIUM,0,,0,,,,
115,,CIVIC_DIGITAL_DEMOCRACY,40,0,LOC_BOOST_TRIGGER_DIGITAL_DEMOCRACY,LOC_BOOST_TRIGGER_LONGDESC_DIGITAL_DEMOCRACY,UNIT_ROCK_BAND,BOOST_TRIGGER_TRAIN_UNIT,,,,,,0,,0,,,,
116,,CIVIC_SYNTHETIC_TECHNOCRACY,40,0,LOC_BOOST_TRIGGER_SYNTHETIC_TECHNOCRACY,LOC_BOOST_TRIGGER_LONGDESC_SYNTHETIC_TECHNOCRACY,,BOOST_TRIGGER_RESEARCH_TECH,,,,TECH_ROBOTICS,,0,,0,,,,
117,,CIVIC_NEAR_FUTURE_GOVERNANCE,90,0,LOC_BOOST_TRIGGER_NEAR_FUTURE_GOVERNANCE,LOC_BOOST_TRIGGER_LONGDESC_NEAR_FUTURE_GOVERNANCE,,BOOST_TRIGGER_HAVE_GOVERNMENT_TIER,,,,,,0,,0,,,,Tier4
118,TECH_BUTTRESS,,40,0,LOC_BOOST_TRIGGER_BUTTRESS,LOC_BOOST_TRIGGER_LONGDESC_BUTTRESS,,BOOST_TRIGGER_HAVE_WONDER_PAST_X_ERA,,,,,,2,,0,,,,
119,TECH_REFINING,,40,0,LOC_BOOST_TRIGGER_REFINING,LOC_BOOST_TRIGGER_LONGDESC_REFINING,,BOOST_TRIGGER_HAVE_X_BUILDINGS,,BUILDING_COAL_POWER_PLANT,,,,1,,0,,,,
120,TECH_SEASTEADS,,40,0,LOC_BOOST_TRIGGER_MUST_STEAL_NO_GREAT_SCIENTIST,Critical late game tech - boost description not needed,,BOOST_TRIGGER_NONE_LATE_GAME_CRITICAL_TECH,,,,,,0,,0,,,,
121,TECH_ADVANCED_AI,,40,0,LOC_BOOST_TRIGGER_MUST_STEAL_NO_GREAT_SCIENTIST,Critical late game tech - boost description not needed,,BOOST_TRIGGER_NONE_LATE_GAME_CRITICAL_TECH,,,,,,0,,0,,,,
122,TECH_ADVANCED_POWER_CELLS,,40,0,LOC_BOOST_TRIGGER_MUST_STEAL_NO_GREAT_SCIENTIST,Critical late game tech - boost description not needed,,BOOST_TRIGGER_NONE_LATE_GAME_CRITICAL_TECH,,,,,,0,,0,,,,
123,TECH_CYBERNETICS,,40,0,LOC_BOOST_TRIGGER_MUST_STEAL_NO_GREAT_SCIENTIST,Critical late game tech - boost description not needed,,BOOST_TRIGGER_NONE_LATE_GAME_CRITICAL_TECH,,,,,,0,,0,,,,
124,TECH_SMART_MATERIALS,,40,0,LOC_BOOST_TRIGGER_MUST_STEAL_NO_GREAT_SCIENTIST,Critical late game tech - boost description not needed,,BOOST_TRIGGER_NONE_LATE_GAME_CRITICAL_TECH,,,,,,0,,0,,,,
125,TECH_PREDICTIVE_SYSTEMS,,40,0,LOC_BOOST_TRIGGER_MUST_STEAL_NO_GREAT_SCIENTIST,Critical late game tech - boost description not needed,,BOOST_TRIGGER_NONE_LATE_GAME_CRITICAL_TECH,,,,,,0,,0,,,,
126,TECH_OFFWORLD_MISSION,,40,0,LOC_BOOST_TRIGGER_MUST_STEAL_NO_GREAT_SCIENTIST,Critical late game tech - boost description not needed,,BOOST_TRIGGER_NONE_LATE_GAME_CRITICAL_TECH,,,,,,0,,0,,,,
