RequirementSetId,RequirementSetType
CREW_WEAPONS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SHELLS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CHARGE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
TOP_COVER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
URBAN_RAIDER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
VULTURE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
ARMOR_PIERCING_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
REACTIVE_ARMOR_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
REACTIVE_ARMOR_OPPONENT_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
DOGFIGHTING_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
COCKPIT_ARMOR_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
INTERCEPTOR_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
STRAFE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
STRAFE_OPPONENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
TANK_BUSTER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
TANK_BUSTER_OPPONENT_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
BOX_FORMATION_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
EVASIVE_MANEUVERS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
TORPEDO_BOMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CLOSE_AIR_SUPPORT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
EMBOLON_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
REINFORCED_HULL_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CONVOY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CREEPING_ATTACK_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
LINE_OF_BATTLE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BOMBARDMENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PREPARATORY_FIRE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
ROLLING_BARRAGE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PROMOTION_PROXIMITY_FUSES_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BOARDING_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
HOMING_TORPEDOES_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
DEFAULT_DEFEAT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
TIME_DEFEAT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_DEFAULT_VICTORY,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_SCORE_VICTORY,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_CONQUEST_VICTORY,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_CULTURE_VICTORY,REQUIREMENTSET_TEST_ALL
CULTURE_VICTORY_PER_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CULTURE_VICTORY_ENOUGH_TOURISTS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_RELIGIOUS_VICTORY,REQUIREMENTSET_TEST_ALL
RELIGIOUS_VICTORY_PER_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
RELIGIOUS_VICTORY_RELIGIOUS_MAJORITY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
FOODHUEY_PLAYER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PRODUCTIONHUEY_PLAYER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
FOODHUEY_PLOT_IS_LAKE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PRODUCTIONHUEY_PLOT_IS_LAKE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_KAMPUNG_TECHNOLOGY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_AQUEDUCT_AMENITY,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_AQUEDUCT_FAITH,REQUIREMENTSET_TEST_ALL
PLOT_IS_FARM_AQUEDUCT_ADJACENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_IS_HOLY_SITE_RIVER_FOOD_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_IS_HOLY_SITE_RIVER_HOUSING_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
UNIT_IS_RELIGIOUS_EMBARK_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_IS_ADJACENT_COAST_CITY_CENTER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_ENTERTAINMENT_COMPLEX_COAST,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_HOLY_SITE_PRASAT_10_POP,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_HOLY_SITE_PRASAT_20_POP,REQUIREMENTSET_TEST_ALL
CITY_HAS_AQUEDUCT,REQUIREMENTSET_TEST_ALL
PLOT_ADJACENT_TO_FARM_AND_HOLYSITE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_HAS_SHALLOW_WATER,REQUIREMENTSET_TEST_ALL
PLOT_HAS_SHALLOW_WATER_AND_INDUSTRIAL,REQUIREMENTSET_TEST_ALL
CITY_HAS_COMMERCIAL_HUB_VIKING,REQUIREMENTSET_TEST_ALL
CITY_HAS_CAMPUS_VIKING,REQUIREMENTSET_TEST_ALL
LYSEFJORDEN_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
LYSEFJORDEN_GRANT_EXPERIENCE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
GIANTS_CAUSEWAY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
GIANTS_CAUSEWAY_GRANT_UNIT_ABILITY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
TA_SETI_UNIT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_PLOT_ADJACENT_PYRAMID,REQUIREMENTSET_TEST_ALL
PLAYER_LEADS_DISTRICTS,REQUIREMENTSET_TEST_ALL
PLAYER_LAGS_DISTRICTS,REQUIREMENTSET_TEST_ALL
UNIT_ADJACENT_TO_GREAT_GENERAL_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BASILIKOI_PAIDES_UNIT_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
CITY_HAS_APADANA_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_HAS_WONDER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_HAS_ENCAMPMENT_MACEDON,REQUIREMENTSET_TEST_ALL
CITY_HAS_HOLY_SITE_MACEDON,REQUIREMENTSET_TEST_ALL
CITY_HAS_THEATER_DISTRICT_MACEDON,REQUIREMENTSET_TEST_ALL
CITY_HAS_CAMPUS_MACEDON,REQUIREMENTSET_TEST_ALL
UNIT_IS_ADMIRAL,REQUIREMENTSET_TEST_ALL
UNIT_IS_ENGINEER,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_POLITICAL_PHILOSOPHY,REQUIREMENTSET_TEST_ALL
HALICARNASSUS_MAUSOLEUM_YIELD_MODIFIER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_IS_COASTAL_LAND_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_CITY_CENTER_TSIKHE_GOLDEN_AGE,REQUIREMENTSET_TEST_ALL
PLOT_ADJACENT_TO_SEOWON_MINES_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_ADJACENT_TO_SEOWON_FARMS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
GAME_HAS_ATOMIC_EYE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_ZHANGYE_GENERAL,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_ZHANGYE_MERCHANT,REQUIREMENTSET_TEST_ALL
MATTERHORN_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
MATTERHORN_ADJACENT_UNITS_GRANT_ABILITY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
MEKEWAY_LUXURY_GOLDS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_AT_WAR_WITH_NEIGHBORS,REQUIREMENTSET_TEST_ALL
PLAYER_NOT_AT_WAR_WITH_NEIGHBORS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_HIGH_WALLS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_LOW_WALLS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_MANY_ALLIANCES,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_FEW_ALLIANCES,REQUIREMENTSET_TEST_ALL
PLAYER_IS_SAME_SEX,REQUIREMENTSET_TEST_ALL
PLAYER_IS_OPPOSITE_SEX,REQUIREMENTSET_TEST_ALL
PLAYER_IS_SHARING_INFO,REQUIREMENTSET_TEST_ALL
PLAYER_IS_NOT_SHARING_INFO,REQUIREMENTSET_TEST_ALL
ALLIES_AT_WAR_WITH_TARGET_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
ALLIANCE_CITY_HAS_TRADE_ROUTE_WITH_ALLY,REQUIREMENTSET_TEST_ALL
OWNER_OR_ALLY_IS_AT_WAR_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
RELIGIOUS_COMBAT_ENEMY_NOT_IN_ALLIED_RELIGION,REQUIREMENTSET_TEST_ALL
ROUTE_BETWEEN_ALLIES_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
LIGHTHOUSE_TRADE_ROUTE_CAPACITY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
MONUMENT_FULL_LOYALTY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AMUNDSEN_SNOW_SCIENCE,REQUIREMENTSET_TEST_ALL
AMUNDSEN_SNOW_PRODUCTION,REQUIREMENTSET_TEST_ALL
GOVERNOR_CITY_NOT_OWNER_CAPITAL_CONTINENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
TEMPLE_ARTEMIS_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
STATUELIBERTY_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
SCIENTIFIC_SUZERAIN_1_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
RELIGIOUS_SUZERAIN_1_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
TRADE_SUZERAIN_1_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
CULTURAL_SUZERAIN_1_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
MILITARISTIC_SUZERAIN_1_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
INDUSTRIAL_SUZERAIN_1_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
SCIENTIFIC_SUZERAIN_2_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
RELIGIOUS_SUZERAIN_2_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
TRADE_SUZERAIN_2_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
CULTURAL_SUZERAIN_2_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
MILITARISTIC_SUZERAIN_2_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
INDUSTRIAL_SUZERAIN_2_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
UNIT_LEVIED_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_HAS_GOVERNOR_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_HAS_NO_GOVERNOR_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
GOV_UNIT_STACKING_BUFF_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AQUARIUM_REEF_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AQUATICS_CENTER_WONDER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AQUATICS_CENTER_COASTAL_WONDER_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
ZOO_RAINFOREST_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
ZOO_MARSH_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
STADIUM_10_POPULATION_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
STADIUM_20_POPULATION_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
COLOSSEUM_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
PLOT_HAS_ANYTUNDRA_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
CITY_HAS_ST_BASILS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOV_BUILDING_TALL_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOV_BUILDING_WIDE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOV_BUILDING_CONQUEST_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOV_BUILDING_CITYSTATES_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOV_BUILDING_FAITH_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOV_BUILDING_SPIES_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOV_BUILDING_MILITARY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOV_BUILDING_SCIENCE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOV_BUILDING_CULTURE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
UNIT_IS_LEVERAGED_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_ENTERTAINMENT_COMPLEX_ARENA,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_CAMPUS_HAPPY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_CAMPUS_ECSTATIC_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_INDUSTRIAL_ZONE_HAPPY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_INDUSTRIAL_ZONE_ECSTATIC_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
OPPONENT_IS_IN_GOLDEN_AGE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
OPPONENT_IS_IN_GOLDEN_AGE_FREE_CITY_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
CITY_IS_OCCUPIED_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_POTTERY_AND_CAPITAL,REQUIREMENTSET_TEST_ALL
CITY_HAS_GARRISON_CORPS_OR_ARMY_REQUIREMENT,REQUIREMENTSET_TEST_ANY
REQUIREMENTS_PLOT_ADJACENT_MISSION_FOREIGN_CONTINENT,REQUIREMENTSET_TEST_ALL
CITY_HAS_GOVERNOR_FOUNDED,REQUIREMENTSET_TEST_ALL
CITY_HAS_GOVERNOR_NOT_FOUNDED,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOVERNMENT_DISTRICT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
MILITARY_EMERGENCY_TARGET_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
MILITARY_EMERGENCY_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
MILITARY_EMERGENCY_COMBAT_STRENGTH_ATTACKER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
MILITARY_EMERGENCY_COMBAT_STRENGTH_DEFENDER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
MILITARY_EMERGENCY_MOVEMENT_BUFF_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
MILITARY_EMERGENCY_MEMBERS_REWARD_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
MILITARY_EMERGENCY_TARGETS_REWARD_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SETTLEMENT_EMERGENCY_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SETTLEMENT_EMERGENCY_TARGET_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SETTLEMENT_EMERGENCY_MEMBER_GPT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SETTLEMENT_EMERGENCY_TARGET_GPT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SETTLEMENT_EMERGENCY_MEMBER_MOVEMENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SETTLEMENT_EMERGENCY_TARGET_MOVEMENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_STATE_EMERGENCY_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_STATE_EMERGENCY_TARGET_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_STATE_EMERGENCY_REWARD_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_STATE_EMERGENCY_REWARD_TARGET_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
RELIGIOUS_EMERGENCY_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
RELIGIOUS_EMERGENCY_TARGET_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
RELIGIOUS_EMERGENCY_REWARD_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
RELIGIOUS_EMERGENCY_REWARD_TARGET_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SPYING_EMERGENCY_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SPYING_EMERGENCY_TARGET_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SPYING_EMERGENCY_BUFF_ABILITY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SPYING_EMERGENCY_REWARD_SPY_KILLING_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SPYING_EMERGENCY_REWARD_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SPYING_EMERGENCY_REWARD_TARGET_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
NUCLEAR_EMERGENCY_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
NUCLEAR_EMERGENCY_TARGET_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
NUCLEAR_EMERGENCY_BUFF_COMBAT_STRENGTH_ATTACKER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
NUCLEAR_EMERGENCY_BUFF_COMBAT_STRENGTH_DEFENDER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
NUCLEAR_EMERGENCY_BUFF_MOVEMENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
NUCLEAR_EMERGENCY_ATTACKER_REWARD_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
NUCLEAR_EMERGENCY_DEFENDER_REWARD_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
NUCLEAR_EMERGENCY_REWARD_TARGET_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BACKSTAB_EMERGENCY_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BACKSTAB_EMERGENCY_TARGET_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BACKSTAB_EMERGENCY_BUFF_COMBAT_STRENGTH_ATTACKER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BACKSTAB_EMERGENCY_BUFF_COMBAT_STRENGTH_DEFENDER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BACKSTAB_EMERGENCY_BUFF_MOVEMENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BACKSTAB_EMERGENCY_BUFF_KILL_ROUTES_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BACKSTAB_EMERGENCY_BUFF_TRADE_YIELDS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BACKSTAB_EMERGENCY_ATTACKER_REWARD_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BACKSTAB_EMERGENCY_DEFENDER_REWARD_MEMBER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BACKSTAB_EMERGENCY_REWARD_TARGET_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CAPITAL_OR_GOV_DISTRICT_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
CITY_HAS_1_SPECIALTY_DISTRICT,REQUIREMENTSET_TEST_ALL
BUILDING_IS_PALACE,REQUIREMENTSET_TEST_ALL
BUILDING_IS_TIER1,REQUIREMENTSET_TEST_ANY
BUILDING_IS_TIER2,REQUIREMENTSET_TEST_ANY
BUILDING_IS_TIER3,REQUIREMENTSET_TEST_ANY
PLOT_HAS_STRATEGIC_RESOURCE,REQUIREMENTSET_TEST_ALL
CITY_HAS_GOVERNOR_PROMOTION_MERCHANT_RENEWABLE_ENERGY,REQUIREMENTSET_TEST_ALL
PLOT_HAS_RENEWABLE_IMPROVEMENT,REQUIREMENTSET_TEST_ANY
PLOT_HAS_ANY_FEATURE_NO_IMPROVEMENTS,REQUIREMENTSET_TEST_ALL
CITY_HAS_GOVERNOR_PROMOTION_PARKS_RECREATION,REQUIREMENTSET_TEST_ALL
CITY_HAS_GOVERNOR_PROMOTION_AQUACULTURE,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_AQUEDUCT,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_CANAL,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_DAM,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_NEIGHBORHOOD,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GLOBALIZATION_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_CIVIL_SERVICE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
ADJACENT_TO_WATER_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
CITY_HAS_GOVERNOR,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOLDEN_AGE_HAVE_MET,REQUIREMENTSET_TEST_ALL
PLAYER_ELIGIBLE_FOR_COMMEMORATION_QUEST,REQUIREMENTSET_TEST_ANY
PLAYER_HAS_DARK_AGE_HAVE_MET,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_DARK_AGE,REQUIREMENTSET_TEST_ALL
PLAYER_IS_HIGH_DIFFICULTY_HUMAN,REQUIREMENTSET_TEST_ALL
PLAYER_SHARES_EMERGENCY,REQUIREMENTSET_TEST_ALL
OPPONENT_IS_DEFENSIBLE_DISTRICT_REQURIEMENTS,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_UNIT_IS_MONGOLIAN_CAVALRY,REQUIREMENTSET_TEST_ANY
ATTACKER_OPPONENT_IS_CAVALRY_UNIT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
OPPONENT_IS_CAVALRY_UNIT_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
BUILDING_IS_BARRACKS_STABLE_MILITARITIC_CITY_STATE,REQUIREMENTSET_TEST_ANY
BUILDING_IS_ARMORY,REQUIREMENTSET_TEST_ALL
BUILDING_IS_WORKSHOP,REQUIREMENTSET_TEST_ALL
BUILDING_IS_FACTORY,REQUIREMENTSET_TEST_ALL
BUILDING_IS_SHRINE,REQUIREMENTSET_TEST_ALL
BUILDING_IS_MARKET,REQUIREMENTSET_TEST_ALL
BUILDING_IS_LIBRARY,REQUIREMENTSET_TEST_ALL
BUILDING_IS_AMPHITHEATER,REQUIREMENTSET_TEST_ALL
BUILDING_IS_LIGHTHOUSE,REQUIREMENTSET_TEST_ALL
BUILDING_IS_MILITARY_ACADEMY,REQUIREMENTSET_TEST_ALL
PLAYER_IS_SUZERAIN_ALLY_LEVEL_1,REQUIREMENTSET_TEST_ALL
PLAYER_IS_SUZERAIN_ALLY_LEVEL_2,REQUIREMENTSET_TEST_ALL
PLAYER_IS_SUZERAIN_ALLY_LEVEL_3,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOLDEN_AGE,REQUIREMENTSET_TEST_ALL
UNIT_IS_RELIGIOUS,REQUIREMENTSET_TEST_ANY
UNIT_IS_GOLDEN_AGE_RELIGIOUS,REQUIREMENTSET_TEST_ALL
UNIT_IS_GOLDEN_AGE_TRADER,REQUIREMENTSET_TEST_ALL
UNIT_IS_GOLDEN_AGE_BUILDER,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOLDEN_AGE_ATOMIC,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOLDEN_AGE_INFORMATION,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOLDEN_AGE_FUTURE,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOLDEN_AGE_AIR,REQUIREMENTSET_TEST_ALL
CITY_HAS_GOVERNOR_GOLDEN_AGE,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOLDEN_AGE_CITY_NOT_OWNER_CAPITAL_CONTINENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_GOLDEN_AGE_UNIT_IS_SPY,REQUIREMENTSET_TEST_ALL
CITY_HAS_2_TITLE_GOVERNOR_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_HAS_FARM_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BUILDING_IS_STOCK_EXCHANGE,REQUIREMENTSET_TEST_ALL
CITY_HAS_HOLY_SITE,REQUIREMENTSET_TEST_ALL
CITY_HAS_HIGH_POPULATION,REQUIREMENTSET_TEST_ALL
CAMPUS_HAS_HIGH_ADJACENCY,REQUIREMENTSET_TEST_ALL
COMMERCIAL_HUB_HAS_HIGH_ADJACENCY,REQUIREMENTSET_TEST_ALL
HOLY_SITE_HAS_HIGH_ADJACENCY,REQUIREMENTSET_TEST_ALL
THEATER_SQUARE_HAS_HIGH_ADJACENCY,REQUIREMENTSET_TEST_ALL
UNIT_IS_NAVAL_RAIDER,REQUIREMENTSET_TEST_ALL
CITY_HAS_ASSIGNED_GOVERNOR,REQUIREMENTSET_TEST_ALL
BOMBARD_STRENGTH_BUFF_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
HIGHLANDER_COMBAT_BONUS_TERRAIN_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
ZEVEN_PROVINCIEN_DISTRICT_COMBAT_BONUS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
KHEVSURETI_HILLS_BUFF_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
MALON_RAIDER_FRIENDLY_TERRITORY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SUPPLY_CONVOY_MOVEMENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_HIGH_DIPLOVP,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_LOW_DIPLOVP,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_HIGH_FAVOR,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_LOW_FAVOR,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_HIGH_TOURISM,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_LOW_TOURISM,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_HIGH_PILLAGE,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_LOW_PILLAGE,REQUIREMENTSET_TEST_ALL
HOLY_WATERS_HEALING_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
HOLY_WATERS_HEALING_MODIFIER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_HAS_GODDES_FIRE_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
PLOT_HAS_PLANTATION_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
