Type,Tag
ABILITY_PHILIP_II_COMBAT_BONUS_OTHER_RELIGION,CLASS_MELEE
ABILITY_PHILIP_II_COMBAT_BONUS_OTHER_RELIGION,CLASS_RANGED
ABILITY_PHILIP_II_COMBAT_BONUS_OTHER_RELIGION,CLASS_ANTI_CAVALRY
ABILITY_PHILIP_II_COMBAT_BONUS_OTHER_RELIGION,CLASS_LIGHT_CAVALRY
ABILITY_PHILIP_II_COMBAT_BONUS_OTHER_RELIGION,CLASS_HEAVY_CAVALRY
ABILITY_PHILIP_II_COMBAT_BONUS_OTHER_RELIGION,CLASS_SIEGE
ABILITY_PHILIP_II_COMBAT_BONUS_OTHER_RELIGION,CLASS_NAVAL_MELEE
ABILITY_PHILIP_II_COMBAT_BONUS_OTHER_RELIGION,CLASS_NAVAL_RANGED
ABILITY_PHILIP_II_COMBAT_BONUS_OTHER_RELIGION,CLASS_NAVAL_RAIDER
ABILITY_PHILIP_II_COMBAT_BONUS_OTHER_RELIGION,CLASS_NAVAL_CARRIER
ABILITY_PHILIP_II_COMBAT_BONUS_OTHER_RELIGION,CLASS_RELIGIOUS_ALL
ABILITY_PHILIP_II_COMBAT_BONUS_OTHER_RELIGION,CLASS_AIRCRAFT
ABILITY_BARBAROSSA_COMBAT_BONUS_VS_CITY_STATES,CLASS_RECON
ABILITY_BARBAROSSA_COMBAT_BONUS_VS_CITY_STATES,CLASS_MELEE
ABILITY_BARBAROSSA_COMBAT_BONUS_VS_CITY_STATES,CLASS_RANGED
ABILITY_BARBAROSSA_COMBAT_BONUS_VS_CITY_STATES,CLASS_ANTI_CAVALRY
ABILITY_BARBAROSSA_COMBAT_BONUS_VS_CITY_STATES,CLASS_LIGHT_CAVALRY
ABILITY_BARBAROSSA_COMBAT_BONUS_VS_CITY_STATES,CLASS_HEAVY_CAVALRY
ABILITY_BARBAROSSA_COMBAT_BONUS_VS_CITY_STATES,CLASS_SIEGE
ABILITY_BARBAROSSA_COMBAT_BONUS_VS_CITY_STATES,CLASS_NAVAL_MELEE
ABILITY_BARBAROSSA_COMBAT_BONUS_VS_CITY_STATES,CLASS_NAVAL_RANGED
ABILITY_BARBAROSSA_COMBAT_BONUS_VS_CITY_STATES,CLASS_NAVAL_RAIDER
ABILITY_BARBAROSSA_COMBAT_BONUS_VS_CITY_STATES,CLASS_NAVAL_CARRIER
ABILITY_BARBAROSSA_COMBAT_BONUS_VS_CITY_STATES,CLASS_AIRCRAFT
ABILITY_ROOSEVELT_COMBAT_BONUS_HOME_CONTINENT,CLASS_RECON
ABILITY_ROOSEVELT_COMBAT_BONUS_HOME_CONTINENT,CLASS_MELEE
ABILITY_ROOSEVELT_COMBAT_BONUS_HOME_CONTINENT,CLASS_RANGED
ABILITY_ROOSEVELT_COMBAT_BONUS_HOME_CONTINENT,CLASS_ANTI_CAVALRY
ABILITY_ROOSEVELT_COMBAT_BONUS_HOME_CONTINENT,CLASS_LIGHT_CAVALRY
ABILITY_ROOSEVELT_COMBAT_BONUS_HOME_CONTINENT,CLASS_HEAVY_CAVALRY
ABILITY_ROOSEVELT_COMBAT_BONUS_HOME_CONTINENT,CLASS_SIEGE
ABILITY_ROOSEVELT_COMBAT_BONUS_HOME_CONTINENT,CLASS_NAVAL_MELEE
ABILITY_ROOSEVELT_COMBAT_BONUS_HOME_CONTINENT,CLASS_NAVAL_RANGED
ABILITY_ROOSEVELT_COMBAT_BONUS_HOME_CONTINENT,CLASS_NAVAL_RAIDER
ABILITY_ROOSEVELT_COMBAT_BONUS_HOME_CONTINENT,CLASS_NAVAL_CARRIER
ABILITY_ROOSEVELT_COMBAT_BONUS_HOME_CONTINENT,CLASS_AIRCRAFT
ABILITY_TOMYRIS_BONUS_VS_WOUNDED_UNITS,CLASS_RECON
ABILITY_TOMYRIS_BONUS_VS_WOUNDED_UNITS,CLASS_MELEE
ABILITY_TOMYRIS_BONUS_VS_WOUNDED_UNITS,CLASS_RANGED
ABILITY_TOMYRIS_BONUS_VS_WOUNDED_UNITS,CLASS_ANTI_CAVALRY
ABILITY_TOMYRIS_BONUS_VS_WOUNDED_UNITS,CLASS_LIGHT_CAVALRY
ABILITY_TOMYRIS_BONUS_VS_WOUNDED_UNITS,CLASS_HEAVY_CAVALRY
ABILITY_TOMYRIS_BONUS_VS_WOUNDED_UNITS,CLASS_SIEGE
ABILITY_TOMYRIS_BONUS_VS_WOUNDED_UNITS,CLASS_NAVAL_MELEE
ABILITY_TOMYRIS_BONUS_VS_WOUNDED_UNITS,CLASS_NAVAL_RANGED
ABILITY_TOMYRIS_BONUS_VS_WOUNDED_UNITS,CLASS_NAVAL_RAIDER
ABILITY_TOMYRIS_BONUS_VS_WOUNDED_UNITS,CLASS_NAVAL_CARRIER
ABILITY_TOMYRIS_BONUS_VS_WOUNDED_UNITS,CLASS_AIRCRAFT
ABILITY_TOMYRIS_BONUS_VS_WOUNDED_UNITS,CLASS_RANGED_CAVALRY
ABILITY_TOMYRIS_HEAL_AFTER_DEFEATING_UNIT,CLASS_RECON
ABILITY_TOMYRIS_HEAL_AFTER_DEFEATING_UNIT,CLASS_MELEE
ABILITY_TOMYRIS_HEAL_AFTER_DEFEATING_UNIT,CLASS_RANGED
ABILITY_TOMYRIS_HEAL_AFTER_DEFEATING_UNIT,CLASS_ANTI_CAVALRY
ABILITY_TOMYRIS_HEAL_AFTER_DEFEATING_UNIT,CLASS_LIGHT_CAVALRY
ABILITY_TOMYRIS_HEAL_AFTER_DEFEATING_UNIT,CLASS_HEAVY_CAVALRY
ABILITY_TOMYRIS_HEAL_AFTER_DEFEATING_UNIT,CLASS_SIEGE
ABILITY_TOMYRIS_HEAL_AFTER_DEFEATING_UNIT,CLASS_NAVAL_MELEE
ABILITY_TOMYRIS_HEAL_AFTER_DEFEATING_UNIT,CLASS_NAVAL_RANGED
ABILITY_TOMYRIS_HEAL_AFTER_DEFEATING_UNIT,CLASS_NAVAL_RAIDER
ABILITY_TOMYRIS_HEAL_AFTER_DEFEATING_UNIT,CLASS_NAVAL_CARRIER
ABILITY_TOMYRIS_HEAL_AFTER_DEFEATING_UNIT,CLASS_AIRCRAFT
ABILITY_TOMYRIS_HEAL_AFTER_DEFEATING_UNIT,CLASS_RANGED_CAVALRY
ABILITY_KNARR_IGNORE_EMBARK_DISEMBARK_COST,CLASS_ALL_COMBAT_UNITS
ABILITY_KNARR_IGNORE_EMBARK_DISEMBARK_COST,CLASS_LANDCIVILIAN
ABILITY_KNARR_IGNORE_EMBARK_DISEMBARK_COST,CLASS_SUPPORT
ABILITY_GORGO_POLICY_SLOT_COMBAT_BONUS,CLASS_RECON
ABILITY_GORGO_POLICY_SLOT_COMBAT_BONUS,CLASS_MELEE
ABILITY_GORGO_POLICY_SLOT_COMBAT_BONUS,CLASS_RANGED
ABILITY_GORGO_POLICY_SLOT_COMBAT_BONUS,CLASS_ANTI_CAVALRY
ABILITY_GORGO_POLICY_SLOT_COMBAT_BONUS,CLASS_LIGHT_CAVALRY
ABILITY_GORGO_POLICY_SLOT_COMBAT_BONUS,CLASS_HEAVY_CAVALRY
ABILITY_GORGO_POLICY_SLOT_COMBAT_BONUS,CLASS_SIEGE
ABILITY_GORGO_POLICY_SLOT_COMBAT_BONUS,CLASS_NAVAL_MELEE
ABILITY_GORGO_POLICY_SLOT_COMBAT_BONUS,CLASS_NAVAL_RANGED
ABILITY_GORGO_POLICY_SLOT_COMBAT_BONUS,CLASS_NAVAL_RAIDER
ABILITY_GORGO_POLICY_SLOT_COMBAT_BONUS,CLASS_NAVAL_CARRIER
ABILITY_GORGO_POLICY_SLOT_COMBAT_BONUS,CLASS_AIRCRAFT
ABILITY_GORGO_POLICY_SLOT_COMBAT_BONUS,CLASS_RANGED_CAVALRY
ABILITY_RANGED_ATTACK_DISTRICT_DEBUFF,CLASS_RANGED
ABILITY_BOMBARD_ATTACK_UNIT_DEBUFF,CLASS_SIEGE
ABILITY_AIR_FIGHTER_ATTACK_DISTRICT_DEBUFF,CLASS_AIR_FIGHTER
ABILITY_AIR_BOMBER_ATTACK_UNIT_DEBUFF,CLASS_AIR_BOMBER
ABILITY_ANTI_AIR_COVER,CLASS_ANTI_AIR
UNIT_SETTLER,CLASS_LANDCIVILIAN
UNIT_BUILDER,CLASS_LANDCIVILIAN
UNIT_BUILDER,CLASS_BUILDER
UNIT_MISSIONARY,CLASS_LANDCIVILIAN
UNIT_APOSTLE,CLASS_LANDCIVILIAN
UNIT_INQUISITOR,CLASS_LANDCIVILIAN
UNIT_GURU,CLASS_LANDCIVILIAN
UNIT_ARCHAEOLOGIST,CLASS_LANDCIVILIAN
UNIT_GREAT_GENERAL,CLASS_LANDCIVILIAN
UNIT_GREAT_MERCHANT,CLASS_LANDCIVILIAN
UNIT_GREAT_SCIENTIST,CLASS_LANDCIVILIAN
UNIT_GREAT_WRITER,CLASS_LANDCIVILIAN
UNIT_GREAT_ARTIST,CLASS_LANDCIVILIAN
UNIT_GREAT_MUSICIAN,CLASS_LANDCIVILIAN
UNIT_MILITARY_ENGINEER,CLASS_SUPPORT
UNIT_NATURALIST,CLASS_LANDCIVILIAN
UNIT_BARBARIAN_HORSEMAN,CLASS_LIGHT_CAVALRY
UNIT_BARBARIAN_HORSE_ARCHER,CLASS_RANGED_CAVALRY
UNIT_BARBARIAN_HORSE_ARCHER,CLASS_MOBILE_RANGED
UNIT_SCOUT,CLASS_RECON
UNIT_SCOUT,CLASS_REVEAL_STEALTH
UNIT_RANGER,CLASS_RECON
UNIT_RANGER,CLASS_RANGED
UNIT_RANGER,CLASS_MOBILE_RANGED
UNIT_WARRIOR,CLASS_MELEE
UNIT_SWORDSMAN,CLASS_MELEE
UNIT_MAN_AT_ARMS,CLASS_MELEE
UNIT_MUSKETMAN,CLASS_MELEE
UNIT_LINE_INFANTRY,CLASS_MELEE
UNIT_INFANTRY,CLASS_MELEE
UNIT_MECHANIZED_INFANTRY,CLASS_MELEE
UNIT_SLINGER,CLASS_RANGED
UNIT_ARCHER,CLASS_RANGED
UNIT_CROSSBOWMAN,CLASS_RANGED
UNIT_CHINESE_CROUCHING_TIGER,CLASS_RANGED
UNIT_FIELD_CANNON,CLASS_RANGED
UNIT_MACHINE_GUN,CLASS_RANGED
UNIT_SPEARMAN,CLASS_ANTI_CAVALRY
UNIT_PIKEMAN,CLASS_ANTI_CAVALRY
UNIT_CATAPULT,CLASS_SIEGE
UNIT_CATAPULT,CLASS_SIEGE_SETUP
UNIT_CATAPULT,CLASS_FORWARD_OBSERVER
UNIT_TREBUCHET,CLASS_SIEGE
UNIT_TREBUCHET,CLASS_SIEGE_SETUP
UNIT_TREBUCHET,CLASS_FORWARD_OBSERVER
UNIT_BOMBARD,CLASS_SIEGE
UNIT_BOMBARD,CLASS_SIEGE_SETUP
UNIT_BOMBARD,CLASS_FORWARD_OBSERVER
UNIT_ARTILLERY,CLASS_SIEGE
UNIT_ARTILLERY,CLASS_SIEGE_SETUP
UNIT_ARTILLERY,CLASS_FORWARD_OBSERVER
UNIT_ROCKET_ARTILLERY,CLASS_SIEGE
UNIT_ROCKET_ARTILLERY,CLASS_SIEGE_SETUP
UNIT_ROCKET_ARTILLERY,CLASS_FORWARD_OBSERVER
UNIT_HEAVY_CHARIOT,CLASS_HEAVY_CAVALRY
UNIT_HEAVY_CHARIOT,CLASS_HEAVY_CHARIOT
UNIT_KNIGHT,CLASS_HEAVY_CAVALRY
UNIT_HORSEMAN,CLASS_LIGHT_CAVALRY
UNIT_SCYTHIAN_HORSE_ARCHER,CLASS_RANGED_CAVALRY
UNIT_SCYTHIAN_HORSE_ARCHER,CLASS_MOBILE_RANGED
UNIT_CAVALRY,CLASS_LIGHT_CAVALRY
UNIT_HELICOPTER,CLASS_LIGHT_CAVALRY
UNIT_HELICOPTER,CLASS_HELICOPTER
UNIT_BATTERING_RAM,CLASS_BATTERING_RAM
UNIT_BATTERING_RAM,CLASS_SUPPORT
UNIT_SIEGE_TOWER,CLASS_SIEGE_TOWER
UNIT_SIEGE_TOWER,CLASS_SUPPORT
UNIT_GALLEY,CLASS_NAVAL_MELEE
UNIT_CARAVEL,CLASS_NAVAL_MELEE
UNIT_IRONCLAD,CLASS_NAVAL_MELEE
UNIT_DESTROYER,CLASS_NAVAL_MELEE
UNIT_DESTROYER,CLASS_REVEAL_STEALTH
UNIT_DESTROYER,CLASS_ANTI_AIR
UNIT_QUADRIREME,CLASS_NAVAL_RANGED
UNIT_FRIGATE,CLASS_NAVAL_RANGED
UNIT_BIPLANE,CLASS_AIRCRAFT
UNIT_BIPLANE,CLASS_AIR_FIGHTER
UNIT_BATTLESHIP,CLASS_NAVAL_RANGED
UNIT_BATTLESHIP,CLASS_ANTI_AIR
UNIT_MISSILE_CRUISER,CLASS_NAVAL_RANGED
UNIT_MISSILE_CRUISER,CLASS_ANTI_AIR
UNIT_PRIVATEER,CLASS_NAVAL_RAIDER
UNIT_PRIVATEER,CLASS_NAVAL_RANGED
UNIT_PRIVATEER,CLASS_STEALTH
UNIT_PRIVATEER,CLASS_REVEAL_STEALTH
UNIT_NUCLEAR_SUBMARINE,CLASS_NAVAL_RAIDER
UNIT_NUCLEAR_SUBMARINE,CLASS_NAVAL_RANGED
UNIT_NUCLEAR_SUBMARINE,CLASS_STEALTH
UNIT_NUCLEAR_SUBMARINE,CLASS_REVEAL_STEALTH
UNIT_AIRCRAFT_CARRIER,CLASS_NAVAL_CARRIER
UNIT_EGYPTIAN_CHARIOT_ARCHER,CLASS_LIGHT_CHARIOT
UNIT_EGYPTIAN_CHARIOT_ARCHER,CLASS_RANGED_CAVALRY
UNIT_SUMERIAN_WAR_CART,CLASS_HEAVY_CHARIOT
UNIT_SUMERIAN_WAR_CART,CLASS_WAR_CART
UNIT_JAPANESE_SAMURAI,CLASS_MELEE
UNIT_JAPANESE_SAMURAI,CLASS_SAMURAI
UNIT_GREEK_HOPLITE,CLASS_ANTI_CAVALRY
UNIT_GREEK_HOPLITE,CLASS_HOPLITE
UNIT_AT_CREW,CLASS_ANTI_CAVALRY
UNIT_TANK,CLASS_HEAVY_CHARIOT
UNIT_TANK,CLASS_HEAVY_CAVALRY
UNIT_MODERN_ARMOR,CLASS_HEAVY_CHARIOT
UNIT_MODERN_ARMOR,CLASS_HEAVY_CAVALRY
UNIT_MODERN_AT,CLASS_ANTI_CAVALRY
UNIT_SPANISH_CONQUISTADOR,CLASS_MELEE
UNIT_SPANISH_CONQUISTADOR,CLASS_CONQUISTADOR
UNIT_MISSIONARY,CLASS_RELIGIOUS
UNIT_MISSIONARY,CLASS_RELIGIOUS_ALL
UNIT_MISSIONARY,CLASS_RELIGIOUS_SPREAD
UNIT_MISSIONARY,CLASS_MISSIONARY
UNIT_APOSTLE,CLASS_RELIGIOUS
UNIT_APOSTLE,CLASS_RELIGIOUS_ALL
UNIT_APOSTLE,CLASS_RELIGIOUS_SPREAD
UNIT_INQUISITOR,CLASS_INQUISITOR
UNIT_INQUISITOR,CLASS_RELIGIOUS_ALL
UNIT_INQUISITOR,CLASS_RELIGIOUS_SPREAD
UNIT_GURU,CLASS_RELIGIOUS
UNIT_GURU,CLASS_RELIGIOUS_ALL
UNIT_GURU,CLASS_MISSIONARY
UNIT_WARRIOR_MONK,CLASS_WARRIOR_MONK
UNIT_OBSERVATION_BALLOON,CLASS_OBSERVATION
UNIT_OBSERVATION_BALLOON,CLASS_SUPPORT
UNIT_ROMAN_LEGION,CLASS_MELEE
UNIT_ROMAN_LEGION,CLASS_LEGION
UNIT_FIGHTER,CLASS_AIRCRAFT
UNIT_FIGHTER,CLASS_AIR_FIGHTER
UNIT_BOMBER,CLASS_AIRCRAFT
UNIT_BOMBER,CLASS_AIR_BOMBER
UNIT_JET_BOMBER,CLASS_AIRCRAFT
UNIT_JET_BOMBER,CLASS_AIR_BOMBER
UNIT_JET_FIGHTER,CLASS_AIRCRAFT
UNIT_JET_FIGHTER,CLASS_AIR_FIGHTER
UNIT_MEDIC,CLASS_MEDIC
UNIT_MEDIC,CLASS_SUPPORT
UNIT_TRADER,CLASS_TRADER
UNIT_TRADER,CLASS_LANDCIVILIAN
UNIT_ARCHAEOLOGIST,CLASS_ARCHAEOLOGIST
UNIT_SUBMARINE,CLASS_NAVAL_RAIDER
UNIT_SUBMARINE,CLASS_NAVAL_RANGED
UNIT_SUBMARINE,CLASS_STEALTH
UNIT_SUBMARINE,CLASS_REVEAL_STEALTH
UNIT_NORWEGIAN_BERSERKER,CLASS_MELEE
UNIT_NORWEGIAN_BERSERKER,CLASS_MELEE_BERSERKER
UNIT_SPY,CLASS_SPY
UNIT_NORWEGIAN_LONGSHIP,CLASS_LONGSHIP
UNIT_NORWEGIAN_LONGSHIP,CLASS_NAVAL_MELEE
UNIT_RUSSIAN_COSSACK,CLASS_LIGHT_CAVALRY
UNIT_RUSSIAN_COSSACK,CLASS_COSSACK
UNIT_INDIAN_VARU,CLASS_HEAVY_CAVALRY
UNIT_INDIAN_VARU,CLASS_VARU
UNIT_ARABIAN_MAMLUK,CLASS_HEAVY_CAVALRY
UNIT_ARABIAN_MAMLUK,CLASS_MAMLUK
UNIT_KONGO_SHIELD_BEARER,CLASS_MELEE
UNIT_KONGO_SHIELD_BEARER,CLASS_NAGAO
UNIT_ENGLISH_SEADOG,CLASS_NAVAL_RAIDER
UNIT_ENGLISH_SEADOG,CLASS_NAVAL_RANGED
UNIT_ENGLISH_SEADOG,CLASS_STEALTH
UNIT_ENGLISH_SEADOG,CLASS_REVEAL_STEALTH
UNIT_ENGLISH_SEADOG,CLASS_CAPTURE_SHIPS
UNIT_ENGLISH_REDCOAT,CLASS_REDCOAT
UNIT_ENGLISH_REDCOAT,CLASS_MELEE
UNIT_FRENCH_GARDE_IMPERIALE,CLASS_MELEE
UNIT_FRENCH_GARDE_IMPERIALE,CLASS_GARDE
UNIT_GERMAN_UBOAT,CLASS_NAVAL_RAIDER
UNIT_GERMAN_UBOAT,CLASS_NAVAL_RANGED
UNIT_GERMAN_UBOAT,CLASS_UBOAT
UNIT_GERMAN_UBOAT,CLASS_STEALTH
UNIT_GERMAN_UBOAT,CLASS_REVEAL_STEALTH
UNIT_AMERICAN_P51,CLASS_AIRCRAFT
UNIT_AMERICAN_P51,CLASS_AIR_FIGHTER
UNIT_AMERICAN_P51,CLASS_MUSTANG
UNIT_BRAZILIAN_MINAS_GERAES,CLASS_NAVAL_RANGED
UNIT_BRAZILIAN_MINAS_GERAES,CLASS_ANTI_AIR
UNIT_ANTIAIR_GUN,CLASS_ANTI_AIR
UNIT_ANTIAIR_GUN,CLASS_SUPPORT
UNIT_MOBILE_SAM,CLASS_ANTI_AIR
UNIT_MOBILE_SAM,CLASS_SUPPORT
UNIT_AZTEC_EAGLE_WARRIOR,CLASS_MELEE
UNIT_AZTEC_EAGLE_WARRIOR,CLASS_CAPTURE_WORKER
ABILITY_JONG,CLASS_JONG
ABILITY_MARTYR,CLASS_MISSIONARY
ABILITY_GITARJA_RELIGIOUS_NO_EMBARK_DISEMBARK_COST,CLASS_RELIGIOUS_ALL
UNIT_INDONESIAN_JONG,CLASS_NAVAL_RANGED
UNIT_INDONESIAN_JONG,CLASS_JONG
UNIT_KHMER_DOMREY,CLASS_SIEGE
UNIT_KHMER_DOMREY,CLASS_FORWARD_OBSERVER
ABILITY_SPEAR_OF_FIONN,CLASS_RECON
ABILITY_SPEAR_OF_FIONN,CLASS_MELEE
ABILITY_SPEAR_OF_FIONN,CLASS_RANGED
ABILITY_SPEAR_OF_FIONN,CLASS_SIEGE
ABILITY_SPEAR_OF_FIONN,CLASS_HEAVY_CAVALRY
ABILITY_SPEAR_OF_FIONN,CLASS_LIGHT_CAVALRY
ABILITY_SPEAR_OF_FIONN,CLASS_ANTI_CAVALRY
ABILITY_SPEAR_OF_FIONN,CLASS_RANGED_CAVALRY
ABILITY_SPEAR_OF_FIONN,CLASS_HEAVY_CHARIOT
ABILITY_SPEAR_OF_FIONN,CLASS_LIGHT_CHARIOT
ABILITY_SPEAR_OF_FIONN,CLASS_WARRIOR_MONK
UNIT_POLISH_HUSSAR,CLASS_HEAVY_CAVALRY
UNIT_POLISH_HUSSAR,CLASS_PUSHBACK
UNIT_NUBIAN_PITATI,CLASS_RANGED
ABILITY_NUBIA_RANGED_EXPERIENCE_MODIFIER,CLASS_RANGED
ABILITY_HYPASPIST,CLASS_HYPASPIST
ABILITY_HETAIROI,CLASS_HETAIROI
ABILITY_IMMORTAL,CLASS_IMMORTAL
ABILITY_BASILIKOI_TRAINED_UNIT_XP,CLASS_MELEE
ABILITY_BASILIKOI_TRAINED_UNIT_XP,CLASS_RANGED
ABILITY_BASILIKOI_TRAINED_UNIT_XP,CLASS_ANTI_CAVALRY
ABILITY_BASILIKOI_TRAINED_UNIT_XP,CLASS_SIEGE
ABILITY_BASILIKOI_TRAINED_UNIT_XP,CLASS_HETAIROI
UNIT_MACEDONIAN_HYPASPIST,CLASS_MELEE
UNIT_MACEDONIAN_HYPASPIST,CLASS_HYPASPIST
UNIT_MACEDONIAN_HETAIROI,CLASS_HEAVY_CAVALRY
UNIT_MACEDONIAN_HETAIROI,CLASS_HETAIROI
UNIT_PERSIAN_IMMORTAL,CLASS_MELEE
UNIT_PERSIAN_IMMORTAL,CLASS_RANGED
MODIFIER_PLAYER_DIPLOMACY_AGENDA_SHORT_LIFE_GLORY,DIPLOMACY_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_OPPORTUNIST,DIPLOMACY_MODIFIER
UNIT_DIGGER,CLASS_MELEE
UNIT_DIGGER,CLASS_DIGGER
UNIT_ZULU_IMPI,CLASS_ANTI_CAVALRY
UNIT_ZULU_IMPI,CLASS_ZULU_IMPI
UNIT_KOREAN_HWACHA,CLASS_RANGED
UNIT_KOREAN_HWACHA,CLASS_FIELD_SETUP
UNIT_SCOTTISH_HIGHLANDER,CLASS_RECON
UNIT_SCOTTISH_HIGHLANDER,CLASS_SCOTTISH_HIGHLANDER
UNIT_DE_ZEVEN_PROVINCIEN,CLASS_NAVAL_RANGED
UNIT_DE_ZEVEN_PROVINCIEN,CLASS_DUTCH_ZEVEN_PROVINCIEN
UNIT_MONGOLIAN_KESHIG,CLASS_MONGOLIAN_KESHIG
UNIT_MONGOLIAN_KESHIG,CLASS_RANGED_CAVALRY
UNIT_GEORGIAN_KHEVSURETI,CLASS_MELEE
UNIT_GEORGIAN_KHEVSURETI,CLASS_GEORGIAN_KHEVSURETI
UNIT_MAPUCHE_MALON_RAIDER,CLASS_MAPUCHE_MALON_RAIDER
UNIT_MAPUCHE_MALON_RAIDER,CLASS_LIGHT_CAVALRY
UNIT_CREE_OKIHTCITAW,CLASS_RECON
UNIT_CREE_OKIHTCITAW,CLASS_CREE_OKIHTCITAW
MODIFIER_PLAYER_DIPLOMACY_BROKEN_PLEDGE,DIPLOMACY_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_KEPT_PLEDGE,DIPLOMACY_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_NO_PLEDGE,DIPLOMACY_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_HORN_CHEST_LOINS,DIPLOMACY_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_HORSE_LORD,DIPLOMACY_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_SPIRIT_OF_TUCAPEL,DIPLOMACY_MODIFIER
RESOURCE_OLIVES,CLASS_GODDESS_OF_FESTIVALS
ABILITY_ALPINE_TRAINING,CLASS_RECON
ABILITY_ALPINE_TRAINING,CLASS_MELEE
ABILITY_ALPINE_TRAINING,CLASS_RANGED
ABILITY_ALPINE_TRAINING,CLASS_SIEGE
ABILITY_ALPINE_TRAINING,CLASS_HEAVY_CAVALRY
ABILITY_ALPINE_TRAINING,CLASS_LIGHT_CAVALRY
ABILITY_ALPINE_TRAINING,CLASS_RANGED_CAVALRY
ABILITY_ALPINE_TRAINING,CLASS_ANTI_CAVALRY
ABILITY_TWILIGHT_VALOR_ATTACK_BONUS,CLASS_RECON
ABILITY_TWILIGHT_VALOR_ATTACK_BONUS,CLASS_MELEE
ABILITY_TWILIGHT_VALOR_ATTACK_BONUS,CLASS_HEAVY_CAVALRY
ABILITY_TWILIGHT_VALOR_ATTACK_BONUS,CLASS_LIGHT_CAVALRY
ABILITY_TWILIGHT_VALOR_ATTACK_BONUS,CLASS_ANTI_CAVALRY
ABILITY_TWILIGHT_VALOR_ATTACK_BONUS,CLASS_NAVAL_MELEE
ABILITY_INQUISITION_FRIENDLY_TERRITORY_BONUS,CLASS_RELIGIOUS_ALL
ABILITY_ORDU_TRAINED_UNIT_XP,CLASS_HEAVY_CAVALRY
ABILITY_ORDU_TRAINED_UNIT_XP,CLASS_LIGHT_CAVALRY
ABILITY_ORDU_TRAINED_UNIT_XP,CLASS_SIEGE
ABILITY_ORDU_TRAINED_UNIT_XP,CLASS_MONGOLIAN_KESHIG
ABILITY_ORDU_INCREASED_MOVEMENT,CLASS_HEAVY_CAVALRY
ABILITY_ORDU_INCREASED_MOVEMENT,CLASS_LIGHT_CAVALRY
ABILITY_ORDU_INCREASED_MOVEMENT,CLASS_MONGOLIAN_KESHIG
ABILITY_ECONOMIC_GOLDEN_AGE_PLUNDER_IMMUNITY,CLASS_TRADER
ABILITY_BYPASS_COMBAT_UNIT,CLASS_SNIPER
ABILITY_PARADROP,CLASS_PARADROP
ABILITY_RECEIVE_BOMBARD_STRENGTH_BUFF,CLASS_TARGETTING_ASSIST
ABILITY_NO_MOVE_AND_SHOOT,CLASS_FIELD_SETUP
ABILITY_SCOTTISH_HIGHLANDER,CLASS_SCOTTISH_HIGHLANDER
ABILITY_DUTCH_ZEVEN_PROVINCIEN,CLASS_DUTCH_ZEVEN_PROVINCIEN
ABILITY_MONGOLIAN_KESHIG,CLASS_MONGOLIAN_KESHIG
ABILITY_GEORGIAN_KHEVSURETI,CLASS_GEORGIAN_KHEVSURETI
ABILITY_MAPUCHE_MALON_RAIDER,CLASS_MAPUCHE_MALON_RAIDER
ABILITY_CREE_OKIHTCITAW,CLASS_CREE_OKIHTCITAW
ABILITY_ZULU_IMPI,CLASS_ZULU_IMPI
ABILITY_OLIGARCHY_LEGACY_MELEE_BUFF,CLASS_MELEE
ABILITY_OLIGARCHY_LEGACY_MELEE_BUFF,CLASS_NAVAL_MELEE
ABILITY_OLIGARCHY_MELEE_BUFF,CLASS_NAVAL_MELEE
ABILITY_OLIGARCHY_LEGACY_MELEE_BUFF,CLASS_ANTI_CAVALRY
ABILITY_OLIGARCHY_LEGACY_MELEE_BUFF,CLASS_WARRIOR_MONK
ABILITY_THEOCRACY_LEGACY_RELIGIOUS_BUFF,CLASS_RELIGIOUS
ABILITY_THEOCRACY_LEGACY_RELIGIOUS_BUFF,CLASS_INQUISITOR
ABILITY_FASCISM_LEGACY_ATTACK_BUFF,CLASS_RECON
ABILITY_FASCISM_LEGACY_ATTACK_BUFF,CLASS_MELEE
ABILITY_FASCISM_LEGACY_ATTACK_BUFF,CLASS_RANGED
ABILITY_FASCISM_LEGACY_ATTACK_BUFF,CLASS_SIEGE
ABILITY_FASCISM_LEGACY_ATTACK_BUFF,CLASS_HEAVY_CAVALRY
ABILITY_FASCISM_LEGACY_ATTACK_BUFF,CLASS_LIGHT_CAVALRY
ABILITY_FASCISM_LEGACY_ATTACK_BUFF,CLASS_RANGED_CAVALRY
ABILITY_FASCISM_LEGACY_ATTACK_BUFF,CLASS_ANTI_CAVALRY
ABILITY_FASCISM_LEGACY_ATTACK_BUFF,CLASS_HEAVY_CHARIOT
ABILITY_FASCISM_LEGACY_ATTACK_BUFF,CLASS_LIGHT_CHARIOT
ABILITY_FASCISM_LEGACY_ATTACK_BUFF,CLASS_NAVAL_MELEE
