UnitType,AiType
UNIT_COLOMBIAN_LLANERO,UNITAI_COMBAT
UNIT_COLOMBIAN_LLANERO,UNITAI_EXPLORE
UNIT_COLOMBIAN_LLANERO,UNITTYPE_MELEE
UNIT_COLOMBIAN_LLANERO,UNITTYPE_CAVALRY
UNIT_COLOMBIAN_LLANERO,UNITTYPE_LAND_COMBAT
UNIT_BYZANTINE_TAGMA,UNITAI_COMBAT
UNIT_BYZANTINE_TAGMA,UNITTYPE_MELEE
UNIT_BYZANTINE_TAGMA,UNITTYPE_CAVALRY
UNIT_BYZANTINE_TAGMA,UNITTYPE_LAND_COMBAT
UNIT_BYZANTINE_DROMON,UNITAI_COMBAT
UNIT_BYZANTINE_DROMON,UNITTYPE_RANGED
UNIT_BYZANTINE_DROMON,UNITTYPE_NAVAL
UNIT_GAUL_GAESATAE,UNITAI_COMBAT
UNIT_GAUL_GAESATAE,UNITAI_EXPLORE
UNIT_GAUL_GAESATAE,UNITTYPE_MELEE
UNIT_GAUL_GAESATAE,UNITTYPE_LAND_COMBAT
UNIT_VIETNAMESE_VOI_CHIEN,UNITAI_COMBAT
UNIT_VIETNAMESE_VOI_CHIEN,UNITTYPE_RANGED
UNIT_VIETNAMESE_VOI_CHIEN,UNITTYPE_LAND_COMBAT
UNIT_ETHIOPIAN_OROMO_CAVALRY,UNITAI_COMBAT
UNIT_ETHIOPIAN_OROMO_CAVALRY,UNITAI_EXPLORE
UNIT_ETHIOPIAN_OROMO_CAVALRY,UNITTYPE_CAVALRY
UNIT_ETHIOPIAN_OROMO_CAVALRY,UNITTYPE_MELEE
UNIT_ETHIOPIAN_OROMO_CAVALRY,UNITTYPE_LAND_COMBAT
UNIT_VAMPIRE,UNITAI_COMBAT
UNIT_VAMPIRE,UNITTYPE_MELEE
UNIT_VAMPIRE,UNITTYPE_LAND_COMBAT
UNIT_CULTIST,UNITAI_COMBAT
UNIT_BABYLONIAN_SABUM_KIBITTUM,UNITAI_COMBAT
UNIT_BABYLONIAN_SABUM_KIBITTUM,UNITAI_EXPLORE
UNIT_BABYLONIAN_SABUM_KIBITTUM,UNITTYPE_MELEE
UNIT_BABYLONIAN_SABUM_KIBITTUM,UNITTYPE_LAND_COMBAT
UNIT_HERO_BEOWULF,UNITAI_COMBAT
UNIT_HERO_BEOWULF,UNITAI_EXPLORE
UNIT_HERO_BEOWULF,UNITTYPE_MELEE
UNIT_HERO_BEOWULF,UNITTYPE_LAND_COMBAT
UNIT_HERO_HERCULES,UNITAI_COMBAT
UNIT_HERO_HERCULES,UNITAI_EXPLORE
UNIT_HERO_HERCULES,UNITTYPE_MELEE
UNIT_HERO_HERCULES,UNITTYPE_LAND_COMBAT
UNIT_HERO_HIPPOLYTA,UNITAI_COMBAT
UNIT_HERO_HIPPOLYTA,UNITAI_EXPLORE
UNIT_HERO_HIPPOLYTA,UNITTYPE_MELEE
UNIT_HERO_HIPPOLYTA,UNITTYPE_LAND_COMBAT
UNIT_HERO_HUNAHPU,UNITAI_COMBAT
UNIT_HERO_HUNAHPU,UNITAI_EXPLORE
UNIT_HERO_HUNAHPU,UNITTYPE_MELEE
UNIT_HERO_HUNAHPU,UNITTYPE_LAND_COMBAT
UNIT_HERO_MAUI,UNITAI_COMBAT
UNIT_HERO_MAUI,UNITAI_EXPLORE
UNIT_HERO_MAUI,UNITTYPE_MELEE
UNIT_HERO_MAUI,UNITTYPE_LAND_COMBAT
UNIT_HERO_MULAN,UNITAI_COMBAT
UNIT_HERO_MULAN,UNITAI_EXPLORE
UNIT_HERO_MULAN,UNITTYPE_CAVALRY
UNIT_HERO_MULAN,UNITTYPE_RANGED
UNIT_HERO_MULAN,UNITTYPE_LAND_COMBAT
UNIT_HERO_OYA,UNITAI_COMBAT
UNIT_HERO_OYA,UNITAI_EXPLORE
UNIT_HERO_OYA,UNITTYPE_MELEE
UNIT_HERO_OYA,UNITTYPE_LAND_COMBAT
UNIT_HERO_WUKONG,UNITAI_COMBAT
UNIT_HERO_WUKONG,UNITAI_EXPLORE
UNIT_HERO_WUKONG,UNITTYPE_MELEE
UNIT_HERO_WUKONG,UNITTYPE_LAND_COMBAT
UNIT_HERO_ARTHUR,UNITAI_COMBAT
UNIT_HERO_ARTHUR,UNITTYPE_MELEE
UNIT_HERO_ARTHUR,UNITTYPE_CAVALRY
UNIT_HERO_ARTHUR,UNITTYPE_LAND_COMBAT
UNIT_QUESTING_KNIGHT,UNITAI_COMBAT
UNIT_QUESTING_KNIGHT,UNITTYPE_MELEE
UNIT_QUESTING_KNIGHT,UNITTYPE_CAVALRY
UNIT_QUESTING_KNIGHT,UNITTYPE_LAND_COMBAT
UNIT_HERO_ANANSI,UNITAI_COMBAT
UNIT_HERO_ANANSI,UNITTYPE_RANGED
UNIT_HERO_ANANSI,UNITTYPE_LAND_COMBAT
UNIT_HERO_HIMIKO,UNITTYPE_CIVILIAN_LEADER
UNIT_HERO_HIMIKO,UNITAI_LEADER
UNIT_HERO_SINBAD,UNITAI_COMBAT
UNIT_HERO_SINBAD,UNITAI_EXPLORE
UNIT_HERO_SINBAD,UNITTYPE_MELEE
UNIT_HERO_SINBAD,UNITTYPE_NAVAL
UNIT_PORTUGUESE_NAU,UNITAI_COMBAT
UNIT_PORTUGUESE_NAU,UNITAI_EXPLORE
UNIT_PORTUGUESE_NAU,UNITTYPE_MELEE
UNIT_PORTUGUESE_NAU,UNITTYPE_NAVAL
