DefnId,NodeId,TreeName,Tag,DefaultData,ParentTag,UniqueId
1,7,Nuclear Assault,,,,703
2,7,Nuclear Assault,,10,,704
3,7,Nuclear Assault,,0,,705
1,8,Nuclear Assault,Initial Recruits,,,706
4,8,Nuclear Assault,Present Value,,,707
0,9,Nuclear Assault,,1,,708
1,9,Nuclear Assault,,0,,709
0,10,Nuclear Assault,,1,,710
1,10,Nuclear Assault,,1,,711
0,12,Nuclear Assault,,-2.5,,712
1,12,Nuclear Assault,,-5,,713
2,12,Nuclear Assault,,1,,714
0,13,Nuclear Assault,,1,,715
1,13,Nuclear Assault,Ongoing Recruits,,,716
4,13,Nuclear Assault,Present Value,,,717
0,14,Nuclear Assault,,1,,718
1,14,Nuclear Assault,,1,,719
0,15,Nuclear Assault,,1,,720
1,15,Nuclear Assault,,4,,721
2,15,Nuclear Assault,,1,,722
3,15,Nuclear Assault,,2,,723
0,1,Raid City,,,,724
1,1,Raid City,,,,725
2,1,Raid City,,,,726
3,1,Raid City,,,,727
4,1,Raid City,Target City,,,728
5,1,Raid City,Target City Plot,,,729
6,1,Raid City,,,,730
7,1,Raid City,,,,731
8,1,Raid City,Tribe,,,732
0,3,Raid City,Tribe,,,733
1,3,Raid City,,2,,734
2,3,Raid City,,1,,735
0,5,Raid City,,10,,736
0,6,Raid City,Tribe,,,737
1,6,Raid City,,2,,738
2,6,Raid City,,1,,739
3,6,Raid City,,,,740
4,6,Raid City,,,,741
5,6,Raid City,,1,,742
0,7,Raid City,Tribe,,,743
0,8,Raid City,Tribe,,,744
0,10,Raid City,,1,,745
1,10,Raid City,,1,,746
0,11,Raid City,,1,,747
1,11,Raid City,,2,,748
2,11,Raid City,,0,,749
3,11,Raid City,,0,,750
0,13,Raid City,Tribe,,,751
1,13,Raid City,,10,,752
2,13,Raid City,,1,,753
0,14,Raid City,,10,,754
1,14,Raid City,,0,,755
2,14,Raid City,,1,,756
0,16,Raid City,,1,,757
1,16,Raid City,,0,,758
0,18,Raid City,,DIFFICULTY_IMMORTAL,,759
1,18,Raid City,,,,760
2,18,Raid City,,1,,761
3,18,Raid City,,0,,762
0,21,Raid City,,1,,763
1,21,Raid City,,3,,764
0,23,Raid City,,1,,765
1,23,Raid City,,0,,766
0,24,Raid City,,0,,767
1,24,Raid City,,1,,768
3,24,Raid City,,4,,769
0,25,Raid City,Tribe,,,770
0,1,Reinforce Ally,,66,,771
0,2,Reinforce Ally,,-100,,772
1,2,Reinforce Ally,,-100,,773
0,4,Reinforce Ally,Unused,,,774
1,4,Reinforce Ally,,,,775
2,4,Reinforce Ally,,,,776
3,4,Reinforce Ally,,,,777
4,4,Reinforce Ally,,,,778
5,4,Reinforce Ally,,,,779
6,4,Reinforce Ally,,,,780
7,4,Reinforce Ally,,,,781
8,4,Reinforce Ally,Present Value,,,782
0,6,Reinforce Ally,Reinforce Contract,,,783
1,6,Reinforce Ally,,,,784
2,6,Reinforce Ally,,8,,785
3,6,Reinforce Ally,,0,,786
0,7,Reinforce Ally,,0,,787
1,7,Reinforce Ally,Reinforce Contract,,,788
4,7,Reinforce Ally,Present Value,,,789
0,8,Reinforce Ally,,1,,790
1,8,Reinforce Ally,,0,,791
0,9,Reinforce Ally,,0,,792
1,9,Reinforce Ally,,2,,793
2,9,Reinforce Ally,,0,,794
3,9,Reinforce Ally,,2,,795
0,10,Reinforce Ally,,1,,796
0,12,Reinforce Ally,,0,,797
1,12,Reinforce Ally,,-50,,798
0,13,Reinforce Ally,,1,,799
4,13,Reinforce Ally,Present Value,,,800
0,14,Reinforce Ally,,0,,801
1,14,Reinforce Ally,,1,,802
0,15,Reinforce Ally,,5,,803
1,15,Reinforce Ally,,2,,804
2,15,Reinforce Ally,,1,,805
3,15,Reinforce Ally,,2,,806
0,17,Reinforce Ally,,-4,,807
1,17,Reinforce Ally,,-10,,808
0,18,Reinforce Ally,,1,,809
1,18,Reinforce Ally,,1,,810
0,19,Reinforce Ally,,1,,811
1,19,Reinforce Ally,,0,,812
0,22,Reinforce Ally,,1,,813
1,22,Reinforce Ally,,0,,814
2,22,Reinforce Ally,,0,,815
3,22,Reinforce Ally,,2,,816
0,1,Research Trigger Tech,,,,817
1,1,Research Trigger Tech,,,,818
2,1,Research Trigger Tech,,,,819
3,1,Research Trigger Tech,,,,820
4,1,Research Trigger Tech,,,,821
5,1,Research Trigger Tech,,,,822
6,1,Research Trigger Tech,Needed Tech,,,823
7,1,Research Trigger Tech,Needed Civic,,,824
8,1,Research Trigger Tech,Value,,,825
0,2,Research Trigger Tech,Research Contract,,,826
1,2,Research Trigger Tech,,,,827
2,2,Research Trigger Tech,,15,,828
3,2,Research Trigger Tech,,1,,829
0,3,Research Trigger Tech,,,,830
1,3,Research Trigger Tech,,,,831
2,3,Research Trigger Tech,,,,832
3,3,Research Trigger Tech,,,,833
4,3,Research Trigger Tech,Needed Tech,,,834
6,3,Research Trigger Tech,Needed Civic,,,835
7,3,Research Trigger Tech,Research Contract,,,836
8,3,Research Trigger Tech,Value,,,837
0,2,Seek Target Wonder,,,,838
1,2,Seek Target Wonder,Wonder Prereq Buildings,,,839
2,2,Seek Target Wonder,,,,840
3,2,Seek Target Wonder,Wonder Prereq District,,,841
4,2,Seek Target Wonder,Wonder City,,,842
5,2,Seek Target Wonder,Wonder Prereq District,,,843
6,2,Seek Target Wonder,Prereq Tech,,,844
7,2,Seek Target Wonder,Prereq Civic,,,845
8,2,Seek Target Wonder,Prereq Present Value,,,846
0,4,Seek Target Wonder,District Purchase Contract,,,847
1,4,Seek Target Wonder,,,,848
2,4,Seek Target Wonder,,5,,849
1,5,Seek Target Wonder,Wonder Prereq District,,,850
2,5,Seek Target Wonder,District Purchase Contract,,,851
0,6,Seek Target Wonder,Wonder Prereq District,,,852
1,6,Seek Target Wonder,Wonder City,,,853
2,6,Seek Target Wonder,Prereq Present Value,,,854
0,7,Seek Target Wonder,,,,855
1,7,Seek Target Wonder,Wonder,,,856
2,7,Seek Target Wonder,,,,857
3,7,Seek Target Wonder,,,,858
4,7,Seek Target Wonder,,,,859
5,7,Seek Target Wonder,Wonder Location,,,860
6,7,Seek Target Wonder,,,,861
7,7,Seek Target Wonder,,,,862
8,7,Seek Target Wonder,Wonder Present Value,,,863
0,9,Seek Target Wonder,Wonder Plot Contract,,,864
1,9,Seek Target Wonder,,,,865
2,9,Seek Target Wonder,,5,,866
1,10,Seek Target Wonder,Wonder Location,,,867
2,10,Seek Target Wonder,Wonder Plot Contract,,,868
0,11,Seek Target Wonder,Wonder Location,,,869
1,11,Seek Target Wonder,Wonder City,,,870
2,11,Seek Target Wonder,Prereq Present Value,,,871
0,13,Seek Target Wonder,,,,872
1,13,Seek Target Wonder,District Tech Contracts,,,873
2,13,Seek Target Wonder,,8,,874
0,14,Seek Target Wonder,,,,875
1,14,Seek Target Wonder,,,,876
2,14,Seek Target Wonder,,,,877
3,14,Seek Target Wonder,,,,878
4,14,Seek Target Wonder,Prereq Tech,,,879
6,14,Seek Target Wonder,Prereq Civic,,,880
7,14,Seek Target Wonder,District Tech Contracts,,,881
8,14,Seek Target Wonder,Prereq Present Value,,,882
0,16,Seek Target Wonder,Wonder Prereq District,,,883
1,16,Seek Target Wonder,Wonder Prereq District,,,884
2,16,Seek Target Wonder,,,,885
3,16,Seek Target Wonder,,,,886
5,16,Seek Target Wonder,Builder Type,,,887
0,18,Seek Target Wonder,,,,888
1,18,Seek Target Wonder,Clear Ground Contract,,,889
2,18,Seek Target Wonder,,10,,890
0,19,Seek Target Wonder,,,,891
1,19,Seek Target Wonder,,,,892
2,19,Seek Target Wonder,,,,893
3,19,Seek Target Wonder,Wonder Prereq District,,,894
4,19,Seek Target Wonder,,,,895
6,19,Seek Target Wonder,,,,896
7,19,Seek Target Wonder,Clear Ground Contract,,,897
0,20,Seek Target Wonder,Wonder District Contract,,,898
1,20,Seek Target Wonder,,,,899
2,20,Seek Target Wonder,,8,,900
0,21,Seek Target Wonder,,,,901
1,21,Seek Target Wonder,,,,902
2,21,Seek Target Wonder,Wonder City,,,903
4,21,Seek Target Wonder,Wonder District Contract,,,904
5,21,Seek Target Wonder,,4,,905
6,21,Seek Target Wonder,Wonder Prereq District,,,906
8,21,Seek Target Wonder,Wonder Present Value,,,907
0,23,Seek Target Wonder,,,,908
1,23,Seek Target Wonder,Building Tech Contract,,,909
2,23,Seek Target Wonder,,8,,910
0,24,Seek Target Wonder,,,,911
1,24,Seek Target Wonder,Wonder Prereq Buildings,,,912
2,24,Seek Target Wonder,,,,913
3,24,Seek Target Wonder,,,,914
4,24,Seek Target Wonder,,,,915
6,24,Seek Target Wonder,,,,916
7,24,Seek Target Wonder,Building Tech Contract,,,917
0,25,Seek Target Wonder,Prereq Building Contract,,,918
1,25,Seek Target Wonder,,,,919
2,25,Seek Target Wonder,,8,,920
0,26,Seek Target Wonder,,,,921
1,26,Seek Target Wonder,Wonder Prereq Buildings,,,922
2,26,Seek Target Wonder,Wonder City,,,923
4,26,Seek Target Wonder,Prereq Building Contract,,,924
6,26,Seek Target Wonder,,,,925
0,28,Seek Target Wonder,,,,926
1,28,Seek Target Wonder,Wonder Tech Contract,,,927
2,28,Seek Target Wonder,,10,,928
0,29,Seek Target Wonder,,,,929
1,29,Seek Target Wonder,Wonder,,,930
2,29,Seek Target Wonder,,,,931
3,29,Seek Target Wonder,,,,932
4,29,Seek Target Wonder,,,,933
6,29,Seek Target Wonder,,,,934
7,29,Seek Target Wonder,Wonder Tech Contract,,,935
8,29,Seek Target Wonder,Wonder Present Value,,,936
0,31,Seek Target Wonder,Wonder Location,,,937
1,31,Seek Target Wonder,,,,938
2,31,Seek Target Wonder,Wonder,,,939
3,31,Seek Target Wonder,,,,940
5,31,Seek Target Wonder,Wonder Builder,,,941
0,33,Seek Target Wonder,,,,942
1,33,Seek Target Wonder,Clear Wonder Plot Contract,,,943
2,33,Seek Target Wonder,,8,,944
0,34,Seek Target Wonder,,,,945
1,34,Seek Target Wonder,,,,946
2,34,Seek Target Wonder,,,,947
3,34,Seek Target Wonder,Wonder Location,,,948
4,34,Seek Target Wonder,,,,949
6,34,Seek Target Wonder,,,,950
7,34,Seek Target Wonder,Clear Wonder Plot Contract,,,951
0,36,Seek Target Wonder,Wonder Final Contract,,,952
1,36,Seek Target Wonder,,,,953
2,36,Seek Target Wonder,,12,,954
0,37,Seek Target Wonder,,,,955
1,37,Seek Target Wonder,Wonder,,,956
2,37,Seek Target Wonder,Wonder City,,,957
4,37,Seek Target Wonder,Wonder Final Contract,,,958
6,37,Seek Target Wonder,,,,959
7,37,Seek Target Wonder,Wonder Location,,,960
8,37,Seek Target Wonder,Wonder Present Value,,,961
0,38,Seek Target Wonder,,0,,962
1,38,Seek Target Wonder,,1,,963
2,38,Seek Target Wonder,,,,964
0,39,Seek Target Wonder,Wonder Final Contract,,,965
1,39,Seek Target Wonder,,,,966
2,39,Seek Target Wonder,,-1,,967
3,39,Seek Target Wonder,,0,,968
4,39,Seek Target Wonder,,100,,969
0,42,Seek Target Wonder,Pump Wonder Builder,,,970
1,42,Seek Target Wonder,Wonder Location,,,971
2,42,Seek Target Wonder,Wonder Charger,,,972
3,42,Seek Target Wonder,,,,973
4,42,Seek Target Wonder,,UNIT_BUILDER,,974
0,43,Seek Target Wonder,Hurry Builder Contract,,,975
1,43,Seek Target Wonder,,,,976
2,43,Seek Target Wonder,,50,,977
0,44,Seek Target Wonder,Wonder Builder,,,978
1,44,Seek Target Wonder,,,,979
4,44,Seek Target Wonder,Hurry Builder Contract,,,980
6,44,Seek Target Wonder,,,,981
7,44,Seek Target Wonder,Wonder Location,,,982
8,44,Seek Target Wonder,Wonder Present Value,,,983
0,45,Seek Target Wonder,Hurry Builder Contract,,,984
1,46,Seek Target Wonder,Wonder Location,,,985
2,46,Seek Target Wonder,,0,,986
3,46,Seek Target Wonder,,0,,987
4,46,Seek Target Wonder,,0,,988
0,47,Seek Target Wonder,Wonder Location,,,989
1,47,Seek Target Wonder,1,,,990
0,1,Settle City Op,Settler,,,991
1,1,Settle City Op,,,,992
2,1,Settle City Op,,,,993
3,1,Settle City Op,,,,994
4,1,Settle City Op,,,,995
5,1,Settle City Op,,,,996
6,1,Settle City Op,,,,997
7,1,Settle City Op,,,,998
8,1,Settle City Op,Settler Worth,,,999
0,4,Settle City Op,,-1.5,,1000
1,4,Settle City Op,,-3,,1001
0,7,Settle City Op,SettlerUnitList,,,1002
2,7,Settle City Op,Settler,,,1003
3,7,Settle City Op,,,,1004
4,7,Settle City Op,,UNIT_SETTLER,,1005
0,9,Settle City Op,Settler Build Contract,,,1006
1,9,Settle City Op,,,,1007
2,9,Settle City Op,,10,,1008
3,9,Settle City Op,,1,,1009
0,10,Settle City Op,SettlerUnitList,,,1010
1,10,Settle City Op,,,,1011
3,10,Settle City Op,,0,,1012
4,10,Settle City Op,Settler Build Contract,,,1013
6,10,Settle City Op,,,,1014
8,10,Settle City Op,Settler Worth,,,1015
0,11,Settle City Op,Settler Build Contract,,,1016
1,11,Settle City Op,,,,1017
2,11,Settle City Op,,-1,,1018
3,11,Settle City Op,,0,,1019
4,11,Settle City Op,,5,,1020
0,12,Settle City Op,,2,,1021
0,13,Settle City Op,,0,,1022
3,13,Settle City Op,,0,,1023
4,13,Settle City Op,Settler Worth,,,1024
0,14,Settle City Op,,0,,1025
1,14,Settle City Op,,2,,1026
2,14,Settle City Op,,1,,1027
3,14,Settle City Op,,2,,1028
0,15,Settle City Op,,1,,1029
0,17,Settle City Op,,1,,1030
3,17,Settle City Op,,0,,1031
4,17,Settle City Op,Settler Worth,,,1032
1,18,Settle City Op,,UNITAI_COMBAT,,1033
2,18,Settle City Op,,UNITAI_SETTLE,,1034
3,18,Settle City Op,,,,1035
4,18,Settle City Op,,,,1036
0,19,Settle City Op,,1,,1037
1,19,Settle City Op,,0,,1038
2,19,Settle City Op,,0,,1039
0,20,Settle City Op,,0,,1040
1,20,Settle City Op,,2,,1041
2,20,Settle City Op,,0,,1042
3,20,Settle City Op,,1,,1043
4,20,Settle City Op,,UNITAI_SETTLE,,1044
0,22,Settle City Op,,0.5,,1045
1,22,Settle City Op,,-2,,1046
2,22,Settle City Op,,0,,1047
3,22,Settle City Op,,UNITAI_SETTLE,,1048
0,23,Settle City Op,,1,,1049
4,23,Settle City Op,Settler Worth,,,1050
0,24,Settle City Op,,1,,1051
1,24,Settle City Op,,0,,1052
0,25,Settle City Op,,1,,1053
0,26,Settle City Op,,1,,1054
1,26,Settle City Op,,0,,1055
2,26,Settle City Op,,0,,1056
3,26,Settle City Op,,-2,,1057
4,26,Settle City Op,,UNITAI_SETTLE,,1058
0,1,Siege City Assault,Unused,,,1059
1,1,Siege City Assault,,,,1060
2,1,Siege City Assault,,,,1061
3,1,Siege City Assault,,,,1062
4,1,Siege City Assault,,,,1063
5,1,Siege City Assault,,,,1064
6,1,Siege City Assault,,,,1065
7,1,Siege City Assault,,,,1066
8,1,Siege City Assault,Present Value,,,1067
0,4,Siege City Assault,,66,,1068
0,5,Siege City Assault,,-100,,1069
1,5,Siege City Assault,,-100,,1070
0,10,Siege City Assault,Initial recruits,,,1071
1,10,Siege City Assault,,,,1072
2,10,Siege City Assault,,10,,1073
3,10,Siege City Assault,,0,,1074
1,11,Siege City Assault,Initial recruits,,,1075
4,11,Siege City Assault,Present Value,,,1076
5,11,Siege City Assault,,10,,1077
0,12,Siege City Assault,,1,,1078
1,12,Siege City Assault,,0,,1079
1,13,Siege City Assault,,UNITTYPE_MELEE,,1080
2,13,Siege City Assault,,,,1081
3,13,Siege City Assault,,UNITTYPE_SIEGE_SUPPORT,,1082
4,13,Siege City Assault,,,,1083
0,14,Siege City Assault,,0,,1084
1,14,Siege City Assault,,2,,1085
2,14,Siege City Assault,,1,,1086
3,14,Siege City Assault,,2,,1087
0,15,Siege City Assault,,1,,1088
1,15,Siege City Assault,,1,,1089
0,16,Siege City Assault,,1,,1090
1,16,Siege City Assault,,,,1091
2,16,Siege City Assault,,,,1092
3,16,Siege City Assault,,,,1093
4,16,Siege City Assault,Present Value,,,1094
0,17,Siege City Assault,,15,,1095
0,19,Siege City Assault,,1,,1096
1,19,Siege City Assault,,0,,1097
2,19,Siege City Assault,,1,,1098
0,21,Siege City Assault,,1,,1099
1,21,Siege City Assault,,-2,,1100
0,22,Siege City Assault,,1,,1101
1,22,Siege City Assault,Ongoing Recruits,,,1102
4,22,Siege City Assault,Present Value,,,1103
0,23,Siege City Assault,,0,,1104
1,23,Siege City Assault,,1,,1105
3,23,Siege City Assault,,0,,1106
0,24,Siege City Assault,,5,,1107
1,24,Siege City Assault,,2,,1108
2,24,Siege City Assault,,1,,1109
3,24,Siege City Assault,,2,,1110
1,25,Siege City Assault,,0,,1111
0,26,Siege City Assault,,1,,1112
2,26,Siege City Assault,,1,,1113
0,27,Siege City Assault,Declare War,,,1114
1,27,Siege City Assault,,,,1115
2,27,Siege City Assault,,5,,1116
3,27,Siege City Assault,,1,,1117
0,28,Siege City Assault,,,,1118
1,28,Siege City Assault,,,,1119
2,28,Siege City Assault,,1,,1120
3,28,Siege City Assault,,,,1121
4,28,Siege City Assault,Present Value,,,1122
5,28,Siege City Assault,Declare War,,,1123
0,29,Siege City Assault,,0,,1124
1,29,Siege City Assault,,1,,1125
3,29,Siege City Assault,,0,,1126
0,30,Siege City Assault,,1,,1127
1,30,Siege City Assault,,0,,1128
2,30,Siege City Assault,,1,,1129
0,31,Siege City Assault,,5,,1130
1,31,Siege City Assault,,2,,1131
2,31,Siege City Assault,,0,,1132
3,31,Siege City Assault,,2,,1133
0,32,Siege City Assault,,15,,1134
0,34,Siege City Assault,,1,,1135
1,34,Siege City Assault,,0,,1136
2,34,Siege City Assault,,1,,1137
0,35,Siege City Assault,,-0.5,,1138
1,35,Siege City Assault,,-50,,1139
0,36,Siege City Assault,,1,,1140
4,36,Siege City Assault,Present Value,,,1141
7,36,Siege City Assault,,1,,1142
0,37,Siege City Assault,,1,,1143
1,37,Siege City Assault,,1,,1144
0,38,Siege City Assault,,2,,1145
1,38,Siege City Assault,,3,,1146
2,38,Siege City Assault,,1,,1147
3,38,Siege City Assault,,UNITTYPE_AIR_SIEGE,,1148
0,41,Siege City Assault,,1,,1149
1,41,Siege City Assault,,2,,1150
2,41,Siege City Assault,,0,,1151
3,41,Siege City Assault,,2,,1152
0,43,Siege City Assault,,-2,,1153
1,43,Siege City Assault,,-8,,1154
0,44,Siege City Assault,,1,,1155
4,44,Siege City Assault,Present Value,,,1156
7,44,Siege City Assault,,1,,1157
0,49,Siege City Assault,,1,,1158
1,49,Siege City Assault,,0,,1159
4,49,Siege City Assault,,1,,1160
0,50,Siege City Assault,,1,,1161
1,50,Siege City Assault,,0,,1162
0,52,Siege City Assault,,1,,1163
0,53,Siege City Assault,,3,,1164
1,53,Siege City Assault,,1,,1165
2,53,Siege City Assault,,2,,1166
3,53,Siege City Assault,,UNITTYPE_AIR_SIEGE,,1167
0,56,Siege City Assault,,1,,1168
1,56,Siege City Assault,,0,,1169
2,56,Siege City Assault,,0,,1170
3,56,Siege City Assault,,2,,1171
1,2,Simple City Defense,,5,,1172
0,4,Simple City Defense,,1,,1173
6,4,Simple City Defense,,1,,1174
7,4,Simple City Defense,,1,,1175
0,9,Simple City Defense,,1,,1176
1,9,Simple City Defense,,0,,1177
2,9,Simple City Defense,,1,,1178
0,10,Simple City Defense,,1,,1179
1,10,Simple City Defense,,0,,1180
5,10,Simple City Defense,,1,,1181
0,0,Simple City Tree,,3,,1182
0,1,Simple City Tree,,UNITTYPE_SIEGE,,1183
0,1,Simple Operation Attack,,50,,1184
0,2,Simple Operation Attack,,1,,1185
1,2,Simple Operation Attack,,1,,1186
2,2,Simple Operation Attack,,1,,1187
0,3,Simple Operation Attack,,-100,,1188
1,3,Simple Operation Attack,,-100,,1189
0,5,Simple Operation Attack,Unused,,,1190
1,5,Simple Operation Attack,,,,1191
2,5,Simple Operation Attack,,,,1192
3,5,Simple Operation Attack,,,,1193
4,5,Simple Operation Attack,,,,1194
5,5,Simple Operation Attack,,,,1195
6,5,Simple Operation Attack,,,,1196
7,5,Simple Operation Attack,,,,1197
8,5,Simple Operation Attack,Present Value,,,1198
0,7,Simple Operation Attack,Recruitment Contract,,,1199
1,7,Simple Operation Attack,,,,1200
2,7,Simple Operation Attack,,5,,1201
3,7,Simple Operation Attack,,0,,1202
0,8,Simple Operation Attack,,0,,1203
1,8,Simple Operation Attack,Recruitment Contract,,,1204
4,8,Simple Operation Attack,Present Value,,,1205
0,9,Simple Operation Attack,,1,,1206
1,9,Simple Operation Attack,,0,,1207
0,12,Simple Operation Attack,,0,,1208
1,12,Simple Operation Attack,,2,,1209
2,12,Simple Operation Attack,,1,,1210
3,12,Simple Operation Attack,,2,,1211
0,14,Simple Operation Attack,,0,,1212
1,14,Simple Operation Attack,,-2,,1213
0,15,Simple Operation Attack,,1,,1214
4,15,Simple Operation Attack,Present Value,,,1215
0,16,Simple Operation Attack,,1,,1216
1,16,Simple Operation Attack,,1,,1217
0,17,Simple Operation Attack,,1,,1218
1,17,Simple Operation Attack,,2,,1219
2,17,Simple Operation Attack,,0,,1220
3,17,Simple Operation Attack,,2,,1221
0,19,Simple Operation Attack,,1,,1222
2,19,Simple Operation Attack,,8,,1223
4,19,Simple Operation Attack,Present Value,,,1224
0,20,Simple Operation Attack,,1,,1225
1,20,Simple Operation Attack,,0,,1226
0,1,Upgrade Units,,,,1227
2,1,Upgrade Units,Upgrades,,,1228
3,1,Upgrade Units,,1,,1229
4,1,Upgrade Units,,,,1230
0,2,Upgrade Units,,1,,1231
3,4,Upgrade Units,,0,,1232
0,1,Use Soothsayer,Soothsayer,,,1233
1,1,Use Soothsayer,,,,1234
2,1,Use Soothsayer,,,,1235
3,1,Use Soothsayer,,,,1236
4,1,Use Soothsayer,,,,1237
5,1,Use Soothsayer,,,,1238
6,1,Use Soothsayer,,,,1239
7,1,Use Soothsayer,,,,1240
8,1,Use Soothsayer,Soothsayer Worth,,,1241
0,4,Use Soothsayer,,-1.5,,1242
1,4,Use Soothsayer,,-3,,1243
0,7,Use Soothsayer,SoothsayerUnitList,,,1244
2,7,Use Soothsayer,Soothsayer,,,1245
3,7,Use Soothsayer,,,,1246
4,7,Use Soothsayer,,UNIT_SOOTHSAYER,,1247
0,9,Use Soothsayer,Soothsayer Build Contract,,,1248
1,9,Use Soothsayer,,,,1249
2,9,Use Soothsayer,,10,,1250
3,9,Use Soothsayer,,1,,1251
0,10,Use Soothsayer,SoothsayerUnitList,,,1252
1,10,Use Soothsayer,,,,1253
3,10,Use Soothsayer,,0,,1254
4,10,Use Soothsayer,Soothsayer Build Contract,,,1255
6,10,Use Soothsayer,,,,1256
8,10,Use Soothsayer,Soothsayer Worth,,,1257
0,11,Use Soothsayer,Soothsayer Build Contract,,,1258
1,11,Use Soothsayer,,,,1259
2,11,Use Soothsayer,,-1,,1260
3,11,Use Soothsayer,,0,,1261
4,11,Use Soothsayer,,5,,1262
0,12,Use Soothsayer,,2,,1263
0,13,Use Soothsayer,,0,,1264
3,13,Use Soothsayer,,0,,1265
4,13,Use Soothsayer,Soothsayer Worth,,,1266
0,14,Use Soothsayer,,0,,1267
1,14,Use Soothsayer,,2,,1268
2,14,Use Soothsayer,,1,,1269
3,14,Use Soothsayer,,2,,1270
0,18,Use Soothsayer,,0,,1271
3,18,Use Soothsayer,,0,,1272
4,18,Use Soothsayer,Soothsayer Worth,,,1273
1,19,Use Soothsayer,,UNITAI_COMBAT,,1274
2,19,Use Soothsayer,,UNITTYPE_SOOTHSAYER,,1275
3,19,Use Soothsayer,,,,1276
4,19,Use Soothsayer,,,,1277
0,20,Use Soothsayer,,1,,1278
1,20,Use Soothsayer,,0,,1279
2,20,Use Soothsayer,,0,,1280
0,21,Use Soothsayer,,0,,1281
1,21,Use Soothsayer,,2,,1282
2,21,Use Soothsayer,,0,,1283
3,21,Use Soothsayer,,1,,1284
4,21,Use Soothsayer,,UNITTYPE_SOOTHSAYER,,1285
5,21,Use Soothsayer,,1,,1286
0,22,Use Soothsayer,,1,,1287
0,24,Use Soothsayer,,0.5,,1288
1,24,Use Soothsayer,,-2,,1289
2,24,Use Soothsayer,,0,,1290
3,24,Use Soothsayer,,UNITTYPE_SOOTHSAYER,,1291
0,25,Use Soothsayer,,1,,1292
4,25,Use Soothsayer,Soothsayer Worth,,,1293
1,26,Use Soothsayer,,UNITAI_COMBAT,,1294
2,26,Use Soothsayer,,UNITTYPE_SOOTHSAYER,,1295
3,26,Use Soothsayer,,,,1296
4,26,Use Soothsayer,,,,1297
0,27,Use Soothsayer,,1,,1298
1,27,Use Soothsayer,,0,,1299
0,28,Use Soothsayer,,1,,1300
0,29,Use Soothsayer,,1,,1301
1,29,Use Soothsayer,,0,,1302
2,29,Use Soothsayer,,0,,1303
3,29,Use Soothsayer,,-2,,1304
4,29,Use Soothsayer,,UNITTYPE_SOOTHSAYER,,1305
0,31,Use Soothsayer,,1,,1306
1,31,Use Soothsayer,,0,,1307
2,31,Use Soothsayer,,0,,1308
3,31,Use Soothsayer,,0,,1309
4,31,Use Soothsayer,,UNITTYPE_SOOTHSAYER,,1310
0,1,Build Railroad,,,,1311
1,1,Build Railroad,,,,1312
2,1,Build Railroad,Railroad,,,1313
3,1,Build Railroad,,,,1314
4,1,Build Railroad,,,,1315
5,1,Build Railroad,,,,1316
6,1,Build Railroad,,,,1317
7,1,Build Railroad,,,,1318
8,1,Build Railroad,RR Value,,,1319
0,3,Build Railroad,RR Builders,,,1320
2,3,Build Railroad,RR Builder,,,1321
3,3,Build Railroad,,,,1322
4,3,Build Railroad,,UNIT_MILITARY_ENGINEER,,1323
0,4,Build Railroad,RR Contract,,,1324
1,4,Build Railroad,,,,1325
2,4,Build Railroad,,5,,1326
0,5,Build Railroad,RR Builders,,,1327
1,5,Build Railroad,,,,1328
4,5,Build Railroad,RR Contract,,,1329
6,5,Build Railroad,,,,1330
8,5,Build Railroad,RR Value,,,1331
0,7,Build Railroad,RR Plot,,,1332
0,9,Build Railroad,RR Builder,,,1333
1,9,Build Railroad,RR Plot,,,1334
2,9,Build Railroad,,0,,1335
3,9,Build Railroad,,0,,1336
4,9,Build Railroad,,0,,1337
0,10,Build Railroad,RR Builder,,,1338
1,10,Build Railroad,RR Plot,,,1339
2,10,Build Railroad,Railroad,,,1340
3,10,Build Railroad,,0,,1341
