PolicyType,ModifierId
POLICY_ECOMMERCE,ECOMMERCE_TRADEROUTEPRODUCTION
POLICY_ECOMMERCE,ECOMMERCE_TRADEROUTEGOLD
POLICY_TOTAL_WAR,TOTAL_WAR_PLUNDER_BONUS
POLICY_MONASTICISM,MONASTICISM_HOLYSITE_SCIENCE
POLICY_MONASTICISM,MONASTICISM_CULTURE_MODIFIER
POLICY_TWILIGHT_VALOR,TWILIGHTVALOR_NO_FOREIGN_HEAL
POLICY_TWILIGHT_VALOR,TWILIGHTVALOR_NO_NEUTRAL_HEAL
POLICY_TWILIGHT_VALOR,TWILIGHTVALOR_MELEE_ATTACK_BONUS
POLICY_INQUISITION,INQUISITION_REDUCE_START_CHARGES
POLICY_INQUISITION,INQUISITION_FRIENDLY_TERRITORY_COMBAT
POLICY_INQUISITION,INQUISITION_SCIENCE_MODIFIER
POLICY_ISOLATIONISM,ISOLATIONISM_DOMESTIC_TRADE_ROUTE_FODD
POLICY_ISOLATIONISM,ISOLATIONISM_DOMESTIC_TRADE_ROUTE_PRODUCTION
POLICY_ISOLATIONISM,ISOLATIONISM_DISABLE_SETTLING
POLICY_ISOLATIONISM,ISOLATIONISM_DISABLE_BUILD_SETTLER
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_ANCIENT_NAVAL_RAIDER_PRODUCTION
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_CLASSICAL_NAVAL_RAIDER_PRODUCTION
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_MEDIEVAL_NAVAL_RAIDER_PRODUCTION
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_RENAISSANCE_NAVAL_RAIDER_PRODUCTION
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_INDUSTRIAL_NAVAL_RAIDER_PRODUCTION
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_MODERN_NAVAL_RAIDER_PRODUCTION
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_ATOMIC_NAVAL_RAIDER_PRODUCTION
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_INFORMATION_NAVAL_RAIDER_PRODUCTION
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_RAIDER_MOVEMENT
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_PLUNDER_BONUS
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_TRADE_ROUTE_YIELD_DROP_DEST_CULTURE
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_TRADE_ROUTE_YIELD_DROP_DEST_FAITH
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_TRADE_ROUTE_YIELD_DROP_DEST_FOOD
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_TRADE_ROUTE_YIELD_DROP_DEST_GOLD
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_TRADE_ROUTE_YIELD_DROP_DEST_PRODUCTION
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_TRADE_ROUTE_YIELD_DROP_DEST_SCIENCE
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_TRADE_ROUTE_YIELD_DROP_ORIG_CULTURE
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_TRADE_ROUTE_YIELD_DROP_ORIG_FAITH
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_TRADE_ROUTE_YIELD_DROP_ORIG_FOOD
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_TRADE_ROUTE_YIELD_DROP_ORIG_GOLD
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_TRADE_ROUTE_YIELD_DROP_ORIG_PRODUCTION
POLICY_LETTERS_OF_MARQUE,LETTEROFMARQUE_TRADE_ROUTE_YIELD_DROP_ORIG_SCIENCE
POLICY_ROBBER_BARONS,ROBBERBARONS_FACTORY_PRODUCTION
POLICY_ROBBER_BARONS,ROBBERBARONS_STOCKEXCHANGE_GOLD
POLICY_ROBBER_BARONS,ROBBERBARONS_AMENITIES_LOST
POLICY_ELITE_FORCES,ELITEFORCES_EXPERIENCE_BOOST
POLICY_ELITE_FORCES,ELITEFORCES_EXTRA_MAINTENANCE
POLICY_COLLECTIVISM,COLLECTIVISM_FARM_FOOD
POLICY_COLLECTIVISM,COLLECTIVISM_ADD_HOUSING
POLICY_COLLECTIVISM,COLLECTIVISM_INDUSTRIAL_ADJACENCY
POLICY_COLLECTIVISM,COLLECTIVISM_REDUCE_GPP_RATE
POLICY_ROGUE_STATE,ROGUESTATE_MANHATTANPROJECT_PRODUCTION
POLICY_ROGUE_STATE,ROGUESTATE_PROJECTIVY_PRODUCTION
POLICY_ROGUE_STATE,ROGUESTATE_NUCLEARDEVICE_PRODUCTION
POLICY_ROGUE_STATE,ROGUESTATE_THERMONUCLEARDEVICE_PRODUCTION
POLICY_ROGUE_STATE,ROGUESTATE_DISABLE_INFLUENCE
POLICY_GOV_MONARCHY,MONARCHY_STARFORT_FAVOR
POLICY_FUTURE_VICTORY_SCIENCE,FUTURE_VICTORY_SCIENCE_SPACEPORT_POWER
POLICY_FUTURE_VICTORY_SCIENCE,FUTURE_VICTORY_SCIENCE_SPACEPORT_ALUMINUM
POLICY_FUTURE_COUNTER_CULTURE,FUTURE_COUNTER_CULTURE_TOURISM_REDUCTION
POLICY_FUTURE_VICTORY_CULTURE,FUTURE_VICTORY_CULTURE_ROCK_BAND_PROMOTIONS
POLICY_FUTURE_COUNTER_SCIENCE,FUTURE_COUNTER_SCIENCE_SPY_PROMOTIONS
POLICY_FUTURE_VICTORY_DOMINATION,FUTURE_VICTORY_DOMINATION_GDR_PRODUCTION
POLICY_FUTURE_VICTORY_DOMINATION,FUTURE_VICTORY_DOMINATION_ENEMY_TERRITORY_MOVEMENT
POLICY_FUTURE_COUNTER_DIPLOMATIC,FUTURE_COUNTER_DIPLOMATIC_REFUND_VP_RESOLUTION
POLICY_FUTURE_COUNTER_DIPLOMATIC,FUTURE_COUNTER_DIPLOMATIC_FAVOR_PER_TURN
POLICY_FUTURE_VICTORY_DIPLOMATIC,FUTURE_VICTORY_DIPLOMATIC_FAVOR_PER_TURN
POLICY_FUTURE_COUNTER_DOMINATION,FUTURE_COUNTER_DOMINATION_FRIENDLY_TERRITORY_STRENGTH
POLICY_EQUESTRIAN_ORDERS,EQUESTRIAN_ORDERS_ADDITIONAL_HORSES_EXTRACTION
POLICY_EQUESTRIAN_ORDERS,EQUESTRIAN_ORDERS_ADDITIONAL_IRON_EXTRACTION
POLICY_DRILL_MANUALS,DRILL_MANUALS_ADDITIONAL_NITER_EXTRACTION
POLICY_DRILL_MANUALS,DRILL_MANUALS_ADDITIONAL_COAL_EXTRACTION
POLICY_RETINUES,PROFESSIONAL_ARMY_UPGRADE_RESOURCE_DISCOUNT
POLICY_FORCE_MODERNIZATION,PROFESSIONAL_ARMY_UPGRADE_RESOURCE_DISCOUNT
POLICY_FORCE_MODERNIZATION,PROFESSIONAL_ARMY_UNITUPGRADEDISCOUNT
POLICY_MUSIC_CENSORSHIP,MUSIC_CENSORSHIP_BLOCK_ROCK_BAND_ENTRY
POLICY_MUSIC_CENSORSHIP,MUSIC_CENSORSHIP_AMENITY_LOSS
POLICY_FLOWER_POWER,FLOWER_POWER_ROCKBAND_DISCOUNT
POLICY_FLOWER_POWER,FLOWER_POWER_PURCHASE_INCREASE
POLICY_FLOWER_POWER,FLOWER_POWER_PRODUCTION_INCREASE
POLICY_FLOWER_POWER,FLOWER_POWER_TOURISM_BOMB_CONCERT_VALUE
POLICY_CYBER_WARFARE,CYBER_WARFARE_COMBAT_BONUS
POLICY_CYBER_WARFARE,CYBER_WARFARE_DISABLE_GRIEVANCE_DECAY
POLICY_AUTOMATED_WORKFORCE,AUTOMATED_WORKFORCE_PROJECT_PRODUCTION
POLICY_AUTOMATED_WORKFORCE,AUTOMATED_WORKFORCE_AMENITY_LOSS
POLICY_AUTOMATED_WORKFORCE,AUTOMATED_WORKFORCE_LOYALTY_LOSS
POLICY_DISINFORMATION_CAMPAIGN,DISINFORMATION_CAMPAIGN_BROADCAST_FAVOR
POLICY_DISINFORMATION_CAMPAIGN,DISINFORMATION_CAMPAIGN_SCIENCE_REDUCTION
POLICY_DISINFORMATION_CAMPAIGN,DISINFORMATION_CAMPAIGN_CULTURE_REDUCTION
POLICY_RESOURCE_MANAGEMENT,RESOURCE_MANAGEMENT_ADDITIONAL_ALUMINUM_EXTRACTION
POLICY_RESOURCE_MANAGEMENT,RESOURCE_MANAGEMENT_ADDITIONAL_OIL_EXTRACTION
POLICY_FINEST_HOUR,FINEST_HOUR_FRIENDLY_TERRITORY
POLICY_THIRD_ALTERNATIVE,THIRDALTERNATIVE_MILITARY_ACADEMY_CULTURE_MODIFIER
POLICY_THIRD_ALTERNATIVE,THIRDALTERNATIVE_RESEARCH_LAB_CULTURE_MODIFIER
POLICY_THIRD_ALTERNATIVE,THIRDALTERNATIVE_COAL_POWER_PLANT_CULTURE_MODIFIER
POLICY_THIRD_ALTERNATIVE,THIRDALTERNATIVE_FOSSIL_FUEL_POWER_PLANT_CULTURE_MODIFIER
POLICY_THIRD_ALTERNATIVE,THIRDALTERNATIVE_POWER_PLANT_CULTURE_MODIFIER
POLICY_THIRD_ALTERNATIVE,THIRDALTERNATIVE_COAL_POWER_PLANT_GOLD_MODIFIER
POLICY_THIRD_ALTERNATIVE,THIRDALTERNATIVE_FOSSIL_FUEL_POWER_PLANT_GOLD_MODIFIER
POLICY_COLLECTIVIZATION,COLLECTIVIZATION_INTERNAL_TRADE_PRODUCTION
POLICY_DEFENSE_OF_MOTHERLAND,DEFENSEOFMOTHERLAND_MODERN_SUPPORT_PRODUCTION
POLICY_DEFENSE_OF_MOTHERLAND,DEFENSEOFMOTHERLAND_ATOMIC_SUPPORT_PRODUCTION
POLICY_DEFENSE_OF_MOTHERLAND,DEFENSEOFMOTHERLAND_INFORMATION_SUPPORT_PRODUCTION
POLICY_VETERANCY,VETERANCY_HARBOR_PRODUCTION
POLICY_VETERANCY,VETERANCY_HARBOR_BUILDINGS_PRODUCTION
POLICY_RAJ,RAJ_CITY_TRADE_ROUTE_GOLD
POLICY_PUBLIC_TRANSPORT,PUBLICTRANSPORT_NEIGHBORHOOD_GOLD
POLICY_PUBLIC_TRANSPORT,PUBLICTRANSPORT_CHARMING_NEIGHBORHOOD_FOOD
POLICY_PUBLIC_TRANSPORT,PUBLICTRANSPORT_CHARMING_NEIGHBORHOOD_PRODUCTION
POLICY_PUBLIC_TRANSPORT,PUBLICTRANSPORT_BREATHTAKING_NEIGHBORHOOD_FOOD
POLICY_PUBLIC_TRANSPORT,PUBLICTRANSPORT_BREATHTAKING_NEIGHBORHOOD_PRODUCTION
POLICY_FRESCOES,FRESCOES_ARTIST_ARTMUSEUM
POLICY_SYMPHONIES,SYMPHONIES_MUSICIAN_BROADCASTCENTER
POLICY_INVENTION,INVENTION_ENGINEER_WORKSHOP
POLICY_INVENTION,INVENTION_GREATENGINEERPOINTS
POLICY_LAISSEZ_FAIRE,LAISSEZFAIRE_MERCHANT_BANK
POLICY_LAISSEZ_FAIRE,LAISSEZFAIRE_MERCHANT_STOCKEXCHANGE
POLICY_LAISSEZ_FAIRE,LAISSEZFAIRE_ADMIRAL_SHIPYARD
POLICY_LAISSEZ_FAIRE,LAISSEZFAIRE_ADMIRAL_SEAPORT
POLICY_NOBEL_PRIZE,SCIENCEFOUNDATION_SCIENTIST_UNIVERSITY
POLICY_NOBEL_PRIZE,SCIENCEFOUNDATION_SCIENTIST_RESEARCHLAB
POLICY_NOBEL_PRIZE,SCIENCEFOUNDATION_ENGINEER_FACTORY
POLICY_NOBEL_PRIZE,SCIENCEFOUNDATION_ENGINEER_POWERPLANT
POLICY_MILITARY_ORGANIZATION,MILITARYORGANIZATION_GREATGENERAL_ARMORY
POLICY_MILITARY_ORGANIZATION,MILITARYORGANIZATION_GREATGENERAL_MILITARYACADEMY
POLICY_MILITARY_ORGANIZATION,MILITARYORGANIZATION_GREATGENERAL_MOVEMENT
POLICY_GOV_AUTOCRACY,CONSULATE_TIER1
POLICY_GOV_AUTOCRACY,CHANCERY_TIER2
