UnitAbilityType,Name,Description,Inactive,ShowFloatTextWhenEarned,Permanent
ABILITY_TRADER_PROTECTED_BY_BIREME,LOC_ABILITY_TRADER_PROTECTED_BY_BIREME_NAME,LOC_ABILITY_TRADER_PROTECTED_BY_BIREME_DESCRIPTION,1,0,1
ABILITY_THE_RAVEN_KING,LOC_ABILITY_THE_RAVEN_KING_NAME,LOC_ABILITY_THE_RAVEN_KING_DESCRIPTION,1,0,1
ABILITY_BLACK_ARMY,LOC_ABILITY_BLACK_ARMY_NAME,LOC_ABILITY_BLACK_ARMY_DESCRIPTION,0,0,1
ABILITY_HUSZAR,LOC_ABILITY_HUSZAR_NAME,LOC_ABILITY_HUSZAR_DESCRIPTION,0,0,1
ABILITY_MOUNTIE,LOC_ABILITY_MOUNTIE_NAME,LOC_ABILITY_MOUNTIE_DESCRIPTION,0,0,1
ABILITY_MANDEKALU,LOC_ABILITY_MANDEKALU_NAME,LOC_ABILITY_MANDEKALU_DESCRIPTION,0,0,1
ABILITY_TRADER_PROTECTED_BY_MANDEKALU,LOC_ABILITY_TRADER_PROTECTED_BY_MANDEKALU_NAME,LOC_ABILITY_TRADER_PROTECTED_BY_MANDEKALU_DESCRIPTION,1,0,1
ABILITY_CORBACI,LOC_ABILITY_CORBACI_NAME,LOC_ABILITY_CORBACI_DESCRIPTION,0,0,1
ABILITY_EXPERT_MARKSMAN,LOC_PROMOTION_EXPERT_MARKSMAN_NAME,LOC_ABILITY_EXPERT_MARKSMAN_DESCRIPTION,0,0,1
ABILITY_GREAT_TURKISH_BOMBARD,LOC_ABILITY_GREAT_TURKISH_BOMBARD_NAME,LOC_ABILITY_GREAT_TURKISH_BOMBARD_DESCRIPTION,1,0,1
ABILITY_TOA,LOC_ABILITY_TOA_NAME,LOC_ABILITY_TOA_DESCRIPTION,0,0,1
ABILITY_CAROLEAN,LOC_ABILITY_CAROLEAN_NAME,LOC_ABILITY_CAROLEAN_DESCRIPTION,0,0,1
ABILITY_MANA,LOC_ABILITY_MANA_NAME,LOC_ABILITY_MANA_DESCRIPTION,1,0,1
ABILITY_CORSAIR,LOC_ABILITY_CORSAIR_NAME,LOC_ABILITY_CORSAIR_DESCRIPTION,0,0,1
ABILITY_ELIZABETH_PLUNDER_BONUS,LOC_TRAIT_LEADER_ELIZABETH_NAME,LOC_ABILITY_ELIZABETH_PLUNDER_BONUS_DESCRIPTION,1,0,1
ABILITY_LEVIED_HARALD,LOC_TRAIT_LEADER_HARALD_ALT_NAME,LOC_ABILITY_LEVIED_HARALD_DESCRIPTION,1,0,1
ABILITY_LINCOLN_MELEE_UNITS,LOC_TRAIT_LEADER_LINCOLN_NAME,LOC_ABILITY_LINCOLN_MELEE_UNITS_DESCRIPTION,1,0,1
ABILITY_SALADIN_FLANKING_UNITS,LOC_TRAIT_LEADER_SALADIN_ALT_NAME,LOC_ABILITY_SALADIN_FLANKING_UNITS_DESCRIPTION,1,0,1
ABILITY_QIN_MELEE_UNITS,LOC_TRAIT_LEADER_QIN_ALT_NAME,LOC_ABILITY_QIN_MELEE_UNITS_DESCRIPTION,1,0,1
ABILITY_EJERCITO_PATRIOTA_EXTRA_MOVEMENT,LOC_ABILITY_EJERCITO_PATRIOTA_EXTRA_MOVEMENT_NAME,LOC_ABILITY_EJERCITO_PATRIOTA_EXTRA_MOVEMENT_DESCRIPTION,1,0,1
ABILITY_MYSTERIOUS_CURRENTS,LOC_ABILITY_MYSTERIOUS_CURRENTS_NAME,LOC_ABILITY_MYSTERIOUS_CURRENTS_DESCRIPTION,1,1,1
ABILITY_WATER_OF_LIFE,LOC_ABILITY_WATER_OF_LIFE_NAME,LOC_ABILITY_WATER_OF_LIFE_DESCRIPTION,1,1,1
ABILITY_COMANDANTE_AOE_MOVEMENT,LOC_ABILITY_COMANDANTE_AOE_MOVEMENT_NAME,LOC_ABILITY_COMANDANTE_AOE_MOVEMENT_DESCRIPTION,1,0,1
ABILITY_COMANDANTE_AOE_STRENGTH,LOC_ABILITY_COMANDANTE_AOE_STRENGTH_NAME,LOC_ABILITY_COMANDANTE_AOE_STRENGTH_DESCRIPTION,1,0,1
ABILITY_COMMANDANTE_CAVALRY_BUFF,LOC_ABILITY_COMMANDANTE_CAVALRY_BUFF_NAME,LOC_ABILITY_COMMANDANTE_CAVALRY_BUFF_DESCRIPTION,1,0,1
ABILITY_COMMANDANTE_MELEE_ANTICAV_BUFF,LOC_ABILITY_COMMANDANTE_MELEE_ANTICAV_BUFF_NAME,LOC_ABILITY_COMMANDANTE_MELEE_ANTICAV_BUFF_DESCRIPTION,1,0,1
ABILITY_COMMANDANTE_UNIT_STRENGTH_BUFF,LOC_ABILITY_COMMANDANTE_UNIT_STRENGTH_BUFF_NAME,LOC_ABILITY_COMMANDANTE_UNIT_STRENGTH_BUFF_DESCRIPTION,1,0,1
ABILITY_COMMANDANTE_UNIT_STR_VS_DISTRICTS,LOC_ABILITY_COMMANDANTE_UNIT_STR_VS_DISTRICTS_NAME,LOC_ABILITY_COMMANDANTE_UNIT_STR_VS_DISTRICTS_DESCRIPTION,1,0,1
ABILITY_MUTAL_COMBAT_STRENGTH_NEAR_CAPITAL,LOC_ABILITY_MUTAL_COMBAT_STRENGTH_NEAR_CAPITAL_NAME,LOC_ABILITY_MUTAL_COMBAT_STRENGTH_NEAR_CAPITAL_DESCRIPTION,1,0,1
ABILITY_HULCHE,LOC_ABILITY_HULCHE_NAME,LOC_ABILITY_HULCHE_DESCRIPTION,0,0,1
ABILITY_NIHANG_BARRACKS_STRENGTH,LOC_ABILITY_NIHANG_BARRACKS_STRENGTH_NAME,LOC_ABILITY_NIHANG_BARRACKS_STRENGTH_DESCRIPTION,1,0,1
ABILITY_NIHANG_ARMORY_STRENGTH,LOC_ABILITY_NIHANG_ARMORY_STRENGTH_NAME,LOC_ABILITY_NIHANG_ARMORY_STRENGTH_DESCRIPTION,1,0,1
ABILITY_NIHANG_ACADEMY_STRENGTH,LOC_ABILITY_NIHANG_ACADEMY_STRENGTH_NAME,LOC_ABILITY_NIHANG_ACADEMY_STRENGTH_DESCRIPTION,1,0,1
ABILITY_LLANERO_ADJACENCY_STRENGTH,LOC_ABILITY_LLANERO_ADJACENCY_STRENGTH_NAME,LOC_ABILITY_LLANERO_ADJACENCY_STRENGTH_DESCRIPTION,0,0,1
ABILITY_BYZANTIUM_COMBAT_UNITS,LOC_ABILITY_BYZANTIUM_COMBAT_UNITS_NAME,LOC_ABILITY_BYZANTIUM_COMBAT_UNITS_DESCRIPTION,1,0,1
ABILITY_BYZANTIUM_RELIGIOUS_UNITS,LOC_ABILITY_BYZANTIUM_RELIGIOUS_UNITS_NAME,LOC_ABILITY_BYZANTIUM_RELIGIOUS_UNITS_DESCRIPTION,1,0,1
ABILITY_AMBIORIX_NEIGHBOR_COMBAT_BONUS,LOC_ABILITY_AMBIORIX_NEIGHBOR_COMBAT_BONUS_NAME,LOC_ABILITY_AMBIORIX_NEIGHBOR_COMBAT_BONUS_DESCRIPTION,1,0,1
ABILITY_ENABLE_WALL_ATTACK_SAME_RELIGION,LOC_ABILITY_ENABLE_WALL_ATTACK_SAME_RELIGION_NAME,LOC_ABILITY_ENABLE_WALL_ATTACK_SAME_RELIGION_DESCRIPTION,1,0,1
ABILITY_DROMON,LOC_ABILITY_DROMON_NAME,LOC_ABILITY_DROMON_DESCRIPTION,0,0,1
ABILITY_TAGMA,LOC_ABILITY_TAGMA_NAME,LOC_ABILITY_TAGMA_DESCRIPTION,0,0,1
ABILITY_TAGMA_RELIGIOUS_COMBAT,LOC_ABILITY_TAGMA_RELIGIOUS_COMBAT_NAME,LOC_ABILITY_TAGMA_RELIGIOUS_COMBAT_DESCRIPTION,1,0,1
ABILITY_TAGMA_NONRELIGIOUS_COMBAT,LOC_ABILITY_TAGMA_NONRELIGIOUS_COMBAT_NAME,LOC_ABILITY_TAGMA_NONRELIGIOUS_COMBAT_DESCRIPTION,1,0,1
ABILITY_GAESATAE,LOC_ABILITY_GAESATAE_NAME,LOC_ABILITY_GAESATAE_DESCRIPTION,0,0,1
ABILITY_FREE_RESOURCE_MAITENANCE_HIPPODROME,LOC_ABILITY_FREE_RESOURCE_MAITENANCE_HIPPODROME_NAME,LOC_ABILITY_FREE_RESOURCE_MAITENANCE_HIPPODROME_DESCRIPTION,1,0,1
ABILITY_TRIEU_FEATURES,LOC_ABILITY_TRIEU_FEATURES_NAME,LOC_ABILITY_TRIEU_FEATURES_DESCRIPTION,1,0,1
ABILITY_VOI_CHIEN,LOC_ABILITY_VOI_CHIEN_NAME,LOC_ABILITY_VOI_CHIEN_DESCRIPTION,0,0,1
ABILITY_NADER_SHAH_COMBAT,LOC_TRAIT_LEADER_NADER_SHAH_NAME,LOC_ABILITY_NADER_SHAH_COMBAT_DESCRIPTION,1,0,1
ABILITY_SULEIMAN_COMBAT,LOC_TRAIT_LEADER_SULEIMAN_ALT_NAME,LOC_ABILITY_SULEIMAN_COMBAT_DESCRIPTION,1,0,1
ABILITY_MENELIK_HILLS_COMBAT,LOC_ABILITY_MENELIK_HILLS_COMBAT_NAME,LOC_ABILITY_MENELIK_HILLS_COMBAT_DESCRIPTION,1,0,1
ABILITY_ETHIOPIAN_OROMO_CAVALRY,LOC_ABILITY_ETHIOPIAN_OROMO_CAVALRY_NAME,LOC_ABILITY_ETHIOPIAN_OROMO_CAVALRY_DESCRIPTION,0,0,1
ABILITY_SPREAD_DISSENT,LOC_ABILITY_SPREAD_DISSENT_NAME,LOC_ABILITY_SPREAD_DISSENT_DESCRIPTION,0,0,1
ABILITY_CULTIST_RELIC_ON_DEATH,LOC_ABILITY_CULTIST_RELIC_ON_DEATH_NAME,LOC_ABILITY_CULTIST_RELIC_ON_DEATH_DESCRIPTION,0,0,1
ABILITY_CULTIST_ENTER_FOREIGN_LANDS,LOC_ABILITY_CULTIST_ENTER_FOREIGN_LANDS_NAME,LOC_ABILITY_CULTIST_ENTER_FOREIGN_LANDS_DESCRIPTION,0,0,1
ABILITY_HIMERIOS_BONUS_EXPERIENCE,LOC_ABILITY_HIMERIOS_BONUS_EXPERIENCE_NAME,LOC_ABILITY_HIMERIOS_BONUS_EXPERIENCE_DESCRIPTION,1,0,1
ABILITY_WOLIN_LAND_UNITS,LOC_ABILITY_WOLIN_LAND_UNITS_NAME,LOC_ABILITY_WOLIN_LAND_UNITS_DESCRIPTION,1,0,1
ABILITY_WOLIN_NAVAL_UNITS,LOC_ABILITY_WOLIN_NAVAL_UNITS_UNITS_NAME,LOC_ABILITY_WOLIN_NAVAL_UNITS_DESCRIPTION,1,0,1
ABILITY_SABUM_KIBITTUM_ANTI_CAVALRY,LOC_ABILITY_SABUM_KIBITTUM_ANTI_CAVALRY_NAME,LOC_ABILITY_SABUM_KIBITTUM_ANTI_CAVALRY_DESCRIPTION,0,0,1
ABILITY_HERO_COMBAT_STRENGTH_AOE,LOC_HERO_ABILITY_COMBAT_STRENGTH_AOE_NAME,LOC_HERO_ABILITY_COMBAT_STRENGTH_AOE,0,0,1
ABILITY_HERO_COMBAT_STRENGTH_UNIT,LOC_HERO_CLASS_NAME,,1,0,1
ABILITY_HERO_ENTER_FOREIGN_LANDS,LOC_ABILITY_HERO_ENTER_FOREIGN_LANDS_NAME,LOC_ABILITY_HERO_ENTER_FOREIGN_LANDS_MODIFIER,0,0,1
ABILITY_HIPPOLYTA_HEAL_PER_TURN,LOC_ABILITY_HIPPOLYTA_HEAL_PER_TURN_NAME,,0,0,1
ABILITY_HUNAHPU_RESURRECT_KILL,LOC_ABILITY_HUNAHPU_RESURRECT_KILL_NAME,LOC_MODIFIER_HUNAHPU_RESURRECT_KILL,0,0,1
ABILITY_MULAN_STRENGTH_PER_TURN,LOC_ABILITY_MULAN_STRENGTH_PER_TURN_NAME,,0,0,1
ABILITY_MULAN_FORTIFY,LOC_ABILITY_MULAN_FORTIFY_NAME,,0,0,1
ABILITY_WUKONG_STEALTH,LOC_ABILITY_WUKONG_STEALTH_NAME,LOC_MODIFIER_WUKONG_STEALTH,0,0,1
ABILITY_WUKONG_LIFESPAN,LOC_ABILITY_WUKONG_LIFESPAN_NAME,LOC_ABILITY_WUKONG_LIFESPAN,0,0,1
ABILITY_SINBAD_GOLD_FOR_DISCOVERY,LOC_ABILITY_SINBAD_GOLD_FOR_DISCOVERY_NAME,,0,0,1
ABILITY_SINBAD_OCEAN_VALID_TERRAIN,LOC_ABILITY_SINBAD_OCEAN_VALID_TERRAIN_NAME,LOC_ABILITY_SINBAD_OCEAN_VALID_TERRAIN,0,0,1
ABILITY_HERO_IGNORE_FOREST_TERRAIN_COST,LOC_ABILITY_HERO_IGNORE_FOREST_TERRAIN_COST_NAME,LOC_ABILITY_HERO_IGNORE_FOREST_TERRAIN_COST,0,0,1
ABILITY_HERO_IGNORE_HILLS_TERRAIN_COST,LOC_ABILITY_HERO_IGNORE_HILLS_TERRAIN_COST_NAME,LOC_ABILITY_HERO_IGNORE_HILLS_TERRAIN_COST,0,0,1
ABILITY_HERO_IGNORE_ALL_TERRAIN_COST,LOC_ABILITY_HERO_IGNORE_ALL_TERRAIN_COST_NAME,LOC_ABILITY_HERO_IGNORE_ALL_TERRAIN_COST,0,0,1
ABILITY_PORTA_DO_CERCO_EXTRA_SIGHT,LOC_ABILITY_PORTA_DO_CERCO_EXTRA_SIGHT_NAME,LOC_ABILITY_PORTA_DO_CERCO_EXTRA_SIGHT_DESCRIPTION,1,0,1
ABILITY_NAU,LOC_ABILITY_NAU_NAME,LOC_ABILITY_NAU_DESCRIPTION,0,0,1
