RequirementId,Name,Type,Value,Extra,SecondExtra
REQUIRES_PLAYER_CAN_SEE_OIL,ResourceType,ARGTYPE_IDENTITY,RESOURCE_OIL,,
REQUIRES_PLAYER_HAS_NO_URANIUM,ResourceType,ARGTYPE_IDENTITY,RESOURCE_URANIUM,,
REQUIRES_PLAYER_CAN_SEE_URANIUM,ResourceType,ARGTYPE_IDENTITY,RESOURCE_URANIUM,,
REQUIRES_UNIT_IS_INQUISITOR,UnitType,ARGTYPE_IDENTITY,UNIT_INQUISITOR,,
REQUIRES_UNIT_IS_TRADER,UnitType,ARGTYPE_IDENTITY,UNIT_TRADER,,
REQUIRES_UNIT_LAND_DOMAIN,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_LAND,,
REQUIRES_UNIT_ON_COASTAL_LAND,Water,ARGTYPE_IDENTITY,1,,
REQUIRES_UNIT_SEA_DOMAIN,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_SEA,,
REQUIRES_UNIT_IN_SHALLOW_WATER,Water,ARGTYPE_IDENTITY,1,,
CITY_FOUNDED_BY_SETTLER_REQUIREMENT,TransferType,ARGTYPE_IDENTITY,BY_SETTLER,,
FOREIGN_CITY_REQUIRES_CITY_HAS_ROYAL_NAVY_DOCKYARD,DistrictType,ARGTYPE_IDENTITY,DISTRICT_ROYAL_NAVY_DOCKYARD,,
FOREIGN_CITY_REQUIRES_CITY_HAS_ROYAL_NAVY_DOCKYARD,MustBeFunctioning,ARGTYPE_IDENTITY,0,,
RECON_UNITS,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_RECON,,
REQUIRES_CITY_HAS_2_SPECIALTY_DISTRICTS,Amount,ARGTYPE_IDENTITY,2,,
REQUIRES_CITY_HAS_3_SPECIALTY_DISTRICTS,Amount,ARGTYPE_IDENTITY,3,,
REQUIRES_CITY_HAS_STADIUM,BuildingType,ARGTYPE_IDENTITY,BUILDING_STADIUM,,
REQUIRES_CITY_HAS_MILITARY_ACADEMY,BuildingType,ARGTYPE_IDENTITY,BUILDING_MILITARY_ACADEMY,,
REQUIRES_CITY_HAS_SEAPORT,BuildingType,ARGTYPE_IDENTITY,BUILDING_SEAPORT,,
REQUIREMENT_UNIT_IS_SPY,UnitType,ARGTYPE_IDENTITY,UNIT_SPY,,
REQUIREMENT_UNIT_IS_BUILDER,UnitType,ARGTYPE_IDENTITY,UNIT_BUILDER,,
REQUIRES_CITY_HAS_ENCAMPMENT,DistrictType,ARGTYPE_IDENTITY,DISTRICT_ENCAMPMENT,,
REQUIRES_CITY_HAS_HOLY_SITE,DistrictType,ARGTYPE_IDENTITY,DISTRICT_HOLY_SITE,,
REQUIRES_CITY_HAS_THEATER_DISTRICT,DistrictType,ARGTYPE_IDENTITY,DISTRICT_THEATER,,
REQUIRES_CITY_HAS_CAMPUS,DistrictType,ARGTYPE_IDENTITY,DISTRICT_CAMPUS,,
REQUIRES_CITY_HAS_COMMERCIAL_HUB,DistrictType,ARGTYPE_IDENTITY,DISTRICT_COMMERCIAL_HUB,,
REQUIRES_CITY_HAS_HARBOR,DistrictType,ARGTYPE_IDENTITY,DISTRICT_HARBOR,,
REQUIRES_CITY_HAS_INDUSTRIAL_ZONE,DistrictType,ARGTYPE_IDENTITY,DISTRICT_INDUSTRIAL_ZONE,,
REQUIRES_DISTRICT_IS_CAMPUS,DistrictType,ARGTYPE_IDENTITY,DISTRICT_CAMPUS,,
REQUIRES_DISTRICT_IS_HOLY_SITE,DistrictType,ARGTYPE_IDENTITY,DISTRICT_HOLY_SITE,,
REQUIRES_DISTRICT_IS_COMMERCIAL_HUB,DistrictType,ARGTYPE_IDENTITY,DISTRICT_COMMERCIAL_HUB,,
REQUIRES_DISTRICT_IS_HARBOR,DistrictType,ARGTYPE_IDENTITY,DISTRICT_HARBOR,,
REQUIRES_DISTRICT_IS_THEATER,DistrictType,ARGTYPE_IDENTITY,DISTRICT_THEATER,,
REQUIRES_DISTRICT_IS_ENCAMPMENT,DistrictType,ARGTYPE_IDENTITY,DISTRICT_ENCAMPMENT,,
REQUIRES_DISTRICT_IS_INDUSTRIAL_ZONE,DistrictType,ARGTYPE_IDENTITY,DISTRICT_INDUSTRIAL_ZONE,,
REQUIRES_DISTRICT_IS_ENTERTAINMENT_COMPLEX,DistrictType,ARGTYPE_IDENTITY,DISTRICT_ENTERTAINMENT_COMPLEX,,
REQUIRES_PLOT_HAS_ENCAMPMENT,DistrictType,ARGTYPE_IDENTITY,DISTRICT_ENCAMPMENT,,
REQUIRES_DISTRICT_IS_AQUEDUCT,DistrictType,ARGTYPE_IDENTITY,DISTRICT_AQUEDUCT,,
REQUIRES_DISTRICT_IS_CITY_CENTER,DistrictType,ARGTYPE_IDENTITY,DISTRICT_CITY_CENTER,,
REQUIRES_DISTRICT_IS_WORLD_WONDER,DistrictType,ARGTYPE_IDENTITY,DISTRICT_WONDER,,
REQUIRES_PLOT_HAS_HARBOR,DistrictType,ARGTYPE_IDENTITY,DISTRICT_HARBOR,,
REQUIRES_PLOT_HAS_COMMERCIAL_HUB,DistrictType,ARGTYPE_IDENTITY,DISTRICT_COMMERCIAL_HUB,,
REQUIRES_PLAYER_HAS_APPRENTICESHIP,TechnologyType,ARGTYPE_IDENTITY,TECH_APPRENTICESHIP,,
REQUIRES_PLAYER_HAS_WRITING,TechnologyType,ARGTYPE_IDENTITY,TECH_WRITING,,
REQUIRES_UNIT_IS_RELIGIOUS_ALL,Tag,ARGTYPE_IDENTITY,CLASS_RELIGIOUS_ALL,,
ANTI_CAVALRY_OPPONENT_REQUIREMENT_LC,Tag,ARGTYPE_IDENTITY,CLASS_LIGHT_CAVALRY,,
ANTI_CAVALRY_OPPONENT_REQUIREMENT_HC,Tag,ARGTYPE_IDENTITY,CLASS_HEAVY_CAVALRY,,
ANTI_CAVALRY_OPPONENT_REQUIREMENT_RC,Tag,ARGTYPE_IDENTITY,CLASS_RANGED_CAVALRY,,
ANTI_FIGHTER_AIRCRAFT_OPPONENT_REQUIREMENT,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_AIR_FIGHTER,,
ADJACENT_FRIENDLY_OBSERVER_UNIT_REQUIREMENT,Tag,ARGTYPE_IDENTITY,CLASS_OBSERVATION,,
SIEGE_UNIT_REQUIREMENT,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_SIEGE,,
ADJACENT_UNIT_REQUIREMENT,MinDistance,ARGTYPE_IDENTITY,0,,
VARU_ADJACENT_UNIT_AT_WAR_REQUIREMENT,MinDistance,ARGTYPE_IDENTITY,1,,
VARU_ADJACENT_UNIT_AT_WAR_REQUIREMENT,MaxDistance,ARGTYPE_IDENTITY,1,,
PLOT_UNIT_IS_APOSTLE_REQUIREMENTS,UnitType,ARGTYPE_IDENTITY,UNIT_APOSTLE,,
PLOT_UNIT_IS_APOSTLE_REQUIREMENTS,LayerIndex,ARGTYPE_IDENTITY,3,,
PLOT_UNIT_IS_INQUISITOR_REQUIREMENTS,UnitType,ARGTYPE_IDENTITY,UNIT_INQUISITOR,,
PLOT_UNIT_IS_INQUISITOR_REQUIREMENTS,LayerIndex,ARGTYPE_IDENTITY,3,,
PLOT_UNIT_IS_MISSIONARY_REQUIREMENTS,UnitType,ARGTYPE_IDENTITY,UNIT_MISSIONARY,,
REQUIRES_UNIT_IS_ADJACENT_RELIGIOUS_ALL_TAG,Tag,ARGTYPE_IDENTITY,CLASS_RELIGIOUS_ALL,,
REQUIRES_UNIT_IS_ADJACENT_RELIGIOUS_ALL_TAG,IncludeCenter,ARGTYPE_IDENTITY,1,,
PLOT_UNIT_IS_MISSIONARY_REQUIREMENTS,LayerIndex,ARGTYPE_IDENTITY,3,,
PLOT_UNIT_IS_GURU_REQUIREMENTS,UnitType,ARGTYPE_IDENTITY,UNIT_GURU,,
PLOT_UNIT_IS_GURU_REQUIREMENTS,LayerIndex,ARGTYPE_IDENTITY,3,,
REQUIRES_UNIT_NEXT_TO_HOPLITE,UnitType,ARGTYPE_IDENTITY,UNIT_GREEK_HOPLITE,,
REQUIRES_TERRAIN_OCEAN,TerrainType,ARGTYPE_IDENTITY,TERRAIN_OCEAN,,
REQUIRES_TERRAIN_COAST,TerrainType,ARGTYPE_IDENTITY,TERRAIN_COAST,,
PLOT_IS_GRASS_HILLS_TERRAIN_REQUIREMENT,TerrainType,ARGTYPE_IDENTITY,TERRAIN_GRASS_HILLS,,
PLOT_IS_PLAINS_HILLS_TERRAIN_REQUIREMENT,TerrainType,ARGTYPE_IDENTITY,TERRAIN_PLAINS_HILLS,,
PLOT_IS_TUNDRA_HILLS_TERRAIN_REQUIREMENT,TerrainType,ARGTYPE_IDENTITY,TERRAIN_TUNDRA_HILLS,,
PLOT_IS_DESERT_HILLS_TERRAIN_REQUIREMENT,TerrainType,ARGTYPE_IDENTITY,TERRAIN_DESERT_HILLS,,
PLOT_IS_SNOW_HILLS_TERRAIN_REQUIREMENT,TerrainType,ARGTYPE_IDENTITY,TERRAIN_SNOW_HILLS,,
REQUIRES_UNIT_IS_LAND_DOMAIN,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_LAND,,
BATTLECRY_OPPONENT_REQUIREMENTS_MET,RequirementSetId,ARGTYPE_IDENTITY,BATTLECRY_OPPONENT_REQUIREMENTS,,
OPPONENT_ANTI_CAVALRY_REQUIREMENT,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_ANTI_CAVALRY,,
OPPONENT_SIEGE_REQUIREMENT,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_SIEGE,,
OPPONENT_RANGED_REQUIREMENT,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_RANGED,,
RANGED_COMBAT_REQUIREMENTS,CombatType,ARGTYPE_IDENTITY,COMBAT_RANGED,,
MELEE_COMBAT_REQUIREMENTS,CombatType,ARGTYPE_IDENTITY,COMBAT_MELEE,,
REACTIVE_ARMOR_OPPONENT_REQUIREMENTS_MET_REQUIREMENT,RequirementSetId,ARGTYPE_IDENTITY,REACTIVE_ARMOR_OPPONENT_REQUIREMENTS,,
STRAFE_OPPONENT_REQUIREMENTS_MET_REQUIREMENT,RequirementSetId,ARGTYPE_IDENTITY,STRAFE_OPPONENT_REQUIREMENTS,,
TANK_BUSTER_OPPONENT_REQUIREMENTS_MET_REQUIREMENT,RequirementSetId,ARGTYPE_IDENTITY,TANK_BUSTER_OPPONENT_REQUIREMENTS,,
OPPONENT_IS_LAND_UNIT_REQUIREMENTS,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_LAND,,
OPPONENT_IS_FIGHTER_UNIT_REQUIREMENTS,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_AIR_FIGHTER,,
OPPONENT_IS_BOMBER_UNIT_REQUIREMENTS,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_AIR_BOMBER,,
OPPONENT_IS_ANTI_AIR_REQUIREMENT,Tag,ARGTYPE_IDENTITY,CLASS_ANTI_AIR,,
OPPONENT_IS_LIGHT_CAVALRY_UNIT_REQUIREMENTS,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_LIGHT_CAVALRY,,
OPPONENT_IS_HEAVY_CAVALRY_UNIT_REQUIREMENTS,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_HEAVY_CAVALRY,,
OPPONENT_IS_NOT_LIGHT_CAVALRY_UNIT_REQUIREMENTS,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_LIGHT_CAVALRY,,
OPPONENT_IS_NOT_HEAVY_CAVALRY_UNIT_REQUIREMENTS,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_HEAVY_CAVALRY,,
OPPONENT_IS_NOT_AIR_UNIT_REQUIREMENTS,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_AIR,,
OPPONENT_IS_NAVAL_UNIT_REQUIREMENTS,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_SEA,,
OPPONENT_IS_AIR_UNIT_REQUIREMENTS,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_AIR,,
GARRISON_PLOT_REQUIREMENTS_MET,RequirementSetId,ARGTYPE_IDENTITY,GARRISON_PLOT_REQUIREMENTS,,
UNIT_IS_OCCUPYING_FORT_REQUIREMENT,ImprovementType,ARGTYPE_IDENTITY,IMPROVEMENT_FORT,,
UNIT_IS_OCCUPYING_ROMAN_FORT_REQUIREMENT,ImprovementType,ARGTYPE_IDENTITY,IMPROVEMENT_ROMAN_FORT,,
UNIT_IS_OCCUPYING_DEFENSE_IMPROVEMENT,Amount,ARGTYPE_IDENTITY,1,,
ECHELON_OPPONENT_REQUIREMENT_LC,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_LIGHT_CAVALRY,,
ECHELON_OPPONENT_REQUIREMENT_HC,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_HEAVY_CAVALRY,,
OPPONENT_IS_PROMOTION_CLASS_MELEE,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_MELEE,,
UNIT_IS_NOT_ANTICAV_REQUIREMENT,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_ANTI_CAVALRY,,
OPPONENT_IS_RAIDER,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_NAVAL_RAIDER,,
OPPONENT_IS_HEAVY_CAVALRY_REQUIREMENT,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_HEAVY_CAVALRY,,
CHOKE_POINTS_PLOT_REQUIREMENTS_MET_REQUIREMENT,RequirementSetId,ARGTYPE_IDENTITY,CHOKE_POINTS_PLOT_REQUIREMENTS,,
OPPONENT_IS_DAMAGED_UNIT_REQUIREMENT,MinimumAmount,ARGTYPE_IDENTITY,1,,
COURSERS_OPPONENT_REQUIREMENTS_MET_REQUIREMENT,RequirementSetId,ARGTYPE_IDENTITY,COURSERS_OPPONENT_REQUIREMENTS,,
PLOT_IS_FOREST_REQUIREMENT,FeatureType,ARGTYPE_IDENTITY,FEATURE_FOREST,,
PLOT_IS_JUNGLE_REQUIREMENT,FeatureType,ARGTYPE_IDENTITY,FEATURE_JUNGLE,,
PLOT_IS_MARSH_REQUIREMENT,FeatureType,ARGTYPE_IDENTITY,FEATURE_MARSH,,
HOLD_THE_LINE_ADJACENT_UNIT_REQUIREMENT,MinDistance,ARGTYPE_IDENTITY,1,,
OPPONENT_IS_LAND_UNIT,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_LAND,,
OPPONENT_IS_SEA_UNIT,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_SEA,,
OPPONENT_PLOT_IS_CITY_CENTER_REQUIREMENT,DistrictType,ARGTYPE_IDENTITY,DISTRICT_CITY_CENTER,,
TIME_DEFEAT_SCORE_DISABLED,VictoryType,ARGTYPE_IDENTITY,VICTORY_SCORE,,
DEFAULT_VICTORY_REQUIREMENT,CollectionType,ARGTYPE_IDENTITY,COLLECTION_MAJOR_TEAMS,,
DEFAULT_VICTORY_REQUIREMENT,Count,ARGTYPE_IDENTITY,1,,
DEFAULT_VICTORY_DOMINATION_DISABLED,VictoryType,ARGTYPE_IDENTITY,VICTORY_CONQUEST,,
CULTURE_VICTORY_REQUIREMENT,CollectionType,ARGTYPE_IDENTITY,COLLECTION_TEAM_PLAYERS,,
CULTURE_VICTORY_REQUIREMENT,RequirementSetId,ARGTYPE_IDENTITY,CULTURE_VICTORY_PER_MEMBER_REQUIREMENTS,,
CULTURE_VICTORY_PER_MEMBER_REQUIREMENT,CollectionType,ARGTYPE_IDENTITY,COLLECTION_MAJOR_OPPOSING_PLAYERS,,
CULTURE_VICTORY_PER_MEMBER_REQUIREMENT,RequirementSetId,ARGTYPE_IDENTITY,CULTURE_VICTORY_ENOUGH_TOURISTS_REQUIREMENTS,,
RELIGIOUS_VICTORY_REQUIREMENT,CollectionType,ARGTYPE_IDENTITY,COLLECTION_TEAM_PLAYERS,,
RELIGIOUS_VICTORY_REQUIREMENT,RequirementSetId,ARGTYPE_IDENTITY,RELIGIOUS_VICTORY_PER_MEMBER_REQUIREMENTS,,
RELIGIOUS_VICTORY_PER_MEMBER_REQUIREMENT,CollectionType,ARGTYPE_IDENTITY,COLLECTION_MAJOR_OPPOSING_PLAYERS,,
RELIGIOUS_VICTORY_PER_MEMBER_REQUIREMENT,RequirementSetId,ARGTYPE_IDENTITY,RELIGIOUS_VICTORY_RELIGIOUS_MAJORITY_REQUIREMENTS,,
TECHNOLOGY_VICTORY_EARTH_SATELLITE,ProjectType,ARGTYPE_IDENTITY,PROJECT_LAUNCH_EARTH_SATELLITE,,
TECHNOLOGY_VICTORY_MOON_LANDING,ProjectType,ARGTYPE_IDENTITY,PROJECT_LAUNCH_MOON_LANDING,,
REQUIRES_PLAYER_HAS_MASS_PRODUCTION_TECHNOLOGY,TechnologyType,ARGTYPE_IDENTITY,TECH_MASS_PRODUCTION,,
REQUIRES_PLOT_ADJACENT_TO_AQUEDUCT,DistrictType,ARGTYPE_IDENTITY,DISTRICT_AQUEDUCT,,
REQUIRES_CITY_HAS_PRASAT,BuildingType,ARGTYPE_IDENTITY,BUILDING_PRASAT,,
REQUIRES_CITY_HAS_AQUEDUCT,DistrictType,ARGTYPE_IDENTITY,DISTRICT_AQUEDUCT,,
REQUIRES_PLAYER_IS_INDUSTRIAL_ERA,EraType,ARGTYPE_IDENTITY,ERA_INDUSTRIAL,,
REQUIRES_PLOT_HAS_SHALLOW_WATER,TerrainType,ARGTYPE_IDENTITY,TERRAIN_COAST,,
MAP_CONTAINS_LYSEFJORDEN,FeatureType,ARGTYPE_IDENTITY,FEATURE_LYSEFJORDEN,,
MAP_CONTAINS_GIANTS_CAUSEWAY,FeatureType,ARGTYPE_IDENTITY,FEATURE_GIANTS_CAUSEWAY,,
PLOT_ADJACENT_TO_LYSEFJORDEN_REQUIREMENT,FeatureType,ARGTYPE_IDENTITY,FEATURE_LYSEFJORDEN,,
UNIT_IS_NAVAL_REQUIREMENT,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_SEA,,
PLOT_ADJACENT_TO_GIANTS_CAUSEWAY_REQUIREMENT,FeatureType,ARGTYPE_IDENTITY,FEATURE_GIANTS_CAUSEWAY,,
REQUIRES_PLOT_ADJACENT_TO_PYRAMID,ImprovementType,ARGTYPE_IDENTITY,IMPROVEMENT_PYRAMID,,
REQUIRES_LEADS_DISTRICTS,DistrictPercentThreshold,ARGTYPE_IDENTITY,80,,
REQUIRES_LEADS_DISTRICTS,MinDistrictsNeeded,ARGTYPE_IDENTITY,3,,
REQUIRES_LEADS_DISTRICTS,AboveThreshold,ARGTYPE_IDENTITY,1,,
REQUIRES_LAGS_DISTRICTS,DistrictPercentThreshold,ARGTYPE_IDENTITY,60,,
REQUIRES_LAGS_DISTRICTS,MinDistrictsNeeded,ARGTYPE_IDENTITY,3,,
REQUIRES_LAGS_DISTRICTS,AboveThreshold,ARGTYPE_IDENTITY,0,,
UNIT_ADJACENT_TO_GREAT_GENERAL,UnitType,ARGTYPE_IDENTITY,UNIT_GREAT_GENERAL,,
UNIT_ADJACENT_TO_GREAT_GENERAL,IncludeCenter,ARGTYPE_IDENTITY,1,,
REQUIRES_CITY_HAS_APADANA,BuildingType,ARGTYPE_IDENTITY,BUILDING_APADANA,,
REQUIREMENT_UNIT_IS_ADMIRAL,GreatPersonClassType,ARGTYPE_IDENTITY,GREAT_PERSON_CLASS_ADMIRAL,,
REQUIREMENT_UNIT_IS_ENGINEER,GreatPersonClassType,ARGTYPE_IDENTITY,GREAT_PERSON_CLASS_ENGINEER,,
REQUIRES_PLAYER_HAS_POLITICAL_PHILOSOPHY,CivicType,ARGTYPE_IDENTITY,CIVIC_POLITICAL_PHILOSOPHY,,
REQUIREMENT_UNIT_IS_HETAIROI,Tag,ARGTYPE_IDENTITY,CLASS_HETAIROI,,
REQUIRES_CITY_HAS_TSIKHE,BuildingType,ARGTYPE_IDENTITY,BUILDING_TSIKHE,,
REQUIRES_PLOT_ADJACENT_TO_SEOWON,DistrictType,ARGTYPE_IDENTITY,DISTRICT_SEOWON,,
REQUIRES_ERA_ATLEASTEXPANSION_ATOMIC,EraType,ARGTYPE_IDENTITY,ERA_ATOMIC,,
REQUIRES_PLOT_HAS_EYE_SAHARA,FeatureType,ARGTYPE_IDENTITY,FEATURE_EYE_OF_THE_SAHARA,,
PLAYER_HAS_ZHANGYE_DANXIA,FeatureType,ARGTYPE_IDENTITY,FEATURE_ZHANGYE_DANXIA,,
MAP_CONTAINS_MATTERHORN,FeatureType,ARGTYPE_IDENTITY,FEATURE_MATTERHORN,,
MATTERHORN_REQUIRES_ADJACENT_UNIT,FeatureType,ARGTYPE_IDENTITY,FEATURE_MATTERHORN,,
REQUIRES_HAS_HIGH_WALLS,AverageWallLevelThreshold,ARGTYPE_IDENTITY,1.0,,
REQUIRES_HAS_HIGH_WALLS,AboveThreshold,ARGTYPE_IDENTITY,1,,
REQUIRES_HAS_LOW_WALLS,AverageWallLevelThreshold,ARGTYPE_IDENTITY,0.5,,
REQUIRES_HAS_LOW_WALLS,AboveThreshold,ARGTYPE_IDENTITY,0,,
REQUIRES_HAS_MANY_ALLIANCES,MinOwnerAlliances,ARGTYPE_IDENTITY,1,,
REQUIRES_HAS_FEW_ALLIANCES,MinOwnerAlliances,ARGTYPE_IDENTITY,1,,
REQUIRES_HAS_FEW_ALLIANCES,ChecKForFewer,ARGTYPE_IDENTITY,1,,
REQUIRES_SHARING_INFO,SharingInfoWell,ARGTYPE_IDENTITY,1,,
REQUIRES_NOT_SHARING_INFO,SharingInfoWell,ARGTYPE_IDENTITY,0,,
REQUIRES_NO_MARKET,BuildingType,ARGTYPE_IDENTITY,BUILDING_MARKET,,
REQUIRES_NO_MARKET,MustBeFunctioning,ARGTYPE_IDENTITY,0,,
REQUIRES_CITY_HAS_5_SNOW,TerrainType,ARGTYPE_IDENTITY,TERRAIN_SNOW,,
REQUIRES_CITY_HAS_5_SNOW,Hills,ARGTYPE_IDENTITY,1,,
REQUIRES_CITY_HAS_5_SNOW,Amount,ARGTYPE_IDENTITY,5,,
REQUIRES_PLOT_HAS_ARTEMIS_WITHIN_4,BuildingType,ARGTYPE_IDENTITY,BUILDING_TEMPLE_ARTEMIS,,
REQUIRES_PLOT_HAS_ARTEMIS_WITHIN_4,MinRange,ARGTYPE_IDENTITY,0,,
REQUIRES_PLOT_HAS_ARTEMIS_WITHIN_4,MaxRange,ARGTYPE_IDENTITY,4,,
REQUIRES_PLOT_HAS_LIBERTY_WITHIN_6,BuildingType,ARGTYPE_IDENTITY,BUILDING_STATUE_LIBERTY,,
REQUIRES_PLOT_HAS_LIBERTY_WITHIN_6,MinRange,ARGTYPE_IDENTITY,0,,
REQUIRES_PLOT_HAS_LIBERTY_WITHIN_6,MaxRange,ARGTYPE_IDENTITY,6,,
REQUIRES_PLOT_HAS_COLOSSEUM_WITHIN_6,BuildingType,ARGTYPE_IDENTITY,BUILDING_COLOSSEUM,,
REQUIRES_PLOT_HAS_COLOSSEUM_WITHIN_6,MinRange,ARGTYPE_IDENTITY,0,,
REQUIRES_PLOT_HAS_COLOSSEUM_WITHIN_6,MaxRange,ARGTYPE_IDENTITY,6,,
REQUIRES_SUZERAIN_SCIENTIFIC_1_LEADER,Amount,ARGTYPE_IDENTITY,1,,
REQUIRES_SUZERAIN_SCIENTIFIC_1_LEADER,LeaderType,ARGTYPE_IDENTITY,LEADER_MINOR_CIV_SCIENTIFIC,,
REQUIRES_SUZERAIN_RELIGIOUS_1_LEADER,Amount,ARGTYPE_IDENTITY,1,,
REQUIRES_SUZERAIN_RELIGIOUS_1_LEADER,LeaderType,ARGTYPE_IDENTITY,LEADER_MINOR_CIV_RELIGIOUS,,
REQUIRES_SUZERAIN_TRADE_1_LEADER,Amount,ARGTYPE_IDENTITY,1,,
REQUIRES_SUZERAIN_TRADE_1_LEADER,LeaderType,ARGTYPE_IDENTITY,LEADER_MINOR_CIV_TRADE,,
REQUIRES_SUZERAIN_CULTURAL_1_LEADER,Amount,ARGTYPE_IDENTITY,1,,
REQUIRES_SUZERAIN_CULTURAL_1_LEADER,LeaderType,ARGTYPE_IDENTITY,LEADER_MINOR_CIV_CULTURAL,,
REQUIRES_SUZERAIN_MILITARISTIC_1_LEADER,Amount,ARGTYPE_IDENTITY,1,,
REQUIRES_SUZERAIN_MILITARISTIC_1_LEADER,LeaderType,ARGTYPE_IDENTITY,LEADER_MINOR_CIV_MILITARISTIC,,
REQUIRES_SUZERAIN_INDUSTRIAL_1_LEADER,Amount,ARGTYPE_IDENTITY,1,,
REQUIRES_SUZERAIN_INDUSTRIAL_1_LEADER,LeaderType,ARGTYPE_IDENTITY,LEADER_MINOR_CIV_INDUSTRIAL,,
REQUIRES_SUZERAIN_SCIENTIFIC_2_LEADERS,Amount,ARGTYPE_IDENTITY,2,,
REQUIRES_SUZERAIN_SCIENTIFIC_2_LEADERS,LeaderType,ARGTYPE_IDENTITY,LEADER_MINOR_CIV_SCIENTIFIC,,
REQUIRES_SUZERAIN_RELIGIOUS_2_LEADERS,Amount,ARGTYPE_IDENTITY,2,,
REQUIRES_SUZERAIN_RELIGIOUS_2_LEADERS,LeaderType,ARGTYPE_IDENTITY,LEADER_MINOR_CIV_RELIGIOUS,,
REQUIRES_SUZERAIN_TRADE_2_LEADERS,Amount,ARGTYPE_IDENTITY,2,,
REQUIRES_SUZERAIN_TRADE_2_LEADERS,LeaderType,ARGTYPE_IDENTITY,LEADER_MINOR_CIV_TRADE,,
REQUIRES_SUZERAIN_CULTURAL_2_LEADERS,Amount,ARGTYPE_IDENTITY,2,,
REQUIRES_SUZERAIN_CULTURAL_2_LEADERS,LeaderType,ARGTYPE_IDENTITY,LEADER_MINOR_CIV_CULTURAL,,
REQUIRES_SUZERAIN_MILITARISTIC_2_LEADERS,Amount,ARGTYPE_IDENTITY,2,,
REQUIRES_SUZERAIN_MILITARISTIC_2_LEADERS,LeaderType,ARGTYPE_IDENTITY,LEADER_MINOR_CIV_MILITARISTIC,,
REQUIRES_SUZERAIN_INDUSTRIAL_2_LEADERS,Amount,ARGTYPE_IDENTITY,2,,
REQUIRES_SUZERAIN_INDUSTRIAL_2_LEADERS,LeaderType,ARGTYPE_IDENTITY,LEADER_MINOR_CIV_INDUSTRIAL,,
REQUIRES_PLOT_HAS_REEF,FeatureType,ARGTYPE_IDENTITY,FEATURE_REEF,,
AQUATICS_CENTER_REQUIREMENTS_MET_REQUIREMENT,RequirementSetId,ARGTYPE_IDENTITY,AQUATICS_CENTER_COASTAL_WONDER_REQUIREMENTS,,
REQUIRES_POPULATION_10,Amount,ARGTYPE_IDENTITY,10,,
REQUIRES_POPULATION_20,Amount,ARGTYPE_IDENTITY,20,,
REQUIRES_CITY_HAS_ST_BASILS,BuildingType,ARGTYPE_IDENTITY,BUILDING_ST_BASILS_CATHEDRAL,,
PLAYER_HAS_GOV_BUILDING_TALL_REQUIREMENT,BuildingType,ARGTYPE_IDENTITY,BUILDING_GOV_TALL,,
PLAYER_HAS_GOV_BUILDING_WIDE_REQUIREMENT,BuildingType,ARGTYPE_IDENTITY,BUILDING_GOV_WIDE,,
PLAYER_HAS_GOV_BUILDING_CONQUEST_REQUIREMENT,BuildingType,ARGTYPE_IDENTITY,BUILDING_GOV_CONQUEST,,
PLAYER_HAS_GOV_BUILDING_CITYSTATES_REQUIREMENT,BuildingType,ARGTYPE_IDENTITY,BUILDING_GOV_CITYSTATES,,
PLAYER_HAS_GOV_BUILDING_FAITH_REQUIREMENT,BuildingType,ARGTYPE_IDENTITY,BUILDING_GOV_FAITH,,
