UnitType,Name,BaseSightRange,BaseMoves,Combat,RangedCombat,Range,Bombard,Domain,FormationClass,Cost,PopulationCost,FoundCity,FoundReligion,MakeTradeRoute,EvangelizeBelief,LaunchInquisition,RequiresInquisition,BuildCharges,ReligiousStrength,ReligionEvictPercent,SpreadCharges,ReligiousHealCharges,ExtractsArtifacts,Description,Flavor,CanCapture,CanRetreatWhenCaptured,TraitType,AllowBarbarians,CostProgressionModel,CostProgressionParam1,PromotionClass,InitialLevel,NumRandomChoices,PrereqTech,PrereqCivic,PrereqDistrict,PrereqPopulation,LeaderType,CanTrain,StrategicResource,PurchaseYield,MustPurchase,Maintenance,Stackable,AirSlots,CanTargetAir,PseudoYieldType,ZoneOfControl,AntiAirCombat,Spy,WMDCapable,ParkCharges,IgnoreMoves,TeamVisibility,ObsoleteTech,ObsoleteCivic,MandatoryObsoleteTech,MandatoryObsoleteCivic,AdvisorType,EnabledByReligion,TrackReligion,DisasterCharges,UseMaxMeleeTrainedStrength,ImmediatelyName,CanEarnExperience
UNIT_ARABIAN_MAMLUK,LOC_UNIT_ARABIAN_MAMLUK_NAME,2,4,50,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,220,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_ARABIAN_MAMLUK_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_ARABIAN_MAMLUK,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_HEAVY_CAVALRY,1,0,TECH_STIRRUPS,,,,,1,RESOURCE_IRON,YIELD_GOLD,0,4,0,0,0,,1,0,0,0,0,0,0,,,TECH_COMPOSITES,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_CROSSBOWMAN,LOC_UNIT_CROSSBOWMAN_NAME,2,2,30,40,2,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,180,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_CROSSBOWMAN_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_RANGED,1,0,TECH_MACHINERY,,,,,1,,YIELD_GOLD,0,3,0,0,0,,0,0,0,0,0,0,0,,,TECH_ADVANCED_BALLISTICS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_CHINESE_CROUCHING_TIGER,LOC_UNIT_CHINESE_CROUCHING_TIGER_NAME,2,2,30,50,1,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,140,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_CHINESE_CROUCHING_TIGER_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_CHINESE_CROUCHING_TIGER,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_RANGED,1,0,TECH_MACHINERY,,,,,1,,YIELD_GOLD,0,3,0,0,0,,0,0,0,0,0,0,0,,,TECH_ADVANCED_BALLISTICS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MILITARY_ENGINEER,LOC_UNIT_MILITARY_ENGINEER_NAME,2,2,0,0,0,0,DOMAIN_LAND,FORMATION_CLASS_SUPPORT,170,,0,0,0,0,0,0,2,0,0,0,0,0,LOC_UNIT_MILITARY_ENGINEER_ALT_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_SUPPORT,1,0,TECH_MILITARY_ENGINEERING,,,,,1,,YIELD_GOLD,0,2,0,0,0,,0,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_PIKEMAN,LOC_UNIT_PIKEMAN_NAME,2,2,45,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,180,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_PIKEMAN_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_ANTI_CAVALRY,1,0,TECH_MILITARY_TACTICS,,,,,1,,YIELD_GOLD,0,2,0,0,0,,1,0,0,0,0,0,0,,,TECH_COMPOSITES,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MUSKETMAN,LOC_UNIT_MUSKETMAN_NAME,2,2,55,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,240,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_MUSKETMAN_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,TECH_GUNPOWDER,,,,,1,RESOURCE_NITER,YIELD_GOLD,0,4,0,0,0,,1,0,0,0,0,0,0,,,TECH_ADVANCED_BALLISTICS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_SPANISH_CONQUISTADOR,LOC_UNIT_SPANISH_CONQUISTADOR_NAME,2,2,58,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,250,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_SPANISH_CONQUISTADOR_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_SPANISH_CONQUISTADOR,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,TECH_GUNPOWDER,,,,,1,RESOURCE_NITER,YIELD_GOLD,0,4,0,0,0,,1,0,0,0,0,0,0,,,TECH_ADVANCED_BALLISTICS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_CARAVEL,LOC_UNIT_CARAVEL_NAME,3,4,55,0,0,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,240,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_CARAVEL_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_MELEE,1,0,TECH_CARTOGRAPHY,,,,,1,,YIELD_GOLD,0,4,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,0,0,0,0,0,0,,,TECH_COMBINED_ARMS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_BOMBARD,LOC_UNIT_BOMBARD_NAME,2,2,45,0,2,55,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,280,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_BOMBARD_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_SIEGE,1,0,TECH_METAL_CASTING,,,,,1,RESOURCE_NITER,YIELD_GOLD,0,4,0,0,0,,0,0,0,0,0,0,0,,,TECH_GUIDANCE_SYSTEMS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_FRIGATE,LOC_UNIT_FRIGATE_NAME,2,4,45,55,2,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,280,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_FRIGATE_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_RANGED,1,0,TECH_SQUARE_RIGGING,,,,,1,RESOURCE_NITER,YIELD_GOLD,0,5,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,0,0,0,0,0,0,,,TECH_LASERS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_PRIVATEER,LOC_UNIT_PRIVATEER_NAME,2,4,40,50,2,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,280,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_PRIVATEER_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_RAIDER,1,0,,CIVIC_MERCANTILISM,,,,1,,YIELD_GOLD,0,4,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,0,0,0,0,0,0,,,TECH_LASERS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_ENGLISH_SEADOG,LOC_UNIT_ENGLISH_SEADOG_NAME,2,4,40,55,2,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,280,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_ENGLISH_SEADOG_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_ENGLISH_SEADOG,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_RAIDER,1,0,,CIVIC_MERCANTILISM,,,,1,,YIELD_GOLD,0,4,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,0,0,0,0,0,0,,,TECH_TELECOMMUNICATIONS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_FIELD_CANNON,LOC_UNIT_FIELD_CANNON_NAME,2,2,50,60,2,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,330,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_FIELD_CANNON_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_RANGED,1,0,TECH_BALLISTICS,,,,,1,,YIELD_GOLD,0,5,0,0,0,,0,0,0,0,0,0,0,,,TECH_TELECOMMUNICATIONS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_CAVALRY,LOC_UNIT_CAVALRY_NAME,2,5,62,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,330,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_CAVALRY_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_LIGHT_CAVALRY,1,0,TECH_MILITARY_SCIENCE,,,,,1,RESOURCE_HORSES,YIELD_GOLD,0,5,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_RUSSIAN_COSSACK,LOC_UNIT_RUSSIAN_COSSACK_NAME,2,5,67,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,340,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_RUSSIAN_COSSACK_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_RUSSIAN_COSSACK,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_LIGHT_CAVALRY,1,0,TECH_MILITARY_SCIENCE,,,,,1,RESOURCE_HORSES,YIELD_GOLD,0,5,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_ENGLISH_REDCOAT,LOC_UNIT_ENGLISH_REDCOAT_NAME,2,2,70,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,360,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_ENGLISH_REDCOAT_DESCRIPTION,,1,0,TRAIT_LEADER_UNIT_ENGLISH_REDCOAT,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,TECH_MILITARY_SCIENCE,,,,,1,RESOURCE_NITER,YIELD_GOLD,0,5,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_FRENCH_GARDE_IMPERIALE,LOC_UNIT_FRENCH_GARDE_IMPERIALE_NAME,2,2,70,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,360,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_FRENCH_GARDE_IMPERIALE_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_FRENCH_GARDE_IMPERIALE,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,TECH_MILITARY_SCIENCE,,,,,1,RESOURCE_NITER,YIELD_GOLD,0,5,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MEDIC,LOC_UNIT_MEDIC_NAME,2,2,0,0,0,0,DOMAIN_LAND,FORMATION_CLASS_SUPPORT,370,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_MEDIC_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_SUPPORT,1,0,TECH_SANITATION,,,,,1,,YIELD_GOLD,0,5,0,0,0,,0,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_IRONCLAD,LOC_UNIT_IRONCLAD_NAME,3,5,70,0,0,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,380,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_IRONCLAD_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_MELEE,1,0,TECH_STEAM_POWER,,,,,1,RESOURCE_COAL,YIELD_GOLD,0,5,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_RANGER,LOC_UNIT_RANGER_NAME,2,3,45,60,1,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,380,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_RANGER_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_RECON,1,0,TECH_RIFLING,,,,,1,,YIELD_GOLD,0,5,0,0,0,,0,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_OBSERVATION_BALLOON,LOC_UNIT_OBSERVATION_BALLOON_NAME,3,2,0,0,0,0,DOMAIN_LAND,FORMATION_CLASS_SUPPORT,240,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_OBSERVATION_BALLOON_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_SUPPORT,1,0,TECH_FLIGHT,,,,,1,,YIELD_GOLD,0,2,0,0,0,,0,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_BIPLANE,LOC_UNIT_BIPLANE_NAME,4,6,80,75,4,0,DOMAIN_AIR,FORMATION_CLASS_AIR,430,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_BIPLANE_DESCRIPTION,,0,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_AIR_FIGHTER,1,0,TECH_FLIGHT,,DISTRICT_AERODROME,,,1,RESOURCE_OIL,YIELD_GOLD,0,6,1,0,1,PSEUDOYIELD_UNIT_AIR_COMBAT,0,0,0,0,0,1,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_INFANTRY,LOC_UNIT_INFANTRY_NAME,2,2,75,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,430,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_INFANTRY_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,TECH_REPLACEABLE_PARTS,,,,,1,RESOURCE_OIL,YIELD_GOLD,0,6,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_ARTILLERY,LOC_UNIT_ARTILLERY_NAME,2,2,60,0,2,80,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,430,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_ARTILLERY_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_SIEGE,1,0,TECH_STEEL,,,,,1,RESOURCE_OIL,YIELD_GOLD,0,6,0,0,0,,0,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_BATTLESHIP,LOC_UNIT_BATTLESHIP_NAME,2,5,60,70,3,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,430,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_BATTLESHIP_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_RANGED,1,0,TECH_REFINING,,,,,1,RESOURCE_COAL,YIELD_GOLD,0,6,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,90,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_BRAZILIAN_MINAS_GERAES,LOC_UNIT_BRAZILIAN_MINAS_GERAES_NAME,2,5,70,80,3,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,430,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_BRAZILIAN_MINAS_GERAES_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_BRAZILIAN_MINAS_GERAES,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_RANGED,1,0,,CIVIC_NATIONALISM,,,,1,RESOURCE_COAL,YIELD_GOLD,0,6,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,95,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_SUBMARINE,LOC_UNIT_SUBMARINE_NAME,2,3,65,75,2,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,480,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_SUBMARINE_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_RAIDER,1,0,TECH_ELECTRICITY,,,,,1,RESOURCE_OIL,YIELD_GOLD,0,6,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,0,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_GERMAN_UBOAT,LOC_UNIT_GERMAN_UBOAT_NAME,3,3,65,75,2,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,430,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_GERMAN_UBOAT_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_GERMAN_UBOAT,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_RAIDER,1,0,TECH_ELECTRICITY,,,,,1,,YIELD_GOLD,0,6,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,0,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_AT_CREW,LOC_UNIT_AT_CREW_NAME,2,2,75,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,400,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_AT_CREW_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_ANTI_CAVALRY,1,0,TECH_CHEMISTRY,,,,,1,,YIELD_GOLD,0,4,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_TANK,LOC_UNIT_TANK_NAME,2,4,85,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,480,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_TANK_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_HEAVY_CAVALRY,1,0,TECH_COMBUSTION,,,,,1,RESOURCE_OIL,YIELD_GOLD,0,6,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_FIGHTER,LOC_UNIT_FIGHTER_NAME,4,8,100,100,5,0,DOMAIN_AIR,FORMATION_CLASS_AIR,520,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_FIGHTER_DESCRIPTION,,0,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_AIR_FIGHTER,1,0,TECH_ADVANCED_FLIGHT,,DISTRICT_AERODROME,,,1,RESOURCE_ALUMINUM,YIELD_GOLD,0,7,1,0,1,PSEUDOYIELD_UNIT_AIR_COMBAT,0,0,0,0,0,1,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_AMERICAN_P51,LOC_UNIT_AMERICAN_P51_NAME,4,10,105,105,5,0,DOMAIN_AIR,FORMATION_CLASS_AIR,520,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_AMERICAN_P51_DESCRIPTION,,0,0,TRAIT_CIVILIZATION_UNIT_AMERICAN_P51,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_AIR_FIGHTER,1,0,TECH_ADVANCED_FLIGHT,,DISTRICT_AERODROME,,,1,RESOURCE_ALUMINUM,YIELD_GOLD,0,7,1,0,1,PSEUDOYIELD_UNIT_AIR_COMBAT,0,0,0,0,0,1,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_BOMBER,LOC_UNIT_BOMBER_NAME,4,10,85,0,10,110,DOMAIN_AIR,FORMATION_CLASS_AIR,560,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_BOMBER_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_AIR_BOMBER,1,0,TECH_ADVANCED_FLIGHT,,DISTRICT_AERODROME,,,1,RESOURCE_ALUMINUM,YIELD_GOLD,0,7,1,0,1,PSEUDOYIELD_UNIT_AIR_COMBAT,0,0,0,1,0,1,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_ANTIAIR_GUN,LOC_UNIT_ANTIAIR_GUN_NAME,2,2,0,0,1,0,DOMAIN_LAND,FORMATION_CLASS_SUPPORT,455,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_ANTIAIR_GUN_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_SUPPORT,1,0,TECH_ADVANCED_BALLISTICS,,,,,1,,YIELD_GOLD,0,2,0,0,0,,0,90,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MACHINE_GUN,LOC_UNIT_MACHINE_GUN_NAME,2,2,70,85,2,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,540,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_MACHINE_GUN_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_RANGED,1,0,TECH_ADVANCED_BALLISTICS,,,,,1,,YIELD_GOLD,0,6,0,0,0,,0,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_AIRCRAFT_CARRIER,LOC_UNIT_AIRCRAFT_CARRIER_NAME,2,3,65,0,0,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,540,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_AIRCRAFT_CARRIER_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_CARRIER,1,0,TECH_COMBINED_ARMS,,,,,1,,YIELD_GOLD,0,7,0,2,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_DESTROYER,LOC_UNIT_DESTROYER_NAME,3,4,85,0,0,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,540,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_DESTROYER_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_MELEE,1,0,TECH_COMBINED_ARMS,,,,,1,RESOURCE_OIL,YIELD_GOLD,0,7,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,90,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_HELICOPTER,LOC_UNIT_HELICOPTER_NAME,3,4,86,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,600,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_HELICOPTER_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_LIGHT_CAVALRY,1,0,TECH_SYNTHETIC_MATERIALS,,,,,1,RESOURCE_ALUMINUM,YIELD_GOLD,0,7,0,0,1,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_NUCLEAR_SUBMARINE,LOC_UNIT_NUCLEAR_SUBMARINE_NAME,2,4,80,85,2,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,680,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_NUCLEAR_SUBMARINE_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_RAIDER,1,0,TECH_TELECOMMUNICATIONS,,,,,1,,YIELD_GOLD,0,8,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,0,0,0,1,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MECHANIZED_INFANTRY,LOC_UNIT_MECHANIZED_INFANTRY_NAME,2,3,85,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,650,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_MECHANIZED_INFANTRY_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,TECH_SATELLITES,,,,,1,RESOURCE_OIL,YIELD_GOLD,0,8,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_ROCKET_ARTILLERY,LOC_UNIT_ROCKET_ARTILLERY_NAME,3,3,70,0,3,100,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,680,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_ROCKET_ARTILLERY_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_SIEGE,1,0,TECH_GUIDANCE_SYSTEMS,,,,,1,RESOURCE_OIL,YIELD_GOLD,0,8,0,0,0,,0,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MOBILE_SAM,LOC_UNIT_MOBILE_SAM_NAME,2,3,0,0,1,0,DOMAIN_LAND,FORMATION_CLASS_SUPPORT,590,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_MOBILE_SAM_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_SUPPORT,1,0,TECH_GUIDANCE_SYSTEMS,,,,,1,,YIELD_GOLD,0,4,0,0,1,,0,100,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_JET_FIGHTER,LOC_UNIT_JET_FIGHTER_NAME,5,10,110,110,6,0,DOMAIN_AIR,FORMATION_CLASS_AIR,650,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_JET_FIGHTER_DESCRIPTION,,0,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_AIR_FIGHTER,1,0,TECH_LASERS,,DISTRICT_AERODROME,,,1,RESOURCE_ALUMINUM,YIELD_GOLD,0,8,1,0,1,PSEUDOYIELD_UNIT_AIR_COMBAT,0,0,0,0,0,1,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_JET_BOMBER,LOC_UNIT_JET_BOMBER_NAME,5,15,90,0,15,120,DOMAIN_AIR,FORMATION_CLASS_AIR,700,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_JET_BOMBER_DESCRIPTION,,0,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_AIR_BOMBER,1,0,TECH_STEALTH_TECHNOLOGY,,DISTRICT_AERODROME,,,1,RESOURCE_ALUMINUM,YIELD_GOLD,0,8,1,0,1,PSEUDOYIELD_UNIT_AIR_COMBAT,0,0,0,1,0,1,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
