RequirementId,RequirementType,Likeliness,Impact,Inverse,Reverse,Persistent,ProgressWeight,Triggered
REQUIRES_PLAYER_IS_HUMAN,REQUIREMENT_PLAYER_IS_HUMAN,0,0,0,0,0,1,0
REQUIRES_PLAYER_IS_AI,REQUIREMENT_PLAYER_IS_HUMAN,0,0,1,0,0,1,0
REQUIRES_HIGH_DIFFICULTY,REQUIREMENT_PLAYER_HANDICAP_AT_OR_ABOVE,0,0,0,0,0,1,0
REQUIRES_LOW_DIFFICULTY,REQUIREMENT_PLAYER_HANDICAP_AT_OR_ABOVE,0,0,1,0,0,1,0
REQUIRES_SAME_GOVERNMENT,REQUIREMENT_PLAYER_HAS_SAME_GOVERNMENT,0,0,0,0,0,1,0
REQUIRES_DIFFERENT_GOVERNMENT,REQUIREMENT_PLAYER_HAS_SAME_GOVERNMENT,0,0,1,0,0,1,0
REQUIRES_PLAYER_CITY_CONVERTED,REQUIREMENT_CITY_CONVERTED,0,0,0,0,0,1,0
REQUIRES_FOUNDED_NO_RELIGION,REQUIREMENT_FOUNDED_NO_RELIGION,0,0,0,0,0,1,0
REQUIRES_ESPIONAGE_DETECTED,REQUIREMENT_ESPIONAGE_DETECTED,0,0,0,0,0,1,1
REQUIRES_PLAYER_HAS_SMALL_MILITARY,REQUIREMENT_PLAYER_HAS_AT_LEAST_NUM_MILITARY_UNITS,0,0,1,0,0,1,0
REQUIRES_PLAYER_HAS_SMALL_INFLUENCE,REQUIREMENT_PLAYER_HAS_GIVEN_INFLUENCE_TOKENS,0,0,0,0,0,1,0
REQUIRES_PLAYER_HAS_MEDIUM_INFLUENCE,REQUIREMENT_PLAYER_HAS_GIVEN_INFLUENCE_TOKENS,0,0,0,0,0,1,0
REQUIRES_PLAYER_HAS_LARGE_INFLUENCE,REQUIREMENT_PLAYER_HAS_GIVEN_INFLUENCE_TOKENS,0,0,0,0,0,1,0
REQUIRES_PLAYER_FOUNDED_OUR_RELIGION,REQUIREMENT_PLAYER_FOUNDED_OUR_RELIGION,0,0,0,0,0,1,0
REQUIRES_PLAYER_HAS_PAPAL_PRIMACY,REQUIREMENT_PLAYER_FOUNDED_RELIGION_WITH_BELIEF,0,0,0,0,0,1,0
REQUIRES_PLAYER_IS_SUZERAIN,REQUIREMENT_PLAYER_IS_SUZERAIN,0,0,0,0,0,1,0
REQUIRES_PLAYER_IS_NOT_SUZERAIN,REQUIREMENT_PLAYER_IS_SUZERAIN,0,0,1,0,0,1,0
REQUIRES_UNIT_IS_INQUISITOR,REQUIREMENT_UNIT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_UNIT_IS_TRADER,REQUIREMENT_UNIT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_DEAL_ENACTED,REQUIREMENT_PLAYER_DEAL_ENACTED,0,0,0,0,0,1,1
REQUIRES_TURN_STARTED,REQUIREMENT_PLAYER_TURN_STARTED,0,0,0,0,0,1,1
REQUIRES_TECHNOLOGY_CASTLES,REQUIREMENT_PLAYER_HAS_TECHNOLOGY,0,0,0,0,0,1,0
REQUIRES_CAPITAL_CITY,REQUIREMENT_COLLECTION_COUNT_ATLEAST,0,0,0,0,0,1,0
REQUIRES_PLAYER_AT_PEACE_WITH_ALL_MAJORS,REQUIREMENT_PLAYER_IS_AT_PEACE_WITH_ALL_MAJORS,0,0,0,0,0,1,0
REQUIRES_PLAYER_HAS_NO_ALUMINUM,REQUIREMENT_PLAYER_HAS_RESOURCE_OWNED,0,0,1,0,0,1,0
REQUIRES_PLAYER_CAN_SEE_ALUMINUM,REQUIREMENT_PLAYER_HAS_RESOURCE_VISIBILITY,0,0,0,0,0,1,0
REQUIRES_PLAYER_HAS_NO_COAL,REQUIREMENT_PLAYER_HAS_RESOURCE_OWNED,0,0,1,0,0,1,0
REQUIRES_PLAYER_CAN_SEE_COAL,REQUIREMENT_PLAYER_HAS_RESOURCE_VISIBILITY,0,0,0,0,0,1,0
REQUIRES_PLAYER_HAS_NO_HORSES,REQUIREMENT_PLAYER_HAS_RESOURCE_OWNED,0,0,1,0,0,1,0
REQUIRES_PLAYER_CAN_SEE_HORSES,REQUIREMENT_PLAYER_HAS_RESOURCE_VISIBILITY,0,0,0,0,0,1,0
REQUIRES_PLAYER_HAS_NO_IRON,REQUIREMENT_PLAYER_HAS_RESOURCE_OWNED,0,0,1,0,0,1,0
REQUIRES_PLAYER_CAN_SEE_IRON,REQUIREMENT_PLAYER_HAS_RESOURCE_VISIBILITY,0,0,0,0,0,1,0
REQUIRES_PLAYER_HAS_NO_NITER,REQUIREMENT_PLAYER_HAS_RESOURCE_OWNED,0,0,1,0,0,1,0
REQUIRES_PLAYER_CAN_SEE_NITER,REQUIREMENT_PLAYER_HAS_RESOURCE_VISIBILITY,0,0,0,0,0,1,0
REQUIRES_PLAYER_HAS_NO_OIL,REQUIREMENT_PLAYER_HAS_RESOURCE_OWNED,0,0,1,0,0,1,0
REQUIRES_PLAYER_CAN_SEE_OIL,REQUIREMENT_PLAYER_HAS_RESOURCE_VISIBILITY,0,0,0,0,0,1,0
REQUIRES_PLAYER_HAS_NO_URANIUM,REQUIREMENT_PLAYER_HAS_RESOURCE_OWNED,0,0,1,0,0,1,0
REQUIRES_PLAYER_CAN_SEE_URANIUM,REQUIREMENT_PLAYER_HAS_RESOURCE_VISIBILITY,0,0,0,0,0,1,0
REQUIRES_UNIT_ON_HOME_CONTINENT,REQUIREMENT_UNIT_ON_HOME_CONTINENT,0,0,0,0,0,1,0
REQUIRES_OPPONENT_IS_MINOR_CIV,REQUIREMENT_OPPONENT_IS_MINOR_CIV,0,0,0,0,0,1,0
REQUIRES_OPPONENT_IS_OTHER_RELIGION,REQUIREMENT_OPPONENT_IS_OTHER_RELIGION,0,0,0,0,0,1,0
REQUIRES_OPPONENT_IS_WOUNDED,REQUIREMENT_OPPONENT_IS_WOUNDED,0,0,0,0,0,1,0
REQUIRES_PLOT_IS_COAST,REQUIREMENT_PLOT_IS_COAST,0,0,0,0,0,1,0
REQUIRES_PLOT_IS_ADJACENT_TO_COAST,REQUIREMENT_PLOT_ADJACENT_TO_COAST,0,0,0,0,0,1,0
REQUIRES_UNIT_LAND_DOMAIN,REQUIREMENT_UNIT_DOMAIN_MATCHES,0,0,0,0,0,1,0
REQUIRES_UNIT_ON_COASTAL_LAND,REQUIREMENT_UNIT_ON_COAST,0,0,0,0,0,1,0
REQUIRES_UNIT_SEA_DOMAIN,REQUIREMENT_UNIT_DOMAIN_MATCHES,0,0,0,0,0,1,0
REQUIRES_UNIT_IN_SHALLOW_WATER,REQUIREMENT_UNIT_ON_COAST,0,0,0,0,0,1,0
CITY_FOUNDED_BY_SETTLER_REQUIREMENT,REQUIREMENT_CITY_TRANSFER_TYPE_MATCHES,0,0,0,0,0,1,0
FOREIGN_CITY_REQUIRES_CITY_HAS_ROYAL_NAVY_DOCKYARD,REQUIREMENT_CITY_HAS_DISTRICT,0,0,0,0,0,1,0
REQUIRES_CITY_IS_NOT_OWNER_CAPITAL_CONTINENT,REQUIREMENT_CITY_IS_OWNER_CAPITAL_CONTINENT,0,0,1,0,0,1,0
REQUIRES_CITY_HAS_2_SPECIALTY_DISTRICTS,REQUIREMENT_CITY_HAS_X_SPECIALTY_DISTRICTS,0,0,0,0,0,1,0
REQUIRES_CITY_HAS_3_SPECIALTY_DISTRICTS,REQUIREMENT_CITY_HAS_X_SPECIALTY_DISTRICTS,0,0,0,0,0,1,0
REQUIRES_CITY_HAS_STADIUM,REQUIREMENT_CITY_HAS_BUILDING,0,0,0,0,0,1,0
REQUIRES_CITY_HAS_MILITARY_ACADEMY,REQUIREMENT_CITY_HAS_BUILDING,0,0,0,0,0,1,0
REQUIRES_CITY_HAS_SEAPORT,REQUIREMENT_CITY_HAS_BUILDING,0,0,0,0,0,1,0
RECON_UNITS,REQUIREMENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
REQUIREMENT_UNIT_IS_SPY,REQUIREMENT_UNIT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIREMENT_UNIT_IS_BUILDER,REQUIREMENT_UNIT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_PLAYER_IS_MINOR,REQUIREMENT_PLAYER_IS_MINOR,0,0,0,0,0,1,0
REQUIRES_CITY_HAS_GARRISON_UNIT,REQUIREMENT_CITY_HAS_GARRISON_UNIT,0,0,0,0,0,1,0
REQUIRES_CITY_HAS_ENCAMPMENT,REQUIREMENT_CITY_HAS_DISTRICT,0,0,0,0,0,1,0
REQUIRES_CITY_HAS_HOLY_SITE,REQUIREMENT_CITY_HAS_DISTRICT,0,0,0,0,0,1,0
REQUIRES_CITY_HAS_THEATER_DISTRICT,REQUIREMENT_CITY_HAS_DISTRICT,0,0,0,0,0,1,0
REQUIRES_CITY_HAS_CAMPUS,REQUIREMENT_CITY_HAS_DISTRICT,0,0,0,0,0,1,0
REQUIRES_CITY_HAS_COMMERCIAL_HUB,REQUIREMENT_CITY_HAS_DISTRICT,0,0,0,0,0,1,0
REQUIRES_CITY_HAS_HARBOR,REQUIREMENT_CITY_HAS_DISTRICT,0,0,0,0,0,1,0
REQUIRES_CITY_HAS_INDUSTRIAL_ZONE,REQUIREMENT_CITY_HAS_DISTRICT,0,0,0,0,0,1,0
REQUIRES_DISTRICT_IS_CITY_CENTER,REQUIREMENT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_DISTRICT_IS_CAMPUS,REQUIREMENT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_DISTRICT_IS_HOLY_SITE,REQUIREMENT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_DISTRICT_IS_COMMERCIAL_HUB,REQUIREMENT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_DISTRICT_IS_HARBOR,REQUIREMENT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_DISTRICT_IS_THEATER,REQUIREMENT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_DISTRICT_IS_ENCAMPMENT,REQUIREMENT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_DISTRICT_IS_INDUSTRIAL_ZONE,REQUIREMENT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_DISTRICT_IS_ENTERTAINMENT_COMPLEX,REQUIREMENT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_PLOT_HAS_ENCAMPMENT,REQUIREMENT_PLOT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_DISTRICT_IS_AQUEDUCT,REQUIREMENT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_DISTRICT_IS_WORLD_WONDER,REQUIREMENT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_PLOT_HAS_HARBOR,REQUIREMENT_PLOT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_PLOT_HAS_COMMERCIAL_HUB,REQUIREMENT_PLOT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_PLOT_ADJACENT_TO_MOUNTAIN,REQUIREMENT_PLOT_ADJACENT_TO_MOUNTAIN,0,0,0,0,0,1,0
REQUIRES_PLOT_ADJACENT_TO_NATURAL_WONDER,REQUIREMENT_PLOT_ADJACENT_TO_NATURAL_WONDER,0,0,0,0,0,1,0
REQUIRES_PLAYER_HAS_APPRENTICESHIP,REQUIREMENT_PLAYER_HAS_TECHNOLOGY,0,0,0,0,0,1,0
REQUIRES_PLAYER_HAS_WRITING,REQUIREMENT_PLAYER_HAS_TECHNOLOGY,0,0,0,0,0,1,0
REQUIRES_UNIT_IS_RELIGIOUS_ALL,REQUIREMENT_UNIT_TAG_MATCHES,0,0,0,0,0,1,0
ANTI_CAVALRY_OPPONENT_REQUIREMENT_LC,REQUIREMENT_OPPONENT_UNIT_TAG_MATCHES,0,0,0,0,0,1,0
ANTI_CAVALRY_OPPONENT_REQUIREMENT_HC,REQUIREMENT_OPPONENT_UNIT_TAG_MATCHES,0,0,0,0,0,1,0
ANTI_CAVALRY_OPPONENT_REQUIREMENT_RC,REQUIREMENT_OPPONENT_UNIT_TAG_MATCHES,0,0,0,0,0,1,0
ANTI_FIGHTER_AIRCRAFT_OPPONENT_REQUIREMENT,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
SIEGE_UNIT_REQUIREMENT,REQUIREMENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
ADJACENT_UNIT_REQUIREMENT,REQUIREMENT_PLOT_ADJACENT_TO_OWNER,0,0,0,0,0,1,0
ADJACENT_FRIENDLY_OBSERVER_UNIT_REQUIREMENT,REQUIREMENT_PLOT_ADJACENT_FRIENDLY_UNIT_TAG_MATCHES,0,0,0,0,0,1,0
UNIT_STRONG_WHEN_ATTACKING_REQUIREMENT,REQUIREMENT_PLAYER_IS_ATTACKING,0,0,0,0,0,1,0
UNIT_WEAK_WHEN_DEFENDING_REQUIREMENT,REQUIREMENT_PLAYER_IS_ATTACKING,0,0,1,0,0,1,0
UNIT_ADJACENT_TO_OWNER_TERRITORY_REQUIREMENT,REQUIREMENT_UNIT_ADJACENT_TO_OWNER_TERRITORY,0,0,0,0,0,1,0
UNIT_IN_OWNER_TERRITORY_REQUIREMENT,REQUIREMENT_UNIT_IN_OWNER_TERRITORY,0,0,0,0,0,1,0
UNIT_IN_ENEMY_TERRITORY_REQUIREMENT,REQUIREMENT_UNIT_IN_ENEMY_TERRITORY,0,0,0,0,0,1,0
VARU_ADJACENT_UNIT_AT_WAR_REQUIREMENT,REQUIREMENT_PLOT_ADJACENT_TO_OWNER_AT_WAR,0,0,0,0,0,1,0
PLOT_UNIT_IS_APOSTLE_REQUIREMENTS,REQUIREMENT_PLOT_UNIT_TYPE_MATCHES,0,0,0,0,0,1,0
PLOT_UNIT_IS_INQUISITOR_REQUIREMENTS,REQUIREMENT_PLOT_UNIT_TYPE_MATCHES,0,0,0,0,0,1,0
PLOT_UNIT_IS_MISSIONARY_REQUIREMENTS,REQUIREMENT_PLOT_UNIT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_UNIT_IS_ADJACENT_RELIGIOUS_ALL_TAG,REQUIREMENT_PLOT_ADJACENT_FRIENDLY_UNIT_TAG_MATCHES,0,0,0,0,0,1,0
PLOT_UNIT_IS_GURU_REQUIREMENTS,REQUIREMENT_PLOT_UNIT_TYPE_MATCHES,0,0,0,0,0,1,0
NOT_OWNER_CAPITAL_CONTINENT_REQUIREMENT,REQUIREMENT_UNIT_ON_HOME_CONTINENT,0,0,1,0,0,1,0
REQUIRES_UNIT_NEXT_TO_HOPLITE,REQUIREMENT_PLOT_ADJACENT_FRIENDLY_UNIT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_TERRAIN_OCEAN,REQUIREMENT_PLOT_TERRAIN_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_TERRAIN_COAST,REQUIREMENT_PLOT_TERRAIN_TYPE_MATCHES,0,0,0,0,0,1,0
PLOT_IS_GRASS_HILLS_TERRAIN_REQUIREMENT,REQUIREMENT_PLOT_TERRAIN_TYPE_MATCHES,0,0,0,0,0,1,0
PLOT_IS_PLAINS_HILLS_TERRAIN_REQUIREMENT,REQUIREMENT_PLOT_TERRAIN_TYPE_MATCHES,0,0,0,0,0,1,0
PLOT_IS_TUNDRA_HILLS_TERRAIN_REQUIREMENT,REQUIREMENT_PLOT_TERRAIN_TYPE_MATCHES,0,0,0,0,0,1,0
PLOT_IS_DESERT_HILLS_TERRAIN_REQUIREMENT,REQUIREMENT_PLOT_TERRAIN_TYPE_MATCHES,0,0,0,0,0,1,0
PLOT_IS_SNOW_HILLS_TERRAIN_REQUIREMENT,REQUIREMENT_PLOT_TERRAIN_TYPE_MATCHES,0,0,0,0,0,1,0
PLOT_IS_DESERT_OR_DESERT_HILLS_REQUIREMENT,REQUIREMENT_REQUIREMENTSET_IS_MET,0,0,0,0,0,1,0
REQUIRES_UNIT_NOT_IN_OWNER_TERRITORY,REQUIREMENT_UNIT_IN_OWNER_TERRITORY,0,0,1,0,0,1,0
REQUIRES_UNIT_IS_LAND_DOMAIN,REQUIREMENT_UNIT_DOMAIN_MATCHES,0,0,0,0,0,1,0
BATTLECRY_OPPONENT_REQUIREMENTS_MET,REQUIREMENT_REQUIREMENTSET_IS_MET,0,0,0,0,0,1,0
OPPONENT_ANTI_CAVALRY_REQUIREMENT,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
OPPONENT_SIEGE_REQUIREMENT,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
OPPONENT_RANGED_REQUIREMENT,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
RANGED_COMBAT_REQUIREMENTS,REQUIREMENT_COMBAT_TYPE_MATCHES,0,0,0,0,0,1,0
MELEE_COMBAT_REQUIREMENTS,REQUIREMENT_COMBAT_TYPE_MATCHES,0,0,0,0,0,1,0
PLAYER_IS_DEFENDER_REQUIREMENTS,REQUIREMENT_PLAYER_IS_ATTACKING,0,0,1,0,0,1,0
REACTIVE_ARMOR_OPPONENT_REQUIREMENTS_MET_REQUIREMENT,REQUIREMENT_REQUIREMENTSET_IS_MET,0,0,0,0,0,1,0
STRAFE_OPPONENT_REQUIREMENTS_MET_REQUIREMENT,REQUIREMENT_REQUIREMENTSET_IS_MET,0,0,0,0,0,1,0
OPPONENT_IS_LIGHT_CAVALRY_UNIT_REQUIREMENTS,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
OPPONENT_IS_HEAVY_CAVALRY_UNIT_REQUIREMENTS,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
OPPONENT_IS_NOT_LIGHT_CAVALRY_UNIT_REQUIREMENTS,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,1,0,0,1,0
OPPONENT_IS_NOT_HEAVY_CAVALRY_UNIT_REQUIREMENTS,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,1,0,0,1,0
OPPONENT_IS_NOT_AIR_UNIT_REQUIREMENTS,REQUIREMENT_OPPONENT_UNIT_DOMAIN_MATCHES,0,0,1,0,0,1,0
TANK_BUSTER_OPPONENT_REQUIREMENTS_MET_REQUIREMENT,REQUIREMENT_REQUIREMENTSET_IS_MET,0,0,0,0,0,1,0
OPPONENT_IS_HEAVY_CAVALRY_REQUIREMENT,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
OPPONENT_IS_DAMAGED_UNIT_REQUIREMENT,REQUIREMENT_UNIT_DAMAGE_MINIMUM,0,0,0,0,0,1,0
PLAYER_IS_ATTACKER_REQUIREMENTS,REQUIREMENT_PLAYER_IS_ATTACKING,0,0,0,0,0,1,0
COURSERS_OPPONENT_REQUIREMENTS_MET_REQUIREMENT,REQUIREMENT_REQUIREMENTSET_IS_MET,0,0,0,0,0,1,0
OPPONENT_IS_LAND_UNIT_REQUIREMENTS,REQUIREMENT_OPPONENT_UNIT_DOMAIN_MATCHES,0,0,0,0,0,1,0
OPPONENT_IS_FIGHTER_UNIT_REQUIREMENTS,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
OPPONENT_IS_BOMBER_UNIT_REQUIREMENTS,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
OPPONENT_IS_ANTI_AIR_REQUIREMENT,REQUIREMENT_OPPONENT_UNIT_TAG_MATCHES,0,0,0,0,0,1,0
OPPONENT_IS_NOT_CAVALRY_UNIT_REQUIREMENTS,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
PLOT_DISTRICT_IS_DEFENDED_REQUIREMENTS,REQUIREMENT_PLOT_DISTRICT_IS_DEFENDED,0,0,0,0,0,1,0
OPPONENT_IS_NAVAL_UNIT_REQUIREMENTS,REQUIREMENT_OPPONENT_UNIT_DOMAIN_MATCHES,0,0,0,0,0,1,0
OPPONENT_IS_AIR_UNIT_REQUIREMENTS,REQUIREMENT_OPPONENT_UNIT_DOMAIN_MATCHES,0,0,0,0,0,1,0
ATTACKER_IS_OCCUPYING_DISTRICT_REQUIREMENT,REQUIREMENT_PLOT_UNIT_CITY_HAS_ANY_DISTRICT,0,0,0,0,0,1,0
DEFENDER_IS_OCCUPYING_DISTRICT_REQUIREMENT,REQUIREMENT_PLOT_HAS_ANY_DISTRICT,0,0,0,0,0,1,0
UNIT_IS_OCCUPYING_FORT_REQUIREMENT,REQUIREMENT_ATTACKER_PLOT_IMPROVEMENT_TYPE_MATCHES,0,0,0,0,0,1,0
UNIT_IS_OCCUPYING_ROMAN_FORT_REQUIREMENT,REQUIREMENT_ATTACKER_PLOT_IMPROVEMENT_TYPE_MATCHES,0,0,0,0,0,1,0
UNIT_IS_OCCUPYING_DEFENSE_IMPROVEMENT,REQUIREMENT_ATTACKER_PLOT_IMPROVEMENT_DEFENSE_STRENGTH,0,0,0,0,0,1,0
GARRISON_PLOT_REQUIREMENTS_MET,REQUIREMENT_REQUIREMENTSET_IS_MET,0,0,0,0,0,1,0
ECHELON_OPPONENT_REQUIREMENT_LC,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
ECHELON_OPPONENT_REQUIREMENT_HC,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
OPPONENT_IS_PROMOTION_CLASS_MELEE,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
CHOKE_POINTS_PLOT_REQUIREMENTS_MET_REQUIREMENT,REQUIREMENT_REQUIREMENTSET_IS_MET,0,0,0,0,0,1,0
PLOT_IS_FOREST_REQUIREMENT,REQUIREMENT_PLOT_FEATURE_TYPE_MATCHES,0,0,0,0,0,1,0
PLOT_IS_JUNGLE_REQUIREMENT,REQUIREMENT_PLOT_FEATURE_TYPE_MATCHES,0,0,0,0,0,1,0
PLOT_IS_MARSH_REQUIREMENT,REQUIREMENT_PLOT_FEATURE_TYPE_MATCHES,0,0,0,0,0,1,0
PLOT_IS_HILLS_REQUIREMENT,REQUIREMENT_PLOT_IS_HILLS,0,0,0,0,0,1,0
HOLD_THE_LINE_ADJACENT_UNIT_REQUIREMENT,REQUIREMENT_PLOT_ADJACENT_TO_OWNER,0,0,0,0,0,1,0
UNIT_IS_NOT_ANTICAV_REQUIREMENT,REQUIREMENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,1,0,0,1,0
OPPONENT_IS_LAND_UNIT,REQUIREMENT_OPPONENT_UNIT_DOMAIN_MATCHES,0,0,0,0,0,1,0
OPPONENT_IS_SEA_UNIT,REQUIREMENT_OPPONENT_UNIT_DOMAIN_MATCHES,0,0,0,0,0,1,0
OPPONENT_IS_DISTRICT,REQUIREMENT_OPPONENT_IS_DISTRICT,0,0,0,0,0,1,0
OPPONENT_PLOT_IS_CITY_CENTER_REQUIREMENT,REQUIREMENT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
OPPONENT_IS_FORTIFIED,REQUIREMENT_OPPONENT_IS_FORTIFIED,0,0,0,0,0,1,0
UNIT_IS_IN_FORMATION_REQUIREMENT,REQUIREMENT_UNIT_IN_FORMATION,0,0,0,0,0,1,0
OPPONENT_IS_RAIDER,REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,0,0,0,0,0,1,0
REQUIRES_IS_TEAM_MEMBER,REQUIREMENT_PLAYER_IS_TEAM_MEMBER,0,0,0,0,0,0,0
DEFAULT_DEFEAT_REQUIREMENT,REQUIREMENT_PLAYER_DEFAULT_DEFEAT,0,0,0,0,0,1,0
TIME_DEFEAT_SCORE_DISABLED,REQUIREMENT_GAME_VICTORY_ENABLED,0,0,1,0,0,1,0
TIME_DEFEAT_MAX_TURN_REACHED,REQUIREMENT_GAME_TURN_MAX_REACHED,0,0,0,0,0,1,0
DEFAULT_VICTORY_REQUIREMENT,REQUIREMENT_COLLECTION_COUNT_EQUALS,0,0,0,0,0,1,0
DEFAULT_VICTORY_DOMINATION_DISABLED,REQUIREMENT_GAME_VICTORY_ENABLED,0,0,1,0,0,0,0
VICTORY_SCORE_REQUIRES_MAX_TURN_REACHED,REQUIREMENT_GAME_TURN_MAX_REACHED,0,0,0,0,0,0,0
VICTORY_SCORE_TEAM_HAS_HIGHEST_SCORE,REQUIREMENT_TEAM_HAS_HIGHEST_SCORE,0,0,0,0,0,1,0
CONQUEST_VICTORY_REQUIREMENT,REQUIREMENT_TEAM_DOMINATION_VICTORY,0,0,0,0,0,1,0
CULTURE_VICTORY_REQUIREMENT,REQUIREMENT_COLLECTION_ANY_MET,0,0,0,0,0,1,0
CULTURE_VICTORY_PER_MEMBER_REQUIREMENT,REQUIREMENT_COLLECTION_ALL_MET,0,0,0,0,0,1,0
CULTURE_VICTORY_ENOUGH_TOURISTS_REQUIREMENT,REQUIREMENT_TOURISTS_EXCEED_STAYCATIONERS,0,0,0,0,0,1,0
RELIGIOUS_VICTORY_REQUIREMENT,REQUIREMENT_COLLECTION_ANY_MET,0,0,0,0,0,1,0
RELIGIOUS_VICTORY_PER_MEMBER_REQUIREMENT,REQUIREMENT_COLLECTION_ALL_MET,0,0,0,0,0,1,0
RELIGIOUS_VICTORY_MAJORITY_RELIGION_IS_OWNER_REQUIREMENT,REQUIREMENT_PLAYER_MAJORITY_RELIGION_IS_OWNER,0,0,0,0,0,1,0
TECHNOLOGY_VICTORY_EARTH_SATELLITE,REQUIREMENT_PLAYER_HAS_COMPLETED_PROJECT,0,0,0,0,1,1,0
TECHNOLOGY_VICTORY_MOON_LANDING,REQUIREMENT_PLAYER_HAS_COMPLETED_PROJECT,0,0,0,0,1,1,0
REQUIRES_PLAYER_HAS_MASS_PRODUCTION_TECHNOLOGY,REQUIREMENT_PLAYER_HAS_TECHNOLOGY,0,0,0,0,0,1,0
REQUIRES_PLOT_ADJACENT_TO_AQUEDUCT,REQUIREMENT_PLOT_ADJACENT_DISTRICT_TYPE_MATCHES,0,0,0,0,0,1,0
REQUIRES_CITY_HAS_PRASAT,REQUIREMENT_CITY_HAS_BUILDING,0,0,0,0,0,1,0
REQUIRES_CITY_HAS_AQUEDUCT,REQUIREMENT_CITY_HAS_DISTRICT,0,0,0,0,0,1,0
REQUIRES_PLAYER_IS_INDUSTRIAL_ERA,REQUIREMENT_PLAYER_ERA_AT_LEAST,0,0,0,0,0,1,0
REQUIRES_PLOT_HAS_SHALLOW_WATER,REQUIREMENT_PLOT_TERRAIN_TYPE_MATCHES,0,0,0,0,0,1,0
MAP_CONTAINS_LYSEFJORDEN,REQUIREMENT_MAP_HAS_FEATURE,0,0,0,0,0,1,0
MAP_CONTAINS_GIANTS_CAUSEWAY,REQUIREMENT_MAP_HAS_FEATURE,0,0,0,0,0,1,0
PLOT_ADJACENT_TO_LYSEFJORDEN_REQUIREMENT,REQUIREMENT_PLOT_ADJACENT_FEATURE_TYPE_MATCHES,0,0,0,0,0,1,0
UNIT_IS_NAVAL_REQUIREMENT,REQUIREMENT_UNIT_DOMAIN_MATCHES,0,0,0,0,0,1,0
