RequirementSetId,RequirementId
REQUIREMENTS_CITY_HAS_TIER3RELIGIOUS,REQUIRES_CITY_HAS_STUPA_BASE
REQUIREMENTS_CITY_HAS_TIER3RELIGIOUS,REQUIRES_CITY_HAS_SYNAGOGUE_BASE
REQUIREMENTS_CITY_HAS_TIER3RELIGIOUS,REQUIRES_CITY_HAS_WAT_BASE
PLOT_HAS_TUNDRA_REQUIREMENTS,REQUIRES_PLOT_HAS_TUNDRA
PLOT_HAS_TUNDRA_HILLS_REQUIREMENTS,REQUIRES_PLOT_HAS_TUNDRA_HILLS
UNIT_IS_DOMAIN_LAND,REQUIRES_UNIT_IS_DOMAIN_LAND
PLAYER_HAS_SHIPBUILDING_TECH,REQUIRES_PLAYER_HAS_SHIPBUILDING_TECH
HARBOR_TRADE_ROUTE_CAPACITY_REQUIREMENTS,REQUIRES_NO_COMMERCIAL_HUB
DOCKYARD_SEA_REQUIREMENTS,REQUIRES_SEA_DOMAIN
DOCKYARD_FOREIGN_CONTINENT_REQUIREMENTS,REQUIRES_CITY_IS_NOT_OWNER_CAPITAL_CONTINENT
DEAD_SEA_REQUIREMENTS,MAP_CONTAINS_DEAD_SEA
EVEREST_REQUIREMENTS,MAP_CONTAINS_EVEREST
DEAD_SEA_ADJACENT_UNITS_ADJUST_HEAL_PER_TURN_REQUIREMENTS,REQUIRES_LAND_UNIT
DEAD_SEA_ADJACENT_UNITS_ADJUST_HEAL_PER_TURN_REQUIREMENTS,DEAD_SEA_REQUIRES_ADJACENT_UNIT
EVEREST_ADJACENT_UNITS_GRANT_ABILITY_REQUIREMENTS,REQUIRES_LAND_UNIT
EVEREST_ADJACENT_UNITS_GRANT_ABILITY_REQUIREMENTS,EVEREST_REQUIRES_ADJACENT_UNIT
CITY_HAS_MEDIEVAL_WALLS,REQUIRES_CITY_HAS_MEDIEVAL_WALLS
AOE_CLASSICAL_REQUIREMENTS,AOE_REQUIRES_CLASSICAL_UNIT
AOE_CLASSICAL_REQUIREMENTS,AOE_REQUIRES_MEDIEVAL_UNIT
AOE_MEDIEVAL_REQUIREMENTS,AOE_REQUIRES_MEDIEVAL_UNIT
AOE_MEDIEVAL_REQUIREMENTS,AOE_REQUIRES_RENAISSANCE_UNIT
AOE_RENAISSANCE_REQUIREMENTS,AOE_REQUIRES_RENAISSANCE_UNIT
AOE_RENAISSANCE_REQUIREMENTS,AOE_REQUIRES_INDUSTRIAL_UNIT
AOE_INDUSTRIAL_REQUIREMENTS,AOE_REQUIRES_INDUSTRIAL_UNIT
AOE_INDUSTRIAL_REQUIREMENTS,AOE_REQUIRES_MODERN_UNIT
AOE_MODERN_REQUIREMENTS,AOE_REQUIRES_MODERN_UNIT
AOE_MODERN_REQUIREMENTS,AOE_REQUIRES_ATOMIC_UNIT
AOE_ATOMIC_REQUIREMENTS,AOE_REQUIRES_ATOMIC_UNIT
AOE_ATOMIC_REQUIREMENTS,AOE_REQUIRES_INFORMATION_UNIT
AOE_INFORMATION_REQUIREMENTS,AOE_REQUIRES_INFORMATION_UNIT
AOE_CLASSICAL_SEA_REQUIREMENTS,AOE_REQUIRES_SEA_DOMAIN
AOE_CLASSICAL_SEA_REQUIREMENTS,AOE_REQUIRES_OWNER_ADJACENCY
AOE_CLASSICAL_SEA_REQUIREMENTS,AOE_REQUIRES_CLASSICAL_REQUIREMENTS
AOE_MEDIEVAL_SEA_REQUIREMENTS,AOE_REQUIRES_SEA_DOMAIN
AOE_MEDIEVAL_SEA_REQUIREMENTS,AOE_REQUIRES_OWNER_ADJACENCY
AOE_MEDIEVAL_SEA_REQUIREMENTS,AOE_REQUIRES_MEDIEVAL_REQUIREMENTS
AOE_RENAISSANCE_SEA_REQUIREMENTS,AOE_REQUIRES_SEA_DOMAIN
AOE_RENAISSANCE_SEA_REQUIREMENTS,AOE_REQUIRES_OWNER_ADJACENCY
AOE_RENAISSANCE_SEA_REQUIREMENTS,AOE_REQUIRES_RENAISSANCE_REQUIREMENTS
AOE_INDUSTRIAL_SEA_REQUIREMENTS,AOE_REQUIRES_SEA_DOMAIN
AOE_INDUSTRIAL_SEA_REQUIREMENTS,AOE_REQUIRES_OWNER_ADJACENCY
AOE_INDUSTRIAL_SEA_REQUIREMENTS,AOE_REQUIRES_INDUSTRIAL_REQUIREMENTS
AOE_MODERN_SEA_REQUIREMENTS,AOE_REQUIRES_SEA_DOMAIN
AOE_MODERN_SEA_REQUIREMENTS,AOE_REQUIRES_OWNER_ADJACENCY
AOE_MODERN_SEA_REQUIREMENTS,AOE_REQUIRES_MODERN_REQUIREMENTS
AOE_ATOMIC_SEA_REQUIREMENTS,AOE_REQUIRES_SEA_DOMAIN
AOE_ATOMIC_SEA_REQUIREMENTS,AOE_REQUIRES_OWNER_ADJACENCY
AOE_ATOMIC_SEA_REQUIREMENTS,AOE_REQUIRES_ATOMIC_REQUIREMENTS
AOE_INFORMATION_SEA_REQUIREMENTS,AOE_REQUIRES_SEA_DOMAIN
AOE_INFORMATION_SEA_REQUIREMENTS,AOE_REQUIRES_OWNER_ADJACENCY
AOE_INFORMATION_SEA_REQUIREMENTS,AOE_REQUIRES_INFORMATION_REQUIREMENTS
GREATPERSON_LEIF_ERIKSON_ACTIVE_REQUIREMENTS,UNIT_IS_DOMAIN_SEA
SEA_TRADE_ROUTE_PLUNDER_BONUS_REQUIREMENTS,UNIT_IS_DOMAIN_SEA
GREATPERSON_HORATIO_NELSON_SEA_REQUIREMENTS,UNIT_IS_DOMAIN_SEA
AOE_CLASSICAL_LAND_REQUIREMENTS,AOE_REQUIRES_LAND_DOMAIN
AOE_CLASSICAL_LAND_REQUIREMENTS,AOE_REQUIRES_OWNER_ADJACENCY
AOE_CLASSICAL_LAND_REQUIREMENTS,AOE_REQUIRES_CLASSICAL_REQUIREMENTS
AOE_MEDIEVAL_LAND_REQUIREMENTS,AOE_REQUIRES_LAND_DOMAIN
AOE_MEDIEVAL_LAND_REQUIREMENTS,AOE_REQUIRES_OWNER_ADJACENCY
AOE_MEDIEVAL_LAND_REQUIREMENTS,AOE_REQUIRES_MEDIEVAL_REQUIREMENTS
AOE_RENAISSANCE_LAND_REQUIREMENTS,AOE_REQUIRES_LAND_DOMAIN
AOE_RENAISSANCE_LAND_REQUIREMENTS,AOE_REQUIRES_OWNER_ADJACENCY
AOE_RENAISSANCE_LAND_REQUIREMENTS,AOE_REQUIRES_RENAISSANCE_REQUIREMENTS
AOE_INDUSTRIAL_LAND_REQUIREMENTS,AOE_REQUIRES_LAND_DOMAIN
AOE_INDUSTRIAL_LAND_REQUIREMENTS,AOE_REQUIRES_OWNER_ADJACENCY
AOE_INDUSTRIAL_LAND_REQUIREMENTS,AOE_REQUIRES_INDUSTRIAL_REQUIREMENTS
AOE_MODERN_LAND_REQUIREMENTS,AOE_REQUIRES_LAND_DOMAIN
AOE_MODERN_LAND_REQUIREMENTS,AOE_REQUIRES_OWNER_ADJACENCY
AOE_MODERN_LAND_REQUIREMENTS,AOE_REQUIRES_MODERN_REQUIREMENTS
AOE_ATOMIC_LAND_REQUIREMENTS,AOE_REQUIRES_LAND_DOMAIN
AOE_ATOMIC_LAND_REQUIREMENTS,AOE_REQUIRES_OWNER_ADJACENCY
AOE_ATOMIC_LAND_REQUIREMENTS,AOE_REQUIRES_ATOMIC_REQUIREMENTS
AOE_INFORMATION_LAND_REQUIREMENTS,AOE_REQUIRES_LAND_DOMAIN
AOE_INFORMATION_LAND_REQUIREMENTS,AOE_REQUIRES_OWNER_ADJACENCY
AOE_INFORMATION_LAND_REQUIREMENTS,AOE_REQUIRES_INFORMATION_REQUIREMENTS
UNIT_IS_CAVALRY_REQUIREMENTS,UNIT_IS_LIGHT_CAVALRY
UNIT_IS_CAVALRY_REQUIREMENTS,UNIT_IS_HEAVY_CAVALRY
GREATPERSON_BOUDICA_ACTIVE_REQUIREMENTS,GREATPERSON_BOUDICA_ACTIVE_REQUIRES_LAND_ADJACENCY
GREATPERSON_BOUDICA_ACTIVE_REQUIREMENTS,UNIT_IS_BARBARIAN
GREATPERSON_GEORGY_ZHUKOV_LAND_REQUIREMENTS,UNIT_IS_DOMAIN_LAND
ABU_LAND_REQUIREMENTS,REQUIRES_LAND_DOMAIN
PLAYER_HAS_TECHNOLOGY_REQUIREMENTS,REQUIRES_PLAYER_HAS_TECHNOLOGY
PLOT_ADJACENT_TO_LUXURY_REQUIREMENTS,REQUIRES_PLOT_ADJACENT_TO_LUXURY
PLOT_ADJACENT_TO_CAMPUS_REQUIREMENTS,REQUIRES_PLOT_ADJACENT_TO_CAMPUS
PLOT_NOT_OWNER_CAPITAL_CONTINENT_REQUIREMENTS,REQUIRES_PLOT_IS_NOT_OWNER_CAPITAL_CONTINENT
PLOT_ADJACENT_TO_WONDER_REQUIREMENTS,REQUIRES_PLOT_ADJACENT_TO_WONDER
PLOT_ADJACENT_TO_FARM_REQUIREMENTS,REQUIRES_PLOT_ADJACENT_TO_FARM
PLOT_ADJACENT_TO_HOLYSITE_REQUIREMENTS,REQUIRES_PLOT_ADJACENT_TO_HOLYSITE
PLOT_ADJACENT_TO_RIVER_REQUIREMENTS,REQUIRES_PLOT_ADJACENT_TO_RIVER
CITY_HAS_NATIONAL_PARK_REQUREMENTS,REQUIRES_CITY_HAS_NATIONAL_PARK
ON_DEAL_ENACTED,REQUIRES_DEAL_ENACTED
ON_DEAL_ENACTED,REQUIRES_MAJOR_CIV_OPPONENT
ON_TURN_STARTED,REQUIRES_TURN_STARTED
PLAYER_NEAR_CULTURE_BORDER,REQUIRES_PLAYER_NEAR_CULTURE_BORDER
PLAYER_NEAR_CULTURE_BORDER,REQUIRES_PLAYER_AT_PEACE
PLAYER_NEAR_CULTURE_BORDER,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_NEAR_CULTURE_BORDER,REQUIRES_PLAYER_NOT_ALLY
PLAYER_HAD_FRIENDLY_MEETING,REQUIRES_PLAYER_HAD_FRIENDLY_MEETING
PLAYER_HAD_FRIENDLY_MEETING,REQUIRES_PLAYER_AT_PEACE
PLAYER_HAD_FRIENDLY_MEETING,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_DECLARED_FRIEND,REQUIRES_PLAYER_DECLARED_FRIEND
PLAYER_DECLARED_FRIEND,REQUIRES_PLAYER_AT_PEACE
PLAYER_DECLARED_FRIEND,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_DEFENSIVE_PACT,REQUIRES_PLAYER_DEFENSIVE_PACT
PLAYER_DEFENSIVE_PACT,REQUIRES_PLAYER_AT_PEACE
PLAYER_DEFENSIVE_PACT,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_OPEN_BORDERS,REQUIRES_PLAYER_OPEN_BORDERS
PLAYER_OPEN_BORDERS,REQUIRES_PLAYER_AT_PEACE
PLAYER_OPEN_BORDERS,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_IS_KNOWN_BUT_NO_OPEN_BORDERS,REQUIRES_PLAYER_NO_OPEN_BORDERS
PLAYER_IS_KNOWN_BUT_NO_OPEN_BORDERS,REQUIRES_PLAYER_NEAR_CULTURE_BORDER
PLAYER_IS_KNOWN_BUT_NO_OPEN_BORDERS,REQUIRES_AT_PEACE_10_TURNS
PLAYER_IS_KNOWN_BUT_NO_OPEN_BORDERS,REQUIRES_PLAYERS_HAVE_MET
PLAYER_IS_KNOWN_BUT_NO_OPEN_BORDERS,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_RESIDENT_EMBASSY,REQUIRES_PLAYER_RESIDENT_EMBASSY
PLAYER_RESIDENT_EMBASSY,REQUIRES_PLAYER_AT_PEACE
PLAYER_RESIDENT_EMBASSY,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_ALLY,REQUIRES_PLAYER_ALLY
PLAYER_ALLY,REQUIRES_PLAYER_AT_PEACE
PLAYER_ALLY,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_DELEGATION,REQUIRES_PLAYER_DELEGATION
PLAYER_DELEGATION,REQUIRES_PLAYER_AT_PEACE
PLAYER_DELEGATION,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_RECEIVED_DEMAND,REQUIRES_PLAYER_RECEIVED_DEMAND
PLAYER_DENOUNCED,REQUIRES_PLAYER_DENOUNCED
PLAYER_DENOUNCED,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_ACCEPT_CONVERSION,REQUIRES_PLAYER_FOUNDED_OUR_RELIGION
PLAYER_ACCEPT_CONVERSION,REQUIRES_FOUNDED_NO_RELIGION
PLAYER_ACCEPT_CONVERSION,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_ACCEPT_CONVERSION,REQUIRES_PLAYERS_HAVE_MET
PLAYER_CITY_CONVERTED,REQUIRES_PLAYER_CITY_CONVERTED
PLAYER_CITY_CONVERTED,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_IS_CLOSE_TO_VICTORY,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_IS_CLOSE_TO_VICTORY,REQUIRES_PLAYERS_HAVE_MET
PLAYER_IS_CLOSE_TO_VICTORY,REQUIRES_PLAYER_CLOSE_TO_VICTORY
PLAYER_CITY_LIBERATED,REQUIRES_PLAYER_CITY_LIBERATED
PLAYER_CITY_LIBERATED,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_CITY_LIBERATED,REQUIRES_PLAYERS_HAVE_MET
PLAYER_MY_CITY_LIBERATED,REQUIRES_PLAYER_MY_CITY_LIBERATED
PLAYER_MY_CITY_LIBERATED,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_CITY_OCCUPIED,REQUIRES_PLAYER_CITY_OCCUPIED
PLAYER_CITY_OCCUPIED,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_CITY_OCCUPIED_FRIEND,REQUIRES_PLAYER_CITY_OCCUPIED_FRIEND
PLAYER_CITY_OCCUPIED_FRIEND,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_CITY_OCCUPIED_FRIEND,REQUIRES_PLAYERS_HAVE_MET
PLAYER_MY_CITY_RAZED,REQUIRES_PLAYER_MY_CITY_RAZED
PLAYER_MY_CITY_RAZED,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_CULTURE_BOMBED,REQUIRES_PLAYER_CULTURE_BOMBED
PLAYER_CULTURE_BOMBED,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_FRIEND_DENOUNCED,REQUIRES_PLAYER_FRIEND_DENOUNCED
PLAYER_FRIEND_DENOUNCED,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_FRIEND_DENOUNCED,REQUIRES_PLAYERS_HAVE_MET
PLAYER_IS_AT_PEACE,REQUIRES_PLAYER_AT_PEACE
PLAYER_IS_AT_PEACE,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_IS_MAJOR_CIV,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_IS_MAJOR_CIV,REQUIRES_PLAYERS_HAVE_MET
PLAYER_IS_HUMAN,REQUIRES_PLAYER_IS_HUMAN
PLAYER_IS_AI,REQUIRES_PLAYER_IS_AI
PLAYER_IS_HIGH_DIFFICULTY_AI,REQUIRES_PLAYER_IS_AI
PLAYER_IS_HIGH_DIFFICULTY_AI,REQUIRES_HIGH_DIFFICULTY
PLAYER_IS_LOW_DIFFICULTY_HUMAN,REQUIRES_PLAYER_IS_HUMAN
PLAYER_IS_LOW_DIFFICULTY_HUMAN,REQUIRES_LOW_DIFFICULTY
PLAYER_IS_KNOWN_MAJOR_CIV,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_IS_KNOWN_MAJOR_CIV,REQUIRES_PLAYERS_HAVE_MET
PLAYER_IS_WARMONGER_SUBJECT,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_IS_WARMONGER_SUBJECT,REQUIRES_PLAYERS_HAVE_MET
PLAYER_IS_WARMONGER_SUBJECT,REQUIRES_WARMONGER_TRIGGER
PLAYER_IS_NEW_WARMONGER_SUBJECT,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_IS_NEW_WARMONGER_SUBJECT,REQUIRES_PLAYERS_HAVE_MET
WARMONGER_TRIGGERS,REQUIRES_PLAYER_DECLARED_WAR_EXCLUDE_SHARED_EMERGENCIES
WARMONGER_TRIGGERS,REQUIRES_PLAYER_CITY_OCCUPIED_TRIGGERED
PLAYER_HAS_SAME_GOVERNMENT,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_HAS_SAME_GOVERNMENT,REQUIRES_PLAYERS_HAVE_MET
PLAYER_HAS_SAME_GOVERNMENT,REQUIRES_SAME_GOVERNMENT
PLAYER_HAS_DIFFERENT_GOVERNMENT,REQUIRES_MAJOR_CIV_OPPONENT
PLAYER_HAS_DIFFERENT_GOVERNMENT,REQUIRES_PLAYERS_HAVE_MET
PLAYER_HAS_DIFFERENT_GOVERNMENT,REQUIRES_DIFFERENT_GOVERNMENT
PLAYER_HAS_SMALL_MILITARY,REQUIRES_PLAYER_HAS_SMALL_MILITARY
PLAYER_HAS_SMALL_INFLUENCE,REQUIRES_PLAYER_HAS_SMALL_INFLUENCE
PLAYER_HAS_SMALL_INFLUENCE,REQUIRES_PLAYER_AT_PEACE
PLAYER_HAS_MEDIUM_INFLUENCE,REQUIRES_PLAYER_HAS_MEDIUM_INFLUENCE
PLAYER_HAS_MEDIUM_INFLUENCE,REQUIRES_PLAYER_AT_PEACE
PLAYER_HAS_LARGE_INFLUENCE,REQUIRES_PLAYER_HAS_LARGE_INFLUENCE
PLAYER_HAS_LARGE_INFLUENCE,REQUIRES_PLAYER_AT_PEACE
PLAYER_HAS_SMALL_INFLUENCE_AND_PAPAL_PRIMACY,REQUIRES_PLAYER_HAS_SMALL_INFLUENCE
PLAYER_HAS_SMALL_INFLUENCE_AND_PAPAL_PRIMACY,REQUIRES_PLAYER_AT_PEACE
PLAYER_HAS_SMALL_INFLUENCE_AND_PAPAL_PRIMACY,REQUIRES_PLAYER_FOUNDED_OUR_RELIGION
PLAYER_HAS_SMALL_INFLUENCE_AND_PAPAL_PRIMACY,REQUIRES_PLAYER_HAS_PAPAL_PRIMACY
PLAYER_HAS_MEDIUM_INFLUENCE_AND_PAPAL_PRIMACY,REQUIRES_PLAYER_HAS_MEDIUM_INFLUENCE
PLAYER_HAS_MEDIUM_INFLUENCE_AND_PAPAL_PRIMACY,REQUIRES_PLAYER_AT_PEACE
PLAYER_HAS_MEDIUM_INFLUENCE_AND_PAPAL_PRIMACY,REQUIRES_PLAYER_FOUNDED_OUR_RELIGION
PLAYER_HAS_MEDIUM_INFLUENCE_AND_PAPAL_PRIMACY,REQUIRES_PLAYER_HAS_PAPAL_PRIMACY
PLAYER_HAS_LARGE_INFLUENCE_AND_PAPAL_PRIMACY,REQUIRES_PLAYER_HAS_LARGE_INFLUENCE
PLAYER_HAS_LARGE_INFLUENCE_AND_PAPAL_PRIMACY,REQUIRES_PLAYER_AT_PEACE
PLAYER_HAS_LARGE_INFLUENCE_AND_PAPAL_PRIMACY,REQUIRES_PLAYER_FOUNDED_OUR_RELIGION
PLAYER_HAS_LARGE_INFLUENCE_AND_PAPAL_PRIMACY,REQUIRES_PLAYER_HAS_PAPAL_PRIMACY
PLAYER_IS_SUZERAIN,REQUIRES_PLAYER_IS_SUZERAIN
PLAYER_IS_SUZERAIN,REQUIRES_PLAYER_AT_PEACE
PLAYER_HAS_CASTLES_TECHNOLOGY,REQUIRES_TECHNOLOGY_CASTLES
PLAYER_HAS_CASTLES_TECHNOLOGY_AND_CAPITAL,REQUIRES_TECHNOLOGY_CASTLES
PLAYER_HAS_CASTLES_TECHNOLOGY_AND_CAPITAL,REQUIRES_CAPITAL_CITY
PLAYER_IS_AT_PEACE_WITH_ALL_MAJORS,REQUIRES_PLAYER_AT_PEACE_WITH_ALL_MAJORS
PLAYER_HAS_NO_ALUMINUM,REQUIRES_PLAYER_HAS_NO_ALUMINUM
PLAYER_HAS_NO_ALUMINUM,REQUIRES_PLAYER_CAN_SEE_ALUMINUM
PLAYER_HAS_NO_COAL,REQUIRES_PLAYER_HAS_NO_COAL
PLAYER_HAS_NO_COAL,REQUIRES_PLAYER_CAN_SEE_COAL
PLAYER_HAS_NO_HORSES,REQUIRES_PLAYER_HAS_NO_HORSES
PLAYER_HAS_NO_HORSES,REQUIRES_PLAYER_CAN_SEE_HORSES
PLAYER_HAS_NO_IRON,REQUIRES_PLAYER_HAS_NO_IRON
PLAYER_HAS_NO_IRON,REQUIRES_PLAYER_CAN_SEE_IRON
PLAYER_HAS_NO_NITER,REQUIRES_PLAYER_HAS_NO_NITER
PLAYER_HAS_NO_NITER,REQUIRES_PLAYER_CAN_SEE_NITER
PLAYER_HAS_NO_OIL,REQUIRES_PLAYER_HAS_NO_OIL
PLAYER_HAS_NO_OIL,REQUIRES_PLAYER_CAN_SEE_OIL
PLAYER_HAS_NO_URANIUM,REQUIRES_PLAYER_HAS_NO_URANIUM
PLAYER_HAS_NO_URANIUM,REQUIRES_PLAYER_CAN_SEE_URANIUM
DISTRICT_IS_CAMPUS,REQUIRES_DISTRICT_IS_CAMPUS
DISTRICT_IS_HOLY_SITE,REQUIRES_DISTRICT_IS_HOLY_SITE
DISTRICT_IS_COMMERCIAL_HUB,REQUIRES_DISTRICT_IS_COMMERCIAL_HUB
DISTRICT_IS_HARBOR,REQUIRES_DISTRICT_IS_HARBOR
DISTRICT_IS_THEATER,REQUIRES_DISTRICT_IS_THEATER
DISTRICT_IS_ENCAMPMENT,REQUIRES_DISTRICT_IS_ENCAMPMENT
PLOT_HAS_ENCAMPMENT,REQUIRES_PLOT_HAS_ENCAMPMENT
DISTRICT_IS_INDUSTRIAL_ZONE,REQUIRES_DISTRICT_IS_INDUSTRIAL_ZONE
DISTRICT_IS_INDUSTRIAL_ZONE_OR_ENTERTAINMENT_COMPLEX,REQUIRES_DISTRICT_IS_INDUSTRIAL_ZONE
DISTRICT_IS_INDUSTRIAL_ZONE_OR_ENTERTAINMENT_COMPLEX,REQUIRES_DISTRICT_IS_ENTERTAINMENT_COMPLEX
UNIT_IS_INQUISITOR,REQUIRES_UNIT_IS_INQUISITOR
UNIT_IS_TRADER,REQUIRES_UNIT_IS_TRADER
REQUIREMENTS_UNIT_ON_HOME_CONTINENT,REQUIRES_UNIT_ON_HOME_CONTINENT
REQUIREMENTS_OPPONENT_IS_MINOR_CIV,REQUIRES_OPPONENT_IS_MINOR_CIV
REQUIREMENTS_OPPONENT_IS_OTHER_RELIGION,REQUIRES_OPPONENT_IS_OTHER_RELIGION
REQUIREMENTS_OPPONENT_IS_WOUNDED,REQUIRES_OPPONENT_IS_WOUNDED
REQUIREMENTS_UNIT_LAND_DOMAIN,REQUIRES_UNIT_LAND_DOMAIN
REQUIREMENTS_UNIT_ON_COAST,REQUIRES_UNIT_ON_COASTAL_LAND
REQUIREMENTS_UNIT_SEA_DOMAIN,REQUIRES_UNIT_SEA_DOMAIN
REQUIREMENTS_UNIT_IN_SHALLOW_WATER,REQUIRES_UNIT_IN_SHALLOW_WATER
PLOT_IS_OR_ADJACENT_TO_COAST,REQUIRES_PLOT_IS_COAST
PLOT_IS_OR_ADJACENT_TO_COAST,REQUIRES_PLOT_IS_ADJACENT_TO_COAST
REQUIREMENTS_INDEPT_MINOR_CIV_HOME_CONTINENT,REQUIRES_PLAYERS_HAVE_MET
REQUIREMENTS_INDEPT_MINOR_CIV_HOME_CONTINENT,REQUIRES_PLAYER_IS_MINOR_CIV
REQUIREMENTS_INDEPT_MINOR_CIV_HOME_CONTINENT,REQUIRES_SAME_HOME_CONTINENT
REQUIREMENTS_INDEPT_MINOR_CIV_HOME_CONTINENT,REQUIRES_PLAYER_IS_NOT_SUZERAIN
ON_ESPIONAGE_DETECTED,REQUIRES_ESPIONAGE_DETECTED
CITY_FOUNDED_ON_NON_HOME_CONTINENT_REQUIREMENTS,REQUIRES_CITY_IS_NOT_OWNER_CAPITAL_CONTINENT
CITY_FOUNDED_ON_NON_HOME_CONTINENT_REQUIREMENTS,CITY_FOUNDED_BY_SETTLER_REQUIREMENT
FOREIGN_CITY_ROYAL_NAVY_DOCKYARD_REQUIREMENTS,REQUIRES_CITY_IS_NOT_OWNER_CAPITAL_CONTINENT
FOREIGN_CITY_ROYAL_NAVY_DOCKYARD_REQUIREMENTS,CITY_FOUNDED_BY_SETTLER_REQUIREMENT
FOREIGN_CITY_ROYAL_NAVY_DOCKYARD_REQUIREMENTS,FOREIGN_CITY_REQUIRES_CITY_HAS_ROYAL_NAVY_DOCKYARD
CITY_NOT_OWNER_CAPITAL_CONTINENT_REQUIREMENTS,REQUIRES_CITY_IS_NOT_OWNER_CAPITAL_CONTINENT
CITY_HAS_2_SPECIALTY_DISTRICTS_REQUIREMENTS,REQUIRES_CITY_HAS_2_SPECIALTY_DISTRICTS
CITY_HAS_3_SPECIALTY_DISTRICTS_REQUIREMENTS,REQUIRES_CITY_HAS_3_SPECIALTY_DISTRICTS
SURVEY_RECONUNITEXPERIENCE_REQUIREMENTS,RECON_UNITS
CITY_HAS_STADIUM_REQUIREMENTS,REQUIRES_CITY_HAS_STADIUM
CITY_HAS_MILITARY_ACADEMY_OR_SEAPORT,REQUIRES_CITY_HAS_MILITARY_ACADEMY
CITY_HAS_MILITARY_ACADEMY_OR_SEAPORT,REQUIRES_CITY_HAS_SEAPORT
UNIT_IS_SPY,REQUIREMENT_UNIT_IS_SPY
UNIT_IS_BUILDER,REQUIREMENT_UNIT_IS_BUILDER
PLAYER_IS_MINOR,REQUIRES_PLAYER_IS_MINOR
CITY_HAS_GARRISON_UNIT_REQUIERMENT,REQUIRES_CITY_HAS_GARRISON_UNIT
WARS_OF_RELIGION_REQUIREMENTS,REQUIRES_NON_RELIGIOUS_UNIT
ANTI_CAVALRY_OPPONENT_REQUIREMENTS,ANTI_CAVALRY_OPPONENT_REQUIREMENT_LC
ANTI_CAVALRY_OPPONENT_REQUIREMENTS,ANTI_CAVALRY_OPPONENT_REQUIREMENT_HC
ANTI_CAVALRY_OPPONENT_REQUIREMENTS,ANTI_CAVALRY_OPPONENT_REQUIREMENT_RC
ANTI_FIGHTER_AIRCRAFT_OPPONENT_REQUIREMENTS,ANTI_FIGHTER_AIRCRAFT_OPPONENT_REQUIREMENT
ANTI_SPEAR_OPPONENT_REQUIREMENTS,OPPONENT_ANTI_CAVALRY_REQUIREMENT
RANGE_BONUS_REQUIREMENTS,ADJACENT_FRIENDLY_OBSERVER_UNIT_REQUIREMENT
FASCISM_REQUIREMENTS,PLAYER_IS_ATTACKER_REQUIREMENTS
COMMUNISM_REQUIREMENTS,PLAYER_IS_DEFENDER_REQUIREMENTS
MEDIC_HEALING_REQUIREMENTS,ADJACENT_UNIT_REQUIREMENT
UNIT_STRONG_WHEN_ATTACKING_REQUIREMENTS,UNIT_STRONG_WHEN_ATTACKING_REQUIREMENT
UNIT_WEAK_WHEN_DEFENDING_REQUIREMENTS,UNIT_WEAK_WHEN_DEFENDING_REQUIREMENT
UNIT_WEAK_WHEN_DEFENDING_REQUIREMENTS,MELEE_COMBAT_REQUIREMENTS
BERSERKER_PLOT_IS_ENEMY_TERRITORY,UNIT_IN_ENEMY_TERRITORY_REQUIREMENT
LONGSHIP_PLOT_IS_COAST,REQUIRES_TERRAIN_COAST
BALKAN_CAVALRY_PLOT_IS_HILS_REQUIREMENTS,PLOT_IS_HILLS_REQUIREMENT
COSSACK_PLOT_IS_OWNER_OR_ADJACENT_REQUIREMENTS,UNIT_ADJACENT_TO_OWNER_TERRITORY_REQUIREMENT
COSSACK_PLOT_IS_OWNER_OR_ADJACENT_REQUIREMENTS,UNIT_IN_OWNER_TERRITORY_REQUIREMENT
