Type,Hash,Kind
MODIFIER_PLAYER_UNIT_ADJUST_VALID_TERRAIN,-1414723560,KIND_MODIFIER
MODIFIER_UNIT_ADJUST_RAIDING,2146645201,KIND_MODIFIER
MODIFIER_UNIT_ADJUST_ESCORT_MOBILITY,-1301311448,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_BYPASS_COMBAT_UNIT,-1669403669,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_NO_REDUCTION_DAMAGE,-2007155622,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_PLUNDER_YIELDS,-731957832,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_PLUNDER_YIELDS,1055914127,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_MILITARY_FORMATION,364251844,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_GRANT_UNLIMITED_PROMOTION_CHOICES,-1661224156,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_BARBARIAN_COMBAT,-811558332,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_BUILDER_CHARGES,985104524,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_GREAT_PERSON_CHARGES,1553898547,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_OWNER,1735301287,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_COMBAT_DIFFICULTY,1652687922,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_SPREAD_CHARGES,-774259797,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_GREAT_PEOPLE_POINTS_PER_KILL,1182259119,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_HEAL_FROM_COMBAT,1183681344,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_HEAL_FROM_COMBAT,861896649,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_COMBAT_STRENGTH,928880433,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_SPY_ESTABLISH_TIME,2001223306,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_SPY_OPERATION_CHANCE,1079079158,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_SPY_OPERATION_TIME,840222027,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_SPY_OPERATION_TIME,1652925854,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_ENTER_FOREIGN_LANDS,-922409777,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_IGNORE_TERRAIN_COST,1251540195,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_SEE_THROUGH_FEATURES,1943151367,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_SEE_THROUGH_TERRAIN,-644570621,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_TRADE_ROUTE_PLUNDER_IMMUNITY,-1517508688,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_BOOST_ALL_SPIES,1073594554,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ESCAPE_BOOST,1625593159,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_GRANT_HEAL_AFTER_ACTION,1395481315,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_GRANT_AIR_SLOTS,-2013688618,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_GRANT_UNIT_WITH_EXPERIENCE,1152169915,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_GRANT_UNIT_BY_DOMAIN,898624269,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_GRANT_ADJACENT_FEATURE_YIELD,1567337529,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_GRANT_ADJACENT_NATURAL_WONDER_YIELD,-185922066,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_GRANT_ADJACENT_TERRAIN_YIELD,1639974879,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_EXPERIENCE_LEVEL,416718785,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_ERA_STRENGTH_MODIFIER,540516069,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_WMD_RESISTANCE,2018358362,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_WATER_DAMAGE_RESISTANCE,-1335950830,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_IGNORE_RESOURCE_MAINTENANCE,1249179445,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_EXTRA_UNIT_COPY,-1417200495,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_EXTRA_UNIT_COPY_TAG,-464855754,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_DISTRICT_PILLAGE,-2028860625,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_IMPROVEMENT_PILLAGE,-227766667,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_MOVEMENT,1256435049,KIND_MODIFIER
MODIFIER_UNIT_ADJUST_NUM_ATTACKS,-1303618043,KIND_MODIFIER
MODIFIER_UNIT_ADJUST_FORCE_RETREAT,-674373381,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_PER_LUXURY_ATTACK_MODIFIER,-1009146316,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_PER_LUXURY_ATTACK_MODIFIER,-390358908,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_ADJUST_PER_MILITARY_POLICIES_COMBAT_MODIFIER,-1615870057,KIND_MODIFIER
MODIFIER_UNIT_ADJUST_POST_COMBAT_YIELD,-180124171,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_POST_COMBAT_YIELD,111617181,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_SEA_MOVEMENT,-2073554140,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_UNIT_PRODUCTION,1083326076,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_GRANT_ABILITY,2099306817,KIND_MODIFIER
MODIFIER_PLAYER_UNIT_GRANT_ABILITY,-1547492086,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_GRANT_PROMOTION,603994497,KIND_MODIFIER
MODIFIER_UNITS_GRANT_PROMOTION,-1940415055,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_ATTACH_MODIFIER,-1582824373,KIND_MODIFIER
MODIFIER_PLAYER_UNITS_RESET_MOVES,-1266783426,KIND_MODIFIER
MODIFIER_SINGLE_UNIT_ATTACH_MODIFIER,-120195974,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_ACTIVE_BUILDING_PRODUCTION,1431941520,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_CITY_APPEAL,666478615,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_CITY_AMENITIES_FROM_GREAT_PEOPLE,702409764,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_CITY_AMENITIES_FROM_RELIGION,-1209144562,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_LAKE_ENTERTAINMENT,-1856978712,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_CITY_GROWTH,-1407186256,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_CITY_HOUSING_FROM_GREAT_PEOPLE,558756010,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_CITY_HOUSING_FROM_GREAT_WORKS,341431625,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_CITY_UNIT_MAX_LEVEL,243090126,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_CITY_YIELD_MODIFIER,-1101327941,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_EXTRA_GREAT_WORK_SLOTS,449380954,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_GREATWORK_YIELD,247817397,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_TOURISM_LATE_ERAS,879986719,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_TRADE_ROUTE_YIELD_TO_OTHERS,1472537867,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_TRADE_ROUTE_YIELD_FROM_OTHERS,2109597126,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_TRADE_ROUTE_YIELD_FOR_DOMESTIC,-1797187684,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_TRADE_ROUTE_YIELD_FOR_INTERNATIONAL,-1063034269,KIND_MODIFIER
MODIFIER_PLAYER_CITY_TRADE_ROUTE_YIELD_PER_LOCAL_BONUS_RESOURCE_FOR_DOMESTIC,-1214537492,KIND_MODIFIER
MODIFIER_PLAYER_CITY_TRADE_ROUTE_YIELD_PER_LOCAL_BONUS_RESOURCE_FOR_INTERNATIONAL,1578856040,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_BUILDING_HOUSING,-2056241268,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_DISTRICT_PRODUCTION_MODIFIER,-466593196,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_TOURISM,1801505885,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_WONDER_YIELD_CHANGE,-1947643993,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_YIELD_CHANGE,-377614788,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ATTACH_MODIFIER,431520032,KIND_MODIFIER
MODIFIER_SINGLE_CITY_BUILDER_CHARGES,-911587635,KIND_MODIFIER
MODIFIER_SINGLE_CITY_FEATURE_ADJACENCY,-1359240297,KIND_MODIFIER
MODIFIER_SINGLE_CITY_GRANT_ABILITY_FOR_TRAINED_UNITS,357386047,KIND_MODIFIER
MODIFIER_SINGLE_CITY_GRANT_BUILDING_IN_CITY,-498046897,KIND_MODIFIER
MODIFIER_SINGLE_CITY_GRANT_BUILDING_IN_CITY_IGNORE,-1951471802,KIND_MODIFIER
MODIFIER_SINGLE_CITY_GRANT_PRODUCTION_IN_CITY,1873320750,KIND_MODIFIER
MODIFIER_SINGLE_CITY_GRANT_RESOURCE_IN_CITY,-2009595251,KIND_MODIFIER
MODIFIER_SINGLE_CITY_GRANT_UNIT_IN_CITY,1525882483,KIND_MODIFIER
MODIFIER_SINGLE_CITY_GRANT_UNIT_IN_NEAREST_CITY,1198167969,KIND_MODIFIER
MODIFIER_SINGLE_CITY_GRANT_UNIT_BY_CLASS_IN_NEAREST_CITY,-999896733,KIND_MODIFIER
MODIFIER_SINGLE_CITY_GRANT_GREAT_PERSON_CLASS_IN_CITY,-283157152,KIND_MODIFIER
MODIFIER_SINGLE_CITY_GRANT_YIELD_PER_GREAT_WORK,214880832,KIND_MODIFIER
MODIFIER_SINGLE_CITY_GRANT_YIELD_PER_UNIT_COST,896408793,KIND_MODIFIER
MODIFIER_SINGLE_CITY_EXTRA_DISTRICT,1902655932,KIND_MODIFIER
MODIFIER_SINGLE_CITY_HEAL_SPREADS,-1683743295,KIND_MODIFIER
MODIFIER_SINGLE_CITY_RELIGION_EXTRA_PROMOTIONS_SCENARIO,-2144904893,KIND_MODIFIER
MODIFIER_SINGLE_CITY_RELIGIOUS_SPREADS,-606373809,KIND_MODIFIER
MODIFIER_SINGLE_CITY_DISTRICTS_ADJUST_GREAT_PERSON_POINTS,1126737733,KIND_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_PROPERTY,-1914939093,KIND_MODIFIER
MODIFIER_SINGLE_PLOT_ADJUST_PLOT_YIELDS,-967848170,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_ARCHIPELAGIC_STATE,567507970,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_AYYUBID_DYNASTY,-37833775,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_BACKSTAB_AVERSE,-847980957,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_BLACK_QUEEN,360596521,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_BULL_MOOSE,-154155341,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_BUSHIDO,241119716,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_END_TO_SUFFERING,1521180602,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_ENVIRONMENT,-104188173,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_EXPLOITATIVE,524189390,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_LAST_VIKING_KING,2055854816,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_MAGNIFICENCES,-43383615,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_OPPORTUNIST,227918204,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_OPTIMUS_PRINCEPS,644507710,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_PARANOID,2051257176,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_PERPETUALLY_ON_GUARD,-2109701568,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_QUEEN_OF_NILE,1243375864,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_SHORT_LIFE_GLORY,-1417371352,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,-2064104824,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_ARCHAEOLOGY,-1835652883,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_BROKEN_PROMISE,-355353764,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_ESPIONAGE,-805714192,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_GOVERNMENTS,1860195032,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_INCURSION,-2025157660,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_KEPT_PROMISE,-850396741,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_NEW_WARMONGER,-1344922991,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_NO_PROMISE,-61988746,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_ONE_SIDED_TRADES,2108936089,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_PEACEFUL,703498582,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_RANDOM,279770532,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_SETTLED_CITIES,-1278055499,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,-1709686954,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_THIRD_PARTY_EFFECTS,-265431209,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_TRADE_RELATIONS,-451619241,KIND_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_WARMONGER,-902344039,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_ALL_TECHNOLOGY_BOOST_BY_ERA,901708679,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_RANDOM_TECHNOLOGY,1411492340,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_RANDOM_TECHNOLOGY_BOOST_BY_ERA,1155707013,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_RANDOM_TECHNOLOGY_BOOST_ON_NEW_ERA,-1604185598,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_RANDOM_TECHNOLOGY_BOOST_GOODY_HUT,61552498,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_RANDOM_CIVIC,993411362,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_RANDOM_CIVIC_BOOST_BY_ERA,-1537243491,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_RANDOM_CIVIC_BOOST_ON_NEW_ERA,-464992547,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_RANDOM_CIVIC_BOOST_GOODY_HUT,760388382,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_SPECIFIC_TECH_BOOST,-75403916,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_INFLUENCE_TOKEN,998619636,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_INFLUENCE_TOKEN_FROM_CITY_WONDER,1645380522,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_COMBAT_ADJACENCY,-524998420,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_FAITH_FROM_HARVEST,2037309483,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_FAITH_FROM_REMOVE_FEATURE,-954786504,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_RELIC,59259608,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_SPY,-318147994,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_YIELD,-766710248,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_YIELD_PERCENT_UNIT_COST,968862564,KIND_MODIFIER
GRANT_STRENGTH_PER_ADJACENT_UNIT_TYPE,-500423290,KIND_MODIFIER
MODIFIER_PLAYER_MULTIPLY_TREASURY,1477298114,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_ALWAYS_FULL_RELIGIOUS_TOURISM,1499100074,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_RELIGIOUS_TOURISM_REDUCTION,-778430331,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_CITY_TILES,-1359189518,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_INFLUENCE_POINTS_PER_TURN,-845260680,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_CAPACITY,-1842714365,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_WATER_RANGE,1728741239,KIND_MODIFIER
MODIFIER_PLAYER_DISTRICTS_ADJUST_TRADE_ROUTE_CAPACITY,-450765180,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD,-1928364894,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_FOR_DOMESTIC,909599054,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_PER_SPECIALTY_DISTRICT_FOR_DOMESTIC,-534907743,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_FOR_INTERNATIONAL,1761027827,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_GOLD_DISPERSAL,740964278,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_GREAT_PERSON_PATRONAGE_DISCOUNT_PERCENT,-1045443433,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_GREAT_PERSON_POINTS,-22538649,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_GREAT_PERSON_GUARANTEE,22204937,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_GREAT_PERSON_POINTS_PERCENT,-1812840994,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_GREAT_PERSON_POINTS_REFUND_PERCENT,-2062421544,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_DUPLICATE_FIRST_INFLUENCE_TOKEN,1350573148,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_DUPLICATE_INFLUENCE_TOKEN_WHEN_RIVAL_GOVERNMENT,663336011,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_TOURISM,1115807485,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_EMBARKED_MOVEMENT,704257720,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_PROPERTY,1529027537,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_DESTINATION_YIELD_FOR_ALLY_ROUTE,1363056426,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_ORIGIN_YIELD_FOR_ALLY_ROUTE,-1553287044,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_DESTINATION_YIELD_FOR_SUZERAIN_ROUTE,-1818306742,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_ORIGIN_YIELD_FOR_SUZERAIN_ROUTE,-1014133367,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_TOURISM_MODIFIER,-521004212,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_PER_POST_IN_FOREIGN_CITY,1375082939,KIND_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_PER_POST_IN_OWN_CITY,-1568485856,KIND_MODIFIER
MODIFIER_PLAYER_DISTRICT_CREATE_YIELD,796909990,KIND_MODIFIER
MODIFIER_PLAYER_DISTRICT_CREATE_UNIT,-522363105,KIND_MODIFIER
MODIFIER_PLAYER_DISTRICT_GRANT_AIR_SLOTS,-38980346,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_CITIES_FRESHWATER_HOUSING_BONUS,2144482998,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_CITIES_URBAN_DEFENSES,1953710195,KIND_MODIFIER
MODIFIER_PLAYER_ADOPT_ALLY_FOUNDED_RELIGIONS,-1673146353,KIND_MODIFIER
MODIFIER_PLAYER_TREAT_CAPITAL_AS_HOLY_CITY,1894254876,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_FREE_RESOURCE_FROM_UNIT_PLOT,862333351,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_FREE_RESOURCE_VISIBILITY,1581884585,KIND_MODIFIER
MODIFIER_GAME_TRIGGER_MECHANIC,1561095471,KIND_MODIFIER
MODIFIER_PLAYER_EXPLORE_ENTIRE_MAP,-1538689446,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_YIELD_BASED_ON_CURRENT_YIELD_RATE,1733266593,KIND_MODIFIER
MODIFIER_PLAYER_TRAINED_UNITS_ADJUST_BUILDER_CHARGES,-990223453,KIND_MODIFIER
MODIFIER_PLAYER_TRAINED_UNITS_GRANT_ABILITY,452034477,KIND_MODIFIER
MODIFIER_UNIT_ADJUST_BUILDER_CHARGES,-2104717194,KIND_MODIFIER
MODIFIER_PLAYER_GRANT_RANDOM_RESOURCE_PRODUCT,-589166319,KIND_MODIFIER
NOTIFICATION_BARBARIANS_SIGHTED,709034059,KIND_NOTIFICATION
NOTIFICATION_NEW_BARBARIAN_CAMP,-388235146,KIND_NOTIFICATION
NOTIFICATION_CAPITAL_LOST,-164725077,KIND_NOTIFICATION
NOTIFICATION_CAPITAL_CAPTURED,-83647101,KIND_NOTIFICATION
NOTIFICATION_CAPITAL_RECLAIMED,-2033611778,KIND_NOTIFICATION
NOTIFICATION_CHOOSE_ARTIFACT_PLAYER,1746522008,KIND_NOTIFICATION
NOTIFICATION_CHOOSE_TECH,1496184008,KIND_NOTIFICATION
NOTIFICATION_CHOOSE_CITY_PRODUCTION,1090224621,KIND_NOTIFICATION
NOTIFICATION_CHOOSE_PANTHEON,-1806242486,KIND_NOTIFICATION
NOTIFICATION_CHOOSE_RELIGION,-1493314258,KIND_NOTIFICATION
NOTIFICATION_CHOOSE_BELIEF,661452396,KIND_NOTIFICATION
NOTIFICATION_CLAIM_GREAT_PERSON,-342032810,KIND_NOTIFICATION
NOTIFICATION_COMMAND_UNITS,-28491459,KIND_NOTIFICATION
NOTIFICATION_CITY_RANGE_ATTACK,-1181197223,KIND_NOTIFICATION
NOTIFICATION_CONSIDER_GOVERNMENT_CHANGE,-1228951151,KIND_NOTIFICATION
NOTIFICATION_FILL_CIVIC_SLOT,1664197302,KIND_NOTIFICATION
NOTIFICATION_CHOOSE_CIVIC,-506211412,KIND_NOTIFICATION
NOTIFICATION_CONSIDER_RAZE_CITY,-624946373,KIND_NOTIFICATION
NOTIFICATION_DECLARE_WAR,778487052,KIND_NOTIFICATION
NOTIFICATION_DISCOVER_CONTINENT,875232742,KIND_NOTIFICATION
NOTIFICATION_DISCOVER_GOODY_HUT,-439592332,KIND_NOTIFICATION
NOTIFICATION_DISCOVER_NATURAL_WONDER,-1312788655,KIND_NOTIFICATION
NOTIFICATION_DISCOVER_RESOURCE,910561069,KIND_NOTIFICATION
NOTIFICATION_GIVE_INFLUENCE_TOKEN,1469786321,KIND_NOTIFICATION
NOTIFICATION_MAKE_PEACE,1227555890,KIND_NOTIFICATION
NOTIFICATION_PLAYER_CONNECTING,-1417116259,KIND_NOTIFICATION
NOTIFICATION_PLAYER_CONNECTED,366502522,KIND_NOTIFICATION
NOTIFICATION_PLAYER_DISCONNECT,-494783345,KIND_NOTIFICATION
NOTIFICATION_PLAYER_DESYNCED,850242334,KIND_NOTIFICATION
NOTIFICATION_PLAYER_RESYNC_COMPLETE,-2055687696,KIND_NOTIFICATION
NOTIFICATION_PLAYER_MOD_STATUS,582098145,KIND_NOTIFICATION
NOTIFICATION_HOST_MIGRATION,-1238786763,KIND_NOTIFICATION
NOTIFICATION_HOST_CHANGED,1223931276,KIND_NOTIFICATION
NOTIFICATION_PLAYBYCLOUD_YOURTURN,-739677283,KIND_NOTIFICATION
NOTIFICATION_PLAYBYCLOUD_UNSEENCOMPLETE,-259414535,KIND_NOTIFICATION
NOTIFICATION_PLAYER_KICKED,-1412184134,KIND_NOTIFICATION
NOTIFICATION_PLAYER_MET,-1991002055,KIND_NOTIFICATION
NOTIFICATION_PLAYER_DEFEATED,-2052266218,KIND_NOTIFICATION
NOTIFICATION_SEQUENTIAL_TURNS,2039425023,KIND_NOTIFICATION
NOTIFICATION_SIMULTANEOUS_TURNS,791000081,KIND_NOTIFICATION
NOTIFICATION_TECH_BOOST,574602822,KIND_NOTIFICATION
NOTIFICATION_CIVIC_BOOST,-112421107,KIND_NOTIFICATION
NOTIFICATION_TECH_DISCOVERED,1901749633,KIND_NOTIFICATION
NOTIFICATION_CIVIC_DISCOVERED,-1221056848,KIND_NOTIFICATION
NOTIFICATION_USER_DEFINED_1,-1636606976,KIND_NOTIFICATION
NOTIFICATION_USER_DEFINED_2,125439418,KIND_NOTIFICATION
NOTIFICATION_USER_DEFINED_3,1887255852,KIND_NOTIFICATION
NOTIFICATION_USER_DEFINED_4,-300308337,KIND_NOTIFICATION
NOTIFICATION_USER_DEFINED_5,-1726048231,KIND_NOTIFICATION
NOTIFICATION_USER_DEFINED_6,1558947,KIND_NOTIFICATION
NOTIFICATION_USER_DEFINED_7,1997601077,KIND_NOTIFICATION
NOTIFICATION_USER_DEFINED_8,-407903068,KIND_NOTIFICATION
NOTIFICATION_USER_DEFINED_9,-1867983822,KIND_NOTIFICATION
NOTIFICATION_SPY_CHOOSE_ESCAPE_ROUTE,601136565,KIND_NOTIFICATION
NOTIFICATION_SPY_CHOOSE_DRAGNET_PRIORITY,1696695202,KIND_NOTIFICATION
NOTIFICATION_SPY_HEIST_GREAT_WORK,465376541,KIND_NOTIFICATION
NOTIFICATION_SPY_ENEMY_HEIST_GREAT_WORK,-1922291686,KIND_NOTIFICATION
NOTIFICATION_SPY_RECRUIT_PARTISANS,-82618038,KIND_NOTIFICATION
NOTIFICATION_SPY_ENEMY_RECRUIT_PARTISANS,1709252052,KIND_NOTIFICATION
NOTIFICATION_SPY_SABOTAGED_PRODUCTION,-2051301392,KIND_NOTIFICATION
NOTIFICATION_SPY_ENEMY_SABOTAGED_PRODUCTION,-1248848987,KIND_NOTIFICATION
