NamedLakeType,Name
NAMED_LAKE_LAKE_GUIJA,LOC_NAMED_LAKE_LAKE_GUIJA_NAME
NAMED_LAKE_LAKE_LEOPOLDO,LOC_NAMED_LAKE_LAKE_LEOPOLDO_NAME
NAMED_LAKE_LAKE_VALENCIA,LOC_NAMED_LAKE_LAKE_VALENCIA_NAME
NAMED_LAKE_LAKE_TOTA,LOC_NAMED_LAKE_LAKE_TOTA_NAME
NAMED_LAKE_LAGUNA_DE_LA_COCHA,LOC_NAMED_LAKE_LAGUNA_DE_LA_COCHA_NAME
NAMED_LAKE_LAKE_HERRERA,LOC_NAMED_LAKE_LAKE_HERRERA_NAME
NAMED_LAKE_LAKE_NEUCHATEL,LOC_NAMED_LAKE_LAKE_NEUCHATEL_NAME
NAMED_LAKE_BA_BE_LAKE,LOC_NAMED_LAKE_BA_BE_LAKE_NAME
NAMED_LAKE_HO_TAY,LOC_NAMED_LAKE_HO_TAY_NAME
NAMED_LAKE_LAK_LAKE,LOC_NAMED_LAKE_LAK_LAKE_NAME
NAMED_LAKE_LAKE_ABAYA,LOC_NAMED_LAKE_LAKE_ABAYA_NAME
NAMED_LAKE_LAKE_ZIWAY,LOC_NAMED_LAKE_LAKE_ZIWAY_NAME
NAMED_LAKE_LAKE_CHAMO,LOC_NAMED_LAKE_LAKE_CHAMO_NAME
NAMED_LAKE_LAKE_SHALA,LOC_NAMED_LAKE_LAKE_SHALA_NAME
NAMED_LAKE_LAKE_CHEW_BAHIR,LOC_NAMED_LAKE_LAKE_CHEW_BAHIR_NAME
NAMED_LAKE_LAKE_ABBE,LOC_NAMED_LAKE_LAKE_ABBE_NAME
NAMED_LAKE_LAGOA_DO_FOGO,LOC_NAMED_LAKE_LAGOA_DO_FOGO_NAME
NAMED_LAKE_LAGOA_DAS_SETE_CIDADES,LOC_NAMED_LAKE_LAGOA_DAS_SETE_CIDADES_NAME
NAMED_LAKE_LAGOA_DAS_FURNAS,LOC_NAMED_LAKE_LAGOA_DAS_FURNAS_NAME
NAMED_LAKE_LAGOA_DE_SANTIAGO,LOC_NAMED_LAKE_LAGOA_DE_SANTIAGO_NAME
NAMED_LAKE_LAGOAS_DE_BERTIANDOS,LOC_NAMED_LAKE_LAGOAS_DE_BERTIANDOS_NAME
NAMED_LAKE_PATEIRA_DE_FERMENTELOS,LOC_NAMED_LAKE_PATEIRA_DE_FERMENTELOS_NAME
NAMED_LAKE_LAGOA_DA_VELA,LOC_NAMED_LAKE_LAGOA_DA_VELA_NAME
