BuildingType,Name,PrereqTech,PrereqCivic,Cost,MaxPlayerInstances,MaxWorldInstances,Capital,PrereqDistrict,AdjacentDistrict,Description,RequiresPlacement,RequiresRiver,OuterDefenseHitPoints,Housing,Entertainment,AdjacentResource,Coast,EnabledByReligion,AllowsHolyCity,PurchaseYield,MustPurchase,Maintenance,IsWonder,TraitType,OuterDefenseStrength,CitizenSlots,MustBeLake,MustNotBeLake,RegionalRange,AdjacentToMountain,ObsoleteEra,RequiresReligion,GrantFortification,DefenseModifier,InternalOnly,RequiresAdjacentRiver,Quote,QuoteAudio,MustBeAdjacentLand,AdvisorType,AdjacentCapital,AdjacentImprovement,CityAdjacentTerrain,UnlocksGovernmentPolicy,GovernmentTierRequirement
BUILDING_RUHR_VALLEY,LOC_BUILDING_RUHR_VALLEY_NAME,TECH_INDUSTRIALIZATION,,1240,-1,1,0,,DISTRICT_INDUSTRIAL_ZONE,LOC_BUILDING_RUHR_VALLEY_DESCRIPTION,1,1,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_ATOMIC,0,0,0,0,0,LOC_BUILDING_RUHR_VALLEY_QUOTE,Play_RUHRVALLEY_QUOTE,0,ADVISOR_GENERIC,0,,,0,
BUILDING_BOLSHOI_THEATRE,LOC_BUILDING_BOLSHOI_THEATRE_NAME,,CIVIC_OPERA_BALLET,1240,-1,1,0,,DISTRICT_THEATER,LOC_BUILDING_BOLSHOI_THEATRE_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_ATOMIC,0,0,0,0,0,LOC_BUILDING_BOLSHOI_THEATER_QUOTE,Play_BOLSHOITHEATRE_QUOTE,0,ADVISOR_CULTURE,0,,,0,
BUILDING_OXFORD_UNIVERSITY,LOC_BUILDING_OXFORD_UNIVERSITY_NAME,TECH_SCIENTIFIC_THEORY,,1240,-1,1,0,,DISTRICT_CAMPUS,LOC_BUILDING_OXFORD_UNIVERSITY_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_ATOMIC,0,0,0,0,0,LOC_BUILDING_OXFORD_UNIVERSITY_QUOTE,Play_OXFORDUNIVERSITY_QUOTE,0,ADVISOR_TECHNOLOGY,0,,,0,
BUILDING_BIG_BEN,LOC_BUILDING_BIG_BEN_NAME,TECH_ECONOMICS,,1450,-1,1,0,,DISTRICT_COMMERCIAL_HUB,LOC_BUILDING_BIG_BEN_EXPANSION2_DESCRIPTION,1,1,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_ATOMIC,0,0,0,0,0,LOC_BUILDING_BIG_BEN_QUOTE,Play_BIGBEN_QUOTE,0,ADVISOR_GENERIC,0,,,0,
BUILDING_HERMITAGE,LOC_BUILDING_HERMITAGE_NAME,,CIVIC_NATURAL_HISTORY,1450,-1,1,0,,,LOC_BUILDING_HERMITAGE_DESCRIPTION,1,1,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_ATOMIC,0,0,0,0,0,LOC_BUILDING_HERMITAGE_QUOTE,Play_HERMITAGE_QUOTE,0,ADVISOR_CULTURE,0,,,0,
BUILDING_EIFFEL_TOWER,LOC_BUILDING_EIFFEL_TOWER_NAME,TECH_STEEL,,1620,-1,1,0,,DISTRICT_CITY_CENTER,LOC_BUILDING_EIFFEL_TOWER_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_INFORMATION,0,0,0,0,0,LOC_BUILDING_EIFFEL_TOWER_QUOTE,Play_EIFFELTOWER_QUOTE,0,ADVISOR_CULTURE,0,,,0,
BUILDING_BROADWAY,LOC_BUILDING_BROADWAY_NAME,,CIVIC_MASS_MEDIA,1620,-1,1,0,,DISTRICT_THEATER,LOC_BUILDING_BROADWAY_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_INFORMATION,0,0,0,0,0,LOC_BUILDING_BROADWAY_QUOTE,Play_BROADWAY_QUOTE,0,ADVISOR_CULTURE,0,,,0,
BUILDING_CRISTO_REDENTOR,LOC_BUILDING_CRISTO_REDENTOR_NAME,,CIVIC_MASS_MEDIA,1620,-1,1,0,,,LOC_BUILDING_CRISTO_REDENTOR_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_INFORMATION,0,0,0,0,0,LOC_BUILDING_CRISTO_REDENTOR_QUOTE,Play_CRISTOREDENTOR_QUOTE,0,ADVISOR_CULTURE,0,,,0,
BUILDING_ESTADIO_DO_MARACANA,LOC_BUILDING_ESTADIO_DO_MARACANA_NAME,,CIVIC_PROFESSIONAL_SPORTS,1740,-1,1,0,,DISTRICT_ENTERTAINMENT_COMPLEX,LOC_BUILDING_ESTADIO_DO_MARACANA_DESCRIPTION,1,0,,0,2,,,0,0,,0,0,1,,0,,0,0,100000,0,NO_ERA,0,0,0,0,0,LOC_BUILDING_ESTADIO_DO_MARACANA_QUOTE,Play_ESTADIODOMARACANA_QUOTE,0,ADVISOR_GENERIC,0,,,0,
BUILDING_SYDNEY_OPERA_HOUSE,LOC_BUILDING_SYDNEY_OPERA_HOUSE_NAME,,CIVIC_CULTURAL_HERITAGE,1850,-1,1,0,,DISTRICT_HARBOR,LOC_BUILDING_SYDNEY_OPERA_HOUSE_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,1,0,0,NO_ERA,0,0,0,0,0,LOC_BUILDING_SYDNEY_OPERA_HOUSE_QUOTE,Play_SYDNEYOPERAHOUSE_QUOTE,1,ADVISOR_CULTURE,0,,,0,
BUILDING_SMALL_ROCKET,LOC_BUILDING_SMALL_ROCKET_NAME,,,1,-1,-1,0,DISTRICT_SPACEPORT,,,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,NO_ERA,0,0,0,1,0,,,0,,0,,,0,
BUILDING_MEDIUM_ROCKET,LOC_BUILDING_MEDIUM_ROCKET_NAME,,,1,-1,-1,0,DISTRICT_SPACEPORT,,,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,NO_ERA,0,0,0,1,0,,,0,,0,,,0,
BUILDING_LARGE_ROCKET,LOC_BUILDING_LARGE_ROCKET_NAME,,,1,-1,-1,0,DISTRICT_SPACEPORT,,,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,NO_ERA,0,0,0,1,0,,,0,,0,,,0,
BUILDING_TLACHTLI,LOC_BUILDING_TLACHTLI_NAME,,CIVIC_GAMES_RECREATION,135,-1,-1,0,DISTRICT_ENTERTAINMENT_COMPLEX,,LOC_BUILDING_TLACHTLI_XP1_DESCRIPTION,0,0,,0,2,,,0,0,YIELD_GOLD,0,1,0,TRAIT_CIVILIZATION_BUILDING_TLACHTLI,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,,0,,,0,
BUILDING_HUEY_TEOCALLI,LOC_BUILDING_HUEY_TEOCALLI_NAME,TECH_MILITARY_TACTICS,,710,-1,1,0,,,LOC_BUILDING_HUEY_TEOCALLI_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,1,0,0,0,ERA_INDUSTRIAL,0,0,0,0,0,LOC_BUILDING_HUEY_TEOCALLI_QUOTE,Play_HUEITEOCALLI_QUOTE,1,,0,,,0,
BUILDING_PRASAT,LOC_BUILDING_PRASAT_NAME,,CIVIC_THEOLOGY,120,-1,-1,0,DISTRICT_HOLY_SITE,,LOC_BUILDING_PRASAT_HEROES_XP2_DESCRIPTION,0,0,,0,0,,,0,0,YIELD_GOLD,0,2,0,TRAIT_CIVILIZATION_BUILDING_PRASAT,0,1.0,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_RELIGIOUS,0,,,0,
BUILDING_ANGKOR_WAT,LOC_BUILDING_ANGKOR_WAT_NAME,,CIVIC_MEDIEVAL_FAIRES,710,-1,1,0,,DISTRICT_AQUEDUCT,LOC_BUILDING_ANGKOR_WAT_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_INDUSTRIAL,0,0,0,0,0,LOC_BUILDING_ANGKOR_WAT_QUOTE,Play_ANGKOR_WAT_QUOTE,0,ADVISOR_GENERIC,0,,,0,
BUILDING_SUKIENNICE,LOC_BUILDING_SUKIENNICE_NAME,TECH_CURRENCY,,120,-1,-1,0,DISTRICT_COMMERCIAL_HUB,,LOC_BUILDING_SUKIENNICE_EXPANSION1_DESCRIPTION,0,0,,0,0,,,0,0,YIELD_GOLD,0,0,0,TRAIT_CIVILIZATION_BUILDING_SUKIENNICE,0,1.0,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,,0,,,0,
BUILDING_JEBEL_BARKAL,LOC_BUILDING_JEBEL_BARKAL_NAME,TECH_IRON_WORKING,,400,-1,1,0,,,LOC_BUILDING_JEBEL_BARKAL_EXPANSION2_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,6,0,ERA_RENAISSANCE,0,0,0,0,0,LOC_BUILDING_JEBEL_BARKAL_QUOTE,Play_JEBEL_BARKAL_QUOTE,0,ADVISOR_RELIGIOUS,0,,,0,
BUILDING_BASILIKOI_PAIDES,LOC_BUILDING_BASILIKOI_PAIDES_NAME,TECH_BRONZE_WORKING,,90,-1,-1,0,DISTRICT_ENCAMPMENT,,LOC_BUILDING_BASILIKOI_PAIDES_EXPANSION2_DESCRIPTION,0,0,,1,0,,,0,0,YIELD_GOLD,0,1,0,TRAIT_CIVILIZATION_BUILDING_BASILIKOI_PAIDES,0,1.0,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_CONQUEST,0,,,0,
BUILDING_APADANA,LOC_BUILDING_APADANA_NAME,,CIVIC_POLITICAL_PHILOSOPHY,400,-1,1,0,,,LOC_BUILDING_APADANA_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_RENAISSANCE,0,0,0,0,0,LOC_BUILDING_APADANA_QUOTE,Play_APADANA_QUOTE,0,ADVISOR_GENERIC,1,,,0,
BUILDING_HALICARNASSUS_MAUSOLEUM,LOC_BUILDING_HALICARNASSUS_MAUSOLEUM_NAME,,CIVIC_DEFENSIVE_TACTICS,400,-1,1,0,,DISTRICT_HARBOR,LOC_BUILDING_HALICARNASSUS_MAUSOLEUM_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_RENAISSANCE,0,0,0,0,0,LOC_BUILDING_HALICARNASSUS_MAUSOLEUM_QUOTE,Play_HALICARNASSUS_MAUSOLEUM_QUOTE,0,ADVISOR_GENERIC,0,,,0,
BUILDING_ORDU,LOC_BUILDING_ORDU_NAME,TECH_HORSEBACK_RIDING,,120,-1,-1,0,DISTRICT_ENCAMPMENT,,LOC_BUILDING_ORDU_EXPANSION2_DESCRIPTION,0,0,,1,0,,,0,0,YIELD_GOLD,0,1,0,TRAIT_CIVILIZATION_BUILDING_ORDU,0,1.0,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_CONQUEST,0,,,0,
BUILDING_TSIKHE,LOC_BUILDING_TSIKHE_NAME,TECH_SIEGE_TACTICS,,260,-1,-1,0,DISTRICT_CITY_CENTER,,LOC_BUILDING_TSIKHE_DESCRIPTION_XP2,0,0,200.0,0,0,,,0,0,,0,0,0,TRAIT_CIVILIZATION_BUILDING_TSIKHE,3,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,0,
BUILDING_TEMPLE_ARTEMIS,LOC_BUILDING_TEMPLE_ARTEMIS_NAME,TECH_ARCHERY,,180,-1,1,0,,,LOC_BUILDING_TEMPLE_ARTEMIS_DESCRIPTION,1,0,,3,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_MEDIEVAL,0,0,0,0,0,LOC_BUILDING_TEMPLE_OF_ARTEMIS_QUOTE,Play_TEMPLE_OF_ARTEMIS_QUOTE,0,ADVISOR_GENERIC,0,IMPROVEMENT_CAMP,,0,
BUILDING_KILWA_KISIWANI,LOC_BUILDING_KILWA_KISIWANI_NAME,TECH_MACHINERY,,710,-1,1,0,,,LOC_BUILDING_KILWA_KISIWANI_DESCRIPTION,1,0,,0,0,,1.0,0,0,,0,0,1,,0,,0,0,0,0,ERA_INDUSTRIAL,0,0,0,0,0,LOC_BUILDING_KILWA_KISIWANI_QUOTE,Play_KILWA_KISIWANI_QUOTE,0,ADVISOR_GENERIC,0,,,0,
BUILDING_KOTOKU_IN,LOC_BUILDING_KOTOKU_IN_NAME,,CIVIC_DIVINE_RIGHT,710,-1,1,0,,DISTRICT_HOLY_SITE,LOC_BUILDING_KOTOKU_IN_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_INDUSTRIAL,0,0,0,0,0,LOC_BUILDING_KOTOKU_IN_QUOTE,Play_KOTOKU_IN_QUOTE,0,ADVISOR_RELIGIOUS,0,,,0,
BUILDING_CASA_DE_CONTRATACION,LOC_BUILDING_CASA_DE_CONTRATACION_NAME,TECH_CARTOGRAPHY,,920,-1,1,0,,DISTRICT_GOVERNMENT,LOC_BUILDING_CASA_DE_CONTRATACION_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_MODERN,0,0,0,0,0,LOC_BUILDING_CASA_DE_CONTRATACION_QUOTE,Play_CASA_DE_CONTRATACION_QUOTE,0,ADVISOR_GENERIC,0,,,0,
BUILDING_ST_BASILS_CATHEDRAL,LOC_BUILDING_ST_BASILS_CATHEDRAL_NAME,,CIVIC_REFORMED_CHURCH,920,-1,1,0,,DISTRICT_CITY_CENTER,LOC_BUILDING_ST_BASILS_CATHEDRAL_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_MODERN,0,0,0,0,0,LOC_BUILDING_ST_BASILS_CATHEDRAL_QUOTE,Play_ST_BASILS_CATHEDRAL_QUOTE,0,ADVISOR_RELIGIOUS,0,,,0,
BUILDING_TAJ_MAHAL,LOC_BUILDING_TAJ_MAHAL_NAME,,CIVIC_HUMANISM,920,-1,1,0,,,LOC_BUILDING_TAJ_MAHAL_DESCRIPTION,1,1,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_INFORMATION,0,0,0,0,0,LOC_BUILDING_TAJ_MAHAL_QUOTE,Play_TAJ_MAHAL_QUOTE,0,ADVISOR_GENERIC,0,,,0,
BUILDING_STATUE_LIBERTY,LOC_BUILDING_STATUE_LIBERTY_NAME,,CIVIC_CIVIL_ENGINEERING,1240,-1,1,0,,DISTRICT_HARBOR,LOC_BUILDING_STATUE_LIBERTY_EXPANSION2_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,1,0,0,ERA_INFORMATION,0,0,0,0,0,LOC_BUILDING_STATUE_LIBERTY_QUOTE,Play_STATUE_OF_LIBERTY_QUOTE,1,ADVISOR_GENERIC,0,,,0,
BUILDING_AMUNDSEN_SCOTT_RESEARCH_STATION,LOC_BUILDING_AMUNDSEN_SCOTT_RESEARCH_STATION_NAME,,CIVIC_RAPID_DEPLOYMENT,1620,-1,1,0,,DISTRICT_CAMPUS,LOC_BUILDING_AMUNDSEN_SCOTT_RESEARCH_STATION_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,LOC_BUILDING_AMUNDSEN_SCOTT_RESEARCH_STATION_QUOTE,Play_AMUNDSEN_SCOTT_QUOTE,0,ADVISOR_TECHNOLOGY,0,,,0,
BUILDING_FERRIS_WHEEL,LOC_BUILDING_FERRIS_WHEEL_NAME,,CIVIC_NATURAL_HISTORY,290,-1,-1,0,DISTRICT_WATER_ENTERTAINMENT_COMPLEX,,LOC_BUILDING_FERRIS_WHEEL_DESCRIPTION,0,0,,0,2,,,0,0,YIELD_GOLD,0,1,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,0,
BUILDING_AQUARIUM,LOC_BUILDING_AQUARIUM_NAME,,CIVIC_NATURAL_HISTORY,360,-1,-1,0,DISTRICT_WATER_ENTERTAINMENT_COMPLEX,,LOC_BUILDING_AQUARIUM_DESCRIPTION,0,0,,0,1,,,0,0,YIELD_GOLD,0,2,0,,0,,0,0,9,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,0,
BUILDING_AQUATICS_CENTER,LOC_BUILDING_AQUATICS_CENTER_NAME,,CIVIC_PROFESSIONAL_SPORTS,480,-1,-1,0,DISTRICT_WATER_ENTERTAINMENT_COMPLEX,,LOC_BUILDING_AQUATICS_CENTER_DESCRIPTION,0,0,,0,1,,,0,0,YIELD_GOLD,0,3,0,,0,,0,0,9,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,0,
BUILDING_GOV_TALL,LOC_BUILDING_GOV_TALL_NAME,,,150,-1,-1,0,DISTRICT_GOVERNMENT,,LOC_BUILDING_GOV_TALL_DESCRIPTION,0,0,,0,0,,,0,0,,0,1,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,1,Tier1
BUILDING_GOV_WIDE,LOC_BUILDING_GOV_WIDE_NAME,,,150,-1,-1,0,DISTRICT_GOVERNMENT,,LOC_BUILDING_GOV_WIDE_DESCRIPTION,0,0,,0,0,,,0,0,,0,1,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,1,Tier1
BUILDING_GOV_CONQUEST,LOC_BUILDING_GOV_CONQUEST_NAME,,,150,-1,-1,0,DISTRICT_GOVERNMENT,,LOC_BUILDING_GOV_CONQUEST_DESCRIPTION,0,0,,0,0,,,0,0,,0,1,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,1,Tier1
BUILDING_GOV_CITYSTATES,LOC_BUILDING_GOV_CITYSTATES_NAME,,,290,-1,-1,0,DISTRICT_GOVERNMENT,,LOC_BUILDING_GOV_CITYSTATES_EXPANSION2_DESCRIPTION,0,0,,0,0,,,0,0,,0,2,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,1,Tier2
BUILDING_GOV_SPIES,LOC_BUILDING_GOV_SPIES_NAME,,,290,-1,-1,0,DISTRICT_GOVERNMENT,,LOC_BUILDING_GOV_SPIES_DESCRIPTION,0,0,,0,0,,,0,0,,0,2,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,1,Tier2
BUILDING_GOV_FAITH,LOC_BUILDING_GOV_FAITH_NAME,,,290,-1,-1,0,DISTRICT_GOVERNMENT,,LOC_BUILDING_GOV_FAITH_DESCRIPTION,0,0,,0,0,,,0,0,,0,2,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,1,Tier2
BUILDING_GOV_MILITARY,LOC_BUILDING_GOV_MILITARY_NAME,,,440,-1,-1,0,DISTRICT_GOVERNMENT,,LOC_BUILDING_GOV_MILITARY_DESCRIPTION,0,0,,0,0,,,0,0,,0,3,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,1,Tier3
BUILDING_GOV_CULTURE,LOC_BUILDING_GOV_CULTURE_NAME,,,440,-1,-1,0,DISTRICT_GOVERNMENT,,LOC_BUILDING_GOV_CULTURE_DESCRIPTION,0,0,,0,0,,,0,0,,0,3,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,1,Tier3
BUILDING_GOV_SCIENCE,LOC_BUILDING_GOV_SCIENCE_NAME,,,440,-1,-1,0,DISTRICT_GOVERNMENT,,LOC_BUILDING_GOV_SCIENCE_DESCRIPTION,0,0,,0,0,,,0,0,,0,3,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,1,Tier3
BUILDING_FOOD_MARKET,LOC_BUILDING_FOOD_MARKET_NAME,TECH_REPLACEABLE_PARTS,,380,-1,-1,0,DISTRICT_NEIGHBORHOOD,,LOC_BUILDING_FOOD_MARKET_DESCRIPTION,0,0,,0,0,,,0,0,YIELD_GOLD,0,1,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,0,
BUILDING_SHOPPING_MALL,LOC_BUILDING_SHOPPING_MALL_NAME,,CIVIC_CAPITALISM,440,-1,-1,0,DISTRICT_NEIGHBORHOOD,,LOC_BUILDING_SHOPPING_MALL_DESCRIPTION,0,0,,0,1,,,0,0,YIELD_GOLD,0,1,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_CULTURE,0,,,0,
BUILDING_FLOOD_BARRIER,LOC_BUILDING_FLOOD_BARRIER_NAME,TECH_COMPUTERS,,80,-1,-1,0,DISTRICT_CITY_CENTER,,LOC_BUILDING_FLOOD_BARRIER_DESCRIPTION,0,0,,0,0,,,0,0,,0,1,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,0,
BUILDING_HYDROELECTRIC_DAM,LOC_BUILDING_HYDROELECTRIC_DAM_NAME,TECH_ELECTRICITY,,440,-1,-1,0,DISTRICT_DAM,,LOC_BUILDING_HYDROELECTRIC_DAM_DESCRIPTION,0,0,,0,0,,,0,0,YIELD_GOLD,0,1,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,0,
BUILDING_COAL_POWER_PLANT,LOC_BUILDING_COAL_POWER_PLANT_NAME,TECH_INDUSTRIALIZATION,,300,-1,-1,0,DISTRICT_INDUSTRIAL_ZONE,,LOC_BUILDING_COAL_POWER_PLANT_DESCRIPTION,0,0,,0,0,,,0,0,YIELD_GOLD,0,3,0,,0,1.0,0,0,6,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,0,
BUILDING_FOSSIL_FUEL_POWER_PLANT,LOC_BUILDING_FOSSIL_FUEL_POWER_PLANT_NAME,TECH_ELECTRICITY,,360,-1,-1,0,DISTRICT_INDUSTRIAL_ZONE,,LOC_BUILDING_FOSSIL_FUEL_POWER_PLANT_DESCRIPTION,0,0,,0,0,,,0,0,YIELD_GOLD,0,3,0,,0,1.0,0,0,6,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,0,
BUILDING_GRAND_BAZAAR,LOC_BUILDING_GRAND_BAZAAR_NAME,TECH_BANKING,,220,-1,-1,0,DISTRICT_COMMERCIAL_HUB,,LOC_BUILDING_GRAND_BAZAAR_DESCRIPTION,0,0,,0,0,,,0,0,YIELD_GOLD,0,0,0,TRAIT_CIVILIZATION_BUILDING_GRAND_BAZAAR,0,1.0,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,0,
BUILDING_MARAE,LOC_BUILDING_MARAE_NAME,,CIVIC_DRAMA_POETRY,150,-1,-1,0,DISTRICT_THEATER,,LOC_BUILDING_MARAE_DESCRIPTION,0,0,,0,0,,,0,0,YIELD_GOLD,0,0,0,TRAIT_CIVILIZATION_BUILDING_MARAE,0,1.0,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_CULTURE,0,,,0,
BUILDING_QUEENS_BIBLIOTHEQUE,LOC_BUILDING_QUEENS_BIBLIOTHEQUE_NAME,,,217,-1,-1,0,DISTRICT_GOVERNMENT,,LOC_BUILDING_QUEENS_BIBLIOTHEQUE_DESCRIPTION,0,0,,0,0,,,0,0,,0,2,0,TRAIT_LEADER_BUILDING_QUEENS_BIBLIOTHEQUE,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_CULTURE,0,,,1,Tier2
BUILDING_THERMAL_BATH,LOC_BUILDING_THERMAL_BATH_NAME,,CIVIC_NATURAL_HISTORY,360,-1,-1,0,DISTRICT_ENTERTAINMENT_COMPLEX,,LOC_BUILDING_THERMAL_BATH_DESCRIPTION,0,0,,0,2,,,0,0,YIELD_GOLD,0,2,0,TRAIT_CIVILIZATION_BUILDING_THERMAL_BATH,0,,0,0,6,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,0,
BUILDING_GREAT_BATH,LOC_BUILDING_GREAT_BATH_NAME,TECH_POTTERY,,180,-1,1,0,,,LOC_BUILDING_GREAT_BATH_DESCRIPTION,1,0,,3,1,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_MEDIEVAL,0,0,0,0,0,LOC_BUILDING_GREAT_BATH_QUOTE,Play_LOC_BUILDING_GREAT_BATH_QUOTE,0,ADVISOR_GENERIC,0,,,0,
BUILDING_MACHU_PICCHU,LOC_BUILDING_MACHU_PICCHU_NAME,TECH_ENGINEERING,,400,-1,1,0,,,LOC_BUILDING_MACHU_PICCHU_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_RENAISSANCE,0,0,0,0,0,LOC_BUILDING_MACHU_PICCHU_QUOTE,Play_LOC_BUILDING_MACHU_PICCHU_QUOTE,0,ADVISOR_TECHNOLOGY,0,,,0,
BUILDING_MEENAKSHI_TEMPLE,LOC_BUILDING_MEENAKSHI_TEMPLE_NAME,,CIVIC_CIVIL_SERVICE,710,-1,1,0,,DISTRICT_HOLY_SITE,LOC_BUILDING_MEENAKSHI_TEMPLE_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_INDUSTRIAL,1,0,0,0,0,LOC_BUILDING_MEENAKSHI_TEMPLE_QUOTE,Play_LOC_BUILDING_MEENAKSHI_TEMPLE_QUOTE,0,ADVISOR_RELIGIOUS,0,,,0,
BUILDING_UNIVERSITY_SANKORE,LOC_BUILDING_UNIVERSITY_SANKORE_NAME,TECH_EDUCATION,,710,-1,1,0,,DISTRICT_CAMPUS,LOC_BUILDING_UNIVERSITY_SANKORE_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_INDUSTRIAL,0,0,0,0,0,LOC_BUILDING_UNIVERSITY_SANKORE_QUOTE,Play_LOC_BUILDING_UNIVERSITY_SANKORE_QUOTE,0,ADVISOR_TECHNOLOGY,0,,,0,
BUILDING_ORSZAGHAZ,LOC_BUILDING_ORSZAGHAZ_NAME,TECH_SANITATION,,920,-1,1,0,,,LOC_BUILDING_ORSZAGHAZ_DESCRIPTION,1,1,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_ATOMIC,0,0,0,0,0,LOC_BUILDING_ORSZAGHAZ_QUOTE,Play_LOC_BUILDING_ORSZAGHAZ_QUOTE,0,ADVISOR_GENERIC,0,,,0,
BUILDING_PANAMA_CANAL,LOC_BUILDING_PANAMA_CANAL_NAME,TECH_STEAM_POWER,,920,-1,1,0,,,LOC_BUILDING_PANAMA_CANAL_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_ATOMIC,0,0,0,0,0,LOC_BUILDING_PANAMA_CANAL_QUOTE,Play_LOC_BUILDING_PANAMA_CANAL_QUOTE,0,ADVISOR_GENERIC,0,,,0,
BUILDING_GOLDEN_GATE_BRIDGE,LOC_BUILDING_GOLDEN_GATE_BRIDGE_NAME,TECH_COMBUSTION,,1620,-1,1,0,,,LOC_BUILDING_GOLDEN_GATE_BRIDGE_DESCRIPTION,1,0,,0,3,,,0,0,,0,0,1,,0,,0,1,0,0,ERA_INFORMATION,0,0,0,0,0,LOC_BUILDING_GOLDEN_GATE_BRIDGE_QUOTE,Play_LOC_BUILDING_GOLDEN_GATE_BRIDGE_QUOTE,1,ADVISOR_GENERIC,0,,,0,
