ModifierId,Name,Type,Value,Extra,SecondExtra
STANDARD_DIPLOMATIC_OCCUPIED_FRIENDLY_CITY,InitialValue,ARGTYPE_IDENTITY,-9,,
STANDARD_DIPLOMATIC_OCCUPIED_FRIENDLY_CITY,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_CITY_OCCUPIED_FRIEND,,
STANDARD_DIPLOMATIC_ONE_SIDED_TRADES,IncrementValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_ONE_SIDED_TRADES,MaxValue,ARGTYPE_IDENTITY,20,,
STANDARD_DIPLOMATIC_ONE_SIDED_TRADES,ReductionValue,ARGTYPE_IDENTITY,1,,
STANDARD_DIPLOMATIC_ONE_SIDED_TRADES,ReductionTurns,ARGTYPE_IDENTITY,2,,
STANDARD_DIPLOMATIC_ONE_SIDED_TRADES,TradeValuePerModifierPoint,ARGTYPE_IDENTITY,10,,
STANDARD_DIPLOMATIC_OPEN_BORDERS,InitialValue,ARGTYPE_IDENTITY,3,,
STANDARD_DIPLOMATIC_OPEN_BORDERS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_OPEN_BORDERS,,
STANDARD_DIPLOMACY_PEACE,InitialValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMACY_PEACE,MaxValue,ARGTYPE_IDENTITY,5,,
STANDARD_DIPLOMACY_PEACE,IncrementValue,ARGTYPE_IDENTITY,1,,
STANDARD_DIPLOMACY_PEACE,IncrementTurns,ARGTYPE_IDENTITY,25,,
STANDARD_DIPLOMACY_PEACE,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_TOOLTIP_SAMPLE_DIPLOMACY_PEACE,,
STANDARD_DIPLOMACY_RANDOM,DifficultyOffset,LinearScaleFromDefaultHandicap,0,-1,
STANDARD_DIPLOMACY_RANDOM,ReductionTurns,ARGTYPE_IDENTITY,10,,
STANDARD_DIPLOMACY_RANDOM,ReductionValue,ARGTYPE_IDENTITY,1,,
STANDARD_DIPLOMATIC_RAZED_MY_CITY,InitialValue,ARGTYPE_IDENTITY,-20,,
STANDARD_DIPLOMATIC_RAZED_MY_CITY,ReductionTurns,ARGTYPE_IDENTITY,20,,
STANDARD_DIPLOMATIC_RAZED_MY_CITY,Accumulates,ARGTYPE_IDENTITY,1,,
STANDARD_DIPLOMATIC_RAZED_MY_CITY,ReductionValue,ARGTYPE_IDENTITY,-1,,
STANDARD_DIPLOMATIC_RAZED_MY_CITY,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_RAZED_MY_CITY,,
STANDARD_DIPLOMACY_JOINT_WAR,InitialValue,ARGTYPE_IDENTITY,5,,
STANDARD_DIPLOMACY_JOINT_WAR,ReductionTurns,ARGTYPE_IDENTITY,20,,
STANDARD_DIPLOMACY_JOINT_WAR,ReductionValue,ARGTYPE_IDENTITY,1,,
STANDARD_DIPLOMACY_JOINT_WAR,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_JOINT_WAR,,
STANDARD_DIPLOMATIC_RELIGION_ACCEPT_CONVERSION,InitialValue,ARGTYPE_IDENTITY,5,,
STANDARD_DIPLOMATIC_RELIGION_ACCEPT_CONVERSION,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_SHARED_RELIGION,,
STANDARD_DIPLOMACY_RESIDENT_EMBASSY,InitialValue,ARGTYPE_IDENTITY,5,,
STANDARD_DIPLOMACY_RESIDENT_EMBASSY,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_RESIDENT_EMBASSY,,
STANDARD_DIPLOMACY_SETTLED_CITIES,InitialValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMACY_SETTLED_CITIES,IncrementValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMACY_SETTLED_CITIES,ReductionTurns,ARGTYPE_IDENTITY,10,,
STANDARD_DIPLOMACY_SETTLED_CITIES,ReductionValue,ARGTYPE_IDENTITY,-1,,
STANDARD_DIPLOMACY_SETTLED_CITIES,DiplomacyKey,ARGTYPE_IDENTITY,WARNING_DONT_SETTLE_NEAR_ME,,
STANDARD_DIPLOMACY_SETTLED_CITIES,MessageThrottle,ARGTYPE_IDENTITY,20,,
STANDARD_DIPLOMACY_SETTLED_CITIES,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_SETTLED_NEAR_BORDER_WARNING,,
STANDARD_DIPLOMATIC_WARMONGER,ReductionTurns,ARGTYPE_IDENTITY,2,,
STANDARD_DIPLOMATIC_WARMONGER,ReductionValue,ARGTYPE_IDENTITY,-1,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_SURPRISE_WAR_ON_FRIEND,InitialValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_SURPRISE_WAR_ON_FRIEND,IncrementValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_SURPRISE_WAR_ON_FRIEND,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DECLARED_SURPRISE_WAR_ON_FRIEND,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_SURPRISE_WAR_ON_FRIEND,EffectType,ARGTYPE_IDENTITY,DeclaredSurpriseWarOnFriend,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_SURPRISE_WAR_ON_FRIEND,MaxEffectMagnitude,ARGTYPE_IDENTITY,8,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_SURPRISE_WAR_ON_FRIEND,AmountPerIncident,ARGTYPE_IDENTITY,-8,,
STANDARD_DIPLOMATIC_3RD_PARTY_DENOUNCED_FRIEND,InitialValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_DENOUNCED_FRIEND,IncrementValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_DENOUNCED_FRIEND,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DENOUNCED_FRIEND,,
STANDARD_DIPLOMATIC_3RD_PARTY_DENOUNCED_FRIEND,EffectType,ARGTYPE_IDENTITY,DenoucedFriend,,
STANDARD_DIPLOMATIC_3RD_PARTY_DENOUNCED_FRIEND,MaxEffectMagnitude,ARGTYPE_IDENTITY,8,,
STANDARD_DIPLOMATIC_3RD_PARTY_DENOUNCED_FRIEND,AmountPerIncident,ARGTYPE_IDENTITY,-6,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_FRIENDSHIP_WITH_FRIEND,InitialValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_FRIENDSHIP_WITH_FRIEND,IncrementValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_FRIENDSHIP_WITH_FRIEND,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DECLARED_FRIENDSHIP_WITH_FRIEND,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_FRIENDSHIP_WITH_FRIEND,EffectType,ARGTYPE_IDENTITY,DeclaredFriendshipWithFriend,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_FRIENDSHIP_WITH_FRIEND,MaxEffectMagnitude,ARGTYPE_IDENTITY,8,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_FRIENDSHIP_WITH_FRIEND,AmountPerIncident,ARGTYPE_IDENTITY,6,,
STANDARD_DIPLOMATIC_3RD_PARTY_ALLIED_WITH_FRIEND,InitialValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_ALLIED_WITH_FRIEND,IncrementValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_ALLIED_WITH_FRIEND,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_ALLIED_WITH_FRIEND,,
STANDARD_DIPLOMATIC_3RD_PARTY_ALLIED_WITH_FRIEND,EffectType,ARGTYPE_IDENTITY,AlliedWithFriend,,
STANDARD_DIPLOMATIC_3RD_PARTY_ALLIED_WITH_FRIEND,MaxEffectMagnitude,ARGTYPE_IDENTITY,8,,
STANDARD_DIPLOMATIC_3RD_PARTY_ALLIED_WITH_FRIEND,AmountPerIncident,ARGTYPE_IDENTITY,8,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_SURPRISE_WAR_ON_ENEMY,InitialValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_SURPRISE_WAR_ON_ENEMY,IncrementValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_SURPRISE_WAR_ON_ENEMY,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DECLARED_SURPRISE_WAR_ON_ENEMY,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_SURPRISE_WAR_ON_ENEMY,EffectType,ARGTYPE_IDENTITY,DeclaredSurpriseWarOnEnemy,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_SURPRISE_WAR_ON_ENEMY,MaxEffectMagnitude,ARGTYPE_IDENTITY,8,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_SURPRISE_WAR_ON_ENEMY,AmountPerIncident,ARGTYPE_IDENTITY,8,,
STANDARD_DIPLOMATIC_3RD_PARTY_DENOUNCED_ENEMY,InitialValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_DENOUNCED_ENEMY,IncrementValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_DENOUNCED_ENEMY,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DENOUNCED_ENEMY,,
STANDARD_DIPLOMATIC_3RD_PARTY_DENOUNCED_ENEMY,EffectType,ARGTYPE_IDENTITY,DenouncedEnemy,,
STANDARD_DIPLOMATIC_3RD_PARTY_DENOUNCED_ENEMY,MaxEffectMagnitude,ARGTYPE_IDENTITY,8,,
STANDARD_DIPLOMATIC_3RD_PARTY_DENOUNCED_ENEMY,AmountPerIncident,ARGTYPE_IDENTITY,6,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_FRIENDSHIP_WITH_ENEMY,InitialValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_FRIENDSHIP_WITH_ENEMY,IncrementValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_FRIENDSHIP_WITH_ENEMY,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DECLARED_FRIENDSHIP_WITH_ENEMY,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_FRIENDSHIP_WITH_ENEMY,EffectType,ARGTYPE_IDENTITY,DeclaredFriendshipWithEnemy,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_FRIENDSHIP_WITH_ENEMY,MaxEffectMagnitude,ARGTYPE_IDENTITY,8,,
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_FRIENDSHIP_WITH_ENEMY,AmountPerIncident,ARGTYPE_IDENTITY,-6,,
STANDARD_DIPLOMATIC_3RD_PARTY_ALLIED_WITH_ENEMY,InitialValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_ALLIED_WITH_ENEMY,IncrementValue,ARGTYPE_IDENTITY,0,,
STANDARD_DIPLOMATIC_3RD_PARTY_ALLIED_WITH_ENEMY,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_ALLIED_WITH_ENEMY,,
STANDARD_DIPLOMATIC_3RD_PARTY_ALLIED_WITH_ENEMY,EffectType,ARGTYPE_IDENTITY,AlliedWithEnemy,,
STANDARD_DIPLOMATIC_3RD_PARTY_ALLIED_WITH_ENEMY,MaxEffectMagnitude,ARGTYPE_IDENTITY,8,,
STANDARD_DIPLOMATIC_3RD_PARTY_ALLIED_WITH_ENEMY,AmountPerIncident,ARGTYPE_IDENTITY,-8,,
HIGH_DIFFICULTY_SCIENCE_SCALING,Amount,LinearScaleFromDefaultHandicap,0,8,
HIGH_DIFFICULTY_SCIENCE_SCALING,YieldType,ARGTYPE_IDENTITY,YIELD_SCIENCE,,
HIGH_DIFFICULTY_CULTURE_SCALING,Amount,LinearScaleFromDefaultHandicap,0,8,
HIGH_DIFFICULTY_CULTURE_SCALING,YieldType,ARGTYPE_IDENTITY,YIELD_CULTURE,,
HIGH_DIFFICULTY_PRODUCTION_SCALING,Amount,LinearScaleFromDefaultHandicap,0,20,
HIGH_DIFFICULTY_PRODUCTION_SCALING,YieldType,ARGTYPE_IDENTITY,YIELD_PRODUCTION,,
HIGH_DIFFICULTY_GOLD_SCALING,Amount,LinearScaleFromDefaultHandicap,0,20,
HIGH_DIFFICULTY_GOLD_SCALING,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,,
HIGH_DIFFICULTY_FAITH_SCALING,Amount,LinearScaleFromDefaultHandicap,0,8,
HIGH_DIFFICULTY_FAITH_SCALING,YieldType,ARGTYPE_IDENTITY,YIELD_FAITH,,
BARBARIAN_CAMP_GOLD_SCALING,Amount,LinearScaleFromDefaultHandicap,0,-5,DIFFICULTY_PRINCE
BARBARIAN_CAMP_GOLD_SCALING,Improvement,ARGTYPE_IDENTITY,IMPROVEMENT_BARBARIAN_CAMP,,
HIGH_DIFFICULTY_COMBAT_SCALING,Amount,LinearScaleFromDefaultHandicap,-1,1,
LOW_DIFFICULTY_COMBAT_SCALING,Amount,LinearScaleFromDefaultHandicap,0,-1,DIFFICULTY_PRINCE
HIGH_DIFFICULTY_UNIT_XP_SCALING,Amount,LinearScaleFromDefaultHandicap,0,10,
LOW_DIFFICULTY_UNIT_XP_SCALING,Amount,LinearScaleFromDefaultHandicap,0,-15,DIFFICULTY_PRINCE
HIGH_DIFFICULTY_FREE_TECH_BOOSTS,Amount,LinearScaleFromDefaultHandicap,0,1,
HIGH_DIFFICULTY_FREE_TECH_BOOSTS,ApplyImmediately,ARGTYPE_IDENTITY,1,,
HIGH_DIFFICULTY_FREE_CIVIC_BOOSTS,Amount,LinearScaleFromDefaultHandicap,0,1,
HIGH_DIFFICULTY_FREE_CIVIC_BOOSTS,ApplyImmediately,ARGTYPE_IDENTITY,1,,
HEAL_AFTER_DEFEATING_UNIT,AbilityType,ARGTYPE_IDENTITY,ABILITY_TOMYRIS_HEAL_AFTER_DEFEATING_UNIT,,
TRAIT_ADJUST_BUILDER_CHARGES,Amount,ARGTYPE_IDENTITY,1,,
TRAIT_ADJUST_INQUISITOR_CHARGES,Amount,ARGTYPE_IDENTITY,1,,
TRAIT_ADJUST_ALLIED_WAR_DISCOUNT,Discount,ARGTYPE_IDENTITY,150,,
TRAIT_ADJUST_JOINTWAR_EXPERIENCE,Range,ARGTYPE_IDENTITY,5,,
TRAIT_ADJUST_JOINTWAR_PLUNDER,Multiplier,ARGTYPE_IDENTITY,100,,
TRAIT_ADJUST_NON_CAPITAL_FREE_CHEAPEST_BUILDING,Amount,ARGTYPE_IDENTITY,1,,
TRAIT_ADJUST_PROGRESS_DIFF_TRADE_BONUS,TechCivicsPerYield,ARGTYPE_IDENTITY,3,,
TRAIT_BUILDER_WONDER_PERCENT,Amount,ARGTYPE_IDENTITY,15,,
TRAIT_BOOST_ENCAMPMENT_PRODUCTION,DistrictType,ARGTYPE_IDENTITY,DISTRICT_ENCAMPMENT,,
TRAIT_BOOST_ENCAMPMENT_PRODUCTION,Amount,ARGTYPE_IDENTITY,100,,
TRAIT_BOOST_HOLY_SITE_PRODUCTION,DistrictType,ARGTYPE_IDENTITY,DISTRICT_HOLY_SITE,,
TRAIT_BOOST_HOLY_SITE_PRODUCTION,Amount,ARGTYPE_IDENTITY,100,,
TRAIT_BOOST_THEATER_DISTRICT_PRODUCTION,DistrictType,ARGTYPE_IDENTITY,DISTRICT_THEATER,,
TRAIT_BOOST_THEATER_DISTRICT_PRODUCTION,Amount,ARGTYPE_IDENTITY,100,,
TRAIT_COMBAT_BONUS_CITY_STATES,AbilityType,ARGTYPE_IDENTITY,ABILITY_BARBAROSSA_COMBAT_BONUS_VS_CITY_STATES,,
TRAIT_COMBAT_BONUS_HOME_CONTINENT,AbilityType,ARGTYPE_IDENTITY,ABILITY_ROOSEVELT_COMBAT_BONUS_HOME_CONTINENT,,
TRAIT_COMBAT_BONUS_LAND_ON_COAST,AbilityType,ARGTYPE_IDENTITY,ABILITY_HOJO_TOKIMUNE_COASTAL_COMBAT_BONUS,,
TRAIT_COMBAT_BONUS_NAVAL_SHALLOW_WATER,AbilityType,ARGTYPE_IDENTITY,ABILITY_HOJO_TOKIMUNE_SHALLOW_WATER_COMBAT_BONUS,,
TRAIT_COMBAT_BONUS_OTHER_RELIGION,AbilityType,ARGTYPE_IDENTITY,ABILITY_PHILIP_II_COMBAT_BONUS_OTHER_RELIGION,,
TRAIT_COMBAT_BONUS_PER_LUXURY,AbilityType,ARGTYPE_IDENTITY,ABILITY_MONTEZUMA_COMBAT_BONUS_PER_LUXURY,,
BONUS_VS_WOUNDED_UNITS,AbilityType,ARGTYPE_IDENTITY,ABILITY_TOMYRIS_BONUS_VS_WOUNDED_UNITS,,
TRAIT_FAITH_PEACEFUL_FOUNDERS,Amount,ARGTYPE_IDENTITY,5,,
TRAIT_FREE_APOSTLE_FINISH_MBANZA,DistrictType,ARGTYPE_IDENTITY,DISTRICT_MBANZA,,
TRAIT_FREE_APOSTLE_FINISH_MBANZA,UnitType,ARGTYPE_IDENTITY,UNIT_APOSTLE,,
TRAIT_FREE_APOSTLE_FINISH_THEATER_DISTRICT,DistrictType,ARGTYPE_IDENTITY,DISTRICT_THEATER,,
TRAIT_FREE_APOSTLE_FINISH_THEATER_DISTRICT,UnitType,ARGTYPE_IDENTITY,UNIT_APOSTLE,,
TRAIT_GAINS_FOUNDER_BELIEF_MAJORITY_RELIGION,Enable,ARGTYPE_IDENTITY,1,,
TRAIT_GRANT_COASTAL_RAID_ABILITY,AbilityType,ARGTYPE_IDENTITY,ABILITY_MELEE_COASTAL_RAID,,
TRAIT_ANCIENT_NAVAL_MELEE_PRODUCTION,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_NAVAL_MELEE,,
TRAIT_ANCIENT_NAVAL_MELEE_PRODUCTION,EraType,ARGTYPE_IDENTITY,ERA_ANCIENT,,
TRAIT_ANCIENT_NAVAL_MELEE_PRODUCTION,Amount,ARGTYPE_IDENTITY,50,,
TRAIT_CLASSICAL_NAVAL_MELEE_PRODUCTION,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_NAVAL_MELEE,,
TRAIT_CLASSICAL_NAVAL_MELEE_PRODUCTION,EraType,ARGTYPE_IDENTITY,ERA_CLASSICAL,,
TRAIT_CLASSICAL_NAVAL_MELEE_PRODUCTION,Amount,ARGTYPE_IDENTITY,50,,
TRAIT_MEDIEVAL_NAVAL_MELEE_PRODUCTION,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_NAVAL_MELEE,,
TRAIT_MEDIEVAL_NAVAL_MELEE_PRODUCTION,EraType,ARGTYPE_IDENTITY,ERA_MEDIEVAL,,
TRAIT_MEDIEVAL_NAVAL_MELEE_PRODUCTION,Amount,ARGTYPE_IDENTITY,50,,
TRAIT_RENAISSANCE_NAVAL_MELEE_PRODUCTION,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_NAVAL_MELEE,,
TRAIT_RENAISSANCE_NAVAL_MELEE_PRODUCTION,EraType,ARGTYPE_IDENTITY,ERA_RENAISSANCE,,
TRAIT_RENAISSANCE_NAVAL_MELEE_PRODUCTION,Amount,ARGTYPE_IDENTITY,50,,
TRAIT_INDUSTRIAL_NAVAL_MELEE_PRODUCTION,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_NAVAL_MELEE,,
TRAIT_INDUSTRIAL_NAVAL_MELEE_PRODUCTION,EraType,ARGTYPE_IDENTITY,ERA_INDUSTRIAL,,
TRAIT_INDUSTRIAL_NAVAL_MELEE_PRODUCTION,Amount,ARGTYPE_IDENTITY,50,,
TRAIT_MODERN_NAVAL_MELEE_PRODUCTION,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_NAVAL_MELEE,,
TRAIT_MODERN_NAVAL_MELEE_PRODUCTION,EraType,ARGTYPE_IDENTITY,ERA_MODERN,,
TRAIT_MODERN_NAVAL_MELEE_PRODUCTION,Amount,ARGTYPE_IDENTITY,50,,
TRAIT_ATOMIC_NAVAL_MELEE_PRODUCTION,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_NAVAL_MELEE,,
TRAIT_ATOMIC_NAVAL_MELEE_PRODUCTION,EraType,ARGTYPE_IDENTITY,ERA_ATOMIC,,
TRAIT_ATOMIC_NAVAL_MELEE_PRODUCTION,Amount,ARGTYPE_IDENTITY,50,,
TRAIT_INFORMATION_NAVAL_MELEE_PRODUCTION,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_NAVAL_MELEE,,
TRAIT_INFORMATION_NAVAL_MELEE_PRODUCTION,EraType,ARGTYPE_IDENTITY,ERA_INFORMATION,,
TRAIT_INFORMATION_NAVAL_MELEE_PRODUCTION,Amount,ARGTYPE_IDENTITY,50,,
TRAIT_GREAT_PERSON_REFUND,Amount,ARGTYPE_IDENTITY,20,,
TRAIT_CULTURE_PER_CITY_STATE_TRIBUTARY,YieldType,ARGTYPE_IDENTITY,YIELD_CULTURE,,
TRAIT_CULTURE_PER_CITY_STATE_TRIBUTARY,Amount,ARGTYPE_IDENTITY,5,,
TRAIT_INCOMING_TRADE_GAIN_GOLD,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,,
TRAIT_INCOMING_TRADE_GAIN_GOLD,Amount,ARGTYPE_IDENTITY,2,,
TRAIT_INCOMING_TRADE_OFFER_FOOD,YieldType,ARGTYPE_IDENTITY,YIELD_FOOD,,
TRAIT_INCOMING_TRADE_OFFER_FOOD,Amount,ARGTYPE_IDENTITY,2,,
TRAIT_INCREASE_ENEMY_WAR_WEARINESS,Amount,ARGTYPE_IDENTITY,100,,
TRAIT_INCREASE_ENEMY_WAR_WEARINESS,Enemy,ARGTYPE_IDENTITY,1,,
TRAIT_INTERNATIONAL_TRADE_GAIN_GOLD,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,,
TRAIT_INTERNATIONAL_TRADE_GAIN_GOLD,Amount,ARGTYPE_IDENTITY,4,,
TRAIT_INTERNATIONAL_TRADE_GAIN_GOLD,Intercontinental,ARGTYPE_IDENTITY,0,,
TRAIT_MILITARY_GOVERNMENT_SLOT,GovernmentSlotType,ARGTYPE_IDENTITY,SLOT_MILITARY,,
TRAIT_NATIONAL_PARK_APPEAL_BONUS,Amount,ARGTYPE_IDENTITY,1,,
TRAIT_OWNED_LUXURY_EXTRA_AMENITIES,Amount,ARGTYPE_IDENTITY,2,,
TRAIT_RELIGIOUS_BUILDING_DISCOUNT,Discount,ARGTYPE_IDENTITY,90,,
TRAIT_RELIGIOUS_BUILDING_MULTIPLIER_CULTURE,YieldType,ARGTYPE_IDENTITY,YIELD_CULTURE,,
TRAIT_RELIGIOUS_BUILDING_MULTIPLIER_CULTURE,Multiplier,ARGTYPE_IDENTITY,10,,
TRAIT_RELIGIOUS_BUILDING_MULTIPLIER_CULTURE,Founder,ARGTYPE_IDENTITY,1,,
TRAIT_RELIGIOUS_BUILDING_MULTIPLIER_FAITH,YieldType,ARGTYPE_IDENTITY,YIELD_FAITH,,
TRAIT_RELIGIOUS_BUILDING_MULTIPLIER_FAITH,Multiplier,ARGTYPE_IDENTITY,10,,
TRAIT_RELIGIOUS_BUILDING_MULTIPLIER_FAITH,Founder,ARGTYPE_IDENTITY,1,,
TRAIT_RELIGIOUS_BUILDING_MULTIPLIER_SCIENCE,YieldType,ARGTYPE_IDENTITY,YIELD_SCIENCE,,
TRAIT_RELIGIOUS_BUILDING_MULTIPLIER_SCIENCE,Multiplier,ARGTYPE_IDENTITY,10,,
TRAIT_RELIGIOUS_BUILDING_MULTIPLIER_SCIENCE,Founder,ARGTYPE_IDENTITY,1,,
UNIQUE_LEADER_ADD_VISIBILITY,Amount,ARGTYPE_IDENTITY,1,,
UNIQUE_LEADER_ADD_VISIBILITY,Source,ARGTYPE_IDENTITY,SOURCE_TRAIT,,
UNIQUE_LEADER_ADD_VISIBILITY,SourceType,ARGTYPE_IDENTITY,DIPLO_SOURCE_FEMALE_ONLY,,
UNIQUE_LEADER_ADD_SPY_CAPACITY,Amount,ARGTYPE_IDENTITY,1,,
UNIQUE_LEADER_ADD_SPY_UNIT,UnitType,ARGTYPE_IDENTITY,UNIT_SPY,,
UNIQUE_LEADER_ADD_SPY_UNIT,Amount,ARGTYPE_IDENTITY,1,,
UNIQUE_LEADER_ADD_SPY_UNIT,AllowUniqueOverride,ARGTYPE_IDENTITY,0,,
UNIQUE_LEADER_SPIES_START_PROMOTED,Amount,ARGTYPE_IDENTITY,-1,,
UNIQUE_LEADER_CULTURE_KILLS,YieldType,ARGTYPE_IDENTITY,YIELD_CULTURE,,
UNIQUE_LEADER_CULTURE_KILLS,PercentDefeatedStrength,ARGTYPE_IDENTITY,50,,
UNIQUE_LEADER_CULTURE_KILLS_GRANT_ABILITY,AbilityType,ARGTYPE_IDENTITY,ABILITY_GORGO_POLICY_SLOT_COMBAT_BONUS,,
MINOR_CIV_PRODUCTION_PENALTY,Amount,ARGTYPE_IDENTITY,-50,,
MINOR_CIV_PRODUCTION_PENALTY,YieldType,ARGTYPE_IDENTITY,YIELD_PRODUCTION,,
MINOR_CIV_PRODUCTION_BUILDERS,Amount,ARGTYPE_IDENTITY,200,,
MINOR_CIV_PRODUCTION_BUILDERS,UnitType,ARGTYPE_IDENTITY,UNIT_BUILDER,,
MINOR_CIV_PRODUCTION_HARBORS,DistrictType,ARGTYPE_IDENTITY,DISTRICT_HARBOR,,
MINOR_CIV_PRODUCTION_HARBORS,Amount,ARGTYPE_IDENTITY,500,,
MINOR_CIV_PRODUCTION_MILITARY,Amount,ARGTYPE_IDENTITY,200,,
MINOR_CIV_PRODUCTION_WALLS,BuildingType,ARGTYPE_IDENTITY,"BUILDING_WALLS,BUILDING_CASTLE,BUILDING_STAR_FORT",,
MINOR_CIV_PRODUCTION_WALLS,Amount,ARGTYPE_IDENTITY,200,,
MINOR_CIV_GOLD_MILITARY_UPGRADE,Amount,ARGTYPE_IDENTITY,100,,
MINOR_CIV_SCIENTIFIC_CAMPUS_PRODUCTION,DistrictType,ARGTYPE_IDENTITY,DISTRICT_CAMPUS,,
MINOR_CIV_SCIENTIFIC_CAMPUS_PRODUCTION,Amount,ARGTYPE_IDENTITY,500,,
MINOR_CIV_SCIENTIFIC_SEND_TRADE_ROUTE_BONUS,YieldType,ARGTYPE_IDENTITY,YIELD_SCIENCE,,
MINOR_CIV_SCIENTIFIC_SEND_TRADE_ROUTE_BONUS,Amount,ARGTYPE_IDENTITY,1,,
MINOR_CIV_SCIENTIFIC_YIELD_FOR_CAPITAL,YieldType,ARGTYPE_IDENTITY,YIELD_SCIENCE,,
MINOR_CIV_SCIENTIFIC_YIELD_FOR_CAPITAL,Amount,ARGTYPE_IDENTITY,2,,
