ListType,Item,Favored,Value,StringVal,MinDifficulty,MaxDifficulty,TooltipString
DefaultScoutUse,LAND_SCOUTS_PER_PRIMARY_REGION,1,100,,,,
DefaultScoutUse,LAND_SCOUTS_PER_SECONDARY_REGION,1,50,,,,
DefaultScoutUse,NAVAL_SCOUTS_FOR_WORLD_EXPLORATION,1,300,,,,
AgressiveDiplomacy,DIPLOACTION_DENOUNCE,1,0,,,,
AggressivePseudoYields,PSEUDOYIELD_UNIT_COMBAT,1,25,,,,
AggressivePseudoYields,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,25,,,,
AggressivePseudoYields,PSEUDOYIELD_UNIT_AIR_COMBAT,1,25,,,,
AggressivePseudoYields,PSEUDOYIELD_CITY_BASE,1,40,,,,
AggressivePseudoYields,PSEUDOYIELD_CITY_DEFENDING_UNITS,1,-10,,,,
LowReligiousPreferencePseudoYields,PSEUDOYIELD_GPP_PROPHET,1,-75,,,,
LowReligiousPreferenceYields,YIELD_FAITH,1,-50,,,,
LowCityStatePreferenceWarDiploActions,DIPLOACTION_DECLARE_WAR_MINOR_CIV,0,0,,,,
BarbarianTriggeredTrees,TRIGGER_CAPTURE_BARBARIAN,1,0,,,,
BaseOperationsLimits,ATTACK_BARBARIANS,1,1,,,,
BaseOperationsLimits,CITY_ASSAULT,1,1,,,,
BaseOperationsLimits,OP_SETTLE,1,1,,,,
BaseOperationsLimits,OP_DEFENSE,1,1,,,,
BaseOperationsLimits,OP_NUCLEAR,1,2,,,,
BaseOperationsLimits,NAVAL_SUPERIORITY,1,1,,,,
PerWarOperationsLimits,CITY_ASSAULT,1,1,,,,
Default Tactical,Leader Formation,1,0,,,,
Default Tactical,Support Formation,1,0,,,,
Default Tactical,Attack High Priority,1,0,,,,
Default Tactical,Attack Camps,1,0,,,,
Default Tactical,Move to Safety,1,0,,,,
Default Tactical,Gather Goody Hut,1,0,,,,
Default Tactical,Attack Medium Priority,1,0,,,,
Default Tactical,Attack Civilians,1,0,,,,
Default Tactical,Coastal Raid,1,0,,,,
Default Tactical,Promotion,1,0,,,,
Default Tactical,Make Military Formation,1,0,,,,
Default Tactical,Attack Low Priority,1,0,,,,
Default Tactical,Heal,1,0,,,,
Default Tactical,Air Rebase,1,0,,,,
Default Tactical,Air Assault,1,0,,,,
Default Tactical,Air Deploy,1,0,,,,
Default Tactical,Pillage District,1,0,,,,
Default Tactical,Pillage Improvement,1,0,,,,
Default Tactical,Attack District,1,0,,,,
Default Tactical,Chase Target,1,0,,,,
Default Tactical,Wander Near City,1,0,,,,
Default Tactical,Wander,1,0,,,,
Default Homeland,First Turn Settler,1,1,,,,
Default Homeland,Great Person Move,1,10,,,,
Default Homeland,Move to Safety,1,20,,,,
Default Homeland,Promotion,1,30,,,,
Default Homeland,Found Park,1,40,,,,
Default Homeland,Religious Combat,1,50,,,,
Default Homeland,Charge Heal,1,60,,,,
Default Homeland,Missionary Move,1,70,,,,
Default Homeland,Attack Civilians,1,80,,,,
Default Homeland,Builder Outside Ring,1,90,,,,
Default Homeland,Gather Goody Hut,1,100,,,,
Default Homeland,Explore Land,1,110,,,,
Default Homeland,End Turn,1,120,,,,
Default Barbarian,Barbarian Rampage,1,0,,,,
Default Barbarian,Attack High Priority,1,0,,,,
Default Barbarian,Defend Camps,1,0,,,,
Default Barbarian,Attack Civilians,1,0,,,,
Default Barbarian,Plunder Trader,1,0,,,,
Default Barbarian,Coastal Raid,1,0,,,,
Default Barbarian,Pillage District,1,0,,,,
Default Barbarian,Pillage Improvement,1,0,,,,
Default Barbarian,Attack Medium Priority,1,0,,,,
Default Barbarian,Move to Safety,1,0,,,,
Default Barbarian,Attack Low Priority,1,0,,,,
Default Barbarian,Chase Target,1,0,,,,
Default Barbarian,Wander Near Camp,1,0,,,,
Default Barbarian HL,Plunder Trader,1,0,,,,
Default Barbarian HL,Move to Safety,1,0,,,,
Default Barbarian HL,Explore Land,1,0,,,,
Default Barbarian HL,End Turn,1,0,,,,
Minor Civ Tactical,Support Formation,1,0,,,,
Minor Civ Tactical,Attack High Priority,1,0,,,,
Minor Civ Tactical,Move to Safety,1,0,,,,
Minor Civ Tactical,Attack Medium Priority,1,0,,,,
Minor Civ Tactical,Attack Civilians,1,0,,,,
Minor Civ Tactical,Promotion,1,0,,,,
Minor Civ Tactical,Make Military Formation,1,0,,,,
Minor Civ Tactical,Attack Low Priority,1,0,,,,
Minor Civ Tactical,Heal,1,0,,,,
Minor Civ Tactical,Chase Target,1,0,,,,
Minor Civ Tactical,Wander Near City,1,0,,,,
Minor Civ Homeland,First Turn Settler,1,0,,,,
Minor Civ Homeland,Move to Safety,1,0,,,,
Minor Civ Homeland,Promotion,1,0,,,,
Minor Civ Homeland,Builder Outside Ring,1,0,,,,
Minor Civ Homeland,End Turn,1,0,,,,
ClassicalPseudoYields,PSEUDOYIELD_GPP_MERCHANT,1,20,,,,
ClassicalYields,YIELD_FAITH,1,20,,,,
ClassicalYields,YIELD_FOOD,1,15,,,,
ClassicalYields,YIELD_GOLD,1,20,,,,
ClassicalYields,YIELD_SCIENCE,1,30,,,,
ClassicalDistricts,DISTRICT_CAMPUS,1,0,,,,
ClassicalDistricts,DISTRICT_THEATER,1,0,,,,
MedievalSettlements,SETTLEMENT_MIN_VALUE_NEEDED,1,-10,,,,
MedievalSettlements,SETTLEMENT_DECAY_TURNS,1,-3,,,,
MedievalSettlements,SETTLEMENT_CITY_MINIMUM_VALUE,1,50,,,,
MedievalPseudoYields,PSEUDOYIELD_GPP_ENGINEER,1,20,,,,
MedievalPseudoYields,PSEUDOYIELD_GPP_MERCHANT,1,20,,,,
MedievalPseudoYields,PSEUDOYIELD_GPP_SCIENTIST,1,30,,,,
MedievalYields,YIELD_FAITH,1,-25,,,,
MedievalYields,YIELD_FOOD,1,25,,,,
MedievalYields,YIELD_GOLD,1,15,,,,
MedievalYields,YIELD_PRODUCTION,1,20,,,,
MedievalYields,YIELD_SCIENCE,1,15,,,,
RenaissancePseudoYields,PSEUDOYIELD_GPP_PROPHET,1,-100,,,,
RenaissancePseudoYields,PSEUDOYIELD_GPP_ENGINEER,1,20,,,,
RenaissancePseudoYields,PSEUDOYIELD_GPP_ARTIST,1,10,,,,
RenaissancePseudoYields,PSEUDOYIELD_GPP_WRITER,1,10,,,,
RenaissancePseudoYields,PSEUDOYIELD_GPP_SCIENTIST,1,30,,,,
RenaissanceYields,YIELD_FOOD,1,10,,,,
RenaissanceYields,YIELD_GOLD,1,15,,,,
IndustrialPseudoYields,PSEUDOYIELD_GPP_ENGINEER,1,20,,,,
IndustrialPseudoYields,PSEUDOYIELD_GPP_SCIENTIST,1,20,,,,
IndustrialYields,YIELD_FAITH,1,-40,,,,
IndustrialYields,YIELD_GOLD,1,15,,,,
ModernYields,YIELD_FOOD,1,5,,,,
ModernYields,YIELD_GOLD,1,10,,,,
WonderObsessedIndustrialBonus,PSEUDOYIELD_WONDER,1,100,,,,
CultureVictoryPseudoYields,PSEUDOYIELD_GPP_WRITER,1,50,,,,
CultureVictoryPseudoYields,PSEUDOYIELD_GPP_ARTIST,1,50,,,,
CultureVictoryPseudoYields,PSEUDOYIELD_GPP_MUSICIAN,1,50,,,,
CultureVictoryPseudoYields,PSEUDOYIELD_TOURISM,1,75,,,,
CultureVictoryPseudoYields,PSEUDOYIELD_GREATWORK_SCULPTURE,1,20,,,,
CultureVictoryPseudoYields,PSEUDOYIELD_GREATWORK_PORTRAIT,1,20,,,,
CultureVictoryPseudoYields,PSEUDOYIELD_GREATWORK_LANDSCAPE,1,20,,,,
CultureVictoryPseudoYields,PSEUDOYIELD_GREATWORK_RELIGIOUS,1,20,,,,
CultureVictoryPseudoYields,PSEUDOYIELD_GREATWORK_ARTIFACT,1,20,,,,
CultureVictoryPseudoYields,PSEUDOYIELD_GREATWORK_WRITING,1,20,,,,
CultureVictoryPseudoYields,PSEUDOYIELD_GREATWORK_MUSIC,1,20,,,,
CultureVictoryYields,YIELD_CULTURE,1,25,,,,
EarlyExplorationBoost,DEFAULT_LAND_SCOUTS,1,200,,,,
ExpansionSettlementBoost,SETTLEMENT_MIN_VALUE_NEEDED,1,-15,,,,
ExpansionSettlementBoost,SETTLEMENT_DECAY_TURNS,1,-3,,,,
ExpansionSettlementBoost,SETTLEMENT_CITY_MINIMUM_VALUE,1,50,,,,
ExpansionSettlementBoost,SETTLEMENT_CITY_VALUE_MULTIPLIER,1,1,,,,
ExpansionSettlementPreferences,Foreign Continent,0,4,,,,
ExpansionSettlementPreferences,Nearest Friendly City,0,6,,,,
ExpansionUnitPreferences,PSEUDOYIELD_UNIT_COMBAT,1,-25,,,,
ExpansionUnitPreferences,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,-25,,,,
ExpansionUnitPreferences,PSEUDOYIELD_UNIT_SETTLER,1,25,,,,
MilitaryVictoryOperations,CITY_ASSAULT,1,2,,,,
MilitaryVictoryPseudoYields,PSEUDOYIELD_CITY_DEFENSES,1,-25,,,,
MilitaryVictoryPseudoYields,PSEUDOYIELD_CITY_ORIGINAL_CAPITAL,1,100,,,,
MilitaryVictoryPseudoYields,PSEUDOYIELD_DIPLOMATIC_BONUS,1,-50,,,,
MilitaryVictoryPseudoYields,PSEUDOYIELD_NUCLEAR_WEAPON,1,25,,,,
MilitaryVictoryPseudoYields,PSEUDOYIELD_UNIT_COMBAT,1,25,,,,
MilitaryVictoryPseudoYields,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,25,,,,
MilitaryVictoryPseudoYields,PSEUDOYIELD_UNIT_AIR_COMBAT,1,25,,,,
MilitaryVictoryYields,YIELD_PRODUCTION,1,25,,,,
NavalUnitPreferences,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,150,,,,
NavalUnitPreferences,PSEUDOYIELD_UNIT_COMBAT,1,-90,,,,
NavalSettlementPreferences,Coastal,0,10,,,,
NavalSettlementPreferences,Specific Resource,1,-3,RESOURCE_HORSES,,,
NavalSettlementPreferences,Specific Resource,1,-5,RESOURCE_IRON,,,
NavalSettlementPreferences,Foreign Continent,1,4,,,,
NavalSettlementPreferences,Nearest Friendly City,0,4,,,,
NavalSettlementBoost,SETTLEMENT_CITY_MINIMUM_VALUE,1,100,,,,
NavalSettlementBoost,SETTLEMENT_CITY_VALUE_MULTIPLIER,1,2,,,,
NavalPreferredTechs,TECH_SAILING,1,0,,,,
NavalPreferredTechs,TECH_CELESTIAL_NAVIGATION,1,0,,,,
NavalPreferredTechs,TECH_SHIPBUILDING,1,0,,,,
NavalPreferredTechs,TECH_CARTOGRAPHY,1,0,,,,
ReligiousVictoryBehaviors,TRIGGER_RELIGIOUS_CITY_CONVERTED,1,0,,,,
ReligiousVictoryDiplomacy,DIPLOACTION_KEEP_PROMISE_DONT_CONVERT,0,0,,,,
ReligiousVictoryPseudoYields,PSEUDOYIELD_GPP_PROPHET,1,25,,,,
ReligiousVictoryPseudoYields,PSEUDOYIELD_UNIT_RELIGIOUS,1,50,,,,
ReligiousVictoryYields,YIELD_FAITH,1,75,,,,
ScienceVictoryDistricts,DISTRICT_SPACEPORT,1,0,,,,
ScienceVictoryPseudoYields,PSEUDOYIELD_SPACE_RACE,1,100,,,,
ScienceVictoryPseudoYields,PSEUDOYIELD_TECHNOLOGY,1,25,,,,
ScienceVictoryPseudoYields,PSEUDOYIELD_GPP_SCIENTIST,1,25,,,,
ScienceVictoryTechs,TECH_ROCKETRY,1,0,,,,
ScienceVictoryTechs,TECH_SATELLITES,1,0,,,,
ScienceVictoryTechs,TECH_ROBOTICS,1,0,,,,
ScienceVictoryTechs,TECH_NUCLEAR_FUSION,1,0,,,,
ScienceVictoryTechs,TECH_NANOTECHNOLOGY,1,0,,,,
ScienceVictoryYields,YIELD_SCIENCE,1,50,,,,
MontezumaWonders,BUILDING_PYRAMIDS,1,0,,,,
MontezumaWonders,BUILDING_ALHAMBRA,1,0,,,,
MontezumaCivics,CIVIC_CRAFTSMANSHIP,1,0,,,,
MontezumaCivics,CIVIC_GAMES_RECREATION,1,0,,,,
MontezumaCivics,CIVIC_FEUDALISM,1,0,,,,
MontezumaCivics,CIVIC_CIVIL_ENGINEERING,1,0,,,,
MontezumaTechs,TECH_ASTROLOGY,1,0,,,,
MontezumaTechs,TECH_WRITING,1,0,,,,
MontezumaTechs,TECH_BRONZE_WORKING,1,0,,,,
MontezumaTechs,TECH_APPRENTICESHIP,1,0,,,,
GitarjaCivics,CIVIC_MERCENARIES,1,0,,,,
GitarjaCivics,CIVIC_CIVIL_ENGINEERING,1,0,,,,
GitarjaTechs,TECH_SAILING,1,0,,,,
GitarjaTechs,TECH_CELESTIAL_NAVIGATION,1,0,,,,
GitarjaTechs,TECH_FLIGHT,1,0,,,,
GitarjaTechs,TECH_SHIPBUILDING,1,0,,,,
GitarjaTechs,TECH_ELECTRICITY,1,0,,,,
GitarjaTechs,TECH_MASS_PRODUCTION,1,0,,,,
GitarjaWonders,BUILDING_GREAT_LIGHTHOUSE,1,0,,,,
JayavarmanCivics,CIVIC_THEOLOGY,1,0,,,,
JayavarmanCivics,CIVIC_FEUDALISM,1,0,,,,
JayavarmanTechs,TECH_ASTROLOGY,1,0,,,,
JayavarmanTechs,TECH_ENGINEERING,1,0,,,,
JayavarmanTechs,TECH_MILITARY_ENGINEERING,1,0,,,,
JayavarmanTechs,TECH_REPLACEABLE_PARTS,1,0,,,,
JayavarmanUnitBuilds,UNIT_MISSIONARY,1,1,,,,
JayavarmanWonders,BUILDING_CRISTO_REDENTOR,1,0,,,,
JayavarmanWonders,BUILDING_ANGKOR_WAT,1,0,,,,
JayavarmanWonders,BUILDING_HAGIA_SOPHIA,1,0,,,,
ExaltedGoddessResolutions,WC_RES_MERCENARY_COMPANIES,1,0,,,,
JadwigaCivics,CIVIC_MYSTICISM,1,0,,,,
JadwigaCivics,CIVIC_MERCENARIES,1,0,,,,
JadwigaCivics,CIVIC_MILITARY_TRAINING,1,0,,,,
JadwigaCivics,CIVIC_DIVINE_RIGHT,1,0,,,,
JadwigaTechs,TECH_ASTROLOGY,1,0,,,,
JadwigaTechs,TECH_BRONZE_WORKING,1,0,,,,
JadwigaTechs,TECH_MILITARY_ENGINEERING,1,0,,,,
JadwigaTechs,TECH_SIEGE_TACTICS,1,0,,,,
JadwigaTechs,TECH_CURRENCY,1,0,,,,
JadwigaUnitBuilds,UNIT_MILITARY_ENGINEER,1,1,,,,
JadwigaWonders,BUILDING_STONEHENGE,1,0,,,,
JadwigaWonders,BUILDING_CRISTO_REDENTOR,1,0,,,,
AmanitoreCivics,CIVIC_CRAFTSMANSHIP,1,0,,,,
AmanitoreCivics,CIVIC_FEUDALISM,1,0,,,,
AmanitoreTechs,TECH_ARCHERY,1,0,,,,
AmanitoreTechs,TECH_MASONRY,1,0,,,,
AmanitoreTechs,TECH_BALLISTICS,1,0,,,,
AmanitoreTechs,TECH_INDUSTRIALIZATION,1,0,,,,
AmanitoreTechs,TECH_APPRENTICESHIP,1,0,,,,
AmanitoreUnitBuilds,PROMOTION_CLASS_RANGED,1,1,,,,
AmanitoreWonders,BUILDING_PETRA,1,0,,,,
AmanitoreWonders,BUILDING_RUHR_VALLEY,1,0,,,,
TaSetiResolutions,WC_RES_MERCENARY_COMPANIES,0,0,,,,
AlexanderPreferWar,VICTORY_STRATEGY_MILITARY_VICTORY,1,-2,,,,
CyrusPreferBackstabbing,DIPLOACTION_DECLARE_SURPRISE_WAR,1,0,,,,
CyrusPreferBackstabbing,DIPLOACTION_DENOUNCE,0,0,,,,
AlexanderCivics,CIVIC_MILITARY_TRADITION,1,0,,,,
AlexanderTechs,TECH_BRONZE_WORKING,1,0,,,,
AlexanderTechs,TECH_HORSEBACK_RIDING,1,0,,,,
AlexanderTechs,TECH_IRON_WORKING,1,0,,,,
AlexanderWonders,BUILDING_STONEHENGE,0,0,,,,
AlexanderWonders,BUILDING_HANGING_GARDENS,0,0,,,,
AlexanderWonders,BUILDING_ORACLE,0,0,,,,
AlexanderWonders,BUILDING_GREAT_LIGHTHOUSE,0,0,,,,
AlexanderWonders,BUILDING_COLOSSUS,0,0,,,,
AlexanderWonders,BUILDING_PETRA,0,0,,,,
AlexanderWonders,BUILDING_GREAT_LIBRARY,0,0,,,,
AlexanderWonders,BUILDING_CHICHEN_ITZA,0,0,,,,
AlexanderWonders,BUILDING_MONT_ST_MICHEL,0,0,,,,
AlexanderWonders,BUILDING_APADANA,0,0,,,,
AlexanderWonders,BUILDING_HALICARNASSUS_MAUSOLEUM,0,0,,,,
CyrusCivics,CIVIC_DIPLOMATIC_SERVICE,1,0,,,,
CyrusCivics,CIVIC_POLITICAL_PHILOSOPHY,1,0,,,,
CyrusTechs,TECH_FLIGHT,1,0,,,,
CyrusTechs,TECH_CURRENCY,1,0,,,,
CyrusTechs,TECH_IRON_WORKING,1,0,,,,
CyrusWonders,BUILDING_COLOSSUS,1,0,,,,
CyrusWonders,BUILDING_GREAT_ZIMBABWE,1,0,,,,
ShortLifeDiplomacy,DIPLOACTION_MAKE_PEACE,0,0,,,,
KristinaWonders,BUILDING_APADANA,1,0,,,,
MatthiasWonders,BUILDING_APADANA,1,0,,,,
CurtinCivics,CIVIC_DIPLOMATIC_SERVICE,1,0,,,,
CurtinCivics,CIVIC_GUILDS,1,0,,,,
CurtinCivics,CIVIC_RAPID_DEPLOYMENT,1,0,,,,
CurtinDiplomacy,DIPLOACTION_LIBERATE_CITY,1,0,,,,
CurtinTechs,TECH_ANIMAL_HUSBANDRY,1,0,,,,
CurtinTechs,TECH_STEAM_POWER,1,0,,,,
CurtinTechs,TECH_REPLACEABLE_PARTS,1,0,,,,
CurtinWonders,BUILDING_EIFFEL_TOWER,1,0,,,,
IronConfederacyDiplomacy,DIPLOACTION_ALLIANCE_RESEARCH,1,0,,,,
IronConfederacyDiplomacy,DIPLOACTION_ALLIANCE_MILITARY,1,0,,,,
IronConfederacyDiplomacy,DIPLOACTION_ALLIANCE_ECONOMIC,1,0,,,,
IronConfederacyDiplomacy,DIPLOACTION_ALLIANCE_CULTURAL,1,0,,,,
IronConfederacyDiplomacy,DIPLOACTION_ALLIANCE_RELIGIOUS,1,0,,,,
IronConfederacyDiplomacy,DIPLOACTION_ALLIANCE_TEAMUP,1,0,,,,
IronConfederacyDiplomacy,DIPLOACTION_DECLARE_SURPRISE_WAR,0,0,,,,
MauryaEmpireDiplomacy,DIPLOACTION_DECLARE_TERRITORIAL_WAR,1,0,,,,
TamarFavorWalls,BUILDING_WALLS,1,0,,,,
TamarFavorWalls,BUILDING_CASTLE,1,0,,,,
TamarFavorWalls,BUILDING_TSIKHE,1,0,,,,
TamarYields,YIELD_FAITH,1,20,,,,
TucapelSettlingChanges,Nearest Friendly City,0,-5,,,,
WilhelminaPseudoYields,PSEUDOYIELD_UNIT_TRADE,1,50,,,,
WilhelminaYields,YIELD_GOLD,1,25,,,,
KoreaScienceBiase,YIELD_SCIENCE,1,50,,,,
ScottishEnlightnmentBiases,PSEUDOYIELD_HAPPINESS,1,100,,,,
ScottishEnlightnmentDistricts,DISTRICT_CAMPUS,1,0,,,,
ScottishEnlightnmentDistricts,DISTRICT_INDUSTRIAL_ZONE,1,0,,,,
GenghisKhanCavalryLoverList,PROMOTION_CLASS_HEAVY_CAVALRY,1,100,,,,
GenghisKhanCavalryLoverList,PROMOTION_CLASS_LIGHT_CAVALRY,1,100,,,,
WilhelminaEmergencyAllianceList,DIPLOACTION_ALLIANCE_MILITARY_EMERGENCY(NOT_IN_YET),1,0,,,,
ChandraguptaCivics,CIVIC_FEUDALISM,1,0,,,,
ChandraguptaCivics,CIVIC_PROFESSIONAL_SPORTS,1,0,,,,
ChandraguptaCivics,CIVIC_MILITARY_TRAINING,1,0,,,,
ChandraguptaCivics,CIVIC_MILITARY_TRADITION,1,0,,,,
ChandraguptaTechs,TECH_SANITATION,1,0,,,,
ChandraguptaTechs,TECH_HORSEBACK_RIDING,1,0,,,,
ChandraguptaTechs,TECH_CONSTRUCTION,1,0,,,,
ChandraguptaWonders,BUILDING_KOTOKU_IN,1,0,,,,
LautaroCivics,CIVIC_CRAFTSMANSHIP,1,0,,,,
LautaroCivics,CIVIC_STATE_WORKFORCE,1,0,,,,
LautaroCivics,CIVIC_REFORMED_CHURCH,1,0,,,,
LautaroCivics,CIVIC_CLASS_STRUGGLE,1,0,,,,
LautaroTechs,TECH_FLIGHT,1,0,,,,
LautaroTechs,TECH_GUNPOWDER,1,0,,,,
LautaroWonders,BUILDING_EIFFEL_TOWER,1,0,,,,
LautaroWonders,BUILDING_CASA_DE_CONTRATACION,1,0,,,,
ShakaCivics,CIVIC_MERCENARIES,1,0,,,,
ShakaCivics,CIVIC_NATIONALISM,1,0,,,,
ShakaCivics,CIVIC_FEUDALISM,1,0,,,,
ShakaCivics,CIVIC_MILITARY_TRADITION,1,0,,,,
ShakaTechs,TECH_BRONZE_WORKING,1,0,,,,
ShakaTechs,TECH_MILITARY_TACTICS,1,0,,,,
ShakaTechs,TECH_MILITARY_ENGINEERING,1,0,,,,
ShakaTechs,TECH_MILITARY_SCIENCE,1,0,,,,
ShakaWonders,BUILDING_TERRACOTTA_ARMY,1,0,,,,
GenghisCivics,CIVIC_FOREIGN_TRADE,1,0,,,,
GenghisCivics,CIVIC_DIVINE_RIGHT,1,0,,,,
GenghisTechs,TECH_STIRRUPS,1,0,,,,
GenghisTechs,TECH_PRINTING,1,0,,,,
GenghisTechs,TECH_HORSEBACK_RIDING,1,0,,,,
GenghisTechs,TECH_BRONZE_WORKING,1,0,,,,
GenghisTechs,TECH_SALING,0,0,,,,
GenghisTechs,TECH_CELESTIAL_NAVIGATION,0,0,,,,
GenghisTechs,TECH_SHIPBUILDING,0,0,,,,
WilhelminaCivics,CIVIC_GUILDS,1,0,,,,
WilhelminaCivics,CIVIC_FOREIGN_TRADE,1,0,,,,
WilhelminaCivics,CIVIC_CIVIL_ENGINEERING,1,0,,,,
WilhelminaTechs,TECH_CELESTIAL_NAVIGATION,1,0,,,,
WilhelminaTechs,TECH_SQUARE_RIGGING,1,0,,,,
WilhelminaTechs,TECH_REPLACEABLE_PARTS,1,0,,,,
WilhelminaTechs,TECH_ELECTRICITY,1,0,,,,
WilhelminaTechs,TECH_MASS_PRODUCTION,1,0,,,,
WilhelminaWonders,BUILDING_GREAT_ZIMBABWE,1,0,,,,
WilhelminaWonders,BUILDING_COLOSSUS,1,0,,,,
RobertCivics,CIVIC_GAMES_RECREATION,1,0,,,,
RobertCivics,CIVIC_DEFENSIVE_TACTICS,1,0,,,,
RobertCivics,CIVIC_REFORMED_CHURCH,1,0,,,,
RobertCivics,CIVIC_GLOBALIZATION,1,0,,,,
RobertTechs,TECH_WRITING,1,0,,,,
RobertTechs,TECH_APPRENTICESHIP,1,0,,,,
RobertTechs,TECH_RIFLING,1,0,,,,
RobertTechs,TECH_FLIGHT,1,0,,,,
RobertWonders,BUILDING_COLOSSEUM,1,0,,,,
RobertWonders,BUILDING_ESTADIO_DO_MARACANA,1,0,,,,
RobertWonders,BUILDING_TEMPLE_ARTEMIS,1,0,,,,
RobertWonders,BUILDING_ALHAMBRA,1,0,,,,
TamarCivics,CIVIC_DEFENSIVE_TACTICS,1,0,,,,
TamarCivics,CIVIC_DIVINE_RIGHT,1,0,,,,
TamarTechs,TECH_MASONRY,1,0,,,,
TamarTechs,TECH_CASTLES,1,0,,,,
TamarTechs,TECH_SIEGE_TACTICS,1,0,,,,
TamarTechs,TECH_MILITARY_TACTICS,1,0,,,,
TamarEnvoys,PSEUDOYIELD_INFLUENCE,1,30,,,,
TamarWonders,BUILDING_KILWA_KISIWANI,1,0,,,,
TamarWonders,BUILDING_TAJ_MAHAL,1,0,,,,
PoundmakerCivics,CIVIC_CONSERVATION,1,0,,,,
PoundmakerCivics,CIVIC_CIVIL_SERVICE,1,0,,,,
PoundmakerCivics,CIVIC_DIPLOMATIC_SERVICE,1,0,,,,
PoundmakerCivics,CIVIC_SUFFRAGE,1,0,,,,
PoundmakerTechs,TECH_POTTERY,1,0,,,,
PoundmakerTechs,TECH_ANIMAL_HUSBANDRY,1,0,,,,
PoundmakerWonders,BUILDING_GREAT_ZIMBABWE,1,0,,,,
PoundmakerWonders,BUILDING_COLOSSUS,1,0,,,,
SeondeokCivics,CIVIC_FEUDALISM,1,0,,,,
SeondeokTechs,TECH_WRITING,1,0,,,,
SeondeokTechs,TECH_EDUCATION,1,0,,,,
SeondeokTechs,TECH_MINING,1,0,,,,
SeondeokTechs,TECH_GUNPOWDER,1,0,,,,
SeondeokTechs,TECH_APPRENTICESHIP,1,0,,,,
SeondeokTechs,TECH_INDUSTRIALIZATION,1,0,,,,
SeondeokTechs,TECH_REPLACEABLE_PARTS,1,0,,,,
SeondeokWonders,BUILDING_GREAT_LIBRARY,1,0,,,,
SeondeokWonders,BUILDING_OXFORD_UNIVERSITY,1,0,,,,
SeondeokWonders,BUILDING_CASA_DE_CONTRATACION,1,0,,,,
ScottishEnlightenmentResolutions,WC_RES_PATRONAGE,1,0,,,,
OrtooResolutions,WC_RES_TRADE_TREATY,1,0,,,,
ReligionCityStatesDiscussions,WC_EMERGENCY_CITY_STATE,1,0,,,,
EleanorWonders,BUILDING_TAJ_MAHAL,1,0,,,,
KristinaWonders,BUILDING_ST_BASILS_CATHEDRAL,1,0,,,,
LaurierWonders,BUILDING_ST_BASILS_CATHEDRAL,1,0,,,,
LaurierWonders,BUILDING_AMUNDSEN_SCOTT_RESEARCH_STATION,1,0,,,,
GossipFavoredDiplomacy,DIPLOACTION_RESIDENT_EMBASSY,1,0,,,,
GossipFavoredDiplomacy,DIPLOACTION_OPEN_BORDERS,1,0,,,,
GossipFavoredDiplomacy,DIPLOACTION_DIPLOMATIC_DELEGATION,1,0,,,,
GossipFavoredDiplomacy,DIPLOACTION_KEEP_PROMISE_DONT_SPY,0,0,,,,
KoreaFavoredAlliances,ALLIANCE_RESEARCH,1,0,,,,
KoreaFavoredAlliances,ALLIANCE_CULTURAL,1,0,,,,
GorgoFavoredAlliances,ALLIANCE_MILITARY,1,0,,,,
JayavarmanDisfavoredAlliances,ALLIANCE_MILITARY,0,0,,,,
MinorCivDistricts,DISTRICT_GOVERNMENT,0,0,,,,
MinorCivDistricts,DISTRICT_WATER_ENTERTAINMENT_COMPLEX,0,0,,,,
StandardSettlePlot,Cultural Pressure,0,1,,,,
StandardSettlePlot,Cultural Pressure,1,-6,,,,
FreeCitiesTactics,Attack High Priority,1,0,,,,
FreeCitiesTactics,Attack Medium Priority,1,0,,,,
FreeCitiesTactics,Move to Safety,1,0,,,,
FreeCitiesTactics,Attack Low Priority,1,0,,,,
FreeCitiesTactics,Wander Near Camp,1,0,,,,
FreeCitiesHomeland,End Turn,1,0,,,,
FreeCitiesOperationLimits,CITY_ASSAULT,1,10,,,,
FreeCitiesCityBuilds,CITY_EVENT_DEFAULT,1,0,Simple City Tree,,,
CultureVictoryFavoredCommemorations,COMMEMORATION_CULTURAL,1,0,,,,
CultureVictoryFavoredCommemorations,COMMEMORATION_ECONOMIC,1,0,,,,
CultureVictoryFavoredCommemorations,COMMEMORATION_TOURISM,1,0,,,,
MilitaryVictoryFavoredCommemorations,COMMEMORATION_INDUSTRIAL,1,0,,,,
MilitaryVictoryFavoredCommemorations,COMMEMORATION_INFRASTRUCTURE,1,0,,,,
MilitaryVictoryFavoredCommemorations,COMMEMORATION_MILITARY,1,0,,,,
ReligiousVictoryFavoredCommemorations,COMMEMORATION_ESPIONAGE,1,0,,,,
ReligiousVictoryFavoredCommemorations,COMMEMORATION_INFRASTRUCTURE,1,0,,,,
ReligiousVictoryFavoredCommemorations,COMMEMORATION_RELIGIOUS,1,0,,,,
ScienceVictoryFavoredCommemorations,COMMEMORATION_AERONAUTICAL,1,0,,,,
