GreatPersonIndividualType,ModifierId,AttachmentTargetType
GREAT_PERSON_INDIVIDUAL_FERDINAND_MAGELLAN,GREATPERSON_FERDINAND_MAGELLAN_GRANT_PLOT_RESOURCE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_FERDINAND_MAGELLAN,GREATPERSON_FERDINAND_MAGELLAN_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_TOGO_HEIHACHIRO,GREATPERSON_TOGO_HEIHACHIRO_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_MIMAR_SINAN,GREATPERSON_CULTURE_BOMB_TRIGGER_INDUSTRIAL_ZONE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_AETHELFLAED,GREATPERSON_AETHELFLAED_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_TIMUR,GREATPERSON_TIMUR_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_DOMAIN_MILITARY_IN_TILE
GREAT_PERSON_INDIVIDUAL_TIMUR,GREATPERSON_TIMUR_ACTIVE_UNIT_BONUS,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_DOMAIN_MILITARY_IN_TILE
GREAT_PERSON_INDIVIDUAL_SAMORI_TURE,GREATPERSON_SAMORI_TURE_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_SIMON_BOLIVAR,GREATPERSON_SIMON_BOLIVAR_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_SUDIRMAN,GREATPERSON_SUDIRMAN_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_IRENE_OF_ATHENS,GREATPERSON_GOVERNOR_POINTS,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_ADAM_SMITH,GREATPERSON_GOVERNOR_POINTS,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_ADAM_SMITH,GREATPERSON_GOLD_LARGE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_YI_SUN_SIN,GREATPERSON_GRANT_1_COAL_PER_TURN,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_FRANZ_VON_HIPPER,GREATPERSON_GRANT_1_COAL_PER_TURN,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_ZHENG_HE,GREATPERSON_ZHENG_HE_GOLD_TO_INCOMING_FOREIGN_ROUTES,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_ZHENG_HE,GREATPERSON_ZHENG_HE_GOLD_FROM_INCOMING_FOREIGN_ROUTES,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_ZHENG_HE,GREATPERSON_ZHENG_HE_FREE_TRADER_UNIT,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_ZHENG_HE,GREATPERSON_ZHENG_HE_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_RAJENDRA_CHOLA,GREATPERSON_RAJENDRA_CHOLA_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_PLAYER
GREAT_PERSON_INDIVIDUAL_LEIF_ERIKSON,GREATPERSON_LEIF_ERIKSON_SIGHT_BONUS,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_PLAYER
GREAT_PERSON_INDIVIDUAL_CHING_SHIH,GREATPERSON_CHING_SHIH_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_PLAYER
GREAT_PERSON_INDIVIDUAL_CHESTER_NIMITZ,GREATPERSON_CHESTER_NIMITZ_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_CHESTER_NIMITZ,GREATPERSON_CHESTER_NIMITZ_UNIT_PROMOTION,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_CHESTER_NIMITZ,GREATPERSON_GRANT_1_OIL_PER_TURN,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_FRANCIS_DRAKE,GREATPERSON_FRANCIS_DRAKE_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_THEMISTOCLES,GREATPERSON_THEMISTOCLES_NAVAL_RANGED,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_HORATIO_NELSON,GREATPERSON_HORATIO_NELSON_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_HORATIO_NELSON,GREATPERSON_HORATIO_NELSON_LIGHTHOUSE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_HORATIO_NELSON,GREATPERSON_HORATIO_NELSON_SHIPYARD,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_GRACE_HOPPER,GREATPERSON_GRACE_HOPPER_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_PLAYER
GREAT_PERSON_INDIVIDUAL_DOUGLAS_MACARTHUR,GREATPERSON_GRANT_1_OIL_PER_TURN,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_JOHN_ROCKEFELLER,GREATPERSON_GRANT_3_OIL_PER_TURN,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_JOSE_DE_SUCRE,GREAT_PERSON_JOSE_DE_SUCRE_SPAWN_UNIT,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_JOSE_DE_SUCRE,GREAT_PERSON_INDIVIDUAL_COMMANDANTE_UNIT_PROMOTION,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_DOMAIN_MILITARY_IN_TILE
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_JOSE_DE_SUCRE,GREAT_PERSON_JOSE_DE_SUCRE_UNIT_NO_RESOURCE_MAINTENANCE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_DOMAIN_MILITARY_IN_TILE
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_PAULA_SANTANDER,GREAT_PERSON_INDIVIDUAL_COMMANDANTE_GOVERNOR_TITLE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_PLAYER
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_ANTONIO_PAEZ,GREAT_PERSON_INDIVIDUAL_COMMANDANTE_CAVALRY_BUFF,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_URDANETA,GREAT_PERSON_INDIVIDUAL_COMMANDANTE_RESET_UNIT_MOVES,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_MARINO,GREAT_PERSON_INDIVIDUAL_COMMANDANTE_MELEE_ANTICAV_BUFF,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_MACGREGOR,GREAT_PERSON_COMMANDANTE_MACGREGOR_UNIT_PROMOTION,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_DOMAIN_MILITARY_IN_TILE
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_MACGREGOR,GREAT_PERSON_INDIVIDUAL_COMMANDANTE_UNIT_GOLD,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_DOMAIN_MILITARY_IN_TILE
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_PIAR,GREAT_PERSON_INDIVIDUAL_COMMANDANTE_UNIT_STRENGTH,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_DOMAIN_MILITARY_IN_TILE
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_NARINO,GREAT_PERSON_INDIVIDUAL_NARINO_TRADE_ROUTE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_PLAYER
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_NARINO,GREAT_PERSON_INDIVIDUAL_NARINO_TRADE_UNIT,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_MONTILLA,GREAT_PERSON_INDIVIDUAL_MONTILLA_UNIT_STR_VS_DISTRICTS,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_RIBAS,GREAT_PERSON_INDIVIDUAL_RIBAS_DAMAGE_NEARBY_UNITS,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_JOSE_DE_SUCRE,COMMANDANTE_HEAL_LLANERO_ON_RETIRE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_PAULA_SANTANDER,COMMANDANTE_HEAL_LLANERO_ON_RETIRE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_ANTONIO_PAEZ,COMMANDANTE_HEAL_LLANERO_ON_RETIRE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_URDANETA,COMMANDANTE_HEAL_LLANERO_ON_RETIRE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_MARINO,COMMANDANTE_HEAL_LLANERO_ON_RETIRE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_MACGREGOR,COMMANDANTE_HEAL_LLANERO_ON_RETIRE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_PIAR,COMMANDANTE_HEAL_LLANERO_ON_RETIRE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_NARINO,COMMANDANTE_HEAL_LLANERO_ON_RETIRE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_MONTILLA,COMMANDANTE_HEAL_LLANERO_ON_RETIRE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_RIBAS,COMMANDANTE_HEAL_LLANERO_ON_RETIRE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_DANDARA,GREAT_PERSON_INDIVIDUAL_DANDARA_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_TRUNG_TRAC,GREAT_PERSON_INDIVIDUAL_TRUNG_TRAC_PERMANENT_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_PLAYER
GREAT_PERSON_INDIVIDUAL_TUPAC_AMARU,GREAT_PERSON_INDIVIDUAL_TUPAC_AMARU_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_ZHANG_HENG,GREAT_PERSON_INDIVIDUAL_BOOST_OR_GRANT_MATHEMATICS,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_ZHANG_HENG,GREAT_PERSON_INDIVIDUAL_BOOST_OR_GRANT_CEL_NAV,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_ZHANG_HENG,GREAT_PERSON_INDIVIDUAL_BOOST_OR_GRANT_ENGINEERING,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN,GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN_CAMPUS_HOUSING,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN,GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN_CAMPUS_AMENITY,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN,GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN_EMPIRE_HAPPY_SCIENCE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN,GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN_EMPIRE_HAPPY_CULTURE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN,GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN_EMPIRE_HAPPY_PRODUCTION,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN,GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN_EMPIRE_HAPPY_GOLD,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN,GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN_EMPIRE_HAPPY_FAITH,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN,GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN_EMPIRE_ECSTATIC_SCIENCE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN,GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN_EMPIRE_ECSTATIC_CULTURE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN,GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN_EMPIRE_ECSTATIC_PRODUCTION,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN,GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN_EMPIRE_ECSTATIC_GOLD,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN,GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN_EMPIRE_ECSTATIC_FAITH,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_IN_TILE
GREAT_PERSON_INDIVIDUAL_MARGARET_MEAD,GREAT_PERSON_GRANT_LOTSO_SCIENCE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_MARGARET_MEAD,GREAT_PERSON_GRANT_LOTSO_CULTURE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_MATTHEW_PERRY,GREATPERSON_CITY_STATE_STEAL_ENVOYS,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_HIMERIOS,GREAT_PERSON_INDIVIDUAL_HIMERIOS_ACTIVE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_DOMAIN_MILITARY_IN_TILE
GREAT_PERSON_INDIVIDUAL_HIMERIOS,GREAT_PERSON_INDIVIDUAL_HIMERIOS_ACTIVE_UNIT_BONUS,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_DOMAIN_MILITARY_IN_TILE
GREAT_PERSON_INDIVIDUAL_HANNO_THE_NAVIGATOR,GREAT_PERSON_INDIVIDUAL_HANNO_THE_NAVIGATOR_FREE_UNIT,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_IMHOTEP,GREAT_PERSON_INDIVIDUAL_IMHOTEP_PRODUCTION_ANCIENT_CLASSICAL,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_WONDER_IN_TILE
GREAT_PERSON_INDIVIDUAL_IMHOTEP,GREAT_PERSON_INDIVIDUAL_IMHOTEP_PRODUCTION_OTHER,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_DISTRICT_WONDER_IN_TILE
GREAT_PERSON_INDIVIDUAL_SHAH_JAHAN,GREATPERSON_WONDER_PURCHASE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_CITY
GREAT_PERSON_INDIVIDUAL_KENZO_TANGE,GREATPERSON_DISTRICT_SCIENCE_ADJACENCY_AS_TOURISM,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_CITY
GREAT_PERSON_INDIVIDUAL_KENZO_TANGE,GREATPERSON_DISTRICT_CULTURE_ADJACENCY_AS_TOURISM,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_CITY
GREAT_PERSON_INDIVIDUAL_KENZO_TANGE,GREATPERSON_DISTRICT_GOLD_ADJACENCY_AS_TOURISM,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_CITY
GREAT_PERSON_INDIVIDUAL_KENZO_TANGE,GREATPERSON_DISTRICT_FAITH_ADJACENCY_AS_TOURISM,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_CITY
GREAT_PERSON_INDIVIDUAL_KENZO_TANGE,GREATPERSON_DISTRICT_PRODUCTION_ADJACENCY_AS_TOURISM,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_CITY
GREAT_PERSON_INDIVIDUAL_ZHOU_DAGUAN,GREATPERSON_GAIN_THREE_ENVOYS_HERE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
GREAT_PERSON_INDIVIDUAL_IBN_FADLAN,GREATPERSON_HAVE_A_FREE_TRADE_ROUTE,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_CITY
GREAT_PERSON_INDIVIDUAL_IBN_FADLAN,GREATPERSON_CITY_STATE_TRADE_FAITH,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_CITY
GREAT_PERSON_INDIVIDUAL_STAMFORD_RAFFLES,GREATPERSON_CITY_STATE_ABSORB_EXPANSIONS,GREAT_PERSON_ACTION_ATTACHMENT_TARGET_UNIT_GREATPERSON
