Type,SubType,Initiator,Leader,Mood,StatementText,ReasonText,LeaderAnimation,SceneEffect,Selections
MAKE_DEAL,POSITIVE,AI,ANY,ANY,LOC_DIPLO_MAKE_DEAL_AI_ADJUST_DEAL_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,POSITIVE,AI,ANY,HAPPY,LOC_DIPLO_MAKE_DEAL_AI_ADJUST_DEAL_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,POSITIVE,AI,ANY,UNHAPPY,LOC_DIPLO_MAKE_DEAL_AI_ADJUST_DEAL_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,AI_REFUSE_DEAL,AI,ANY,ANY,LOC_DIPLO_MAKE_DEAL_AI_REFUSE_DEAL_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,MAKE_DEAL_AI_REFUSE_DEAL
MAKE_DEAL,AI_REFUSE_DEAL,AI,ANY,HAPPY,LOC_DIPLO_MAKE_DEAL_AI_REFUSE_DEAL_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,MAKE_DEAL_AI_REFUSE_DEAL
MAKE_DEAL,AI_REFUSE_DEAL,AI,ANY,UNHAPPY,LOC_DIPLO_MAKE_DEAL_AI_REFUSE_DEAL_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,MAKE_DEAL_AI_REFUSE_DEAL
MAKE_DEAL,AI_ACCEPT_DEAL,HUMAN,ANY,ANY,LOC_DIPLO_MAKE_DEAL_AI_ACCEPT_DEAL_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,AI_ACCEPT_DEAL,HUMAN,ANY,HAPPY,LOC_DIPLO_MAKE_DEAL_AI_ACCEPT_DEAL_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,AI_ACCEPT_DEAL,HUMAN,ANY,UNHAPPY,LOC_DIPLO_MAKE_DEAL_AI_ACCEPT_DEAL_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,POSITIVE,HUMAN,ANY,ANY,LOC_DIPLO_MAKE_DEAL_AI_ADJUST_DEAL_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,POSITIVE,HUMAN,ANY,HAPPY,LOC_DIPLO_MAKE_DEAL_AI_ADJUST_DEAL_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,POSITIVE,HUMAN,ANY,UNHAPPY,LOC_DIPLO_MAKE_DEAL_AI_ADJUST_DEAL_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,AI_REFUSE_DEAL,HUMAN,ANY,ANY,LOC_DIPLO_MAKE_DEAL_AI_REFUSE_DEAL_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,MAKE_DEAL_AI_REFUSE_DEAL
MAKE_DEAL,AI_REFUSE_DEAL,HUMAN,ANY,HAPPY,LOC_DIPLO_MAKE_DEAL_AI_REFUSE_DEAL_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,MAKE_DEAL_AI_REFUSE_DEAL
MAKE_DEAL,AI_REFUSE_DEAL,HUMAN,ANY,UNHAPPY,LOC_DIPLO_MAKE_DEAL_AI_REFUSE_DEAL_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,MAKE_DEAL_AI_REFUSE_DEAL
MAKE_DEAL,HUMAN_ACCEPT_DEAL,AI,ANY,ANY,LOC_DIPLO_ACCEPT_MAKE_DEAL_FROM_AI_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,HUMAN_ACCEPT_DEAL,AI,ANY,HAPPY,LOC_DIPLO_ACCEPT_MAKE_DEAL_FROM_AI_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,HUMAN_ACCEPT_DEAL,AI,ANY,UNHAPPY,LOC_DIPLO_ACCEPT_MAKE_DEAL_FROM_AI_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,HUMAN_REFUSE_DEAL,AI,ANY,ANY,LOC_DIPLO_DEAL_LEADER_TRADE_REFUSED_NEUTRAL_1,,NEUTRAL_NEGATIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,HUMAN_REFUSE_DEAL,AI,ANY,HAPPY,LOC_DIPLO_DEAL_LEADER_TRADE_REFUSED_FRIENDLY_1,,HAPPY_NEGATIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,HUMAN_REFUSE_DEAL,AI,ANY,UNHAPPY,LOC_DIPLO_DEAL_LEADER_TRADE_REFUSED_AGGRESSIVE_2,,UNHAPPY_NEGATIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,HUMAN_ACCEPT_DEAL,HUMAN,ANY,ANY,LOC_DIPLO_ACCEPT_MAKE_DEAL_FROM_AI_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,HUMAN_ACCEPT_DEAL,HUMAN,ANY,HAPPY,LOC_DIPLO_ACCEPT_MAKE_DEAL_FROM_AI_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,HUMAN_ACCEPT_DEAL,HUMAN,ANY,UNHAPPY,LOC_DIPLO_ACCEPT_MAKE_DEAL_FROM_AI_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,HUMAN_REFUSE_DEAL,HUMAN,ANY,ANY,LOC_DIPLO_REJECT_MAKE_DEAL_FROM_AI_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,HUMAN_REFUSE_DEAL,HUMAN,ANY,HAPPY,LOC_DIPLO_REJECT_MAKE_DEAL_FROM_AI_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEAL,HUMAN_REFUSE_DEAL,HUMAN,ANY,UNHAPPY,LOC_DIPLO_REJECT_MAKE_DEAL_FROM_AI_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,MAKE_DEAL_AI_ACCEPT_DEAL
MAKE_DEMAND,NONE,HUMAN,ANY,ANY,,,NEUTRAL_IDLE,,
MAKE_DEMAND,NONE,HUMAN,ANY,HAPPY,,,HAPPY_IDLE,,
MAKE_DEMAND,NONE,HUMAN,ANY,UNHAPPY,,,UNHAPPY_IDLE,,
MAKE_DEMAND,NONE,AI,ANY,ANY,,,NEUTRAL_IDLE,,
MAKE_DEMAND,NONE,AI,ANY,HAPPY,,,HAPPY_IDLE,,
MAKE_DEMAND,NONE,AI,ANY,UNHAPPY,,,UNHAPPY_IDLE,,
MAKE_DEMAND,AI_ACCEPT_DEAL,HUMAN,ANY,ANY,LOC_DIPLO_AI_ACCEPT_DEMAND_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEMAND
MAKE_DEMAND,AI_ACCEPT_DEAL,HUMAN,ANY,HAPPY,LOC_DIPLO_AI_ACCEPT_DEMAND_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEMAND
MAKE_DEMAND,AI_ACCEPT_DEAL,HUMAN,ANY,UNHAPPY,LOC_DIPLO_AI_ACCEPT_DEMAND_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEMAND
MAKE_DEMAND,AI_REFUSE_DEAL,HUMAN,ANY,ANY,LOC_DIPLO_AI_REFUSE_DEMAND_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,MAKE_DEAL_AI_REFUSE_DEMAND
MAKE_DEMAND,AI_REFUSE_DEAL,HUMAN,ANY,HAPPY,LOC_DIPLO_AI_REFUSE_DEMAND_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,MAKE_DEAL_AI_REFUSE_DEMAND
MAKE_DEMAND,AI_REFUSE_DEAL,HUMAN,ANY,UNHAPPY,LOC_DIPLO_AI_REFUSE_DEMAND_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,MAKE_DEAL_AI_REFUSE_DEMAND
MAKE_DEMAND,HUMAN_ACCEPT_DEAL,AI,ANY,ANY,LOC_DIPLO_HUMAN_ACCEPT_DEMAND_FROM_AI_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEMAND
MAKE_DEMAND,HUMAN_ACCEPT_DEAL,AI,ANY,HAPPY,LOC_DIPLO_HUMAN_ACCEPT_DEMAND_FROM_AI_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEMAND
MAKE_DEMAND,HUMAN_ACCEPT_DEAL,AI,ANY,UNHAPPY,LOC_DIPLO_HUMAN_ACCEPT_DEMAND_FROM_AI_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,MAKE_DEAL_AI_ACCEPT_DEMAND
MAKE_DEMAND,HUMAN_REFUSE_DEAL,AI,ANY,ANY,LOC_DIPLO_HUMAN_REFUSE_DEMAND_FROM_AI_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,MAKE_DEAL_AI_ACCEPT_DEMAND
MAKE_DEMAND,HUMAN_REFUSE_DEAL,AI,ANY,HAPPY,LOC_DIPLO_HUMAN_REFUSE_DEMAND_FROM_AI_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,MAKE_DEAL_AI_ACCEPT_DEMAND
MAKE_DEMAND,HUMAN_REFUSE_DEAL,AI,ANY,UNHAPPY,LOC_DIPLO_HUMAN_REFUSE_DEMAND_FROM_AI_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,MAKE_DEAL_AI_ACCEPT_DEMAND
MAKE_PEACE,NONE,HUMAN,ANY,ANY,LOC_DIPLO_MAKE_PEACE_FROM_AI_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,MAKE_PEACE_FROM_AI
MAKE_PEACE,NONE,AI,ANY,ANY,LOC_DIPLO_MAKE_PEACE_FROM_AI_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,MAKE_PEACE_FROM_AI
MAKE_PEACE,AI_ACCEPT_DEAL,HUMAN,ANY,ANY,LOC_DIPLO_MAKE_PEACE_AI_ACCEPT_DEAL_$(LEADER)_$(MOOD),,UNHAPPY_TO_NEUTRAL,,MAKE_PEACE_AI_ACCEPT_DEAL
MAKE_PEACE,AI_REFUSE_DEAL,HUMAN,ANY,ANY,LOC_DIPLO_MAKE_PEACE_AI_REFUSE_DEAL_$(LEADER)_$(MOOD),,ENRAGED,,MAKE_PEACE_AI_REFUSE_DEAL
MAKE_PEACE,HUMAN_ACCEPT_DEAL,AI,ANY,ANY,LOC_DIPLO_ACCEPT_MAKE_PEACE_FROM_AI_$(LEADER)_$(MOOD),,UNHAPPY_TO_NEUTRAL,,MAKE_PEACE_AI_ACCEPT_DEAL
MAKE_PEACE,HUMAN_REFUSE_DEAL,AI,ANY,ANY,LOC_DIPLO_REJECT_MAKE_PEACE_FROM_AI_$(LEADER)_$(MOOD),,ENRAGED,,MAKE_PEACE_AI_ACCEPT_DEAL
NO_TARGET,NONE,HUMAN,ANY,ANY,,,,,NO_TARGET_FROM_HUMAN
OPEN_BORDERS,NONE,HUMAN,ANY,ANY,LOC_DIPLO_OPEN_BORDERS_FROM_AI_$(LEADER)_$(MOOD),,NEUTRAL_GREETING,,OPEN_BORDERS_FROM_AI
OPEN_BORDERS,NONE,AI,ANY,ANY,LOC_DIPLO_OPEN_BORDERS_FROM_AI_$(LEADER)_$(MOOD),,NEUTRAL_GREETING,,OPEN_BORDERS_FROM_AI
OPEN_BORDERS,AI_ACCEPT_DEAL,HUMAN,ANY,ANY,LOC_DIPLO_ACCEPT_OPEN_BORDERS_FROM_HUMAN_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,OPEN_BORDERS_FROM_HUMAN
OPEN_BORDERS,AI_REFUSE_DEAL,HUMAN,ANY,ANY,LOC_DIPLO_REJECT_OPEN_BORDERS_FROM_HUMAN_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,OPEN_BORDERS_FROM_HUMAN
OPEN_BORDERS,HUMAN_ACCEPT_DEAL,AI,ANY,ANY,LOC_DIPLO_ACCEPT_OPEN_BORDERS_FROM_AI_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,OPEN_BORDERS_EXIT
OPEN_BORDERS,HUMAN_REFUSE_DEAL,AI,ANY,ANY,LOC_DIPLO_REJECT_OPEN_BORDERS_FROM_AI_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,OPEN_BORDERS_EXIT
WARNING_DONT_SETTLE_NEAR_ME,POSITIVE,HUMAN,ANY,ANY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_AI_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,WARNING_DONT_SETTLE_NEAR_ME_EXIT
WARNING_DONT_SETTLE_NEAR_ME,POSITIVE,HUMAN,ANY,HAPPY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_AI_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,WARNING_DONT_SETTLE_NEAR_ME_EXIT
WARNING_DONT_SETTLE_NEAR_ME,POSITIVE,HUMAN,ANY,UNHAPPY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_AI_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,WARNING_DONT_SETTLE_NEAR_ME_EXIT
WARNING_DONT_SETTLE_NEAR_ME,NEGATIVE,HUMAN,ANY,ANY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_AI_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_DONT_SETTLE_NEAR_ME_EXIT
WARNING_DONT_SETTLE_NEAR_ME,NEGATIVE,HUMAN,ANY,HAPPY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_AI_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,WARNING_DONT_SETTLE_NEAR_ME_EXIT
WARNING_DONT_SETTLE_NEAR_ME,NEGATIVE,HUMAN,ANY,UNHAPPY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_AI_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,WARNING_DONT_SETTLE_NEAR_ME_EXIT
WARNING_DONT_SETTLE_NEAR_ME,NONE,HUMAN,ANY,ANY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_AI_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_DONT_SETTLE_NEAR_ME_EXIT
WARNING_DONT_SETTLE_NEAR_ME,NONE,AI,ANY,ANY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_AI_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_DONT_SETTLE_NEAR_ME_FROM_AI
WARNING_DONT_SETTLE_NEAR_ME,NONE,AI,ANY,HAPPY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_AI_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,WARNING_DONT_SETTLE_NEAR_ME_FROM_AI
WARNING_DONT_SETTLE_NEAR_ME,NONE,AI,ANY,UNHAPPY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_AI_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,WARNING_DONT_SETTLE_NEAR_ME_FROM_AI
WARNING_DONT_SETTLE_NEAR_ME,POSITIVE,AI,ANY,ANY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_HUMAN_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,WARNING_DONT_SETTLE_NEAR_ME_EXIT
WARNING_DONT_SETTLE_NEAR_ME,POSITIVE,AI,ANY,HAPPY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_HUMAN_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,WARNING_DONT_SETTLE_NEAR_ME_EXIT
WARNING_DONT_SETTLE_NEAR_ME,POSITIVE,AI,ANY,UNHAPPY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_HUMAN_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,WARNING_DONT_SETTLE_NEAR_ME_EXIT
WARNING_DONT_SETTLE_NEAR_ME,NEGATIVE,AI,ANY,ANY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_HUMAN_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_DONT_SETTLE_NEAR_ME_EXIT
WARNING_DONT_SETTLE_NEAR_ME,NEGATIVE,AI,ANY,HAPPY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_HUMAN_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,WARNING_DONT_SETTLE_NEAR_ME_EXIT
WARNING_DONT_SETTLE_NEAR_ME,NEGATIVE,AI,ANY,UNHAPPY,LOC_DIPLO_WARNING_DONT_SETTLE_NEAR_ME_HUMAN_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,WARNING_DONT_SETTLE_NEAR_ME_EXIT
WARNING_TOO_MANY_TROOPS_NEAR_ME,POSITIVE,HUMAN,ANY,ANY,LOC_DIPLO_WARNING_TOO_MANY_TROOPS_NEAR_ME_AI_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,WARNING_TOO_MANY_TROOPS_NEAR_ME_EXIT
WARNING_TOO_MANY_TROOPS_NEAR_ME,POSITIVE,HUMAN,ANY,HAPPY,LOC_DIPLO_WARNING_TOO_MANY_TROOPS_NEAR_ME_AI_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,WARNING_TOO_MANY_TROOPS_NEAR_ME_EXIT
WARNING_TOO_MANY_TROOPS_NEAR_ME,POSITIVE,HUMAN,ANY,UNHAPPY,LOC_DIPLO_WARNING_TOO_MANY_TROOPS_NEAR_ME_AI_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,WARNING_TOO_MANY_TROOPS_NEAR_ME_EXIT
WARNING_TOO_MANY_TROOPS_NEAR_ME,NEGATIVE,HUMAN,ANY,ANY,LOC_DIPLO_WARNING_TOO_MANY_TROOPS_NEAR_ME_AI_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_TOO_MANY_TROOPS_NEAR_ME_EXIT
WARNING_TOO_MANY_TROOPS_NEAR_ME,NEGATIVE,HUMAN,ANY,HAPPY,LOC_DIPLO_WARNING_TOO_MANY_TROOPS_NEAR_ME_AI_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,WARNING_TOO_MANY_TROOPS_NEAR_ME_EXIT
WARNING_TOO_MANY_TROOPS_NEAR_ME,NEGATIVE,HUMAN,ANY,UNHAPPY,LOC_DIPLO_WARNING_TOO_MANY_TROOPS_NEAR_ME_AI_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,WARNING_TOO_MANY_TROOPS_NEAR_ME_EXIT
WARNING_TOO_MANY_TROOPS_NEAR_ME,NONE,HUMAN,ANY,ANY,LOC_DIPLO_WARNING_TOO_MANY_TROOPS_NEAR_ME_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_TOO_MANY_TROOPS_NEAR_ME_EXIT
WARNING_TOO_MANY_TROOPS_NEAR_ME,NONE,AI,ANY,ANY,LOC_DIPLO_WARNING_TOO_MANY_TROOPS_NEAR_ME_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_TOO_MANY_TROOPS_NEAR_ME_FROM_AI
WARNING_TOO_MANY_TROOPS_NEAR_ME,NONE,AI,ANY,HAPPY,LOC_DIPLO_WARNING_TOO_MANY_TROOPS_NEAR_ME_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,WARNING_TOO_MANY_TROOPS_NEAR_ME_FROM_AI
WARNING_TOO_MANY_TROOPS_NEAR_ME,NONE,AI,ANY,UNHAPPY,LOC_DIPLO_WARNING_TOO_MANY_TROOPS_NEAR_ME_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,WARNING_TOO_MANY_TROOPS_NEAR_ME_FROM_AI
WARNING_TOO_MANY_TROOPS_NEAR_ME,POSITIVE,AI,ANY,ANY,LOC_DIPLO_WARNING_TOO_MANY_TROOPS_NEAR_ME_HUMAN_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,WARNING_TOO_MANY_TROOPS_NEAR_ME_EXIT
WARNING_TOO_MANY_TROOPS_NEAR_ME,POSITIVE,AI,ANY,HAPPY,LOC_DIPLO_WARNING_TOO_MANY_TROOPS_NEAR_ME_HUMAN_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,WARNING_TOO_MANY_TROOPS_NEAR_ME_EXIT
WARNING_TOO_MANY_TROOPS_NEAR_ME,POSITIVE,AI,ANY,UNHAPPY,LOC_DIPLO_WARNING_TOO_MANY_TROOPS_NEAR_ME_HUMAN_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,WARNING_TOO_MANY_TROOPS_NEAR_ME_EXIT
WARNING_STOP_SPYING_ON_ME,POSITIVE,HUMAN,ANY,ANY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_AI_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,WARNING_STOP_SPYING_ON_ME_EXIT
WARNING_STOP_SPYING_ON_ME,POSITIVE,HUMAN,ANY,HAPPY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_AI_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,WARNING_STOP_SPYING_ON_ME_EXIT
WARNING_STOP_SPYING_ON_ME,POSITIVE,HUMAN,ANY,UNHAPPY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_AI_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,WARNING_STOP_SPYING_ON_ME_EXIT
WARNING_STOP_SPYING_ON_ME,NEGATIVE,HUMAN,ANY,ANY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_AI_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_STOP_SPYING_ON_ME_EXIT
WARNING_STOP_SPYING_ON_ME,NEGATIVE,HUMAN,ANY,HAPPY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_AI_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,WARNING_STOP_SPYING_ON_ME_EXIT
WARNING_STOP_SPYING_ON_ME,NEGATIVE,HUMAN,ANY,UNHAPPY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_AI_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,WARNING_STOP_SPYING_ON_ME_EXIT
WARNING_STOP_SPYING_ON_ME,NONE,HUMAN,ANY,ANY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_STOP_SPYING_ON_ME_EXIT
WARNING_STOP_SPYING_ON_ME,NONE,AI,ANY,ANY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_STOP_SPYING_ON_ME_FROM_AI
WARNING_STOP_SPYING_ON_ME,NONE,AI,ANY,HAPPY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,WARNING_STOP_SPYING_ON_ME_FROM_AI
WARNING_STOP_SPYING_ON_ME,NONE,AI,ANY,UNHAPPY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,WARNING_STOP_SPYING_ON_ME_FROM_AI
WARNING_STOP_SPYING_ON_ME,POSITIVE,AI,ANY,ANY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_HUMAN_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,WARNING_STOP_SPYING_ON_ME_EXIT
WARNING_STOP_SPYING_ON_ME,POSITIVE,AI,ANY,HAPPY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_HUMAN_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,WARNING_STOP_SPYING_ON_ME_EXIT
WARNING_STOP_SPYING_ON_ME,POSITIVE,AI,ANY,UNHAPPY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_HUMAN_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,WARNING_STOP_SPYING_ON_ME_EXIT
WARNING_STOP_SPYING_ON_ME,NEGATIVE,AI,ANY,ANY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_HUMAN_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_STOP_SPYING_ON_ME_EXIT
WARNING_STOP_SPYING_ON_ME,NEGATIVE,AI,ANY,HAPPY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_HUMAN_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,WARNING_STOP_SPYING_ON_ME_EXIT
WARNING_STOP_SPYING_ON_ME,NEGATIVE,AI,ANY,UNHAPPY,LOC_DIPLO_WARNING_STOP_SPYING_ON_ME_HUMAN_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,WARNING_STOP_SPYING_ON_ME_EXIT
WARNING_STOP_DIGGING_UP_ARTIFACTS,POSITIVE,HUMAN,ANY,ANY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_AI_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_EXIT
WARNING_STOP_DIGGING_UP_ARTIFACTS,POSITIVE,HUMAN,ANY,HAPPY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_AI_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_EXIT
