GreatPersonIndividualType,Name,GreatPersonClassType,EraType,ActionCharges,ActionRequiresOwnedTile,ActionRequiresUnownedTile,ActionRequiresAdjacentMountain,ActionRequiresAdjacentOwnedTile,ActionRequiresAdjacentBarbarianUnit,ActionRequiresOnOrAdjacentNaturalWonder,ActionRequiresOnOrAdjacentFeatureType,ActionRequiresIncompleteWonder,ActionRequiresIncompleteSpaceRaceProject,ActionRequiresVisibleLuxury,ActionRequiresNoMilitaryUnit,ActionRequiresPlayerRelicSlot,ActionRequiresMilitaryUnitDomain,ActionRequiresUnitMilitaryFormation,ActionRequiresNearbyUnitWithTagA,ActionRequiresNearbyUnitWithTagB,ActionRequiresLandMilitaryUnitWithinXTiles,ActionRequiresEnemyMilitaryUnitWithinXTiles,ActionRequiresCityGreatWorkObjectType,ActionRequiresCompletedDistrictType,ActionRequiresMissingBuildingType,ActionRequiresGoldCost,ActionNameTextOverride,ActionEffectTextOverride,ActionEffectTileHighlighting,BirthNameTextOverride,BirthEffectTextOverride,AreaHighlightRadius,Gender,ActionRequiresEnemyTerritory,ActionRequiresCityStateTerritory,ActionRequiresNonHostileTerritory,ActionRequiresSuzerainTerritory,ActionRequiresUnitCanGainExperience
GREAT_PERSON_INDIVIDUAL_DWIGHT_EISENHOWER,LOC_GREAT_PERSON_INDIVIDUAL_DWIGHT_EISENHOWER_NAME,GREAT_PERSON_CLASS_GENERAL,ERA_ATOMIC,1,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_GEORGY_ZHUKOV,LOC_GREAT_PERSON_INDIVIDUAL_GEORGY_ZHUKOV_NAME,GREAT_PERSON_CLASS_GENERAL,ERA_ATOMIC,1,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_DOUGLAS_MACARTHUR,LOC_GREAT_PERSON_INDIVIDUAL_DOUGLAS_MACARTHUR_NAME,GREAT_PERSON_CLASS_GENERAL,ERA_ATOMIC,1,0,0,0,0,0,0,,0,0,0,1,0,,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_AHMAD_SHAH_MASSOUD,LOC_GREAT_PERSON_INDIVIDUAL_AHMAD_SHAH_MASSOUD_NAME,GREAT_PERSON_CLASS_GENERAL,ERA_INFORMATION,1,0,0,0,0,0,0,,0,0,0,1,0,,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_VIJAYA_WIMALARATNE,LOC_GREAT_PERSON_INDIVIDUAL_VIJAYA_WIMALARATNE_NAME,GREAT_PERSON_CLASS_GENERAL,ERA_INFORMATION,1,0,0,0,0,0,0,,0,0,0,0,0,DOMAIN_LAND,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,1
GREAT_PERSON_INDIVIDUAL_COLAEUS,LOC_GREAT_PERSON_INDIVIDUAL_COLAEUS_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_CLASSICAL,1,0,0,0,0,0,0,,0,0,1,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MARCUS_LICINIUS_CRASSUS,LOC_GREAT_PERSON_INDIVIDUAL_MARCUS_LICINIUS_CRASSUS_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_CLASSICAL,3,0,1,0,1,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ZHANG_QIAN,LOC_GREAT_PERSON_INDIVIDUAL_ZHANG_QIAN_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_CLASSICAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,LOC_GREATPERSON_ZHANG_QIAN_ACTIVE,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MARCO_POLO,LOC_GREAT_PERSON_INDIVIDUAL_MARCO_POLO_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_MEDIEVAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,LOC_GREATPERSON_MARCO_POLO_ACTIVE,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_PIERO_DE_BARDI,LOC_GREAT_PERSON_INDIVIDUAL_PIERO_DE_BARDI_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_MEDIEVAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_IRENE_OF_ATHENS,LOC_GREAT_PERSON_INDIVIDUAL_IRENE_OF_ATHENS_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_MEDIEVAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_GIOVANNI_DE_MEDICI,LOC_GREAT_PERSON_INDIVIDUAL_GIOVANNI_DE_MEDICI_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_RENAISSANCE,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,LOC_GREATPERSON_GIOVANNI_DE_MEDICI_ACTIVE,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_JAKOB_FUGGER,LOC_GREAT_PERSON_INDIVIDUAL_JAKOB_FUGGER_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_RENAISSANCE,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_RAJA_TODAR_MAL,LOC_GREAT_PERSON_INDIVIDUAL_RAJA_TODAR_MAL_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_RENAISSANCE,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ADAM_SMITH,LOC_GREAT_PERSON_INDIVIDUAL_ADAM_SMITH_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_INDUSTRIAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_JOHN_SPILSBURY,LOC_GREAT_PERSON_INDIVIDUAL_JOHN_SPILSBURY,GREAT_PERSON_CLASS_MERCHANT,ERA_INDUSTRIAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_JOHN_JACOB_ASTOR,LOC_GREAT_PERSON_INDIVIDUAL_JOHN_JACOB_ASTOR_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_INDUSTRIAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MARY_KATHERINE_GODDARD,LOC_GREAT_PERSON_INDIVIDUAL_MARY_KATHERINE_GODDARD_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_MODERN,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_JOHN_ROCKEFELLER,LOC_GREAT_PERSON_INDIVIDUAL_JOHN_ROCKEFELLER_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_MODERN,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,LOC_GREATPERSON_JOHN_ROCKEFELLER_EXPANSION2_ACTIVE,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_SARAH_BREEDLOVE,LOC_GREAT_PERSON_INDIVIDUAL_SARAH_BREEDLOVE_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_MODERN,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_HELENA_RUBINSTEIN,LOC_GREAT_PERSON_INDIVIDUAL_HELENA_RUBINSTEIN_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_ATOMIC,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MELITTA_BENTZ,LOC_GREAT_PERSON_INDIVIDUAL_MELITTA_BENTZ,GREAT_PERSON_CLASS_MERCHANT,ERA_ATOMIC,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_LEVI_STRAUSS,LOC_GREAT_PERSON_INDIVIDUAL_LEVI_STRAUSS_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_ATOMIC,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ESTEE_LAUDER,LOC_GREAT_PERSON_INDIVIDUAL_ESTEE_LAUDER,GREAT_PERSON_CLASS_MERCHANT,ERA_INFORMATION,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MASARU_IBUKA,LOC_GREAT_PERSON_INDIVIDUAL_MASARU_IBUKA_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_INFORMATION,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_INDUSTRIAL_ZONE,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_JAMSETJI_TATA,LOC_GREAT_PERSON_INDIVIDUAL_JAMSETJI_TATA_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_INFORMATION,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ANTONIO_VIVALDI,LOC_GREAT_PERSON_INDIVIDUAL_ANTONIO_VIVALDI_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_INDUSTRIAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_JOHANN_SEBASTIAN_BACH,LOC_GREAT_PERSON_INDIVIDUAL_JOHANN_SEBASTIAN_BACH_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_INDUSTRIAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_LUDWIG_VAN_BEETHOVEN,LOC_GREAT_PERSON_INDIVIDUAL_LUDWIG_VAN_BEETHOVEN_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_INDUSTRIAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_WOLFGANG_AMADEUS_MOZART,LOC_GREAT_PERSON_INDIVIDUAL_WOLFGANG_AMADEUS_MOZART_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_INDUSTRIAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_YATSUHASHI_KENGYO,LOC_GREAT_PERSON_INDIVIDUAL_YATSUHASHI_KENGYO_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_INDUSTRIAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ANTONIO_CARLOS_GOMEZ,LOC_GREAT_PERSON_INDIVIDUAL_ANTONIO_CARLOS_GOMEZ_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_MODERN,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_FRANZ_LISZT,LOC_GREAT_PERSON_INDIVIDUAL_FRANZ_LISZT_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_MODERN,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_FREDERIC_CHOPIN,LOC_GREAT_PERSON_INDIVIDUAL_FREDERIC_CHOPIN_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_MODERN,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_PETER_ILYICH_TCHAIKOVSKY,LOC_GREAT_PERSON_INDIVIDUAL_PETER_ILYICH_TCHAIKOVSKY_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_MODERN,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_LIU_TIANHUA,LOC_GREAT_PERSON_INDIVIDUAL_LIU_TIANHUA_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_MODERN,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ANTONIN_DVORAK,LOC_GREAT_PERSON_INDIVIDUAL_ANTONIN_DVORAK_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_ATOMIC,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_CLARA_SCHUMANN,LOC_GREAT_PERSON_INDIVIDUAL_CLARA_SCHUMANN_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_ATOMIC,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_JUVENTINO_ROSAS,LOC_GREAT_PERSON_INDIVIDUAL_JUVENTINO_ROSAS_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_ATOMIC,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_LILIUOKALANI,LOC_GREAT_PERSON_INDIVIDUAL_LILIUOKALANI_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_ATOMIC,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_GAUHAR_JAAN,LOC_GREAT_PERSON_INDIVIDUAL_GAUHAR_JAAN_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_INFORMATION,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MYKOLA_LEONTOVYCH,LOC_GREAT_PERSON_INDIVIDUAL_MYKOLA_LEONTOVYCH_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_INFORMATION,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_JOHN_THE_BAPTIST,LOC_GREAT_PERSON_INDIVIDUAL_JOHN_THE_BAPTIST_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_CLASSICAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_CONFUCIUS,LOC_GREAT_PERSON_INDIVIDUAL_CONFUCIUS_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_CLASSICAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ZOROASTER,LOC_GREAT_PERSON_INDIVIDUAL_ZOROASTER_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_CLASSICAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_SIDDHARTHA_GAUTAMA,LOC_GREAT_PERSON_INDIVIDUAL_SIDDHARTHA_GAUTAMA_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_CLASSICAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_LAOZI,LOC_GREAT_PERSON_INDIVIDUAL_LAOZI_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_CLASSICAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_SIMON_PETER,LOC_GREAT_PERSON_INDIVIDUAL_SIMON_PETER_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_CLASSICAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_BODHIDHARMA,LOC_GREAT_PERSON_INDIVIDUAL_BODHIDHARMA_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_MEDIEVAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ADI_SHANKARA,LOC_GREAT_PERSON_INDIVIDUAL_ADI_SHANKARA_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_MEDIEVAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_SONGTSAN_GAMPO,LOC_GREAT_PERSON_INDIVIDUAL_SONGTSAN_GAMPO_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_MEDIEVAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_O_NO_YASUMARO,LOC_GREAT_PERSON_INDIVIDUAL_O_NO_YASUMARO_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_MEDIEVAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_IRENAEUS,LOC_GREAT_PERSON_INDIVIDUAL_IRENAEUS_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_MEDIEVAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MARTIN_LUTHER,LOC_GREAT_PERSON_INDIVIDUAL_MARTIN_LUTHER_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_RENAISSANCE,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_FRANCIS_OF_ASSISI,LOC_GREAT_PERSON_INDIVIDUAL_FRANCIS_OF_ASSISI_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_RENAISSANCE,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MADHVA_ACHARYA,LOC_GREAT_PERSON_INDIVIDUAL_MADHVA_ACHARYA_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_RENAISSANCE,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_THOMAS_AQUINAS,LOC_GREAT_PERSON_INDIVIDUAL_THOMAS_AQUINAS_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_RENAISSANCE,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_HAJI_HUUD,LOC_GREAT_PERSON_INDIVIDUAL_HAJI_HUUD_NAME,GREAT_PERSON_CLASS_PROPHET,ERA_RENAISSANCE,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ARYABHATA,LOC_GREAT_PERSON_INDIVIDUAL_ARYABHATA_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_CLASSICAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_EUCLID,LOC_GREAT_PERSON_INDIVIDUAL_EUCLID_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_CLASSICAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,LOC_GREATPERSON_EUCLID_ACTIVE,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_HYPATIA,LOC_GREAT_PERSON_INDIVIDUAL_HYPATIA_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_CLASSICAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ABU_AL_QASIM_AL_ZAHRAWI,LOC_GREAT_PERSON_INDIVIDUAL_ABU_AL_QASIM_AL_ZAHRAWI_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_MEDIEVAL,1,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,1.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_HILDEGARD_OF_BINGEN,LOC_GREAT_PERSON_INDIVIDUAL_HILDEGARD_OF_BINGEN_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_MEDIEVAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_HOLY_SITE,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_OMAR_KHAYYAM,LOC_GREAT_PERSON_INDIVIDUAL_OMAR_KHAYYAM_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_MEDIEVAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,LOC_GREATPERSON_OMAR_KHAYYAM_ACTIVE,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_GALILEO_GALILEI,LOC_GREAT_PERSON_INDIVIDUAL_GALILEO_GALILEI_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_RENAISSANCE,1,0,0,1,0,0,0,,0,0,0,0,0,,,,,,,,,,,,LOC_GREATPERSON_GALILEO_GALILEI_ACTIVE,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ISAAC_NEWTON,LOC_GREAT_PERSON_INDIVIDUAL_ISAAC_NEWTON_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_RENAISSANCE,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,LOC_GREATPERSON_ISAAC_NEWTON_ACTIVE,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_EMILIE_DU_CHATELET,LOC_GREAT_PERSON_INDIVIDUAL_EMILIE_DU_CHATELET_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_RENAISSANCE,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_JAMES_YOUNG,LOC_GREAT_PERSON_INDIVIDUAL_JAMES_YOUNG_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_INDUSTRIAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_CHARLES_DARWIN,LOC_GREAT_PERSON_INDIVIDUAL_CHARLES_DARWIN_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_INDUSTRIAL,1,0,0,0,0,0,1,,0,0,0,0,0,,,,,,,,,,,,LOC_GREATPERSON_CHARLES_DARWIN_ACTIVE,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_DMITRI_MENDELEEV,LOC_GREAT_PERSON_INDIVIDUAL_DMITRI_MENDELEEV_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_INDUSTRIAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,LOC_GREATPERSON_DMITRI_MENDELEEV_ACTIVE,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ALAN_TURING,LOC_GREAT_PERSON_INDIVIDUAL_ALAN_TURING_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_MODERN,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,LOC_GREATPERSON_ALAN_TURING_ACTIVE,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ALBERT_EINSTEIN,LOC_GREAT_PERSON_INDIVIDUAL_ALBERT_EINSTEIN_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_MODERN,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ALFRED_NOBEL,LOC_GREAT_PERSON_INDIVIDUAL_ALFRED_NOBEL_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_MODERN,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_JANAKI_AMMAL,LOC_GREAT_PERSON_INDIVIDUAL_JANAKI_AMMAL_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_ATOMIC,1,0,0,0,0,0,0,FEATURE_JUNGLE,0,0,0,0,0,,,,,,,,,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MARY_LEAKEY,LOC_GREAT_PERSON_INDIVIDUAL_MARY_LEAKEY_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_ATOMIC,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,GREATWORKOBJECT_ARTIFACT,DISTRICT_THEATER,,,,,1,,,,F,0,0,0,0,0
